resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,15.0,15.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,19.8,19.8
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,6.1,6.1
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,14.0,14.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,15.7,15.7
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,26.5,26.5
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,12.3,12.3
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,21.6,21.6
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,1.8,1.8
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,1.3,1.3
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,26.8,26.8
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,30.8,30.8
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,9.4,9.4
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,20.0,20.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,2.1,2.1
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,3.3,3.3
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,0.8,0.8
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,13.0,13.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,16.0,16.0
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,1.1,1.1
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,3.6,3.6
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,1.2,1.2
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,0.1,0.1
BASN_small_hydroelectric_1,BASN,Hydro,SWITCH,2030,base_thin,MW,2.3,2.3
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,15.0,15.0
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,10.0,10.0
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,48.0,48.0
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,187.1,187.1
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,33.3,33.3
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,247.5,247.5
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,387.9,387.9
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,1425.6,1425.6
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,425.4,425.4
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,25.1,25.1
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,477.6,477.6
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,847.4,847.4
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,508.9,508.9
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,1688.9,1688.9
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,566.0,566.0
BASN_solar_photovoltaic_1,BASN,Solar,SWITCH,2030,base_thin,MW,663.0,663.0
BASN_utilitypv_class1_moderate_1,BASN,Solar,SWITCH,2030,base_thin,MW,2413.528336800652,2413.528336800652
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,0.5,0.5
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,0.5,0.5
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,1.0,1.0
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,619.9,619.9
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,603.8,603.8
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,1071.0,1071.0
CANO_batteries_1,CANO,Battery,SWITCH,2030,base_thin,MW,379.0,379.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,7.5,7.5
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,8.7,8.7
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,16.0,16.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,51.9,51.9
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,101.4,101.4
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,52.1,52.1
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,204.3,204.3
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,3.4,3.4
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,2.8,2.8
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,0.4,0.4
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,8.4,8.4
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,3.0,3.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,1.9,1.9
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,20.7,20.7
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,4.6,4.6
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,32.8,32.8
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,6.9,6.9
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,1.4,1.4
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,3.8,3.8
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,2.4,2.4
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,12.3,12.3
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,15.2,15.2
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,30.0,30.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,10.2,10.2
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,9.0,9.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,31.5,31.5
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,2.0,2.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,7.0,7.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,3.0,3.0
CANO_biomass_1,CANO,Other,SWITCH,2030,base_thin,MW,2.0,2.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,69.0,69.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,448.0,448.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,382.0,382.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,255.0,255.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,200.0,200.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,33.0,33.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,310.1,310.1
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,61.2,61.2
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,530.0,530.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,156.8,156.8
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,78.1,78.1
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,130.1,130.1
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,483.4,483.4
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,320.0,320.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,372.5,372.5
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,304.0,304.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,173.5,173.5
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,711.9,711.9
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,632.4,632.4
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,239.1,239.1
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,390.0,390.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,155.5,155.5
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,165.0,165.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,14.4,14.4
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,20.0,20.0
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,36.5,36.5
CANO_conventional_hydroelectric_1,CANO,Hydro,SWITCH,2030,base_thin,MW,291.2,291.2
