Region,Resource,Zone,Cluster,R_ID,SubsidyRevenue
MISW,MISW_small_hydroelectric_1,9,1,101,0.0
MISW,MISW_solar_photovoltaic_1,9,1,102,0.0
NWPP,NWPP_biomass_1,10,1,103,0.0
NWPP,NWPP_conventional_hydroelectric_1,10,1,104,0.0
NWPP,NWPP_conventional_steam_coal_1,10,1,105,0.0
NWPP,NWPP_hydroelectric_pumped_storage_1,10,1,106,0.0
NWPP,NWPP_natural_gas_fired_combined_cycle_1,10,1,107,0.0
NWPP,NWPP_natural_gas_fired_combustion_turbine_1,10,1,108,0.0
NWPP,NWPP_natural_gas_internal_combustion_engine_1,10,1,109,0.0
NWPP,NWPP_natural_gas_steam_turbine_1,10,1,110,0.0
NWPP,NWPP_nuclear_1,10,1,111,0.0
NWPP,NWPP_onshore_wind_turbine_1,10,1,112,0.0
NWPP,NWPP_petroleum_liquids_1,10,1,113,0.0
NWPP,NWPP_small_hydroelectric_1,10,1,114,0.0
NWPP,NWPP_solar_photovoltaic_1,10,1,115,0.0
NYCW,NYCW_biomass_1,11,1,116,0.0
NYCW,NYCW_natural_gas_fired_combined_cycle_1,11,1,117,0.0
NYCW,NYCW_natural_gas_fired_combustion_turbine_1,11,1,118,0.0
NYCW,NYCW_natural_gas_internal_combustion_engine_1,11,1,119,0.0
NYCW,NYCW_natural_gas_steam_turbine_1,11,1,120,0.0
NYCW,NYCW_petroleum_liquids_1,11,1,121,0.0
NYCW,NYCW_solar_photovoltaic_1,11,1,122,0.0
NYUP,NYUP_biomass_1,12,1,123,0.0
NYUP,NYUP_conventional_hydroelectric_1,12,1,124,0.0
NYUP,NYUP_hydroelectric_pumped_storage_1,12,1,125,0.0
NYUP,NYUP_natural_gas_fired_combined_cycle_1,12,1,126,0.0
NYUP,NYUP_natural_gas_fired_combustion_turbine_1,12,1,127,0.0
NYUP,NYUP_natural_gas_internal_combustion_engine_1,12,1,128,0.0
NYUP,NYUP_natural_gas_steam_turbine_1,12,1,129,0.0
NYUP,NYUP_nuclear_1,12,1,130,0.0
NYUP,NYUP_onshore_wind_turbine_1,12,1,131,0.0
NYUP,NYUP_petroleum_liquids_1,12,1,132,0.0
NYUP,NYUP_small_hydroelectric_1,12,1,133,0.0
NYUP,NYUP_solar_photovoltaic_1,12,1,134,0.0
PJMC,PJMC_biomass_1,13,1,135,0.0
PJMC,PJMC_conventional_hydroelectric_1,13,1,136,0.0
PJMC,PJMC_conventional_steam_coal_1,13,1,137,0.0
PJMC,PJMC_natural_gas_fired_combined_cycle_1,13,1,138,0.0
PJMC,PJMC_natural_gas_fired_combustion_turbine_1,13,1,139,0.0
PJMC,PJMC_natural_gas_internal_combustion_engine_1,13,1,140,0.0
PJMC,PJMC_natural_gas_steam_turbine_1,13,1,141,0.0
PJMC,PJMC_nuclear_1,13,1,142,0.0
PJMC,PJMC_onshore_wind_turbine_1,13,1,143,0.0
PJMC,PJMC_petroleum_liquids_1,13,1,144,0.0
PJMC,PJMC_small_hydroelectric_1,13,1,145,0.0
PJMC,PJMC_solar_photovoltaic_1,13,1,146,0.0
PJMD,PJMD_biomass_1,14,1,147,0.0
PJMD,PJMD_conventional_hydroelectric_1,14,1,148,0.0
PJMD,PJMD_conventional_steam_coal_1,14,1,149,0.0
PJMD,PJMD_hydroelectric_pumped_storage_1,14,1,150,0.0
PJMD,PJMD_natural_gas_fired_combined_cycle_1,14,1,151,0.0
PJMD,PJMD_natural_gas_fired_combustion_turbine_1,14,1,152,0.0
PJMD,PJMD_natural_gas_internal_combustion_engine_1,14,1,153,0.0
PJMD,PJMD_natural_gas_steam_turbine_1,14,1,154,0.0
PJMD,PJMD_nuclear_1,14,1,155,0.0
PJMD,PJMD_petroleum_liquids_1,14,1,156,0.0
PJMD,PJMD_small_hydroelectric_1,14,1,157,0.0
PJMD,PJMD_solar_photovoltaic_1,14,1,158,0.0
PJME,PJME_biomass_1,15,1,159,0.0
PJME,PJME_conventional_hydroelectric_1,15,1,160,0.0
PJME,PJME_conventional_steam_coal_1,15,1,161,0.0
PJME,PJME_hydroelectric_pumped_storage_1,15,1,162,0.0
PJME,PJME_natural_gas_fired_combined_cycle_1,15,1,163,0.0
PJME,PJME_natural_gas_fired_combustion_turbine_1,15,1,164,0.0
PJME,PJME_natural_gas_internal_combustion_engine_1,15,1,165,0.0
PJME,PJME_natural_gas_steam_turbine_1,15,1,166,0.0
PJME,PJME_nuclear_1,15,1,167,0.0
PJME,PJME_petroleum_liquids_1,15,1,168,0.0
PJME,PJME_small_hydroelectric_1,15,1,169,0.0
PJME,PJME_solar_photovoltaic_1,15,1,170,0.0
PJMW,PJMW_biomass_1,16,1,171,0.0
PJMW,PJMW_conventional_hydroelectric_1,16,1,172,0.0
PJMW,PJMW_conventional_steam_coal_1,16,1,173,0.0
PJMW,PJMW_hydroelectric_pumped_storage_1,16,1,174,0.0
PJMW,PJMW_natural_gas_fired_combined_cycle_1,16,1,175,0.0
PJMW,PJMW_natural_gas_fired_combustion_turbine_1,16,1,176,0.0
PJMW,PJMW_natural_gas_internal_combustion_engine_1,16,1,177,0.0
PJMW,PJMW_natural_gas_steam_turbine_1,16,1,178,0.0
PJMW,PJMW_nuclear_1,16,1,179,0.0
PJMW,PJMW_onshore_wind_turbine_1,16,1,180,0.0
PJMW,PJMW_petroleum_liquids_1,16,1,181,0.0
PJMW,PJMW_small_hydroelectric_1,16,1,182,0.0
PJMW,PJMW_solar_photovoltaic_1,16,1,183,0.0
RMRG,RMRG_biomass_1,17,1,184,0.0
RMRG,RMRG_conventional_hydroelectric_1,17,1,185,0.0
RMRG,RMRG_conventional_steam_coal_1,17,1,186,0.0
RMRG,RMRG_hydroelectric_pumped_storage_1,17,1,187,0.0
RMRG,RMRG_natural_gas_fired_combined_cycle_1,17,1,188,0.0
RMRG,RMRG_natural_gas_fired_combustion_turbine_1,17,1,189,0.0
RMRG,RMRG_natural_gas_internal_combustion_engine_1,17,1,190,0.0
RMRG,RMRG_onshore_wind_turbine_1,17,1,191,0.0
RMRG,RMRG_small_hydroelectric_1,17,1,192,0.0
RMRG,RMRG_solar_photovoltaic_1,17,1,193,0.0
SPPC,SPPC_biomass_1,18,1,194,0.0
SPPC,SPPC_conventional_hydroelectric_1,18,1,195,0.0
SPPC,SPPC_conventional_steam_coal_1,18,1,196,0.0
SPPC,SPPC_natural_gas_fired_combined_cycle_1,18,1,197,0.0
SPPC,SPPC_natural_gas_fired_combustion_turbine_1,18,1,198,0.0
SPPC,SPPC_natural_gas_internal_combustion_engine_1,18,1,199,0.0
SPPC,SPPC_natural_gas_steam_turbine_1,18,1,200,0.0
SPPC,SPPC_nuclear_1,18,1,201,0.0
SPPC,SPPC_onshore_wind_turbine_1,18,1,202,0.0
SPPC,SPPC_petroleum_liquids_1,18,1,203,0.0
SPPC,SPPC_small_hydroelectric_1,18,1,204,0.0
SPPC,SPPC_solar_photovoltaic_1,18,1,205,0.0
SPPN,SPPN_biomass_1,19,1,206,0.0
SPPN,SPPN_conventional_hydroelectric_1,19,1,207,0.0
SPPN,SPPN_conventional_steam_coal_1,19,1,208,0.0
SPPN,SPPN_natural_gas_fired_combined_cycle_1,19,1,209,0.0
SPPN,SPPN_natural_gas_fired_combustion_turbine_1,19,1,210,0.0
SPPN,SPPN_natural_gas_internal_combustion_engine_1,19,1,211,0.0
SPPN,SPPN_natural_gas_steam_turbine_1,19,1,212,0.0
SPPN,SPPN_nuclear_1,19,1,213,0.0
SPPN,SPPN_onshore_wind_turbine_1,19,1,214,0.0
SPPN,SPPN_petroleum_liquids_1,19,1,215,0.0
SPPN,SPPN_small_hydroelectric_1,19,1,216,0.0
SPPN,SPPN_solar_photovoltaic_1,19,1,217,0.0
SPPS,SPPS_biomass_1,20,1,218,0.0
SPPS,SPPS_conventional_hydroelectric_1,20,1,219,0.0
SPPS,SPPS_conventional_steam_coal_1,20,1,220,0.0
SPPS,SPPS_hydroelectric_pumped_storage_1,20,1,221,0.0
SPPS,SPPS_natural_gas_fired_combined_cycle_1,20,1,222,0.0
SPPS,SPPS_natural_gas_fired_combustion_turbine_1,20,1,223,0.0
SPPS,SPPS_natural_gas_internal_combustion_engine_1,20,1,224,0.0
SPPS,SPPS_onshore_wind_turbine_1,20,1,225,0.0
SPPS,SPPS_petroleum_liquids_1,20,1,226,0.0
SPPS,SPPS_small_hydroelectric_1,20,1,227,0.0
SPPS,SPPS_solar_photovoltaic_1,20,1,228,0.0
SRCA,SRCA_biomass_1,21,1,229,0.0
SRCA,SRCA_conventional_hydroelectric_1,21,1,230,0.0
SRCA,SRCA_conventional_steam_coal_1,21,1,231,0.0
SRCA,SRCA_hydroelectric_pumped_storage_1,21,1,232,0.0
SRCA,SRCA_natural_gas_fired_combined_cycle_1,21,1,233,0.0
SRCA,SRCA_natural_gas_fired_combustion_turbine_1,21,1,234,0.0
SRCA,SRCA_natural_gas_steam_turbine_1,21,1,235,0.0
SRCA,SRCA_nuclear_1,21,1,236,0.0
SRCA,SRCA_petroleum_liquids_1,21,1,237,0.0
SRCA,SRCA_small_hydroelectric_1,21,1,238,0.0
SRCA,SRCA_solar_photovoltaic_1,21,1,239,0.0
SRCE,SRCE_biomass_1,22,1,240,0.0
SRCE,SRCE_conventional_hydroelectric_1,22,1,241,0.0
SRCE,SRCE_conventional_steam_coal_1,22,1,242,0.0
SRCE,SRCE_hydroelectric_pumped_storage_1,22,1,243,0.0
SRCE,SRCE_natural_gas_fired_combined_cycle_1,22,1,244,0.0
SRCE,SRCE_natural_gas_fired_combustion_turbine_1,22,1,245,0.0
SRCE,SRCE_natural_gas_internal_combustion_engine_1,22,1,246,0.0
SRCE,SRCE_natural_gas_steam_turbine_1,22,1,247,0.0
SRCE,SRCE_nuclear_1,22,1,248,0.0
SRCE,SRCE_small_hydroelectric_1,22,1,249,0.0
SRCE,SRCE_solar_photovoltaic_1,22,1,250,0.0
SRSE,SRSE_biomass_1,23,1,251,0.0
SRSE,SRSE_conventional_hydroelectric_1,23,1,252,0.0
SRSE,SRSE_conventional_steam_coal_1,23,1,253,0.0
SRSE,SRSE_hydroelectric_pumped_storage_1,23,1,254,0.0
SRSE,SRSE_natural_gas_fired_combined_cycle_1,23,1,255,0.0
SRSE,SRSE_natural_gas_fired_combustion_turbine_1,23,1,256,0.0
SRSE,SRSE_natural_gas_internal_combustion_engine_1,23,1,257,0.0
SRSE,SRSE_nuclear_1,23,1,258,0.0
SRSE,SRSE_petroleum_liquids_1,23,1,259,0.0
SRSE,SRSE_small_hydroelectric_1,23,1,260,0.0
SRSE,SRSE_solar_photovoltaic_1,23,1,261,0.0
SRSG,SRSG_biomass_1,24,1,262,0.0
SRSG,SRSG_conventional_hydroelectric_1,24,1,263,0.0
SRSG,SRSG_conventional_steam_coal_1,24,1,264,0.0
SRSG,SRSG_geothermal_1,24,1,265,0.0
SRSG,SRSG_hydroelectric_pumped_storage_1,24,1,266,0.0
SRSG,SRSG_natural_gas_fired_combined_cycle_1,24,1,267,0.0
SRSG,SRSG_natural_gas_fired_combustion_turbine_1,24,1,268,0.0
SRSG,SRSG_natural_gas_internal_combustion_engine_1,24,1,269,0.0
SRSG,SRSG_nuclear_1,24,1,270,0.0
SRSG,SRSG_onshore_wind_turbine_1,24,1,271,0.0
SRSG,SRSG_small_hydroelectric_1,24,1,272,0.0
SRSG,SRSG_solar_photovoltaic_1,24,1,273,0.0
TRE,TRE_biomass_1,25,1,274,0.0
TRE,TRE_conventional_hydroelectric_1,25,1,275,0.0
TRE,TRE_conventional_steam_coal_1,25,1,276,0.0
TRE,TRE_natural_gas_fired_combined_cycle_1,25,1,277,0.0
TRE,TRE_natural_gas_fired_combustion_turbine_1,25,1,278,0.0
TRE,TRE_natural_gas_internal_combustion_engine_1,25,1,279,0.0
TRE,TRE_natural_gas_steam_turbine_1,25,1,280,0.0
TRE,TRE_nuclear_1,25,1,281,0.0
TRE,TRE_onshore_wind_turbine_1,25,1,282,0.0
TRE,TRE_petroleum_liquids_1,25,1,283,0.0
TRE,TRE_small_hydroelectric_1,25,1,284,0.0
TRE,TRE_solar_photovoltaic_1,25,1,285,0.0
TRE_WEST,TRE_WEST_natural_gas_fired_combined_cycle_1,26,1,286,0.0
TRE_WEST,TRE_WEST_natural_gas_fired_combustion_turbine_1,26,1,287,0.0
TRE_WEST,TRE_WEST_natural_gas_internal_combustion_engine_1,26,1,288,0.0
TRE_WEST,TRE_WEST_onshore_wind_turbine_1,26,1,289,0.0
TRE_WEST,TRE_WEST_petroleum_liquids_1,26,1,290,0.0
TRE_WEST,TRE_WEST_solar_photovoltaic_1,26,1,291,0.0
BASN,BASN_distributed_generation_1,1,1,292,0.0
CANO,CANO_distributed_generation_1,2,1,293,0.0
CASO,CASO_distributed_generation_1,3,1,294,0.0
FRCC,FRCC_distributed_generation_1,4,1,295,0.0
ISNE,ISNE_distributed_generation_1,5,1,296,0.0
MISC,MISC_distributed_generation_1,6,1,297,0.0
MISE,MISE_distributed_generation_1,7,1,298,0.0
MISS,MISS_distributed_generation_1,8,1,299,0.0
MISW,MISW_distributed_generation_1,9,1,300,0.0
NWPP,NWPP_distributed_generation_1,10,1,301,0.0
NYCW,NYCW_distributed_generation_1,11,1,302,0.0
NYUP,NYUP_distributed_generation_1,12,1,303,0.0
PJMC,PJMC_distributed_generation_1,13,1,304,0.0
PJMD,PJMD_distributed_generation_1,14,1,305,0.0
PJME,PJME_distributed_generation_1,15,1,306,0.0
PJMW,PJMW_distributed_generation_1,16,1,307,0.0
RMRG,RMRG_distributed_generation_1,17,1,308,0.0
SPPC,SPPC_distributed_generation_1,18,1,309,0.0
SPPN,SPPN_distributed_generation_1,19,1,310,0.0
SPPS,SPPS_distributed_generation_1,20,1,311,0.0
SRCA,SRCA_distributed_generation_1,21,1,312,0.0
SRCE,SRCE_distributed_generation_1,22,1,313,0.0
SRSE,SRSE_distributed_generation_1,23,1,314,0.0
SRSG,SRSG_distributed_generation_1,24,1,315,0.0
TRE,TRE_distributed_generation_1,25,1,316,0.0
TRE_WEST,TRE_WEST_distributed_generation_1,26,1,317,0.0
BASN,BASN_naturalgas_ccavgcf_moderate_0,1,0,318,0.0
BASN,BASN_naturalgas_ctavgcf_moderate_0,1,0,319,0.0
BASN,BASN_battery_moderate_0,1,0,320,0.0
BASN,BASN_nuclear_nuclear_moderate_0,1,0,321,0.0
BASN,BASN_hydrogen_ctavgcf_moderate_0,1,0,322,0.0
BASN,BASN_hydrogen_ccavgcf_moderate_0,1,0,323,0.0
BASN,BASN_landbasedwind_class3_moderate_1,1,1,324,0.0
BASN,BASN_landbasedwind_class3_moderate_2,1,2,325,0.0
BASN,BASN_utilitypv_class1_moderate_1,1,1,326,0.0
BASN,BASN_utilitypv_class1_moderate_2,1,2,327,0.0
CANO,CANO_naturalgas_ccccsavgcf_conservative_0,2,0,328,0.0
CANO,CANO_naturalgas_ccavgcf_moderate_0,2,0,329,0.0
CANO,CANO_naturalgas_ctavgcf_moderate_0,2,0,330,0.0
CANO,CANO_battery_moderate_0,2,0,331,0.0
CANO,CANO_nuclear_nuclear_moderate_0,2,0,332,0.0
CANO,CANO_hydrogen_ctavgcf_moderate_0,2,0,333,0.0
CANO,CANO_hydrogen_ccavgcf_moderate_0,2,0,334,0.0
CANO,CANO_landbasedwind_class3_moderate_1,2,1,335,0.0
CANO,CANO_landbasedwind_class3_moderate_2,2,2,336,0.0
CANO,CANO_utilitypv_class1_moderate_1,2,1,337,0.0
CANO,CANO_utilitypv_class1_moderate_2,2,2,338,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_1,2,1,339,0.0
CANO,CANO_offshorewind_class12_moderate_floating_1_2,2,2,340,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_1,2,1,341,0.0
CANO,CANO_offshorewind_class12_moderate_floating_0_2,2,2,342,0.0
CASO,CASO_naturalgas_ccccsavgcf_conservative_0,3,0,343,0.0
CASO,CASO_naturalgas_ccavgcf_moderate_0,3,0,344,0.0
CASO,CASO_naturalgas_ctavgcf_moderate_0,3,0,345,0.0
CASO,CASO_battery_moderate_0,3,0,346,0.0
CASO,CASO_nuclear_nuclear_moderate_0,3,0,347,0.0
CASO,CASO_hydrogen_ctavgcf_moderate_0,3,0,348,0.0
CASO,CASO_hydrogen_ccavgcf_moderate_0,3,0,349,0.0
CASO,CASO_landbasedwind_class3_moderate_1,3,1,350,0.0
CASO,CASO_landbasedwind_class3_moderate_2,3,2,351,0.0
CASO,CASO_utilitypv_class1_moderate_1,3,1,352,0.0
CASO,CASO_utilitypv_class1_moderate_2,3,2,353,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_1,3,1,354,0.0
CASO,CASO_offshorewind_class12_moderate_floating_1_2,3,2,355,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_1,3,1,356,0.0
CASO,CASO_offshorewind_class12_moderate_floating_0_2,3,2,357,0.0
FRCC,FRCC_naturalgas_ccccsavgcf_conservative_0,4,0,358,0.0
FRCC,FRCC_naturalgas_ccavgcf_moderate_0,4,0,359,0.0
FRCC,FRCC_naturalgas_ctavgcf_moderate_0,4,0,360,0.0
FRCC,FRCC_battery_moderate_0,4,0,361,0.0
FRCC,FRCC_nuclear_nuclear_moderate_0,4,0,362,0.0
FRCC,FRCC_hydrogen_ctavgcf_moderate_0,4,0,363,0.0
FRCC,FRCC_hydrogen_ccavgcf_moderate_0,4,0,364,0.0
FRCC,FRCC_landbasedwind_class3_moderate_1,4,1,365,0.0
FRCC,FRCC_landbasedwind_class3_moderate_2,4,2,366,0.0
FRCC,FRCC_utilitypv_class1_moderate_1,4,1,367,0.0
FRCC,FRCC_utilitypv_class1_moderate_2,4,2,368,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_1,4,1,369,0.0
FRCC,FRCC_offshorewind_class3_moderate_fixed_0_2,4,2,370,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_1,4,1,371,0.0
FRCC,FRCC_offshorewind_class12_moderate_floating_0_2,4,2,372,0.0
ISNE,ISNE_naturalgas_ccavgcf_moderate_0,5,0,373,0.0
ISNE,ISNE_naturalgas_ctavgcf_moderate_0,5,0,374,0.0
ISNE,ISNE_battery_moderate_0,5,0,375,0.0
ISNE,ISNE_nuclear_nuclear_moderate_0,5,0,376,0.0
ISNE,ISNE_hydrogen_ctavgcf_moderate_0,5,0,377,0.0
ISNE,ISNE_hydrogen_ccavgcf_moderate_0,5,0,378,0.0
ISNE,ISNE_landbasedwind_class3_moderate_1,5,1,379,0.0
ISNE,ISNE_landbasedwind_class3_moderate_2,5,2,380,0.0
ISNE,ISNE_utilitypv_class1_moderate_1,5,1,381,0.0
ISNE,ISNE_utilitypv_class1_moderate_2,5,2,382,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_1,5,1,383,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_1_2,5,2,384,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_1,5,1,385,0.0
ISNE,ISNE_offshorewind_class3_moderate_fixed_0_2,5,2,386,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_1,5,1,387,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_1_2,5,2,388,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_1,5,1,389,0.0
ISNE,ISNE_offshorewind_class12_moderate_floating_0_2,5,2,390,0.0
MISC,MISC_naturalgas_ccccsavgcf_conservative_0,6,0,391,0.0
MISC,MISC_naturalgas_ccavgcf_moderate_0,6,0,392,0.0
MISC,MISC_naturalgas_ctavgcf_moderate_0,6,0,393,0.0
MISC,MISC_battery_moderate_0,6,0,394,0.0
MISC,MISC_nuclear_nuclear_moderate_0,6,0,395,0.0
MISC,MISC_hydrogen_ctavgcf_moderate_0,6,0,396,0.0
MISC,MISC_hydrogen_ccavgcf_moderate_0,6,0,397,0.0
MISC,MISC_landbasedwind_class3_moderate_1,6,1,398,0.0
MISC,MISC_landbasedwind_class3_moderate_2,6,2,399,0.0
MISC,MISC_utilitypv_class1_moderate_1,6,1,400,0.0
MISC,MISC_utilitypv_class1_moderate_2,6,2,401,0.0
MISE,MISE_naturalgas_ccccsavgcf_conservative_0,7,0,402,0.0
MISE,MISE_naturalgas_ccavgcf_moderate_0,7,0,403,0.0
MISE,MISE_naturalgas_ctavgcf_moderate_0,7,0,404,0.0
MISE,MISE_battery_moderate_0,7,0,405,0.0
MISE,MISE_nuclear_nuclear_moderate_0,7,0,406,0.0
MISE,MISE_hydrogen_ctavgcf_moderate_0,7,0,407,0.0
MISE,MISE_hydrogen_ccavgcf_moderate_0,7,0,408,0.0
MISE,MISE_landbasedwind_class3_moderate_1,7,1,409,0.0
MISE,MISE_landbasedwind_class3_moderate_2,7,2,410,0.0
MISE,MISE_utilitypv_class1_moderate_1,7,1,411,0.0
MISE,MISE_utilitypv_class1_moderate_2,7,2,412,0.0
MISS,MISS_naturalgas_ccccsavgcf_conservative_0,8,0,413,0.0
MISS,MISS_naturalgas_ccavgcf_moderate_0,8,0,414,0.0
MISS,MISS_naturalgas_ctavgcf_moderate_0,8,0,415,0.0
MISS,MISS_battery_moderate_0,8,0,416,0.0
MISS,MISS_nuclear_nuclear_moderate_0,8,0,417,0.0
MISS,MISS_hydrogen_ctavgcf_moderate_0,8,0,418,0.0
MISS,MISS_hydrogen_ccavgcf_moderate_0,8,0,419,0.0
