Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
CO2_Price_1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0
AnnualSum,6.09769799707016e6,1.148578275731558e7,7.911609448390648e6,1.0285939719601694e7,1.5936219532521773e7,5.753202957813191e6,5.030457638207823e6,9.93676401606249e6,7.342812676947393e6,4.9231437674294235e6,2.6571452992805154e6,2.6798066706023486e6,3.7433170949171265e6,2.367299874688003e6,2.3698931674000666e7,1.3542937229591347e7,2.014323752714199e6,596007.1822268195,493377.42021382827,3.4702485048704725e6,5.650845582466483e6,5.138810919096548e6,1.4346932283721557e7,5.939972554637653e6,1.1401949442162072e7,2.128927886844564e6,1.8457446388339436e8
t1,0.0003382755592156809,274.819287670812,409.4910141881489,880.0125175416789,0.0003288260490167346,405.6911821595156,181.09135814104678,411.3030209962305,173.28929844213278,0.00034478962762928814,0.00030374701694296525,0.0002631523038579597,0.0005644662467382635,0.00035303148036627287,0.0004699562317970939,770.6580445862298,0.00042956493251315145,0.0004187664687108171,0.0004344199984422165,0.00037549607743121477,166.46055343678972,0.00032096756261382664,263.6927824296499,0.00040109435700178984,511.2262315419701,0.0002726327740392465,4447.740910320892
t2,0.00033797001845235796,274.81928136946,409.49074928047645,861.803686049748,0.00032891116821329034,0.0007492650133374491,131.702288879088,411.3026822960343,27.042459757786013,0.0003310165715001443,0.00030437782334004137,0.00026354832237274314,0.0005266109618326018,0.0003526852883154309,0.0004681632438629436,447.14055182392923,0.00037499158343921266,0.00040899883882911797,0.00042661739368454114,0.0003677059014889275,101.46644684760878,0.0003216109388785528,7.855944931155653,0.0003856247713765811,458.82720873322063,0.00026667310529179437,3131.4575147394517
t3,0.0003355577289988207,274.8192745584304,409.4907427367958,873.1237439693494,0.00032555293974976206,0.000693736573035572,117.00963994570434,411.3024659245699,14.109376747359711,0.00032412869933718557,0.0003045396439396976,0.00026100338297925486,0.0005257196279727131,0.00035250482785803816,0.00046794063133329664,426.1039647521294,0.00036885131187603244,0.00039982623886754016,0.0004211377262467173,0.0003632179323926591,105.42950152903468,0.000322416606162608,0.0017896373494326347,0.00038077610025164123,2.559912138581555,0.00026674214515681294,2633.9565255914204
t4,0.00032593925339694614,274.81918884585207,377.85775921341803,863.0820000097594,0.00032555743048741115,0.0006351015019284825,108.91655576176419,0.0005885007155686663,0.0451962933271613,0.00030356655460458124,0.00030464494808795604,0.0002610014277121441,0.0005264485525010094,0.00035243195773052813,0.0004677939958915899,380.3847088491525,0.00033531707301353767,0.00039442935949637946,0.00041490128967854896,0.00034806388470857817,117.43539905620511,0.0003224964284903827,0.0005237918959819196,0.0003718640532452877,0.0012303560077160844,0.00026403215658746975,2122.549104267965
t5,0.00031420536081205994,274.819187395448,280.2146349352086,776.992896127538,0.000325767177309593,0.0006330190266513834,109.72401444388093,0.0005818780283351891,0.001808150777270593,0.00029310142649275695,0.00030467738121259437,0.0002609910215227393,0.00050000702416763,0.00035242680502449653,0.0004675920536783135,405.90983052235805,0.0003345934701638561,0.0003943096655429391,0.0004136798198145275,0.0003454955459532766,116.97473255892866,0.00032278569988336293,0.0005213119457755067,0.0003721520786271198,0.0012152179960352707,0.00026385454535400674,1964.645321200212
t6,0.0003139826947916251,274.81918699589636,202.79252620676397,792.5813043643867,0.0003254511952969542,0.0006328999614140341,120.35132300568299,0.0005772864457252717,0.0017996160554619633,0.0002925517371035339,0.000304683082146079,0.00026081697824113906,0.000530048514258563,0.00035225317413452805,0.00046756606658054337,459.0066493352048,0.00033360552978771066,0.00039392779217622964,0.00041367343096746867,0.00034342907278653393,145.34467690060933,0.00032284683483211745,0.0005207163091994008,0.00037217017821903866,0.0012059473637899146,0.0002629380472968475,1994.9056932190085
t7,0.00031384956615310427,274.81918610646267,114.67960948151597,880.0121981452962,0.0003248146824372241,0.0006339269674059747,138.1545240399257,0.0004219427003968045,0.0017672616989502755,0.000292833697993683,0.000304659226866482,0.0002604669410564761,0.0005322104480931977,0.0003519093124346071,0.00046752973922800097,492.92582908841183,0.00032041491198222963,0.00039283506094507273,0.00041339854648873045,0.0003305504273407818,149.13727228557013,0.00032290692252281733,0.0006001988682985643,0.00037168785741186904,0.0006361531862327762,0.00025561155794489015,2049.737934309503
t8,0.0003142650943723023,274.8191851684819,115.37382183173263,880.0121412138197,0.00032129612804276004,0.001723925739616418,122.29417845541457,0.0008416756726864159,7.806983346910056,0.0002924356145086775,0.00030460610055897534,0.00025832704341962915,0.0005371964428189288,0.0003510145157172748,0.0004666376518656349,323.6864349735305,0.00034212169826832703,0.00040583824543367024,0.0004152433151193983,0.0003456957843408493,103.56489668474592,0.0003796466690318691,0.0006018744686145197,0.00037137663310585434,123.89728656856295,0.0002655437310385091,1951.463466963747
t9,0.0003138784008033599,274.8191838582917,85.16667677218865,188.15620721060137,0.0003186360993624209,0.00036761487815424707,0.0003480959464435692,0.00025259109114191095,0.0003899351272616046,0.0002484874298901248,0.00022644585668709646,0.0002574301581831194,0.0002473789653159648,0.0002737160103921166,0.00035774466766944746,0.00035563455286121164,0.00026906277298258997,0.0003365351646536257,0.00034060833985487515,0.0002726269660237905,0.0003186652941245227,0.00022196169343145092,0.0002856206164313886,0.00036896645919932074,0.0006185750294094213,0.00025335280363684434,548.1493114054057
t10,0.00025637271720531997,274.8191806911127,5.718508961612127,7.9149241596358895,0.00031752312572078616,0.0003602492800826368,0.0003433348981457312,0.0002493287456586425,0.0003861280519111007,0.0002492017348209646,0.00022628997498569942,0.0002561923339566182,0.00024527765583568477,0.00027075644138164394,0.00035568275076292987,0.0003467377065031596,0.00026796580794799675,0.0003330299176637649,0.0003353556343624089,0.0002646885390122327,0.0002478950220880375,0.00022089124805871262,0.0002800012567551273,0.00026667984330832045,0.00037980435809694703,0.00019823374645464674,288.4592714331515
t11,0.0002496132603215629,0.00023327872003895244,0.00020855551828791774,6.764556780338198,0.00031656939605392435,0.0003559686917162529,0.0003400472508939699,0.00024826671586506376,0.00038131491528669475,0.0002464117019672784,0.00022513870897921702,0.0002553408047592567,0.000242954357816577,0.0002679572179035147,0.0003529338100488844,0.00034105548092614694,0.0002656047582227986,0.00033189047211112845,0.00033187179757582095,0.0002634730607078413,0.0002474817995469145,0.00022030828683257994,0.0002768574837507005,0.0002625800385717512,0.0003793786768434998,0.00019786285158758158,6.771599496114815
t12,0.0002480313291585192,0.0002259602944010731,0.00020074740134659827,6.551440064428014,0.00031691346647768297,0.00035461218844327376,0.00033922282070537717,0.0002494192725976478,0.00038127038478494193,0.00024192668121437788,0.0002251619040760043,0.00025469144258474395,0.00024245725394988568,0.00026573508726251,0.0003521203396491307,0.0003398326600920439,0.00026818642142308096,0.0003334335433258338,0.00033189035176710947,0.0002721005616391849,0.0002451086192150556,0.00022024594699701993,0.0002763532260194835,0.0002610670075689714,0.00038140325830945325,0.0002001738464573214,6.558468129737481
t13,0.0002460404070121364,0.00022151341552165843,0.00019615127730226244,6.6254733346218275,0.0003176520689583769,0.0003555708222540482,0.00034011241047733615,0.0002499103037445636,0.00038585756097963886,0.0002397698786490196,0.00022652679654097115,0.0002543346900896462,0.0002434583010291982,0.00026751498443841853,0.00035447619337712063,0.00034160223091035284,0.00027160373003047757,0.0003351812547545545,0.0003336486243979936,0.00027191354245328854,0.00024312323139907903,0.00022046928271340997,0.00027625456991685137,0.0002583189584574416,0.0003816824760314803,0.00019943835126475857,6.6325054599845314
t14,0.0002443473508792294,0.0002207722257592287,0.0001952781076836953,7.433611460857692,0.0003186182511773516,0.00035536562112636205,0.00034026389759353763,0.0002496539772082337,0.00038723619739010074,0.00024051046568654134,0.00022678394646350294,0.0002544308286354296,0.00024328472596682392,0.00026822716033765814,0.00035616158477259446,0.00034064919796577924,0.00027217101551583014,0.00033556170059129305,0.0003337961890639414,0.0002713150999364708,0.0002425061061631081,0.00022054470402303964,0.0002763214443355645,0.00025793091672460326,0.0003811714356627826,0.00019945669856715574,7.4406438197069225
t15,0.00024344565886351546,0.0002199359244686727,0.00019374796212258107,7.604237686026728,0.0003200365112794588,0.0003562113808270984,0.0003409817144095601,0.00024985244317783406,0.0003867033295910261,0.00024129728013207267,0.00022683352038397884,0.000254976242371411,0.00024354862330848074,0.0002694502161234477,0.00035688686146031107,0.000341887847168915,0.00027205536742150614,0.00033601349120097553,0.0003339298908302118,0.0002738126897744085,0.0002433620421916751,0.0002207477717043657,0.00027676937804578663,0.0002578438804104847,0.0003820496281888975,0.00019990775222893754,7.611279973434413
t16,0.00024406620037584732,0.00022171858247199537,0.00019489243071976926,15.741232974229712,0.0003219191881705904,0.0003576810219309628,0.000341942376307745,0.00024986611819634606,0.0003871309397370707,0.00024372514374963183,0.00022716567592057508,0.0002556115440127883,0.00024417942939304897,0.0002713620747538338,0.0003589826853766863,0.0003447056653020329,0.00027268843692416345,0.0003360791036840088,0.00033400965302390434,0.000272591456328773,0.0002467812260436065,0.00022107900793708383,0.00027783050154713956,0.0002586286314333509,0.0003823762214714905,0.0001994570347759325,15.748299444579299
t17,0.0002468809333493004,0.00022845632687245134,0.00020309410115256722,360.7418834844209,0.0003322696600053733,0.0003607425948850576,0.000347938155755843,0.0002506283660443381,0.0003886565728730719,0.00024808881301323463,0.0002265284712537254,0.0002579396288950485,0.000245576904762087,0.00027426107874625326,0.00036070696763757735,0.00034993282594588385,0.0002728922656159805,0.0003375551612118546,0.000335034170195211,0.00027329453928622314,0.0002469692556380361,0.00022115760893697076,0.0002800185994996594,0.0002622574069707663,0.00038284577824939303,0.0001998530230662032,360.7490170636308
t18,0.00025120460582254116,0.00022882202119242357,0.0002019616642315262,880.0126381234487,0.0004183084301351963,0.0005487658850605502,122.24250220006591,0.0004886882067502665,0.0005324630354432977,0.0002797010179241084,0.0003002690321498653,0.0003412129530029348,0.0004754479143577518,0.00035206988765382945,0.00046861409226106165,609.367677794811,0.00032631527679170315,0.0003980269370642606,0.0003923252117888245,0.0003248823746124504,302.62992556146895,0.00046524185833113357,0.00046782116904410927,0.00030174061195879104,0.0005073236001110029,0.0002427360942730149,1914.2610576216748
t19,0.0002910920286153078,0.0002884742575080877,0.0002483874419187027,3998.61792949501,0.00041931707708092313,679.2072862161854,312.99205559370165,191.13096868346352,265.9216717320074,0.00030528863236857143,0.00030139583088351654,0.00034135160444208204,47.63367490517103,0.0003557945907457162,0.0004722889732390518,1347.3802663348524,0.0003665803286776518,0.00041883100841227027,0.0004212991467481381,0.0003382422688101734,418.70820343597086,253.61674212332665,403.34427002690774,0.00032625371433378264,57.64167315990587,0.0002617129346521967,7976.199898016342
t20,0.00033004755427359954,0.0010330167848740166,9.878462823012589,2747.4797680250404,0.00041945230796630335,679.2077082568248,312.99228791878807,411.30318379625834,800.9220335861572,0.000323077498086108,0.00034533230319474265,0.00034224414648833124,47.6339246351761,0.00037270290460982746,0.0005271394306450189,1372.3802383929578,0.0008774020166946896,0.0004710724516332627,0.0004659174295011143,0.00038587576913626996,418.70936060287767,253.61731552153344,403.3446255016812,0.000462654815542523,511.2265411145467,0.00033663893429458836,7968.702142749202
