Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,46.91124651138659,62.14891702633077,53.97959591737993,49.91642393550549,10.536121677425129,40.35192069554166,40.35192055774018,46.17280538602996,40.35191903861053,49.75854152293725,45.16359474562052,11.87040501999758,38.51432975809906,41.85370160119124,43.91647345737639,40.3519201042687,43.601393381903904,41.95795741794926,42.78419719203081,43.40485723351069,46.370719688848666,36.141018125161345,46.21072086059116,49.32075287876791,45.276025159467586,42.78392958967499
t2,46.911130113296764,62.14889466384543,51.30122313350979,46.370731406718534,10.536081209456233,38.34973430116163,40.35191962200162,43.88179293675802,40.35191115219835,45.45246689845725,45.16359374652826,11.870379836763677,38.16521129057643,41.85370053289611,43.916472705414726,40.35191976851269,39.828205952343616,39.8759977188038,40.661329675185904,41.251183960280656,46.37071876270803,36.14098773798075,46.21068459079569,46.87354303707048,42.70232408892723,40.3518906354384
t3,46.911117446721136,62.148857948924054,51.301210772021804,46.37075649819538,9.384528182221171,38.058004996927316,40.351919373029496,43.54797736539854,40.35190144189905,44.956904767728716,45.16359344472217,10.57300006856943,38.16520290408369,41.85370006484466,43.91647248099501,40.35191973686828,39.39396406324884,37.34503855473651,39.38318457442848,40.93737986575095,46.37071882969781,36.14101567612946,45.85915330304174,46.51698374705212,42.70217712675921,40.351751779019374
t4,44.20306172111993,53.51896498609649,49.88432694455953,46.370731997014815,9.384522550073081,37.47246943675182,40.35191922324362,40.76479286503912,40.33802910789658,38.492903713947044,45.16359316005301,10.572993785483442,38.15211601222408,41.85369973652984,43.91647224996212,40.35191966718517,33.72982121534895,35.58040372576331,37.71921133294407,38.321040287610835,46.37071903679294,36.141015572707474,42.928260495470276,45.578928004530844,41.95160850105161,39.642496000618486
t5,40.13199847628322,53.51894537819335,49.884321012449114,46.37072156032775,9.384522158303604,37.47246559561427,40.35191930458949,40.76476228515444,40.00065992818764,34.9477388044498,45.163592898856066,10.572992167447342,37.833007073880054,41.85369944776783,43.91647205677399,40.35191970483609,33.72981163039559,35.58039698427972,37.403755066640635,38.32101147789827,46.37071901864743,36.14101886200598,42.92823386279495,45.578925248137196,41.95160459314913,39.64249167176504
t6,40.13199485596803,53.51893641597905,49.88432022535294,46.37072187985235,9.38451275201715,37.47246451707518,40.351919509768074,40.76475126454867,40.00073893145359,34.947733343584886,45.16359282667587,10.572982188593246,38.165201651865665,41.853699195022585,43.91647198539011,40.35191977401097,33.72980624381373,35.58039462954171,37.403820035377315,38.321001076920275,46.370719401252174,36.14102198984319,42.92823057329426,45.578923288906594,41.95159590994446,39.64248268982891
t7,40.131988807377674,53.51892289241902,49.88431917765001,47.46004204814701,9.384487715363312,37.4724598290892,40.351919726418544,38.278497596845334,40.00073171900268,34.94773020419671,45.16359261161017,10.572955275678517,38.16520529076905,41.85369874375805,43.91647174720059,40.35191981514875,30.623350517916045,34.78427676252205,37.403817907633524,35.983792247935476,46.37071942647634,36.16061337280056,43.93667674845755,45.57891621914253,39.392965796186026,37.224683234083216
t8,40.13199385334137,53.518910813905485,49.88431910877343,47.46002350572088,8.640858535823387,39.929943652735346,40.35191948704053,41.72237372931829,40.3518877379072,34.94772494115639,45.163590770729556,9.735163965457478,38.165206934681144,41.853696880130094,43.91647001715136,40.35191956036887,35.94164043329131,37.913777310363685,37.732172970546245,39.22121612421985,46.37071873257274,39.414059881099284,43.93667793804213,45.578918749476394,42.70231903341851,40.35188572711972
t9,40.13196967910801,53.518901354924715,49.88431848863765,46.370719191433416,8.64081252840524,11.400090344296471,12.276112131407187,11.29521686475778,10.926889973962119,12.24120166054133,13.334101297540078,9.73510220187988,11.0677909583527,12.356891394129642,12.965900643926314,11.913502960830604,10.726478311513777,10.82447420675332,11.037122572976047,10.618095217987518,34.77600221705072,10.670294510181753,11.894676647505277,45.57887924392854,39.39293169372406,37.22462760933254
t10,13.605301791241283,53.51888460338997,49.8842756393824,46.37068532979434,8.640811274733327,10.573272475918337,11.385757549805408,10.456430327083465,10.847752488998065,12.241126398681079,13.33408151752129,9.735094462792166,11.067770302629743,12.3568886538963,12.965881063317722,11.913482856917122,10.59023604871406,10.039426749482276,10.217496919757329,9.829589097050505,13.734559686585035,10.670246746186615,11.011376646761121,11.979397407553199,10.353566244534274,9.783681548697675
