Line,New_Trans_Capacity,Cost_Trans_Capacity
1,2.1284291806445775e-14,0.021284291806445775
2,6.55684294725026e-10,655.684294725026
3,4.701160639872246e-10,470.11606398722466
4,7.418486583746693e-10,741.8486583746693
5,6.851586562852958e-10,685.1586562852958
6,5.888674293771623e-10,588.8674293771624
7,4.824653595384717e-10,482.4653595384717
8,4.774674687916104e-10,477.4674687916104
9,1.7195790477876392e-10,171.95790477876392
10,1.0911809338919447e-9,1091.1809338919447
11,3.636596398933168e-10,363.65963989331686
12,2.5944455428854336e-10,259.4445542885434
13,3.6826166714739626e-11,36.82616671473963
14,2.0509342684229373e-10,205.09342684229375
15,1.476195277346645e-11,14.761952773466449
16,8.787313746944632e-10,878.7313746944632
17,2.0740361024328292e-10,207.40361024328294
18,2.562649768721323e-11,25.62649768721323
19,7.278153008986119e-10,727.8153008986119
20,2.434776032289542e-13,0.2434776032289542
21,6.056116875714732e-10,605.6116875714732
22,8.96563824929032e-11,89.65638249290319
23,6.282662285253552e-10,628.2662285253552
24,1.4236165965705264e-10,142.36165965705266
25,2.209638412236662e-12,2.2096384122366617
26,8.815409566938218e-10,881.5409566938218
27,3.793581073606175e-11,37.93581073606175
28,3.036782318734736e-14,0.03036782318734736
29,4.4533620503152177e-10,445.3362050315218
30,7.109067775594824e-10,710.9067775594824
31,9.073836424619509e-10,907.3836424619509
32,3.976467403461338e-12,3.9764674034613376
33,6.503055705661228e-10,650.3055705661229
34,4.61103657330728e-11,46.1103657330728
35,3.9265742551758746e-10,392.65742551758746
36,8.906949156900335e-10,890.6949156900334
37,2.0469211419189335e-10,204.69211419189335
38,1.1890545273558885e-9,1189.0545273558885
39,3.6455172131827646e-11,36.455172131827645
40,7.37447182383291e-10,737.447182383291
41,5.600107508293798e-10,560.0107508293798
42,9.669778264458374e-12,9.669778264458374
43,4.240544655906799e-14,0.042405446559067986
44,6.856719406764837e-10,685.6719406764838
45,9.812414889603314e-14,0.09812414889603313
46,4.0329652916282916e-10,403.29652916282913
47,1.1626357112979483e-9,1162.6357112979483
48,1.0134204426351297e-9,1013.4204426351298
49,6.260624655056503e-10,626.0624655056504
50,3.6010823788383033e-10,360.1082378838303
51,6.778728881619795e-11,67.78728881619794
52,9.643172166264471e-10,964.3172166264471
53,8.256807813515106e-10,825.6807813515106
54,1.5756647678467603e-10,157.56647678467604
55,6.88569557327636e-14,0.06885695573276361
56,2.6276501084710158e-12,2.6276501084710158
57,5.566858550773258e-10,556.6858550773258
