Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
AnnualSum,6.451702706703098e7,3.445634978881832e7,3.035755892969339e7,8.829353514737043e7,5.50475185012256e7,8.502591191401578e7,3.528926953903745e7,6.0233631976375155e7,9.012722547709125e7,9.347695014969647e7,3.361719172264885e7,1.4296395934916047e7,3.434451133370199e7,7.168624041643046e6,1.4927299219323826e8,1.4883165443102297e8,1.7311712526365988e7,8.987169122249717e6,1.5564144633874446e7,1.3640376473940821e7,4.670708801893131e7,4.932878171112943e7,7.775388972794968e7,1.6377704674848907e7,1.1017832456930609e8,3.662943463086064e6,1.3838684830692086e9
t1,7995.159469142805,7113.723094002902,6945.237992790924,9664.319420960906,3212.724206451678,12079.21771463571,1727.3014158128365,6296.955724658034,9495.06271626256,12178.029505113907,3691.186508239326,88.9932970216671,2580.6704235068214,0.007486017477270535,10648.942504929393,11597.288972477872,1566.242845125491,1053.0735970861524,2179.1045618852504,4482.887041976397,2735.0406567631676,1665.732203664853,8740.452149668548,1273.594591833656,18023.467916638485,1235.6365590670898,148270.05257573392
t2,7770.707698329907,6978.378135836046,6318.581930107205,7738.798010553334,2435.6544947691864,11689.53692180391,1322.7427424403354,6296.954314852508,7910.6896961734055,12178.023428435257,3691.1861338204485,0.0032018626479553714,2184.022397554052,0.0027706213387118446,9452.10702586186,9835.46236338418,1566.2422898759835,1053.0731896187256,1655.730713841911,989.5493011349703,2484.6135537368014,1665.7301942311499,6534.86602485963,1273.5934479619884,16032.865580060801,171.91672085762946,129231.0322825852
t3,7770.706945057564,5908.530180679801,3357.351435383889,7738.79797216742,2100.430269461628,8649.72037229798,1198.648411161735,6296.9523304779605,6418.3718216585785,11463.979658617964,3691.1862072964736,0.00312882403601486,1964.4754582548487,0.0027742804428495717,9203.463254687997,8900.567964628297,1566.242113250405,1053.073176666123,1655.7294237482142,989.5480131347645,2444.7780434600404,1665.7301967622625,3769.6670406344,1273.5930216450151,14805.618269745768,0.000439064561304305,113887.16792304817
t4,7373.624245928868,3654.904631619758,3276.104735598522,7738.797967737564,2009.1082207971406,5484.259862467311,1193.3480406833169,6296.949138680938,6091.763505118036,10174.214673596183,3691.1861918551267,0.0031086100359404576,1914.375210642443,0.002774843034452547,9042.594857656373,8711.971629393465,1566.2421030733983,1053.0731572313705,1655.7294102526064,989.5478580846044,2443.6614794160273,1665.730185041332,3624.3997688850545,1273.593014722872,13071.120408242028,0.0004098301684120453,103996.30659000757
t5,6778.622589423439,2705.494742954851,3276.1045816365922,7738.7979675234665,1917.476616605732,5135.551982067545,1227.0695464808346,5613.450702348903,5857.984381020188,9136.478015663299,3691.186173606113,0.003101488834251928,1845.0653246633656,0.0027739734203783414,8893.799809234164,9533.980400519671,1566.2421015008267,1053.0731572000182,1655.7294080670513,989.547689721788,2445.900264999427,1665.7301936362612,3475.293436926274,1273.593011439063,12686.658221732036,0.00038496232749945977,100162.83657939549
t6,6413.87141838201,2705.4944630671703,3276.1045684125997,7738.797988585005,1873.7591452749743,5589.828517482406,1363.9741747813193,4626.701304576596,5814.026141073913,8808.6647272638,3691.1861827280904,0.0031037960776381544,1869.9182940991036,0.002768543547839245,9157.947807836941,10835.30390719306,1566.2421010009773,1053.0731585753283,1655.7294081097496,989.5476878823573,2735.0364723240223,1665.73019793122,3920.42010883237,1273.593010891626,12603.784015177538,0.0003847895069699795,101228.74105861131
t7,5990.042240621206,2705.4943073593695,3276.1045765589593,7955.97115350109,1863.885211844715,6701.655197051417,1619.9298903852764,1686.2623983061642,6589.075256063454,8526.273657573314,3691.1861810393657,0.003139193426943482,2010.5260742870578,0.0027650304321846673,9716.29932324604,11925.523705599997,1566.2421006083082,1053.073167286693,1655.7293827069498,989.547665622729,3199.5191538614445,1869.1185155057938,5071.183821550171,1273.5930089366732,12680.256064497908,0.00038369089767945796,103616.49834192885
t8,5786.47236791908,2705.494281919632,3276.104579405537,8451.104657452619,1686.4438807628749,8065.939566642198,1741.0653004897488,6296.887425007401,7300.3460623402025,8374.92032757118,3691.186508701201,0.003956863220902295,2193.9921903907307,0.00766153122298834,10003.814743064577,12382.035213544757,1566.242116232971,1053.0731891365156,1655.7294225493563,989.5477089902516,3868.336835790779,3116.288588823571,5510.559905905884,1273.5930116447444,13490.94686436241,0.00038757860934125635,114480.13675462129
t9,5963.038271743336,2705.494273714157,3276.1045814275244,7738.797944783601,1783.0116697263516,8126.7145637906,1528.0947467468532,4551.907984051639,6480.915379703859,8672.017469603481,3691.186499283944,139.35474157262288,1826.4651468292213,0.002738089432114407,10875.094488153796,11369.383785098486,1566.2421190287316,1053.0731909766941,1655.729418210591,989.547682318892,2793.8101431840428,1982.7498753968368,2640.498803605022,1273.5930109624971,14284.816320210923,0.00038538289709752786,106967.64523359602
t10,4194.955350614462,2705.4942525492575,3276.1045658469698,6403.2416622503115,2548.0103410140605,9192.805670269297,1515.2956269508481,4718.085771728094,5751.801402708558,9205.739235602072,3691.1864879912573,331.7608279491763,1760.2334277427872,0.004623887587224225,12177.092833779188,10701.492541575588,1566.2421222674632,1053.0731936858735,1655.7294145852086,989.5476741219205,2521.942560406016,1665.7566703293778,2410.264419417071,1273.5929052453514,13328.804323786582,0.0003358686356317631,104638.25824217302
