Region,Resource,Zone,Cluster,AnnualSum
BASN,BASN_biomass_1,1,1,8.51166157407463e6
BASN,BASN_conventional_hydroelectric_1,1,1,4.7832182243574864e8
BASN,BASN_conventional_steam_coal_1,1,1,1.4023475871748114e8
BASN,BASN_geothermal_1,1,1,2.9323703141135026e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,2.2538802828378625e9
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,4.356140306530681e8
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,5.0980598994147226e7
BASN,BASN_onshore_wind_turbine_1,1,1,5.8612215296666905e7
BASN,BASN_small_hydroelectric_1,1,1,7.442513839770147e7
BASN,BASN_solar_photovoltaic_1,1,1,4.0898728827729136e8
CANO,CANO_biomass_1,2,1,2.6918818106012248e7
CANO,CANO_conventional_hydroelectric_1,2,1,1.4302345176584325e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,4.5911198366847104e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,2.751331779733217e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,5.423008668344033e8
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,8.477335994357255e7
CANO,CANO_natural_gas_steam_turbine_1,2,1,590053.805419221
CANO,CANO_onshore_wind_turbine_1,2,1,7.380709769384583e6
CANO,CANO_petroleum_liquids_1,2,1,2.684217957543977e7
CANO,CANO_small_hydroelectric_1,2,1,9.207084371460947e7
CANO,CANO_solar_photovoltaic_1,2,1,2.4350142834494403e8
CASO,CASO_biomass_1,3,1,3.2840725490980145e7
CASO,CASO_conventional_hydroelectric_1,3,1,2.5980738828313076e8
CASO,CASO_geothermal_1,3,1,1.1707561067079067e7
CASO,CASO_hydroelectric_pumped_storage_1,3,1,4.6506820892696315e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,2.482111648017669e9
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,1.2502403649905975e9
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,1.219133066130159e7
CASO,CASO_onshore_wind_turbine_1,3,1,7.539962921203266e7
CASO,CASO_petroleum_liquids_1,3,1,703501.9146435066
CASO,CASO_small_hydroelectric_1,3,1,3.5469967864125e7
CASO,CASO_solar_photovoltaic_1,3,1,5.558704108417912e8
FRCC,FRCC_biomass_1,4,1,3.435053435634751e7
FRCC,FRCC_conventional_hydroelectric_1,4,1,7.454255101784416e6
FRCC,FRCC_conventional_steam_coal_1,4,1,2.9869161091562515e8
FRCC,FRCC_natural_gas_fired_combined_cycle_1,4,1,6.832031317620674e9
FRCC,FRCC_natural_gas_fired_combustion_turbine_1,4,1,6.746071628643087e8
FRCC,FRCC_natural_gas_internal_combustion_engine_1,4,1,2.6428119536708582e7
FRCC,FRCC_natural_gas_steam_turbine_1,4,1,3.4315902775754176e7
FRCC,FRCC_nuclear_1,4,1,1.3832752488488839e9
FRCC,FRCC_petroleum_liquids_1,4,1,357027.2818374937
FRCC,FRCC_solar_photovoltaic_1,4,1,3.361587984804409e8
ISNE,ISNE_biomass_1,5,1,9.523363636737902e6
ISNE,ISNE_conventional_hydroelectric_1,5,1,7.522730723839487e7
ISNE,ISNE_hydroelectric_pumped_storage_1,5,1,1.697817996263153e8
ISNE,ISNE_natural_gas_fired_combined_cycle_1,5,1,1.519353052525503e9
ISNE,ISNE_natural_gas_fired_combustion_turbine_1,5,1,1.4492014488115284e8
ISNE,ISNE_natural_gas_internal_combustion_engine_1,5,1,5.009317232035826e6
ISNE,ISNE_natural_gas_steam_turbine_1,5,1,975181.1809237119
ISNE,ISNE_nuclear_1,5,1,1.0219606519124677e9
ISNE,ISNE_onshore_wind_turbine_1,5,1,1.6117279201580298e6
ISNE,ISNE_petroleum_liquids_1,5,1,3.2118490780401126e7
ISNE,ISNE_small_hydroelectric_1,5,1,6.049777797440553e7
ISNE,ISNE_solar_photovoltaic_1,5,1,4.5550297124683365e7
MISC,MISC_biomass_1,6,1,1.6026780800786193e7
MISC,MISC_conventional_hydroelectric_1,6,1,4.229939303230885e7
MISC,MISC_conventional_steam_coal_1,6,1,8.038412074354383e8
MISC,MISC_hydroelectric_pumped_storage_1,6,1,4.6192633903441094e7
MISC,MISC_natural_gas_fired_combined_cycle_1,6,1,8.453938637185469e8
MISC,MISC_natural_gas_fired_combustion_turbine_1,6,1,4.4235041758226633e8
MISC,MISC_natural_gas_internal_combustion_engine_1,6,1,3.2812423123024576e6
MISC,MISC_natural_gas_steam_turbine_1,6,1,5.158639414837329e6
MISC,MISC_nuclear_1,6,1,7.069061018528404e8
MISC,MISC_onshore_wind_turbine_1,6,1,8.424913411945055e7
MISC,MISC_petroleum_liquids_1,6,1,2.772890254050118e6
MISC,MISC_small_hydroelectric_1,6,1,4.170537754851423e6
MISC,MISC_solar_photovoltaic_1,6,1,1.7912296921003374e8
MISE,MISE_biomass_1,7,1,1.0353597650632042e7
MISE,MISE_conventional_steam_coal_1,7,1,9.10631282652563e6
MISE,MISE_hydroelectric_pumped_storage_1,7,1,1.8129499984999228e8
MISE,MISE_natural_gas_fired_combined_cycle_1,7,1,5.440335127163624e8
MISE,MISE_natural_gas_fired_combustion_turbine_1,7,1,2.3918256192791468e8
MISE,MISE_natural_gas_internal_combustion_engine_1,7,1,6.8195885469042435e6
MISE,MISE_natural_gas_steam_turbine_1,7,1,2.123884359386889e6
MISE,MISE_nuclear_1,7,1,3.257594851271745e8
MISE,MISE_onshore_wind_turbine_1,7,1,6.4004745786054544e7
MISE,MISE_small_hydroelectric_1,7,1,2.6936189009774495e6
MISE,MISE_solar_photovoltaic_1,7,1,5.1304024085563555e7
MISS,MISS_biomass_1,8,1,1.0221774258951522e7
MISS,MISS_conventional_hydroelectric_1,8,1,6.56835440281473e7
MISS,MISS_conventional_steam_coal_1,8,1,2.2421948149007875e8
MISS,MISS_natural_gas_fired_combined_cycle_1,8,1,3.073593369412206e9
MISS,MISS_natural_gas_fired_combustion_turbine_1,8,1,2.8856906272708994e8
MISS,MISS_natural_gas_internal_combustion_engine_1,8,1,9.112120616455175e6
MISS,MISS_natural_gas_steam_turbine_1,8,1,2.3224304190722387e6
MISS,MISS_nuclear_1,8,1,1.7891401870549529e9
MISS,MISS_onshore_wind_turbine_1,8,1,6.0836027161058724e7
MISS,MISS_petroleum_liquids_1,8,1,125333.05391103378
MISS,MISS_small_hydroelectric_1,8,1,857310.0991378686
MISS,MISS_solar_photovoltaic_1,8,1,1.0540127096721032e8
MISW,MISW_biomass_1,9,1,1.4261609315011576e7
MISW,MISW_conventional_hydroelectric_1,9,1,9.814702432776012e6
MISW,MISW_conventional_steam_coal_1,9,1,6.3566132749636e8
MISW,MISW_natural_gas_fired_combined_cycle_1,9,1,1.0834906555646489e9
MISW,MISW_natural_gas_fired_combustion_turbine_1,9,1,4.226265480457261e8
MISW,MISW_natural_gas_internal_combustion_engine_1,9,1,7.375040123572022e7
MISW,MISW_natural_gas_steam_turbine_1,9,1,1.4022878319176752e7
MISW,MISW_nuclear_1,9,1,7.064471093128507e8
MISW,MISW_onshore_wind_turbine_1,9,1,2.1433594357189652e8
MISW,MISW_petroleum_liquids_1,9,1,1.6990860690381356e7
MISW,MISW_small_hydroelectric_1,9,1,6.639336936925054e7
MISW,MISW_solar_photovoltaic_1,9,1,1.1701390346701835e8
NWPP,NWPP_biomass_1,10,1,2.599413075493094e7
NWPP,NWPP_conventional_hydroelectric_1,10,1,8.956700896331228e9
NWPP,NWPP_conventional_steam_coal_1,10,1,4.039995976507388e8
NWPP,NWPP_hydroelectric_pumped_storage_1,10,1,6.313190465361589e7
NWPP,NWPP_natural_gas_fired_combined_cycle_1,10,1,1.5944138834188743e9
NWPP,NWPP_natural_gas_fired_combustion_turbine_1,10,1,7.045703514115408e7
NWPP,NWPP_natural_gas_internal_combustion_engine_1,10,1,6.080363439381618e7
NWPP,NWPP_natural_gas_steam_turbine_1,10,1,605510.4928881008
NWPP,NWPP_nuclear_1,10,1,5.3260697409861714e8
NWPP,NWPP_onshore_wind_turbine_1,10,1,7.506608220756795e7
NWPP,NWPP_petroleum_liquids_1,10,1,335947.3600197039
NWPP,NWPP_small_hydroelectric_1,10,1,1.835040209587611e8
NWPP,NWPP_solar_photovoltaic_1,10,1,9.12862609952577e7
NYCW,NYCW_biomass_1,11,1,358191.4473019065
NYCW,NYCW_natural_gas_fired_combined_cycle_1,11,1,4.685163600680759e8
NYCW,NYCW_natural_gas_fired_combustion_turbine_1,11,1,1.4204785312168118e8
NYCW,NYCW_natural_gas_internal_combustion_engine_1,11,1,2.8028816569539118e6
NYCW,NYCW_natural_gas_steam_turbine_1,11,1,1.0274156512393146e6
NYCW,NYCW_petroleum_liquids_1,11,1,3.536565900512151e6
NYCW,NYCW_solar_photovoltaic_1,11,1,1.0837845424190578e6
NYUP,NYUP_biomass_1,12,1,5.234320976087781e6
NYUP,NYUP_conventional_hydroelectric_1,12,1,6.275473441093589e8
NYUP,NYUP_hydroelectric_pumped_storage_1,12,1,8.792561265901117e7
NYUP,NYUP_natural_gas_fired_combined_cycle_1,12,1,1.0226343363567615e9
NYUP,NYUP_natural_gas_fired_combustion_turbine_1,12,1,3.414795678322214e6
NYUP,NYUP_natural_gas_internal_combustion_engine_1,12,1,1.2382621257117013e6
NYUP,NYUP_natural_gas_steam_turbine_1,12,1,1.6252074769564548e6
NYUP,NYUP_nuclear_1,12,1,5.90738291975826e8
NYUP,NYUP_onshore_wind_turbine_1,12,1,7.16809199709054e7
NYUP,NYUP_petroleum_liquids_1,12,1,2.2027779134386615e6
NYUP,NYUP_small_hydroelectric_1,12,1,9.39985389946648e7
NYUP,NYUP_solar_photovoltaic_1,12,1,4.3862399408830814e7
PJMC,PJMC_biomass_1,13,1,2.0508715366868433e6
PJMC,PJMC_conventional_hydroelectric_1,13,1,1.437944671801799e6
PJMC,PJMC_conventional_steam_coal_1,13,1,1.0739421828183634e7
PJMC,PJMC_natural_gas_fired_combined_cycle_1,13,1,7.792882547623713e8
PJMC,PJMC_natural_gas_fired_combustion_turbine_1,13,1,5.63754288974008e8
