Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
AnnualSum,5.5076818095522046e7,3.952157351029089e7,5.0804327803221576e7,8.691020026512647e7,6.246752381123809e7,9.690688378357102e7,3.6118584372093946e7,5.4902241187172584e7,1.3315557841315283e8,8.232171669020693e7,3.0980741432567462e7,2.2400483719239872e7,1.1406234352737311e7,8.13529056785273e6,1.394501688152849e8,1.477596633233574e8,2.216602456918747e7,1.287636366496265e7,1.828716952839664e7,1.4192540632736998e7,6.5072981993004285e7,5.2862578475616165e7,8.112485988879186e7,2.7692592584548775e7,1.0566164362971812e8,4.341918717784399e6,1.4625967038273835e9
t1,7408.352064490442,8036.960890753663,10484.221811627853,11375.046573813162,5061.383332702151,10617.724565418572,2441.48783018528,5261.551975878454,12611.73536711339,10638.303502064424,3186.7020011311806,1823.542668834212,432.0951076475589,0.011614887933264746,9719.783483490397,12232.444348453999,2336.9949146378094,1810.4047975558221,2655.0722501100436,4278.507473992509,6024.652236970272,6143.113680489857,8519.999087533935,4493.864347164017,16221.152948062692,1235.6538855481167,165050.76276055776
t2,7408.351742402567,8009.250291262337,10454.037898030878,9040.21997422625,4426.024810588104,10236.23597587459,2004.529571187842,4945.6558344414525,11114.967840375253,9524.669166719956,3186.7015900082706,1777.9075813243478,432.0950002503999,0.011191843935515804,9480.254725101397,10984.135031897418,1566.2492554547703,1810.4026921724803,2655.0720253409922,989.7118759340467,5025.341083318425,5257.297586296329,8519.998589592862,4493.864224393243,12999.336109259491,1235.6529581098184,147577.97462540746
t3,7408.350278138577,5404.4060142039425,6815.092480455221,7978.519216485235,4226.137071517263,10118.66217868766,1881.6116951732417,4945.654497126467,10336.5356621711,9524.666254803607,3186.70155467322,1743.8485310105468,432.082028300562,0.011115281770334492,9036.92896883972,10723.900361903958,1566.2430432107244,1053.075848173951,1655.7327915679425,989.7040179083132,4976.565934665681,5135.1308028087215,8519.995217254924,3254.963875046797,12999.327831047947,0.019807561085364123,133913.86707801817
t4,5846.788159250704,3661.4240170728144,6815.091798447683,7902.550579443225,4115.373419364593,10552.40452781344,1872.6087046926361,4945.652950542319,10184.237503644817,9326.034797275157,3186.7015357164855,1713.6283689011916,432.0819866344607,0.01107325060244008,8679.029785058594,10499.974942049923,1566.2425264043504,1053.0741466342567,1655.7296496280976,989.5509779225578,4999.4386866422155,3636.11755659838,8030.486210819157,1273.5937388987313,12999.32542381901,0.015977786171105658,125937.1690443116
t5,4230.831859116832,3661.4211596598666,6815.091659423822,7889.861715863718,3953.3148965544624,10483.876985291814,1904.436090188975,4945.652652950363,9389.207062122281,9190.345335399415,3186.701521529831,1696.4263511272525,432.0819470314841,0.011044477264201366,8424.685060641867,10644.7561268108,1566.2425025467096,1053.074101805102,1655.7296146413823,989.5503290326607,4990.041227439424,3753.375406194651,7909.352132200823,1273.5936800792333,12999.324563815826,0.01520631218072114,123039.00023225805
t6,4165.861365819153,3661.421064769476,6815.091658050844,8208.947157592449,3925.6363161619465,10946.3337652391,2039.0555503921535,4945.651327085546,9482.081774840526,8896.147691453602,3186.70153410442,1710.1386217589277,432.0819703280278,0.01107481732555002,8689.291632325536,11301.330234137233,1566.242500155702,1053.0740967978682,1655.7296011060544,989.5493234295265,5444.69953044804,4001.922163434787,8075.947391323202,1273.593574248844,12999.31390565567,0.00718529802005906,125465.86201077398
t7,3988.7529427317113,3661.418664549215,6815.089539169012,9240.614296124983,3960.7627085166914,11825.111605200298,2292.813398994563,4945.647577413419,10110.506902293057,8631.820011726913,3186.701587964781,1754.8390759678286,432.0821509093035,0.011139330743645632,9285.75022792409,12243.588999613028,1566.2424945398534,1053.0740927790841,1655.729592469352,989.5487919170118,6029.536597800314,4385.885722341315,8472.54834946348,1273.5935343292335,12684.010246465994,0.0033749059275065964,130485.68362544122
t8,4028.6623589526193,3661.4186525625073,6815.08979698046,9600.73709743352,3823.6792349135985,11985.889589028457,2429.219266199571,4945.652969303096,12447.802624238198,8599.26433562913,3186.701636704384,1782.2443629240727,432.1005740069332,0.011157568453697284,9553.12923356342,12613.159131463332,1566.2425249413038,1053.0742806902992,1655.7296612038365,989.5509842912061,6672.455091952815,4858.081234555705,8492.721634375335,1273.5937392576973,12999.32795601597,0.015987329527236586,135465.55511608545
t9,4230.842962757845,3661.418642366312,6815.089775302567,6192.971323963664,3979.4293235089795,11067.68557506011,2068.3407999033566,4945.651953458366,10851.813431797793,8911.377774281871,3186.7046480011136,1824.561424146036,432.08162305267336,0.010868676901073649,9723.946086157986,10710.505009373224,1566.2425246179146,1053.0741476793696,1655.7296025855999,989.5496520120695,5527.67381385154,1665.7308070096672,6784.176390842209,1273.5936087068276,12999.327512850594,0.011927261268484054,122117.54120922586
