period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,381169.21899660985,SWITCH,BASN,BASN_batteries_1,Battery,base_short_retire,all,MWh,2027
2027,1.7216222233120677e-08,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_retire,all,MWh,2027
2027,70667.2511999926,SWITCH,BASN,BASN_biomass_1,Other,base_short_retire,all,MWh,2027
2027,179472.38399999536,SWITCH,BASN,BASN_biomass_2,Other,base_short_retire,all,MWh,2027
2027,9206026.078575483,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_retire,all,MWh,2027
2027,4332716.894979371,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_retire,all,MWh,2027
2027,14927346.345887257,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_retire,all,MWh,2027
2027,2901193.4709999994,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_retire,all,MWh,2027
2027,4344884.543999998,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_retire,all,MWh,2027
2027,7.792126312218994e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_short_retire,all,MWh,2027
2027,1.443350590004205e-09,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_short_retire,all,MWh,2027
2027,8.478026730981994e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,7.388123235357024e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,6.815976047979364e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,2748028.565739613,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,1.4418457178170502e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,1.9974521939291225e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,1.0402410394248924e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,1.200789428036675e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,1.0449666428060258e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,9.192270794251196e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,8.395803372785281e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,8.277896124499463e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,3138610.3098027096,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_retire,all,MWh,2027
2027,38699776.59900697,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_retire,all,MWh,2027
2027,1.2996786395353682e-08,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_retire,all,MWh,2027
2027,1.8841167203405493e-08,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_retire,all,MWh,2027
2027,1.9451877604998558e-08,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_retire,all,MWh,2027
2027,3.5865549386443406e-09,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_short_retire,all,MWh,2027
2027,6.470667196383329e-09,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_short_retire,all,MWh,2027
2027,5.193210442839889e-07,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,base_short_retire,all,MWh,2027
2027,2.774170869720408e-09,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_short_retire,all,MWh,2027
2027,2924414.3609449877,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_short_retire,all,MWh,2027
2027,5.524315289239216e-10,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_short_retire,all,MWh,2027
2027,2004457.7280000001,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_short_retire,all,MWh,2027
2027,18414031.806671392,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_short_retire,all,MWh,2027
2027,4.986170877978686e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual:0.0,Solar,base_short_retire,all,MWh,2027
2027,5.602422573465523e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual:1.0,Solar,base_short_retire,all,MWh,2027
2027,3.274838574462557e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual:0.0,Solar,base_short_retire,all,MWh,2027
2027,1.9944504998925785e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual:1.0,Solar,base_short_retire,all,MWh,2027
2027,3.8739612819232886e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_4_anyQual:0.0,Solar,base_short_retire,all,MWh,2027
2027,1.698815954104388e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_5_anyQual:1.0,Solar,base_short_retire,all,MWh,2027
2027,2.111681490548501e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_6_anyQual:0.0,Solar,base_short_retire,all,MWh,2027
2027,1.4549471454459424e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_7_anyQual:1.0,Solar,base_short_retire,all,MWh,2027
2027,1.6275540087957088e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_8_anyQual:0.0,Solar,base_short_retire,all,MWh,2027
2027,1.2549141943490497e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_9_anyQual:1.0,Solar,base_short_retire,all,MWh,2027
2027,1169488.035920664,SWITCH,CANO,CANO_batteries_1,Battery,base_short_retire,all,MWh,2027
2027,1.68422776033906e-08,SWITCH,CANO,CANO_battery_moderate_0,Battery,base_short_retire,all,MWh,2027
2027,1380751.0079999901,SWITCH,CANO,CANO_biomass_1,Other,base_short_retire,all,MWh,2027
2027,646509.4271999951,SWITCH,CANO,CANO_biomass_2,Other,base_short_retire,all,MWh,2027
2027,21138577.096742574,SWITCH,CANO,CANO_conventional_hydroelectric_1,Hydro,base_short_retire,all,MWh,2027
2027,10361012.802,SWITCH,CANO,CANO_distributed_generation_1,Distributed Solar,base_short_retire,all,MWh,2027
2027,6831733.708799998,SWITCH,CANO,CANO_geothermal_1,Geothermal,base_short_retire,all,MWh,2027
2027,648261.8663631775,SWITCH,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,base_short_retire,all,MWh,2027
2027,7.547925384436533e-10,SWITCH,CANO,CANO_hydrogen_fframe_ct_moderate_0,Hydro,base_short_retire,all,MWh,2027
2027,1.259529931816526e-09,SWITCH,CANO,CANO_hydrogen_hframe_cc_moderate_0,Hydro,base_short_retire,all,MWh,2027
2027,3.6448614853984815e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_0_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,2.570445146654394e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_10_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,1.3741855377983128e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_11_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,7.642031421253208e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_1_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,2.8323114154128077e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_2_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,1.8485567866836626e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_3_anyQual:1,Wind,base_short_retire,all,MWh,2027
2027,3.1054022109148776e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_4_anyQual:0,Wind,base_short_retire,all,MWh,2027
2027,2.317570093707615e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_5_anyQual:1,Wind,base_short_retire,all,MWh,2027
