Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
5000.0,1.0,1.0,1.0,5000.0,10.0,168.0,672.0,1,13589.0,12456.0,19215.0,19720.0,16242.0,21006.0,10336.0,16950.0,24572.0,27422.0,8771.0,7611.0,12621.0,10287.0,28985.0,32350.0,11611.0,8334.0,5324.0,12133.0,18403.0,21184.0,21337.0,14720.0,39674.0,1763.0
,,,,,,,1512.0,2,12855.0,11588.0,17870.0,19075.0,15386.0,20623.0,9948.0,16019.0,23492.0,25650.0,8334.0,7233.0,12158.0,9984.0,28041.0,31714.0,10966.0,8092.0,5094.0,11465.0,18008.0,20912.0,20624.0,13923.0,37764.0,1678.0
,,,,,,,2856.0,3,12277.0,10805.0,16667.0,18937.0,15131.0,20465.0,9758.0,15433.0,22801.0,23853.0,8093.0,6989.0,11977.0,9922.0,27814.0,31540.0,10514.0,7969.0,4956.0,11064.0,17986.0,20928.0,20420.0,13455.0,36660.0,1629.0
,,,,,,,336.0,4,11836.0,10163.0,15680.0,19262.0,14938.0,20500.0,9713.0,15334.0,22722.0,22659.0,7951.0,6830.0,11913.0,9934.0,27948.0,31674.0,10343.0,7965.0,4929.0,10909.0,18252.0,21201.0,20531.0,13136.0,36288.0,1612.0
,,,,,,,840.0,5,11687.0,9799.0,15119.0,20028.0,14994.0,20788.0,9682.0,15304.0,22719.0,21955.0,7881.0,6756.0,11914.0,10076.0,28290.0,32076.0,10539.0,8012.0,4936.0,10833.0,18788.0,21614.0,20917.0,13049.0,36315.0,1614.0
,,,,,,,336.0,6,11750.0,9705.0,14975.0,21470.0,15215.0,21186.0,9797.0,15339.0,22909.0,21827.0,7885.0,6748.0,12095.0,10477.0,29114.0,32991.0,10647.0,8116.0,4976.0,10844.0,19793.0,22308.0,21660.0,13144.0,36660.0,1629.0
,,,,,,,504.0,7,11798.0,9723.0,15005.0,23370.0,15651.0,21852.0,10134.0,15737.0,23624.0,22069.0,8060.0,6860.0,12344.0,11023.0,30551.0,34338.0,10706.0,8328.0,5116.0,11094.0,21095.0,23310.0,22714.0,13313.0,37640.0,1672.0
,,,,,,,1008.0,8,11958.0,9849.0,15202.0,25505.0,15644.0,22696.0,10538.0,16153.0,24585.0,22526.0,8198.0,6964.0,12749.0,11601.0,31356.0,35824.0,10855.0,8657.0,5298.0,11431.0,22465.0,24201.0,23878.0,13736.0,39408.0,1751.0
,,,,,,,504.0,9,12359.0,10106.0,15598.0,26219.0,15622.0,23101.0,10762.0,16610.0,25746.0,23538.0,8415.0,7115.0,12819.0,12177.0,32486.0,37005.0,11024.0,8792.0,5491.0,11829.0,22919.0,24803.0,24671.0,14408.0,40402.0,1795.0
,,,,,,,168.0,10,12821.0,10674.0,16482.0,26417.0,16232.0,23147.0,10979.0,17188.0,26276.0,25678.0,8741.0,7395.0,12967.0,12371.0,33466.0,37435.0,11170.0,8853.0,5584.0,12198.0,22594.0,24693.0,24858.0,14732.0,41629.0,1849.0
