model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,151416
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,155629
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,150876
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,650084
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,2058434
USENSYS,BASN,BASN_biomass_1,Biomass,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,18939
USENSYS,BASN,BASN_biomass_1,Biomass,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,12915
USENSYS,BASN,BASN_biomass_1,Biomass,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,8900
USENSYS,BASN,BASN_biomass_2,Biomass,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,9790
USENSYS,BASN,BASN_biomass_2,Biomass,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,8460
USENSYS,BASN,BASN_biomass_2,Biomass,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,5803
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1682168
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1162137
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1010373
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,647
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1789
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,49555
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,29202
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,709967
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,861448
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,863432
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,727440
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,482160
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,94080
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,2088264
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,2032387
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,2093457
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,6098196
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,6042640
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,6346669
USENSYS,BASN,BASN_landbasedwind_class3_moderate_10,Wind,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,2027116
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1090708
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1064216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_13,Wind,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,1111487
USENSYS,BASN,BASN_landbasedwind_class3_moderate_17,Wind,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,658400
USENSYS,BASN,BASN_landbasedwind_class3_moderate_17,Wind,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,701062
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,996577
USENSYS,BASN,BASN_landbasedwind_class3_moderate_19,Wind,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MWh,951716
