model,line_name,planning_year,case,unit,value
USENSYS,CANO_to_NWPP,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,732
USENSYS,CANO_to_NWPP,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,381
USENSYS,CASO_to_SRSG,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,930
USENSYS,CASO_to_SRSG,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1013
USENSYS,ISNE_to_NYUP,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1793
USENSYS,ISNE_to_NYUP,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1384
USENSYS,MISC_to_SPPC,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,5039
USENSYS,MISC_to_SPPC,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,3610
USENSYS,MISC_to_SPPC,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,154
USENSYS,MISC_to_SPPS,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1500
USENSYS,MISC_to_SPPS,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,2867
USENSYS,MISS_to_SPPS,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,4918
USENSYS,MISS_to_SPPS,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,8994
USENSYS,MISS_to_SPPS,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,3191
USENSYS,MISS_to_SRSE,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,629
USENSYS,MISS_to_SRSE,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,126
USENSYS,MISW_to_PJMC,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,192
USENSYS,MISW_to_PJMC,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1418
USENSYS,MISW_to_PJMC,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,103
USENSYS,NWPP_to_RMRG,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1967
USENSYS,NYCW_to_PJME,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1363
USENSYS,NYCW_to_PJME,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1910
USENSYS,NYUP_to_PJME,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,3407
USENSYS,PJMC_to_PJMW,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,2369
USENSYS,PJMC_to_PJMW,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1915
USENSYS,PJMD_to_PJME,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,4262
USENSYS,PJMD_to_PJME,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,3374
USENSYS,PJMD_to_PJME,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,880
USENSYS,PJME_to_PJMW,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1852
USENSYS,PJME_to_PJMW,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,841
USENSYS,RMRG_to_SPPC,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,8442
USENSYS,RMRG_to_SPPC,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,2603
USENSYS,RMRG_to_SPPN,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,3917
USENSYS,RMRG_to_SPPN,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,3191
USENSYS,RMRG_to_SRSG,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1181
USENSYS,RMRG_to_SRSG,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,2745
USENSYS,SPPC_to_SPPN,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,2584
USENSYS,SPPC_to_SPPN,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,467
USENSYS,SPPC_to_SPPS,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,4869
USENSYS,SPPS_to_SRSG,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1205
USENSYS,SPPS_to_TRE,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,8787
USENSYS,SPPS_to_TRE,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,7349
USENSYS,SPPS_to_TRE,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,92
USENSYS,SPPS_to_TRE_WEST,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,7280
USENSYS,MISC_to_MISE,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,466
USENSYS,MISC_to_MISE,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,210
USENSYS,MISC_to_MISE,2050,26z-short-base-200_w10_h168_1680w_2030_2050,MW,485
USENSYS,MISS_to_SPPC,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,1372
USENSYS,MISS_to_SPPC,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,398
USENSYS,SPPN_to_SPPS,2030,26z-short-base-200_w10_h168_1680w_2030_2050,MW,6131
USENSYS,SPPN_to_SPPS,2040,26z-short-base-200_w10_h168_1680w_2030_2050,MW,722
