region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
BASN,BASN_biomass_1,1,1,1,0.0,0.0,2.4136e6,0.0,824678.4000000001,1.9205222400000414e6,0.0,0.0,0.0,1.3760558656075712e7,0.0,0.0,0.0,0.0,0.0,1.3760558656075712e7,5.158800640000042e6,8.60175801607567e6
BASN,BASN_conventional_hydroelectric_1,1,1,2,0.0,0.0,6.9536944e7,0.0,0.0,0.0,0.0,0.0,0.0,5.141985464421266e8,0.0,0.0,0.0,0.0,0.0,5.141985464421266e8,6.9536944e7,4.446616024421266e8
BASN,BASN_conventional_steam_coal_1,1,1,3,0.0,0.0,2.054511e7,0.0,36057.13656353904,270344.13518352236,0.0,0.0,0.0,9.4561866465801e7,0.0,0.0,0.0,3.942484243164885e6,0.0,9.4561866465801e7,2.4793995514911946e7,6.976787095088905e7
BASN,BASN_geothermal_1,1,1,4,0.0,0.0,1.1709655999999998e7,0.0,0.0,0.0,0.0,0.0,0.0,4.816195312071187e7,0.0,0.0,0.0,0.0,0.0,4.816195312071187e7,1.1709655999999998e7,3.645229712071187e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,5,0.0,0.0,8.850336799999999e7,0.0,1.3094784842571076e7,1.1788137663144797e8,0.0,0.0,0.0,3.099626101556594e9,0.0,0.0,0.0,2.843084474574827e8,0.0,3.099626101556594e9,5.0378797693150175e8,2.595838124625092e9
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,6,0.0,0.0,2.0232736999999996e7,0.0,782577.6891181908,7.349708796968357e6,0.0,0.0,0.0,6.408931086656473e8,0.0,0.0,0.0,1.772616130759732e7,0.0,6.408931086656473e8,4.6091184793683864e7,5.948019238719634e8
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,7,0.0,0.0,4.284e6,0.0,81054.24017568046,693673.4973174513,0.0,0.0,0.0,7.196550328979075e7,0.0,0.0,0.0,1.6730143530756333e6,0.0,7.196550328979075e7,6.731742090568764e6,6.523376119922198e7
BASN,BASN_onshore_wind_turbine_1,1,1,8,0.0,0.0,2.236e7,0.0,0.0,0.0,0.0,0.0,0.0,5.255810483551213e7,0.0,0.0,0.0,0.0,0.0,5.255810483551213e7,2.236e7,3.019810483551213e7
BASN,BASN_small_hydroelectric_1,1,1,9,0.0,0.0,6.727864000000001e6,0.0,0.0,0.0,0.0,0.0,0.0,1.2298499298867677e8,0.0,0.0,0.0,0.0,0.0,1.2298499298867677e8,6.727864000000001e6,1.1625712898867677e8
BASN,BASN_solar_photovoltaic_1,1,1,10,0.0,0.0,9.6690702e7,0.0,0.0,0.0,0.0,0.0,0.0,4.8116291974734676e8,0.0,0.0,0.0,0.0,0.0,4.8116291974734676e8,9.6690702e7,3.8447221774734676e8
CANO,CANO_biomass_1,2,1,11,0.0,0.0,8.598449999999998e6,0.0,3.44582784e6,8.022006720000137e6,0.0,0.0,0.0,4.3146404253999196e7,0.0,0.0,0.0,0.0,0.0,4.3146404253999196e7,2.0066284560000136e7,2.308011969399906e7
CANO,CANO_conventional_hydroelectric_1,2,1,12,0.0,0.0,2.6440976e8,0.0,0.0,0.0,0.0,0.0,0.0,1.7554399292402413e9,0.0,0.0,0.0,0.0,0.0,1.7554399292402413e9,2.6440976e8,1.4910301692402413e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,13,0.0,0.0,1.07128296e8,0.0,0.0,0.0,0.0,0.0,1.4258743861878586e8,8.125931982601197e8,0.0,0.0,0.0,0.0,0.0,8.125931982601197e8,2.4971573461878586e8,5.628774636413338e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,14,0.0,0.0,1.29959616e8,0.0,6.159274010472534e7,5.121042339151096e8,0.0,0.0,0.0,3.447407501349167e9,0.0,0.0,0.0,1.2970048043692462e9,0.0,3.447407501349167e9,2.000661394389081e9,1.4467461069600859e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,15,0.0,0.0,3.416395e7,0.0,821600.8556232727,7.191450504399334e6,0.0,0.0,0.0,4.2530489660297084e8,0.0,0.0,0.0,1.8213764380115923e7,0.0,4.2530489660297084e8,6.039076574013853e7,3.649141308628323e8
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,16,0.0,0.0,9.114e6,0.0,361736.08349707077,2.9474893569062166e6,0.0,0.0,0.0,7.09760023292137e7,0.0,0.0,0.0,7.465097149281355e6,0.0,7.09760023292137e7,1.9888322589684643e7,5.108767973952905e7
CANO,CANO_natural_gas_steam_turbine_1,2,1,17,0.0,0.0,153909.0,0.0,604.526680246198,22008.135979276125,0.0,0.0,0.0,499018.8259833335,0.0,0.0,0.0,55739.93771171304,0.0,499018.8259833335,232261.60037123537,266757.2256120981
CANO,CANO_onshore_wind_turbine_1,2,1,18,0.0,0.0,2.666e6,0.0,0.0,0.0,0.0,0.0,0.0,1.362034053633349e7,0.0,0.0,0.0,0.0,0.0,1.362034053633349e7,2.666e6,1.095434053633349e7
CANO,CANO_petroleum_liquids_1,2,1,19,0.0,0.0,3.171e6,0.0,26298.39677508657,1.1277293726029636e6,0.0,0.0,0.0,2.114000256394264e7,0.0,0.0,0.0,747222.858749156,0.0,2.114000256394264e7,5.072250628127206e6,1.6067751935815435e7
CANO,CANO_small_hydroelectric_1,2,1,20,0.0,0.0,9.17436e6,0.0,0.0,0.0,0.0,0.0,0.0,1.4760611981631318e8,0.0,0.0,0.0,0.0,0.0,1.4760611981631318e8,9.17436e6,1.3843175981631318e8
CANO,CANO_solar_photovoltaic_1,2,1,21,0.0,0.0,5.6602746e7,0.0,0.0,0.0,0.0,0.0,0.0,2.2962640303727195e8,0.0,0.0,0.0,0.0,0.0,2.2962640303727195e8,5.6602746e7,1.7302365703727195e8
CASO,CASO_biomass_1,3,1,22,0.0,0.0,9.9561e6,0.0,2.5945919999999995e6,6.030984959999894e6,0.0,0.0,0.0,4.26400397411702e7,0.0,0.0,0.0,0.0,0.0,4.26400397411702e7,1.8581676959999893e7,2.4058362781170305e7
CASO,CASO_conventional_hydroelectric_1,3,1,23,0.0,0.0,4.3237112e7,0.0,0.0,0.0,0.0,0.0,0.0,1.8785119008942097e8,0.0,0.0,0.0,0.0,0.0,1.8785119008942097e8,4.3237112e7,1.4461407808942097e8
CASO,CASO_geothermal_1,3,1,24,0.0,0.0,5.018424e6,0.0,0.0,0.0,0.0,0.0,0.0,1.5505465646907587e7,0.0,0.0,0.0,0.0,0.0,1.5505465646907587e7,5.018424e6,1.0487041646907587e7
CASO,CASO_hydroelectric_pumped_storage_1,3,1,25,0.0,0.0,7.833492e7,0.0,0.0,0.0,0.0,0.0,1.6594300819297177e8,4.191286773654734e8,0.0,0.0,0.0,0.0,0.0,4.191286773654734e8,2.4427792819297177e8,1.7485074917250162e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,26,0.0,0.0,9.7912942e7,0.0,5.894983641472282e7,5.177116113548341e8,0.0,0.0,0.0,2.025241399668075e9,0.0,0.0,0.0,1.3112065918132486e9,0.0,2.025241399668075e9,1.9857809815828056e9,3.946041808526945e7
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,27,0.0,0.0,6.005197e7,0.0,1.5003151095238843e6,1.2322616514615113e7,0.0,0.0,0.0,4.503236965696167e7,0.0,0.0,0.0,3.120945261410381e7,0.0,4.503236965696167e7,1.050843542382428e8,-6.005198458128113e7
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,28,0.0,0.0,1.029e6,0.0,51503.675576360954,419269.3498633375,0.0,0.0,0.0,1.726819826303134e6,0.0,0.0,0.0,1.0618821815631792e6,0.0,1.726819826303134e6,2.5616552070028777e6,-834835.3806997437
CASO,CASO_onshore_wind_turbine_1,3,1,29,0.0,0.0,1.7888e7,0.0,0.0,0.0,0.0,0.0,0.0,1.1535727308303249e8,0.0,0.0,0.0,0.0,0.0,1.1535727308303249e8,1.7888e7,9.746927308303249e7
CASO,CASO_petroleum_liquids_1,3,1,30,0.0,0.0,63000.0,0.0,0.27344335457429625,11.739834689723144,0.0,0.0,0.0,2.3846335104145977,0.0,0.0,0.0,7.778703872764928,0.0,2.3846335104145977,63019.791981917064,-63017.40734840665
CASO,CASO_small_hydroelectric_1,3,1,31,0.0,0.0,3.387456e6,0.0,0.0,0.0,0.0,0.0,0.0,4.651640699036753e7,0.0,0.0,0.0,0.0,0.0,4.651640699036753e7,3.387456e6,4.312895099036753e7
CASO,CASO_solar_photovoltaic_1,3,1,32,0.0,0.0,1.470495e8,0.0,0.0,0.0,0.0,0.0,0.0,5.871320295942796e8,0.0,0.0,0.0,0.0,0.0,5.871320295942796e8,1.470495e8,4.4008252959427965e8
FRCC,FRCC_biomass_1,4,1,33,0.0,0.0,1.402905e7,0.0,4.41159264e6,1.0269342719999894e7,0.0,0.0,0.0,5.509513679339075e7,0.0,0.0,0.0,0.0,0.0,5.509513679339075e7,2.8709985359999895e7,2.6385151433390856e7
