Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,97.4763158878059,116.32520035701054,106.68394927629582,46.370726950844094,5.252225107376476e-7,10.573001315032137,40.35191996712597,113.50457987961849,40.35192007266737,2.499777730071919e-6,10.565600293812123,2.6837923935000044e-7,37.487431125171,83.32101753023767,87.42751946375112,40.35191982321507,49.67792314943931,11.135244457756846,93.72391857970139,108.99092075339415,46.37071994174232,10.57299826793615,46.2107195779308,97.47631993463172,114.672739994481,103.03909990623646
t2,97.47629768246968,116.32519992171436,106.68394859536502,46.370720949249275,1.3766603681563604e-7,10.572999913836737,40.35191977862325,113.50457982177505,40.351919834076895,1.0173012670171956e-6,10.565600169409128,1.2898687027184452e-7,37.487430386228894,73.4658034657966,77.08658757343304,40.35191933243245,49.67791673694366,10.039151289683064,93.7239184129727,108.99091900467083,46.37071977398414,10.572412317287041,38.83679437418596,97.47631948052165,114.67273985217008,103.03909918964857
t3,2.936697622149281e-6,116.32519893144973,106.68394779299037,46.370723261795234,6.141912026157456e-8,10.573000308038017,40.35191971239234,97.53572512578114,40.35191889791105,3.814378993928966e-7,10.565600137806939,1.003476742729939e-7,37.48742987070356,73.4657993887579,77.08658327639235,40.351919104834835,2.11836943605245e-6,10.039147182294446,93.72391710623327,91.68869142869416,46.37071983838855,10.57299957938072,46.210718823076554,97.47631878259703,114.67273973141498,103.03909815552049
t4,7.743209093120178e-7,116.32519626777102,106.68394483321197,46.370724886782625,6.146315262659425e-8,10.573002005703259,40.35191970604724,42.70231939831855,40.35191895848699,1.4188324083678075e-7,10.56560012075631,9.425612017150818e-8,37.487431004933335,73.46579737076972,77.08658118665545,40.351919530106166,3.7373242736563735e-7,10.039148048137655,93.7239165663573,40.14241704929174,46.37071991342699,10.572999568063874,46.21071951585502,97.4763165596106,114.67273984303877,103.03909554935201
t5,3.4153656812689815e-7,116.32519340092783,106.6839352544954,46.37072676008558,7.577422794804703e-8,10.573002860916265,40.35191972723019,10.573001097651803,40.35191828582,7.50110833298662e-8,10.565600102445776,9.285098986787052e-8,37.48743104016385,73.46579498656232,77.08657854922868,40.351919766332585,1.871660201915096e-7,10.039148834992321,93.72391648656588,9.939174825949182,46.37071993241398,10.573000058711935,46.210719755769595,97.47630801268127,114.6727398682034,103.03909297660567
t6,2.3539557859927055e-7,116.32519395482322,106.6839307108064,46.37073578194788,6.891838676950843e-8,10.573008287066074,40.35191979994372,10.57300013238778,40.3519180468121,6.584951826431272e-8,10.565600114524115,9.638747933602818e-8,37.487432141491695,73.46580009580669,77.0865837418005,40.35191993221805,1.3738684205238281e-7,10.03915357180499,93.72391735976254,9.939173880550227,46.37072002448103,10.57300055351773,46.21071991138662,97.47630394182184,114.67273988037205,4.989070333795298e-6
t7,2.027560940333827e-7,116.32519361332629,106.68389836804515,55.113110734078646,5.857016033388424e-8,12.818957088128009,40.351919907949686,10.572991498539594,40.35191701869727,8.499955306574257e-8,10.56560015235995,1.201275040951455e-7,37.48743341397756,73.46580841494512,77.08659341906368,40.351919998853866,9.091240691588256e-8,12.171699266603056,93.72391756571123,9.939165562210151,46.37072010618137,12.818222872950633,46.210720039421744,97.4762746050378,114.67273988756165,1.6596069140150057e-6
t8,3.5310953642418534e-7,116.32519393250084,106.68385180399616,55.11305008595249,2.5200643679492028e-8,13.500631526759939,40.35191996034592,10.572999783134046,40.35191701799247,7.200576633113698e-8,10.56560016713576,1.0954963553210711e-7,40.351917061781535,83.3209931390732,87.42749344551476,40.35192002565116,1.0540836550185834e-7,12.818955069120053,93.7239172578532,9.939173547171805,46.37072038041912,12.818240797389924,46.21072015340072,97.47623198972592,114.67273994115256,1.8175725814524695e-5
t9,6.17317857465541e-7,116.32519455655549,106.6838657985493,46.37072005560558,3.4649464999879052e-9,12.81895107367402,40.35191231374539,4.843088452673602e-7,1.9452962744536735e-6,9.52992058851564e-8,10.565600249245454,5.626075424895653e-8,10.573000833511847,10.573000874849019,10.573000452965474,11.380904839814907,1.9354637309686058e-7,12.171703743883137,93.72391192635236,2.678785545459643e-7,46.37071985410869,10.57240300871512,46.21071961999185,97.47624474505609,114.67273990303427,8.99794897107704e-7
t10,5.791210160940415e-7,116.32519497744727,49.88432046597665,46.37071992620229,1.994559253882582e-8,10.573003094919677,10.630002058194183,1.7304732723888168e-7,2.392351484557756e-7,2.3643629612373706e-7,10.565600432201578,3.543897376184382e-8,5.203159701405423e-6,10.572999763669618,10.573000109918537,4.769326589566853e-6,5.731370984981633e-8,10.573004320073144,47.93346204232445,4.1082541202779516e-8,34.7760022258479,10.572398702965035,10.223999607203949,45.57891603218486,96.78205029895416,2.613709204110563e-8
