Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,Total
CO2_Price_1,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,0.0
AnnualSum,1.1833177248435369e7,8.012571947402799e6,1.1435036929298054e7,1.906558351029298e7,1.8645610574225023e7,1.0638811841211135e7,4.1846061808473077e6,1.5061488303318197e7,9.74857360242941e6,8.63186532182429e6,8.208391450407688e6,2.061118879061625e6,4.0241074840367064e6,7.733873186940804e6,3.7151364096665904e7,1.4090872312426442e7,6.585725257490156e6,2.9560277152899024e6,4.235917771673974e6,7.874064020068032e6,8.322988804288651e6,9.18356396096148e6,1.4859044013347866e7,1.4577242241414238e7,2.8375173443328448e7,1.278383993261664e6,2.887751840899482e8
t1,94.83736199175301,3394.5603612726986,767.159632587399,898.1389003530365,4.994512875990658e-5,5.9479988341287234e-5,165.8660033233874,2781.3709825009223,413.84049574118734,6.209052990809746e-5,4.527233954740257e-5,3.1954307033905684e-5,8.293082537754007e-5,0.00015170300293658567,648.0044594330794,209.69316235319133,124.36045903671443,5.7100696682569096e-5,273.04487586860347,3141.5279807457273,217.891883076876,5.479690921906352e-5,96.11669467341352,1150.1350168497565,8872.994294105138,559.7205914231404,23809.263750609753
t2,18.5236717768869,1940.320925248948,767.1596262263357,855.6310768866566,5.018625904420894e-5,5.9312474658122625e-5,116.52474321472269,2315.9969665770645,184.44268579582442,6.192614419522904e-5,4.532178432553934e-5,3.202139539893192e-5,8.280065174571079e-5,0.00011334347661234273,0.00016219332189045183,69.478556898021,13.89531466997283,5.6712294773956616e-5,255.24132919693133,815.9583259255958,141.31315114578715,5.494517121894711e-5,6.008065855212981e-5,650.2813707799448,5321.469081565943,344.6140275405931,13810.85163229286
t3,3.941102403689729e-5,696.2504053626748,767.1596190439753,889.329338782441,5.032129613579296e-5,5.922255114094565e-5,102.86397604969753,429.43150759468256,43.077438348400904,6.242732336632665e-5,4.534558973287878e-5,3.2049561298144314e-5,8.284924663911323e-5,0.00011299786020395141,0.0001597737781164428,53.35675455133306,4.806679811562343e-5,5.6812165863852456e-5,173.6430207825564,18.041973511840578,166.86262781566893,5.469949196208956e-5,39.81892192011965,386.15416518277107,4371.091956360214,204.43129298670323,8341.513802269765
t4,3.9242385524109376e-5,384.75207119365984,767.1596124563549,894.9279560988057,5.0300928502040366e-5,5.93210719027726e-5,101.50524687737972,67.51951987456252,45.0428220377113,6.260559130575619e-5,4.535451208788699e-5,3.2061866181450015e-5,8.309267675818706e-5,0.00011272387333259256,0.00015856941960615316,95.61950158992143,4.766114854074851e-5,5.7015708860056335e-5,155.87046663936147,6.523939277105569e-5,205.68914238205633,5.4759152490645384e-5,85.95957960540814,203.09108587544551,5230.955584157694,99.42675760008449,8337.520214336175
t5,3.916156266688781e-5,316.1967204004557,767.1596036999811,898.4151261080937,5.022771616294236e-5,5.951896149497816e-5,105.29950429960897,5.12762706951708e-5,28.089796720777933,6.258201801200158e-5,4.536147100549684e-5,3.2067097261533005e-5,8.312533414754465e-5,0.0001124803311666294,0.00015779463714448293,171.02590799447015,4.768346998924227e-5,5.716529774754611e-5,154.07869425529114,5.06242825204257e-5,216.2281538998615,5.453554315073647e-5,141.85637354035933,121.42250801322551,5557.814214287742,66.92579920698209,8544.513306030842
t6,3.9144086238411625e-5,326.6147133034742,767.1596004587028,903.4814049471344,5.023441581790534e-5,5.974355431752391e-5,120.52216760665685,5.077257914223372e-5,24.543342022651302,6.251964483345629e-5,4.53512322248186e-5,3.2051441446473785e-5,8.386673725134148e-5,0.0001120937833771578,0.0001565431846035554,359.4618007340576,4.768053609200468e-5,5.7357288325634675e-5,188.53697245379425,5.03378890580774e-5,277.4029140652882,5.433714479052473e-5,231.39896035421887,112.78759317419168,5745.212420717468,2.648863055634625e-5,9057.122818359785
t7,3.9072344741021125e-5,322.69347134790723,767.1595986688491,907.2617787991092,5.026317323503499e-5,6.137105389785784e-5,149.26634813961417,5.030080362881988e-5,15.927363645417289,6.240096156999504e-5,4.532268169209294e-5,3.2007181029641934e-5,8.422198735526179e-5,0.00011164361253125598,0.0001558738586417807,540.8637356074872,4.7626236687417686e-5,5.860848993408592e-5,202.20476883471713,5.009840871747101e-5,327.72290949856,5.507936767867233e-5,357.0214792152007,94.61219377622386,5864.893338758071,2.6212310492454795e-5,9549.627916393629
t8,3.888851219074994e-5,330.98662540216054,767.15959652434,907.2617782961696,5.0342616764788744e-5,6.24158384955973e-5,166.3631363469595,5.033763591615102e-5,15.47249647970789,6.238062051804089e-5,4.5316086652705733e-5,3.198768694422311e-5,23.244333259451544,0.0001458987712417855,57.60273446168193,624.1057044747943,4.763991367621083e-5,5.906619455308358e-5,192.4988471003775,5.003098048277267e-5,424.09729819009397,5.4532203979703915e-5,448.0620557373136,89.66867054064751,7091.379859215744,2.6671777448418996e-5,11137.90386153828
t9,3.8810093741816416e-5,349.20583838435743,767.1595955786734,560.7834678405374,5.051047516308831e-5,6.148683834810807e-5,7.185214668453693,4.738868439336792e-5,5.908166814339233e-5,6.242823569394909e-5,4.532669656432851e-5,3.205929902740228e-5,5.0674957487450305e-5,5.472993689697695e-5,5.907072760087781e-5,5.284646977153268e-5,4.768818643953839e-5,5.852450697311254e-5,91.85119230196541,4.691444934708503e-5,167.31538576510428,5.5186611559623055e-5,105.79107866099109,90.26648700539667,6146.260127039953,2.60183660632288e-5,8285.819235991636
t10,3.8857581615118755e-5,370.0570915000139,664.8238128933963,302.90753808670087,5.055433660763044e-5,6.0184630921486176e-5,4.514212516507396e-5,4.78137077177905e-5,5.935663416293013e-5,6.236617868812703e-5,4.533477093024085e-5,3.265549138832744e-5,4.666417601596644e-5,5.6059447072991495e-5,5.953921331567243e-5,4.851805844836114e-5,4.785851353709871e-5,5.7631536451001884e-5,0.7928541426353988,4.716816123106225e-5,5.2379556494673796e-5,5.548281815934907e-5,4.166306542639528e-5,6.331885215803788e-5,2704.743570559129,2.568476742061875e-5,4043.3259114154985
t11,3.9309645603240606e-5,240.7782087158928,2.834658344145796e-5,176.8308104093356,5.06975918515494e-5,6.0194554613829065e-5,4.506823029684946e-5,4.783901097061226e-5,5.949415356324798e-5,6.29007439955483e-5,4.5476016279492155e-5,3.2599467066655674e-5,4.662557148578285e-5,5.602612862582606e-5,5.9852476771250425e-5,4.865668744209644e-5,4.810559198126081e-5,5.774848662392434e-5,0.7643920036079968,4.735643086287641e-5,4.1521070102307115e-5,5.5555365334194184e-5,3.915409258194584e-5,4.1128443123746636e-5,3897.199093796812,2.5610841133557188e-5,4315.573544192833
t12,3.945381328648465e-5,3.735381037297447e-5,2.8722120355016037e-5,183.51400610421328,5.077846509083201e-5,6.0235864939455645e-5,4.5048474315673e-5,4.775211120336076e-5,5.959375257678037e-5,6.327906563456984e-5,4.5666814370522196e-5,3.2547154936500036e-5,4.731294763355627e-5,5.591872518901713e-5,6.00174749959532e-5,4.8712972339444946e-5,4.818742065884873e-5,5.7854925321046096e-5,0.7730544897570836,4.7244641555563927e-5,4.160819567529685e-5,5.55738557277812e-5,3.9247850022002816e-5,4.116810580573539e-5,6538.184197892818,2.558619675907392e-5,6722.472337351547
t13,3.9271586480513985e-5,3.688485983100509e-5,2.8812965646053104e-5,233.66406323069012,5.076483192843714e-5,6.047401539205611e-5,4.504779482439645e-5,4.7521371208580883e-5,5.950694144185762e-5,6.333388101551725e-5,4.590909469130546e-5,3.247436628932194e-5,4.718629909589203e-5,5.564197766842679e-5,5.9857602993520336e-5,4.876802045204177e-5,4.8117845479841615e-5,5.803730225753124e-5,0.7869667583204439,4.7282054580413084e-5,4.1560811323866565e-5,5.5566712125566465e-5,3.9425362710959564e-5,4.119810908240927e-5,6918.200954488284,2.5549184172461494e-5,7152.653062670284
t14,3.962428625162754e-5,3.695144471109582e-5,2.8877384832831073e-5,437.4175402214668,5.066824141818139e-5,6.077897711894804e-5,4.5125009099448035e-5,4.751105280794137e-5,5.942909593255546e-5,6.32299834762183e-5,4.579154210093813e-5,3.2465555942138816e-5,4.71732200703777e-5,5.5437296906007854e-5,5.929637395634091e-5,4.888889208022311e-5,4.819588672616233e-5,5.821821992119747e-5,0.8002486815881391,4.7353993995177785e-5,4.161769526223438e-5,5.554458129849207e-5,3.9587968057053476e-5,4.1270937913626724e-5,6424.77366484207,2.559608618038093e-5,6862.99253237885
t15,3.984441597055444e-5,3.69948707725915e-5,2.893693757158613e-5,440.85108082934386,5.053435074514715e-5,6.116410164124903e-5,4.526318653889169e-5,4.7553652613357096e-5,5.958294254980703e-5,6.312419241367855e-5,4.556408973702681e-5,3.245462666352161e-5,4.712801279822117e-5,5.533005704141289e-5,5.9131132049076447e-5,4.890160094447404e-5,4.8612986672482644e-5,5.8485450232898354e-5,0.8057076412931946,4.731428976756589e-5,4.1532678082486436e-5,5.559149044017735e-5,3.9623111792371004e-5,4.126660886514878e-5,7213.490343456643,2.5591108659650247e-5,7655.148211453175
t16,3.99173784596842e-5,3.7043205986973014e-5,2.8993129647105326e-5,539.2755512693873,5.03420151040704e-5,31.32825667199141,4.543526367021362e-5,4.7671435167500035e-5,5.9578773955872716e-5,6.297355287120544e-5,4.553150088255668e-5,3.2437631124557456e-5,4.701049671581209e-5,5.530563287933685e-5,5.8773072944518265e-5,4.887887782527686e-5,4.889810670611915e-5,9.672583134058274e-5,0.7980558130166395,4.736579489033048e-5,4.1411201854766396e-5,5.551677788398504e-5,3.9609871821653125e-5,4.12667479908338e-5,7259.316078329791,2.5564870345956378e-5,7830.718998335356
