Line,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,Total
AnnualSum,3.905537356471814e-5,2.879717372975544e-5,4.4231569277638515e-5,3.066097225016382e-5,4.0992930814278536e-5,2.2501479528301514e-5,3.159632149559594e-5,3.860687833096579e-5,2.329316430860927e9,2.4703715143697516e-5,2.294028196736346e-5,2.9185068434438615e9,2.3498550585546794e-5,2.7950121919530195e-5,3.2473175886096715e-5,1.5030463511802094e-5,3.852751772651377e-5,1.5772173816683211e9,1.8787685135647212e-5,2.3201037679942503e-5,3.221215687487272e-5,2.873892281188616e-5,2.801753504911411e-5,2.2910588209122285e-5,4.788413866591039e9,1.824240770456877e-5,1.631977287317471e-5,7.07628822418069e-5,1.7871768884607772e-5,2.4600660505460457e-5,2.16510711451381e-5,4.172754485445113e-5,2.6858311385970153e-5,8.91399964751355e-6,2.6283155028199383e-5,1.1197980529691918e9,5.925472123266834e8,3.155954909290967e-5,3.532724649976877e-5,2.709259264576344e-5,4.519536734698919e-5,3.527244882407429e-5,1.6975465837911735e-5,1.4192298076086507e-5,7.962836490366998e8,6.227776978215517e-6,1.0870025292760888e-5,1.234337566253488e-5,4.0357389833918496e-5,1.332707562284113e-5,1.084854146035177e-5,3.645228810704748e-5,3.3018166126214776e-5,1.9272909077180935e-5,1.8072398835325947e-5,5.375335844630787e-5,4.592428984750868e-5,1.4122083436898115e10
t1,4.467358135100724e-9,3.2943846984108907e-9,5.0660489772279986e-9,3.5058120796237123e-9,4.679020924830115e-9,2.5703543641413553e-9,3.614986787285968e-9,4.419086479177211e-9,410089.5574831027,2.8298098968664646e-9,2.6301965673123823e-9,461494.9569788626,2.6985883290585354e-9,3.1998890699858622e-9,3.716230150931835e-9,1.7405243248908854e-9,4.433141063624314e-9,89576.54223590207,2.1692247247324012e-9,2.656055335789169e-9,3.6882749149095534e-9,3.30175597330164e-9,3.2570373980702147e-9,2.6303945466662064e-9,0.0735015582377458,2.0934643117346717e-9,1.8680040065605673e-9,8.103518661984228e-9,2.096095601726538e-9,2.8269125169588136e-9,2.5213471414152583e-9,4.771204852952461e-9,3.106639354057086e-9,1.0254693826007165e-9,3.0169083447309794e-9,283273.89990046097,99455.84964880682,3.6292859409451722e-9,4.060047762988479e-9,3.1069229089875373e-9,5.174677249820372e-9,4.040603466432121e-9,1.9467598238724357e-9,1.6364724560074606e-9,113498.19123647756,7.185002782434863e-10,1.2602332141803811e-9,1.4224809943952489e-9,4.62780475437011e-9,1.5266063583461223e-9,1.2538447443423356e-9,4.172663437002581e-9,3.7799054221799815e-9,2.2116667837685958e-9,2.0647418570213024e-9,6.204276020276625e-9,5.2554342788220406e-9,1.4573890709853312e6
t2,4.467271945458157e-9,3.299914499112467e-9,5.070977123827938e-9,3.507779316490083e-9,4.687240847298742e-9,2.571796328665442e-9,3.6140121378393273e-9,4.422249857276187e-9,391687.1492486676,2.8316322161561335e-9,2.6301587428998302e-9,458190.97360713925,2.6996069478491275e-9,3.1998406146697386e-9,3.716580913666841e-9,1.7414067085400625e-9,4.448264708821326e-9,11579.072540272313,2.1691240822104694e-9,2.6561340962173614e-9,3.689599566819334e-9,3.3030919304817187e-9,3.2599368308730266e-9,2.6314789505791337e-9,0.06884140676618292,2.0932751511889792e-9,1.867978559328188e-9,8.105071713892317e-9,2.097408526413557e-9,2.8282712750065717e-9,2.5266398347420153e-9,4.771366729896478e-9,3.1084945791713474e-9,1.0264262061503612e-9,3.017464073489594e-9,316328.12002234603,57675.16640993639,3.636095104856149e-9,4.06027541456559e-9,3.1084502711252445e-9,5.175221414923651e-9,4.0459334430000905e-9,1.9473333143542847e-9,1.6368791731949353e-9,113498.19144098258,7.18574062069184e-10,1.2611718332042532e-9,1.4228930895198576e-9,4.62892517067413e-9,1.5265777641829066e-9,1.2538429240978185e-9,4.172714615291211e-9,3.780148804296361e-9,2.212634044459243e-9,2.0690420696995478e-9,6.210096962868459e-9,5.2555903307484955e-9,1.3489587421109113e6
t3,4.467417148500502e-9,3.306347060697484e-9,5.0763056593736364e-9,3.5108532282659017e-9,4.698722874641769e-9,2.572678723813852e-9,3.613727739999078e-9,4.426439730241294e-9,387138.848619369,2.830506082385838e-9,2.6301250789022315e-9,460163.49165715056,2.700518316542377e-9,3.199789175958971e-9,3.71691464259703e-9,1.7425878772676208e-9,4.453905283125369e-9,39502.38143596788,2.1686553426872444e-9,2.656298900555558e-9,3.690800496601839e-9,3.3042431598525594e-9,3.261283875514997e-9,2.632120861676862e-9,98815.09602933396,2.0913106984443964e-9,1.86799586679704e-9,8.10444826438059e-9,2.0979977617450073e-9,2.828965949665787e-9,2.5288902826894846e-9,4.7721073696260925e-9,3.1093012613408187e-9,1.026678023927016e-9,3.017512378753093e-9,341151.2691753309,59763.20139531149,3.6354355232456502e-9,4.0601017111156595e-9,3.1082064297038685e-9,5.17589438084706e-9,4.0484772117895364e-9,1.947109108371078e-9,1.6357669516567666e-9,113498.19633047235,7.186043110216067e-10,1.261292576351198e-9,1.4233885749561112e-9,4.627007260933515e-9,1.5260359020979782e-9,1.253918893307248e-9,4.1727875736945585e-9,3.780229995172672e-9,2.2091934953404765e-9,2.0720115211140807e-9,6.20523352722704e-9,5.255757605400552e-9,1.5000324846430963e6
t4,4.467603336938385e-9,3.311005559753096e-9,5.080920188036734e-9,3.512016444416947e-9,4.710055481499308e-9,2.5734906979300117e-9,3.6138811848033284e-9,4.431135738003473e-9,314128.6549887577,2.829150384245909e-9,2.630115437312885e-9,460234.05295966583,2.700892393285974e-9,3.1997842180406284e-9,3.71693603923439e-9,1.745279322479091e-9,4.45523402953455e-9,67186.1046421761,2.1683854486827835e-9,2.6561739411252557e-9,3.690648882425152e-9,3.304710995943193e-9,3.2614459861829025e-9,2.6320135057718634e-9,519213.50800806575,2.0911515556229056e-9,1.8680252015999083e-9,8.102899997272122e-9,2.098315356376353e-9,2.8289962016354292e-9,2.524486552898181e-9,4.77256239007091e-9,3.1096976222013988e-9,1.026824667732106e-9,3.0174456817517997e-9,258933.21257219237,60887.358680578174,3.635997483555487e-9,4.059669235088202e-9,3.108343162662874e-9,5.1758610878699595e-9,4.04896238838695e-9,1.9469019672811325e-9,1.634570697014946e-9,113498.19635520315,7.187785238047969e-10,1.2615192209465496e-9,1.4237053570069229e-9,4.624032899553093e-9,1.5259004378490014e-9,1.253737401584079e-9,4.172865893459268e-9,3.780025545266608e-9,2.2068938128667187e-9,2.0744550865010464e-9,6.197036445109864e-9,5.255962657454509e-9,1.7940810882067995e6
t5,4.467435782086384e-9,3.314052809117019e-9,5.083960295893939e-9,3.5096417192128807e-9,4.71734584967835e-9,2.57437500609413e-9,3.613940760679906e-9,4.4348611575928555e-9,278277.04824903037,2.8285638865924338e-9,2.6301378396399213e-9,459991.9707915771,2.700967591508558e-9,3.199787502197207e-9,3.7168461897107596e-9,1.7457364582313697e-9,4.455584134823517e-9,69110.78601658146,2.168104369227955e-9,2.6561487163667778e-9,3.690493283152381e-9,3.304943645065049e-9,3.2612139354213116e-9,2.6317583155842613e-9,610422.3018600668,2.0912392578568564e-9,1.8680397172610798e-9,8.101816719903014e-9,2.099123262529182e-9,2.8288379586825978e-9,2.52388852123293e-9,4.772027852117774e-9,3.110063965186084e-9,1.0271614690501852e-9,3.018010710729958e-9,285036.4455437762,54647.9206129196,3.6374002871877473e-9,4.059276523666376e-9,3.108396843165218e-9,5.1757927508371204e-9,4.049237399295734e-9,1.9473062882839966e-9,1.6344048067418919e-9,113498.19635103134,7.187795688679421e-10,1.2615755659879255e-9,1.423749458359383e-9,4.622343088071477e-9,1.5258648719081776e-9,1.2537387810551071e-9,4.1728770860876005e-9,3.779935467888287e-9,2.2061351691270347e-9,2.0749331643262853e-9,6.193191848520941e-9,5.256126330949943e-9,1.8709846694251434e6
t6,4.467624041411685e-9,3.3141815164484467e-9,5.08366401834875e-9,3.5094105608610427e-9,4.717989989095269e-9,2.5741336701522344e-9,3.6142115456690462e-9,4.435309653977119e-9,260028.5604414448,2.8277234501846008e-9,2.6301307622031124e-9,460118.1324987307,2.7008350181393793e-9,3.19974698056936e-9,3.7168354819420326e-9,1.7467936159182226e-9,4.452500418741879e-9,109352.57890400328,2.1676791259381674e-9,2.6560542064461757e-9,3.690457648576582e-9,3.3047535921297012e-9,3.260538694647261e-9,2.631752641172702e-9,691099.0970466352,2.0914096544659066e-9,1.8680647445923127e-9,8.101187627542402e-9,2.098336903644414e-9,2.8288450570377663e-9,2.5216973913625884e-9,4.771985243571759e-9,3.109799305325284e-9,1.027174346947885e-9,3.0192561754984774e-9,126786.37476655538,47695.7806790125,3.6354845045128535e-9,4.0585134142420266e-9,3.10779806527793e-9,5.175328400444662e-9,4.047356845262089e-9,1.9475942547963253e-9,1.6346018337835843e-9,113498.1963494342,7.188241832326643e-10,1.2615371914589616e-9,1.4238108302768096e-9,4.6212044419499845e-9,1.5256732329149964e-9,1.25367122800092e-9,4.172916770253379e-9,3.779734440524494e-9,2.2052168860261064e-9,2.0751689372859495e-9,6.192098720750665e-9,5.256088227684677e-9,1.8085787206859763e6
t7,4.5030369039083755e-9,3.312400600251137e-9,5.085406917779125e-9,3.511656307865463e-9,4.718355142104502e-9,2.6061169608731605e-9,3.6625339097195457e-9,4.436545846732459e-9,208463.76593985848,2.8244238898575035e-9,2.6300644763890402e-9,460428.81586363586,2.7005628916916856e-9,3.199683715809133e-9,3.7165893523586427e-9,1.745757770096268e-9,4.443806775093991e-9,120490.94985548969,2.167216409817465e-9,2.6559186775591732e-9,3.6897341001580485e-9,3.304423369508661e-9,3.258739752829197e-9,2.630808440944445e-9,975306.9918082185,2.0908708578843544e-9,1.86808590765539e-9,8.100486712682687e-9,2.0979109072663273e-9,2.828004888560471e-9,2.5207075399430175e-9,4.772962647826055e-9,3.108995198049542e-9,1.0269208918441883e-9,3.020930373730079e-9,51227.40057265993,115610.10960232551,3.6321612330078495e-9,4.058105316919044e-9,3.1069085687331067e-9,5.174963361020608e-9,4.044265988629769e-9,1.9475460476631837e-9,1.6350523892507087e-9,113498.19633384589,7.188129689450265e-10,1.2614936125478204e-9,1.4239368611473715e-9,4.618681865279246e-9,1.5254059017770066e-9,1.253685515252884e-9,4.172908513200898e-9,3.779654724752475e-9,2.203809478561516e-9,2.074706879739656e-9,6.1923045958742e-9,5.256289807028978e-9,2.0450262299761942e6
t8,4.503016084135509e-9,3.310883321966743e-9,5.084167703091056e-9,3.5110819791993524e-9,4.715756232467378e-9,2.6061569510170354e-9,3.662523962331993e-9,4.435901615948495e-9,225688.497225876,2.8218202466512136e-9,2.6301273627912136e-9,461785.37711255986,2.700366220707354e-9,3.199573566336535e-9,3.71656386096415e-9,1.7435225941130774e-9,4.433485587584964e-9,61128.623294012694,2.1669263780734146e-9,2.655851139842821e-9,3.6891731316086935e-9,3.304073219714775e-9,3.258411230354919e-9,2.6299661358758743e-9,692590.8920684117,2.0909341126012314e-9,1.8681058610522948e-9,8.100137112291871e-9,2.0973553524336692e-9,2.826456977558957e-9,2.5200617765415373e-9,4.772664896083501e-9,3.1086222617451336e-9,1.0270737206547491e-9,3.0246375781511843e-9,0.09877732958357152,64241.825307780426,3.6282025753552963e-9,4.056726328514147e-9,3.1074994820025406e-9,5.174537031544426e-9,4.0415528868490364e-9,1.947408511220293e-9,1.6354911488660097e-9,113498.19630672321,7.186635209094313e-10,1.25991604374676e-9,1.4236828234743194e-9,4.61855667514255e-9,1.5253533426429942e-9,1.2542077752480697e-9,4.172899029742584e-9,3.779529187396715e-9,2.2022092889601475e-9,2.071633310531608e-9,6.19291488412237e-9,5.25644470802385e-9,1.618933510092854e6
t9,4.467655092450326e-9,3.311132698185878e-9,5.079705389567922e-9,3.5094761067757137e-9,4.71295932668677e-9,2.5733388319530773e-9,3.6140168095226216e-9,4.4326376522465475e-9,233884.58447115833,2.8201983249046188e-9,2.6292806282602423e-9,461598.0148641954,2.6999221357252786e-9,3.1995909970827925e-9,3.7160168087269353e-9,1.742473036172031e-9,4.449306770940901e-9,6997.693875880852,2.1678535454234413e-9,2.655924101465393e-9,3.688546905713251e-9,3.3037223086394484e-9,3.261666682164518e-9,2.630165667434577e-9,1.023582148270253e6,2.0914278154910293e-9,1.868128372432121e-9,8.100624651317688e-9,2.0979795268759804e-9,2.826362681464241e-9,2.5295225378263512e-9,4.772120282283275e-9,3.1081218890106305e-9,1.0256795046451673e-9,3.0204670340372446e-9,228949.80582927834,0.3341538092972598,3.636884245787718e-9,4.057596570741315e-9,3.10515319674083e-9,5.176196142799126e-9,4.045817302465051e-9,1.946702180842651e-9,1.634196713545938e-9,113498.19628856164,7.189600134651902e-10,1.2600693320010834e-9,1.4240176111333358e-9,4.618916571065377e-9,1.5255814705184246e-9,1.2527277240823562e-9,4.172828857485031e-9,3.780058530255197e-9,2.201645600926345e-9,2.078046751744012e-9,6.188561325643256e-9,5.256103841788409e-9,2.0685107777532972e6
