model,zone,resource_name,tech_type,unit,planning_year,case,start_value,end_value
USENSYS,SPPC,SPPC_landbasedwind_class3_moderate_5,Wind,MW,2040,26z-debug,6064,6065
USENSYS,SPPC,SPPC_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug,4663,8947
USENSYS,SPPN,SPPN_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug,0,16501
USENSYS,SPPN,SPPN_landbasedwind_class3_moderate_2,Wind,MW,2040,26z-debug,0,405
USENSYS,SPPN,SPPN_landbasedwind_class3_moderate_4,Wind,MW,2040,26z-debug,4059,4060
USENSYS,SPPN,SPPN_utilitypv_class1_moderate_3,Solar,MW,2040,26z-debug,8648,21992
USENSYS,SPPS,SPPS_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug,31797,50669
USENSYS,SPPS,SPPS_utilitypv_class1_moderate_3,Solar,MW,2040,26z-debug,18160,27597
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug,2995,2996
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_3,Wind,MW,2040,26z-debug,1395,1396
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_4,Wind,MW,2040,26z-debug,0,832
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_5,Wind,MW,2040,26z-debug,1856,1857
USENSYS,SRCA,SRCA_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2040,26z-debug,0,9683
USENSYS,SRCA,SRCA_utilitypv_class1_moderate_1,Solar,MW,2040,26z-debug,14329,14330
USENSYS,SRCA,SRCA_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug,11972,26486
USENSYS,SRCE,SRCE_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug,5315,5316
USENSYS,SRCE,SRCE_landbasedwind_class3_moderate_2,Wind,MW,2040,26z-debug,1674,24155
USENSYS,SRCE,SRCE_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2040,26z-debug,0,227
USENSYS,SRCE,SRCE_utilitypv_class1_moderate_2,Solar,MW,2040,26z-debug,10465,12097
USENSYS,SRCE,SRCE_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug,12568,29012
USENSYS,SRSE,SRSE_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug,0,3
USENSYS,SRSE,SRSE_landbasedwind_class3_moderate_4,Wind,MW,2040,26z-debug,2926,13640
USENSYS,SRSE,SRSE_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2040,26z-debug,0,7141
USENSYS,SRSE,SRSE_utilitypv_class1_moderate_0,Solar,MW,2040,26z-debug,26479,51040
USENSYS,SRSG,SRSG_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug,8821,8822
USENSYS,SRSG,SRSG_landbasedwind_class3_moderate_2,Wind,MW,2040,26z-debug,0,21855
USENSYS,SRSG,SRSG_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug,4773,11878
USENSYS,TRE,TRE_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug,0,4332
USENSYS,TRE,TRE_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug,49189,62467
USENSYS,TRE,TRE_landbasedwind_class3_moderate_4,Wind,MW,2040,26z-debug,2862,7315
USENSYS,TRE,TRE_naturalgas_ccccsavgcf_conservative_0,CCS,MW,2040,26z-debug,0,4740
USENSYS,TRE,TRE_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug,25306,60932
USENSYS,TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_4,Wind,MW,2040,26z-debug,10553,24344
USENSYS,BASN,BASN_battery_moderate_0,Battery,MW,2050,26z-debug,0,1
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,7795
USENSYS,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,8550
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug,0,5875
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug,0,2855
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug,0,28310
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,MW,2050,26z-debug,0,5
USENSYS,BASN,BASN_utilitypv_class1_moderate_0,Solar,MW,2050,26z-debug,0,35837
USENSYS,BASN,BASN_utilitypv_class1_moderate_4,Solar,MW,2050,26z-debug,0,1
USENSYS,CANO,CANO_battery_moderate_0,Battery,MW,2050,26z-debug,0,1
USENSYS,CANO,CANO_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,3421
USENSYS,CANO,CANO_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,3
USENSYS,CANO,CANO_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug,0,24376
USENSYS,CANO,CANO_utilitypv_class1_moderate_3,Solar,MW,2050,26z-debug,0,25221
USENSYS,CANO,CANO_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug,0,19
USENSYS,CASO,CASO_battery_moderate_0,Battery,MW,2050,26z-debug,0,1
USENSYS,CASO,CASO_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,6748
USENSYS,CASO,CASO_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,23
USENSYS,CASO,CASO_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug,0,973
USENSYS,CASO,CASO_utilitypv_class1_moderate_0,Solar,MW,2050,26z-debug,0,14550
USENSYS,CASO,CASO_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug,0,20949
USENSYS,CASO,CASO_utilitypv_class1_moderate_2,Solar,MW,2050,26z-debug,0,19611
USENSYS,CASO,CASO_utilitypv_class1_moderate_3,Solar,MW,2050,26z-debug,0,15870
USENSYS,CASO,CASO_utilitypv_class1_moderate_4,Solar,MW,2050,26z-debug,0,17314
USENSYS,CASO,CASO_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug,0,3314
USENSYS,FRCC,FRCC_battery_moderate_0,Battery,MW,2050,26z-debug,0,1
USENSYS,FRCC,FRCC_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,8125
USENSYS,FRCC,FRCC_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,82
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug,0,3045
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug,0,1734
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug,0,9415
USENSYS,FRCC,FRCC_utilitypv_class1_moderate_0,Solar,MW,2050,26z-debug,0,103894
USENSYS,FRCC,FRCC_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug,0,5482
USENSYS,FRCC,FRCC_utilitypv_class1_moderate_2,Solar,MW,2050,26z-debug,0,56185
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,MW,2050,26z-debug,0,1
USENSYS,ISNE,ISNE_hydrogen_ccavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,17267
USENSYS,ISNE,ISNE_hydrogen_ctavgcf_moderate_0,Hydrogen,MW,2050,26z-debug,0,2036
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug,0,3242
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug,0,1664
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug,0,3972
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_3,Wind,MW,2050,26z-debug,0,3005
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_4,Wind,MW,2050,26z-debug,0,2127
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_5,Wind,MW,2050,26z-debug,0,1002
USENSYS,ISNE,ISNE_offshorewind_class3_moderate_fixed_0_1,Wind,MW,2050,26z-debug,0,2571
USENSYS,ISNE,ISNE_offshorewind_class3_moderate_fixed_1_1,Wind,MW,2050,26z-debug,0,3822
USENSYS,ISNE,ISNE_offshorewind_class3_moderate_fixed_1_2,Wind,MW,2050,26z-debug,0,3
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_0,Solar,MW,2050,26z-debug,0,18294
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug,0,4912
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_2,Solar,MW,2050,26z-debug,0,22915
