GENERATION_PROJECT,build_year,build_gen_predetermined,build_gen_energy_predetermined
Eastern_onshore_wind_turbine_1,2003,601.0,.
Eastern_onshore_wind_turbine_1,2017,2971.4,.
Eastern_onshore_wind_turbine_1,1997,5.0,.
Eastern_onshore_wind_turbine_1,2010,2622.0,.
Eastern_onshore_wind_turbine_1,2011,4096.7,.
Eastern_onshore_wind_turbine_1,1999,362.1,.
Eastern_onshore_wind_turbine_1,2001,280.2,.
Eastern_onshore_wind_turbine_1,2000,26.3,.
Eastern_onshore_wind_turbine_1,1998,106.0,.
Eastern_onshore_wind_turbine_1,2004,217.4,.
Eastern_onshore_wind_turbine_1,2005,1013.5,.
Eastern_onshore_wind_turbine_1,2006,758.5,.
Eastern_onshore_wind_turbine_1,2008,4461.8,.
Eastern_onshore_wind_turbine_1,2012,6751.3,.
Eastern_onshore_wind_turbine_1,2015,3353.4,.
Eastern_onshore_wind_turbine_1,2016,5745.8,.
Eastern_onshore_wind_turbine_1,2019,4709.0,.
Eastern_onshore_wind_turbine_1,2013,654.0,.
Eastern_onshore_wind_turbine_1,2014,2145.3,.
Eastern_onshore_wind_turbine_1,2024,493.5,.
Eastern_onshore_wind_turbine_1,2018,3993.9,.
Eastern_onshore_wind_turbine_1,2021,6766.0,.
Eastern_onshore_wind_turbine_1,2023,4140.7,.
Eastern_onshore_wind_turbine_1,2022,3707.6,.
Eastern_onshore_wind_turbine_1,2026,290.7,.
Eastern_onshore_wind_turbine_1,2025,742.0,.
Eastern_solar_photovoltaic_1,2017,2794.2,.
Eastern_solar_photovoltaic_1,2015,1361.2,.
Eastern_solar_photovoltaic_1,2014,720.9,.
Eastern_solar_photovoltaic_1,2019,3099.3,.
Eastern_solar_photovoltaic_1,2016,2697.8,.
Eastern_solar_photovoltaic_1,2018,2830.7,.
Eastern_solar_photovoltaic_1,2010,80.6,.
Eastern_solar_photovoltaic_1,2005,0.4,.
Eastern_solar_photovoltaic_1,2008,7.5,.
Eastern_solar_photovoltaic_1,2024,4935.2,.
Eastern_solar_photovoltaic_1,2007,1.2000000000000002,.
Eastern_solar_photovoltaic_1,2009,52.3,.
Eastern_solar_photovoltaic_1,2006,0.9,.
Eastern_solar_photovoltaic_1,2012,366.3,.
Eastern_solar_photovoltaic_1,2013,550.0,.
Eastern_solar_photovoltaic_1,2011,290.2,.
Eastern_solar_photovoltaic_1,2021,6431.1,.
Eastern_solar_photovoltaic_1,2022,4837.5,.
Eastern_solar_photovoltaic_1,2023,9934.2,.
Eastern_solar_photovoltaic_1,2026,1526.4,.
Eastern_solar_photovoltaic_1,2025,1897.5,.
Western_conventional_steam_coal_1,1962,116.0,.
Western_conventional_steam_coal_1,1980,717.0,.
Western_conventional_steam_coal_1,1979,701.0,.
Western_conventional_steam_coal_1,2010,869.0,.
Western_conventional_steam_coal_1,1959,99.0,.
Western_conventional_steam_coal_1,1961,106.0,.
Western_conventional_steam_coal_1,1972,340.0,.
Western_conventional_steam_coal_1,1963,156.0,.
Western_conventional_steam_coal_1,1968,216.0,.
Western_conventional_steam_coal_1,1984,740.0,.
Western_conventional_steam_coal_1,1986,740.0,.
Western_conventional_steam_coal_1,1978,831.0,.
Western_conventional_steam_coal_1,1983,471.0,.
Western_conventional_steam_coal_1,1981,1635.0,.
Western_conventional_steam_coal_1,1982,570.0,.
Western_conventional_steam_coal_1,1995,80.0,.
Western_conventional_steam_coal_1,1974,981.0,.
Western_conventional_steam_coal_1,1975,559.0,.
Western_conventional_steam_coal_1,1976,523.0,.
Western_conventional_steam_coal_1,1977,474.0,.
Western_conventional_steam_coal_1,1985,381.0,.
Western_conventional_steam_coal_1,1990,446.5,.
Western_conventional_steam_coal_1,2006,524.0,.
Western_conventional_steam_coal_1,2009,415.0,.
Western_conventional_steam_coal_1,1994,5.0,.
Western_conventional_steam_coal_1,1947,7.0,.
Western_conventional_steam_coal_1,1993,51.0,.
Western_conventional_steam_coal_1,2003,86.0,.
Western_conventional_steam_coal_1,2008,310.2,.
Western_conventional_steam_coal_1,2011,406.5,.
Western_conventional_steam_coal_1,1953,7.0,.
Western_conventional_steam_coal_1,1964,4.0,.
Western_geothermal_1,1975,68.0,.
Western_geothermal_1,1979,56.0,.
Western_geothermal_1,1980,130.0,.
Western_geothermal_1,1985,247.1,.
Western_geothermal_1,1982,75.0,.
Western_geothermal_1,1983,168.0,.
Western_geothermal_1,1971,100.0,.
Western_geothermal_1,1972,84.0,.
Western_geothermal_1,1984,143.0,.
Western_geothermal_1,2007,44.3,.
Western_geothermal_1,1986,43.4,.
Western_geothermal_1,2006,52.5,.
Western_geothermal_1,2011,2.0,.
Western_geothermal_1,1990,53.1,.
Western_geothermal_1,1989,281.9,.
Western_geothermal_1,1988,201.2,.
Western_geothermal_1,1987,27.5,.
Western_geothermal_1,2009,208.7,.
Western_geothermal_1,2003,24.0,.
Western_geothermal_1,1998,57.0,.
Western_geothermal_1,2012,176.5,.
Western_geothermal_1,1993,48.0,.
Western_geothermal_1,2008,58.2,.
Western_geothermal_1,2022,134.3,.
Western_geothermal_1,1992,32.4,.
Western_geothermal_1,2018,125.4,.
Western_geothermal_1,1996,44.0,.
Western_geothermal_1,2000,56.0,.
Western_geothermal_1,2002,6.5,.
Western_geothermal_1,2005,30.0,.
Western_geothermal_1,2013,71.8,.
Western_geothermal_1,2010,23.5,.
Western_geothermal_1,2015,72.8,.
Western_geothermal_1,2014,22.5,.
Western_geothermal_1,2017,37.0,.
Western_geothermal_1,2021,24.8,.
Western_geothermal_1,2019,20.0,.
Western_geothermal_1,2023,37.0,.
Western_natural_gas_fired_combined_cycle_1,2001,3900.4,.
Western_natural_gas_fired_combined_cycle_1,2003,9772.5,.
Western_natural_gas_fired_combined_cycle_1,1976,276.0,.
Western_natural_gas_fired_combined_cycle_1,2002,5570.5,.
Western_natural_gas_fired_combined_cycle_1,2005,4488.7,.
Western_natural_gas_fired_combined_cycle_1,2006,4054.9,.
Western_natural_gas_fired_combined_cycle_1,1977,257.0,.
Western_natural_gas_fired_combined_cycle_1,1993,567.8,.
Western_natural_gas_fired_combined_cycle_1,1952,32.5,.
Western_natural_gas_fired_combined_cycle_1,2012,1120.2,.
Western_natural_gas_fired_combined_cycle_1,1995,834.1,.
Western_natural_gas_fired_combined_cycle_1,2015,911.0,.
Western_natural_gas_fired_combined_cycle_1,2004,3945.1,.
Western_natural_gas_fired_combined_cycle_1,2016,554.5,.
Western_natural_gas_fired_combined_cycle_1,1979,162.0,.
Western_natural_gas_fired_combined_cycle_1,1994,1073.2,.
Western_natural_gas_fired_combined_cycle_1,1982,81.0,.
Western_natural_gas_fired_combined_cycle_1,1980,81.0,.
Western_natural_gas_fired_combined_cycle_1,2008,1606.0,.
Western_natural_gas_fired_combined_cycle_1,1996,762.8,.
Western_natural_gas_fired_combined_cycle_1,2009,1336.9,.
Western_natural_gas_fired_combined_cycle_1,2011,698.0,.
Western_natural_gas_fired_combined_cycle_1,1999,199.0,.
Western_natural_gas_fired_combined_cycle_1,1998,304.0,.
Western_natural_gas_fired_combined_cycle_1,2025,840.0,.
Western_natural_gas_fired_combined_cycle_1,1989,214.2,.
Western_natural_gas_fired_combined_cycle_1,1997,544.8,.
Western_natural_gas_fired_combined_cycle_1,1974,687.0,.
Western_natural_gas_fired_combined_cycle_1,1975,103.0,.
Western_natural_gas_fired_combined_cycle_1,1987,477.4,.
Western_natural_gas_fired_combined_cycle_1,1990,141.2,.
Western_natural_gas_fired_combined_cycle_1,2013,1330.0,.
Western_natural_gas_fired_combined_cycle_1,1988,496.5,.
Western_natural_gas_fired_combined_cycle_1,1992,137.0,.
Western_natural_gas_fired_combined_cycle_1,1991,105.0,.
Western_natural_gas_fired_combined_cycle_1,1959,15.5,.
Western_natural_gas_fired_combined_cycle_1,2000,78.0,.
Western_natural_gas_fired_combined_cycle_1,2007,1302.8,.
Western_natural_gas_fired_combined_cycle_1,2014,741.4,.
Western_natural_gas_fired_combined_cycle_1,2010,674.5,.
Western_natural_gas_fired_combustion_turbine_1,1981,377.9,.
Western_natural_gas_fired_combustion_turbine_1,1972,379.0,.
Western_natural_gas_fired_combustion_turbine_1,1973,522.3,.
Western_natural_gas_fired_combustion_turbine_1,2019,582.4,.
Western_natural_gas_fired_combustion_turbine_1,2002,2391.8,.
Western_natural_gas_fired_combustion_turbine_1,1971,106.5,.
Western_natural_gas_fired_combustion_turbine_1,2008,1456.2,.
Western_natural_gas_fired_combustion_turbine_1,2001,1548.2,.
Western_natural_gas_fired_combustion_turbine_1,1975,150.0,.
Western_natural_gas_fired_combustion_turbine_1,1974,184.3,.
Western_natural_gas_fired_combustion_turbine_1,2022,314.0,.
Western_natural_gas_fired_combustion_turbine_1,1963,10.0,.
Western_natural_gas_fired_combustion_turbine_1,1976,336.4,.
Western_natural_gas_fired_combustion_turbine_1,2004,242.4,.
Western_natural_gas_fired_combustion_turbine_1,2013,2843.7,.
Western_natural_gas_fired_combustion_turbine_1,2015,453.1,.
Western_natural_gas_fired_combustion_turbine_1,2023,391.6,.
Western_natural_gas_fired_combustion_turbine_1,1986,407.7,.
Western_natural_gas_fired_combustion_turbine_1,1984,275.6,.
Western_natural_gas_fired_combustion_turbine_1,1994,367.2,.
Western_natural_gas_fired_combustion_turbine_1,1977,50.0,.
Western_natural_gas_fired_combustion_turbine_1,1978,25.0,.
Western_natural_gas_fired_combustion_turbine_1,1979,46.1,.
Western_natural_gas_fired_combustion_turbine_1,2012,640.6,.
Western_natural_gas_fired_combustion_turbine_1,2009,905.0,.
Western_natural_gas_fired_combustion_turbine_1,1989,618.9,.
Western_natural_gas_fired_combustion_turbine_1,2006,336.2,.
Western_natural_gas_fired_combustion_turbine_1,1995,171.6,.
Western_natural_gas_fired_combustion_turbine_1,1987,368.0,.
Western_natural_gas_fired_combustion_turbine_1,1982,55.2,.
Western_natural_gas_fired_combustion_turbine_1,1993,91.0,.
Western_natural_gas_fired_combustion_turbine_1,1996,170.9,.
Western_natural_gas_fired_combustion_turbine_1,2000,545.9,.
Western_natural_gas_fired_combustion_turbine_1,2003,844.1,.
Western_natural_gas_fired_combustion_turbine_1,1999,64.0,.
Western_natural_gas_fired_combustion_turbine_1,2016,568.2,.
Western_natural_gas_fired_combustion_turbine_1,1985,356.0,.
Western_natural_gas_fired_combustion_turbine_1,1991,517.0,.
Western_natural_gas_fired_combustion_turbine_1,1990,247.6,.
Western_natural_gas_fired_combustion_turbine_1,1969,15.0,.
Western_natural_gas_fired_combustion_turbine_1,1988,107.3,.
Western_natural_gas_fired_combustion_turbine_1,1992,63.0,.
Western_natural_gas_fired_combustion_turbine_1,2005,460.8,.
Western_natural_gas_fired_combustion_turbine_1,2014,103.0,.
Western_natural_gas_fired_combustion_turbine_1,1983,30.3,.
Western_natural_gas_fired_combustion_turbine_1,2011,1007.5,.
Western_natural_gas_fired_combustion_turbine_1,2010,208.4,.
Western_natural_gas_fired_combustion_turbine_1,2007,505.0,.
Western_natural_gas_fired_combustion_turbine_1,2018,527.5,.
Western_natural_gas_fired_combustion_turbine_1,2017,45.3,.
Western_natural_gas_steam_turbine_1,1959,174.0,.
Western_natural_gas_steam_turbine_1,1967,642.9,.
Western_natural_gas_steam_turbine_1,1962,724.0,.
Western_natural_gas_steam_turbine_1,1958,339.8,.
Western_natural_gas_steam_turbine_1,1957,312.0,.
Western_natural_gas_steam_turbine_1,1961,516.0,.
Western_natural_gas_steam_turbine_1,1952,103.0,.
Western_natural_gas_steam_turbine_1,1954,296.9,.
Western_natural_gas_steam_turbine_1,1964,652.0,.
Western_natural_gas_steam_turbine_1,1979,175.0,.
Western_natural_gas_steam_turbine_1,1953,34.0,.
Western_natural_gas_steam_turbine_1,1968,78.0,.
Western_natural_gas_steam_turbine_1,1963,222.0,.
Western_natural_gas_steam_turbine_1,1974,108.0,.
Western_natural_gas_steam_turbine_1,1972,147.0,.
Western_natural_gas_steam_turbine_1,1960,83.0,.
Western_natural_gas_steam_turbine_1,1951,64.0,.
Western_natural_gas_steam_turbine_1,1955,104.5,.
Western_natural_gas_steam_turbine_1,1971,247.0,.
Western_natural_gas_steam_turbine_1,1983,20.0,.
Western_natural_gas_steam_turbine_1,1977,10.0,.
Western_natural_gas_steam_turbine_1,1976,10.0,.
Western_natural_gas_steam_turbine_1,1948,14.6,.
Western_natural_gas_steam_turbine_1,1982,1.5,.
Western_natural_gas_steam_turbine_1,2023,3.0,.
Western_natural_gas_steam_turbine_1,1947,3.0,.
Western_natural_gas_steam_turbine_1,2010,2.9,.
Western_nuclear_1,1984,1172.0,.
Western_nuclear_1,1986,2669.0,.
Western_nuclear_1,1988,1334.0,.
Western_onshore_wind_turbine_1,2004,87.0,.
Western_onshore_wind_turbine_1,2000,7.7,.
Western_onshore_wind_turbine_1,1994,60.1,.
Western_onshore_wind_turbine_1,2006,963.6,.
Western_onshore_wind_turbine_1,2007,1646.1,.
Western_onshore_wind_turbine_1,2012,4608.5,.
Western_onshore_wind_turbine_1,2002,255.0,.
Western_onshore_wind_turbine_1,1988,16.0,.
Western_onshore_wind_turbine_1,1984,134.6,.
Western_onshore_wind_turbine_1,1985,16.4,.
Western_onshore_wind_turbine_1,1983,31.0,.
Western_onshore_wind_turbine_1,1981,17.3,.
Western_onshore_wind_turbine_1,2021,2860.0,.
Western_onshore_wind_turbine_1,1999,150.5,.
Western_onshore_wind_turbine_1,2008,976.6,.
Western_onshore_wind_turbine_1,1982,3.5,.
Western_onshore_wind_turbine_1,1993,4.2,.
Western_onshore_wind_turbine_1,1989,88.5,.
Western_onshore_wind_turbine_1,1990,82.5,.
Western_onshore_wind_turbine_1,2005,430.4,.
Western_onshore_wind_turbine_1,2011,2282.8,.
Western_onshore_wind_turbine_1,1986,31.1,.
Western_onshore_wind_turbine_1,1987,25.3,.
Western_onshore_wind_turbine_1,1992,6.5,.
Western_onshore_wind_turbine_1,1997,13.6,.
Western_onshore_wind_turbine_1,2024,747.3,.
Western_onshore_wind_turbine_1,1998,25.0,.
Western_onshore_wind_turbine_1,1975,16.5,.
Western_onshore_wind_turbine_1,2001,404.0,.
Western_onshore_wind_turbine_1,2022,575.8,.
Western_onshore_wind_turbine_1,2003,735.6,.
Western_onshore_wind_turbine_1,2018,976.6,.
Western_onshore_wind_turbine_1,2009,2632.9,.
Western_onshore_wind_turbine_1,2010,1459.1,.
Western_onshore_wind_turbine_1,2013,33.1,.
Western_onshore_wind_turbine_1,2015,713.9,.
Western_onshore_wind_turbine_1,2017,940.1,.
Western_onshore_wind_turbine_1,2019,392.3,.
Western_onshore_wind_turbine_1,2014,782.3000000000001,.
Western_onshore_wind_turbine_1,2027,1500.0,.
Western_onshore_wind_turbine_1,2028,750.0,.
Western_onshore_wind_turbine_1,2029,750.0,.
Western_onshore_wind_turbine_1,2025,400.0,.
Western_onshore_wind_turbine_1,2016,239.6,.
Western_onshore_wind_turbine_1,2023,360.7,.
Western_solar_photovoltaic_1,2001,3.9,.
Western_solar_photovoltaic_1,2023,7665.4,.
Western_solar_photovoltaic_1,2010,136.6,.
Western_solar_photovoltaic_1,2014,2553.1,.
Western_solar_photovoltaic_1,2017,1633.9,.
Western_solar_photovoltaic_1,2009,45.7,.
Western_solar_photovoltaic_1,2011,389.6,.
Western_solar_photovoltaic_1,2012,1192.7,.
Western_solar_photovoltaic_1,2022,3401.7,.
Western_solar_photovoltaic_1,2002,3.0,.
Western_solar_photovoltaic_1,2007,30.2,.
Western_solar_photovoltaic_1,2008,22.2,.
Western_solar_photovoltaic_1,2013,2092.8,.
Western_solar_photovoltaic_1,2006,0.9,.
Western_solar_photovoltaic_1,2015,1839.9,.
Western_solar_photovoltaic_1,2005,1.4,.
Western_solar_photovoltaic_1,2018,1366.8,.
Western_solar_photovoltaic_1,2016,4841.4,.
Western_solar_photovoltaic_1,2024,2628.4,.
Western_solar_photovoltaic_1,2003,0.2,.
Western_solar_photovoltaic_1,2019,1808.8,.
Western_solar_photovoltaic_1,2021,3066.6,.
Western_solar_photovoltaic_1,2025,663.0,.
