timepoint_id,tp_to_hts
1260,2040_M2
1261,2040_M2
1262,2040_M2
1263,2040_M2
1264,2040_M2
1265,2040_M2
1266,2040_M2
1267,2040_M2
1268,2040_M2
1269,2040_M2
1270,2040_M2
1271,2040_M2
1272,2040_M2
1273,2040_M2
1274,2040_M2
1275,2040_M2
1276,2040_M2
1277,2040_M2
1278,2040_M2
1279,2040_M2
1280,2040_M2
1281,2040_M2
1282,2040_M2
1283,2040_M2
1284,2040_M2
1285,2040_M2
1286,2040_M2
1287,2040_M2
1288,2040_M2
1289,2040_M2
1290,2040_M2
1291,2040_M2
1292,2040_M2
1293,2040_M2
1294,2040_M2
1295,2040_M2
1296,2040_M2
1297,2040_M2
1298,2040_M2
1299,2040_M2
1300,2040_M2
1301,2040_M2
1302,2040_M2
1303,2040_M2
1304,2040_M2
1305,2040_M2
1306,2040_M2
1307,2040_M2
1308,2040_M2
1309,2040_M2
1310,2040_M2
1311,2040_M2
1312,2040_M2
1313,2040_M2
1314,2040_M2
1315,2040_M2
1316,2040_M2
1317,2040_M2
1318,2040_M2
1319,2040_M2
1320,2040_M2
1321,2040_M2
1322,2040_M2
1323,2040_M2
1324,2040_M2
1325,2040_M2
1326,2040_M2
1327,2040_M2
1328,2040_M2
1329,2040_M2
1330,2040_M2
1331,2040_M2
1332,2040_M2
1333,2040_M2
1334,2040_M2
1335,2040_M2
1336,2040_M2
1337,2040_M2
1338,2040_M2
1339,2040_M2
1340,2040_M2
1341,2040_M2
1342,2040_M2
1343,2040_M2
1344,2040_M2
1345,2040_M2
1346,2040_M2
1347,2040_M2
1348,2040_M2
1349,2040_M2
1350,2040_M2
1351,2040_M2
1352,2040_M2
1353,2040_M2
1354,2040_M2
1355,2040_M2
1356,2040_M2
1357,2040_M2
1358,2040_M2
1359,2040_M2
1360,2040_M2
1361,2040_M2
1362,2040_M2
1363,2040_M2
1364,2040_M2
1365,2040_M2
1366,2040_M2
1367,2040_M2
1368,2040_M2
1369,2040_M2
1370,2040_M2
1371,2040_M2
1372,2040_M2
1373,2040_M2
1374,2040_M2
1375,2040_M2
1376,2040_M2
1377,2040_M2
1378,2040_M2
1379,2040_M2
1380,2040_M2
1381,2040_M2
1382,2040_M2
1383,2040_M2
1384,2040_M2
1385,2040_M2
1386,2040_M2
1387,2040_M2
1388,2040_M2
1389,2040_M2
1390,2040_M2
1391,2040_M2
1392,2040_M2
1393,2040_M2
1394,2040_M2
1395,2040_M2
1396,2040_M2
1397,2040_M2
1398,2040_M2
1399,2040_M2
1400,2040_M2
1401,2040_M2
1402,2040_M2
1403,2040_M2
1404,2040_M2
1405,2040_M2
1406,2040_M2
1407,2040_M2
1408,2040_M2
1409,2040_M2
1410,2040_M2
1411,2040_M2
1412,2040_M2
1413,2040_M2
1414,2040_M2
1415,2040_M2
1416,2040_M2
1417,2040_M3
1418,2040_M3
1419,2040_M3
1420,2040_M3
1421,2040_M3
1422,2040_M3
1423,2040_M3
1424,2040_M3
1425,2040_M3
1426,2040_M3
1427,2040_M3
1428,2040_M3
1429,2040_M3
1430,2040_M3
1431,2040_M3
1432,2040_M3
1433,2040_M3
1434,2040_M3
1435,2040_M3
1436,2040_M3
1437,2040_M3
1438,2040_M3
1439,2040_M3
1440,2040_M3
1441,2040_M3
1442,2040_M3
1443,2040_M3
1444,2040_M3
1445,2040_M3
1446,2040_M3
1447,2040_M3
1448,2040_M3
1449,2040_M3
1450,2040_M3
1451,2040_M3
1452,2040_M3
1453,2040_M3
1454,2040_M3
1455,2040_M3
1456,2040_M3
1457,2040_M3
1458,2040_M3
1459,2040_M3
1460,2040_M3
1461,2040_M3
1462,2040_M3
1463,2040_M3
1464,2040_M3
1465,2040_M3
1466,2040_M3
1467,2040_M3
1468,2040_M3
1469,2040_M3
1470,2040_M3
1471,2040_M3
1472,2040_M3
1473,2040_M3
1474,2040_M3
1475,2040_M3
1476,2040_M3
1477,2040_M3
1478,2040_M3
1479,2040_M3
1480,2040_M3
1481,2040_M3
1482,2040_M3
1483,2040_M3
1484,2040_M3
1485,2040_M3
1486,2040_M3
1487,2040_M3
1488,2040_M3
1489,2040_M3
1490,2040_M3
1491,2040_M3
1492,2040_M3
1493,2040_M3
1494,2040_M3
1495,2040_M3
1496,2040_M3
1497,2040_M3
1498,2040_M3
1499,2040_M3
1500,2040_M3
1501,2040_M3
1502,2040_M3
1503,2040_M3
1504,2040_M3
1505,2040_M3
1506,2040_M3
1507,2040_M3
1508,2040_M3
1509,2040_M3
1510,2040_M3
1511,2040_M3
1512,2040_M3
1513,2040_M3
1514,2040_M3
1515,2040_M3
1516,2040_M3
1517,2040_M3
1518,2040_M3
1519,2040_M3
1520,2040_M3
1521,2040_M3
1522,2040_M3
1523,2040_M3
1524,2040_M3
1525,2040_M3
1526,2040_M3
1527,2040_M3
1528,2040_M3
1529,2040_M3
1530,2040_M3
1531,2040_M3
1532,2040_M3
1533,2040_M3
1534,2040_M3
1535,2040_M3
1536,2040_M3
1537,2040_M3
1538,2040_M3
1539,2040_M3
1540,2040_M3
1541,2040_M3
1542,2040_M3
1543,2040_M3
1544,2040_M3
1545,2040_M3
1546,2040_M3
1547,2040_M3
1548,2040_M3
1549,2040_M3
1550,2040_M3
1551,2040_M3
1552,2040_M3
1553,2040_M3
1554,2040_M3
1555,2040_M3
1556,2040_M3
1557,2040_M3
1558,2040_M3
1559,2040_M3
1560,2040_M3
1561,2040_M3
1562,2040_M3
1563,2040_M3
1564,2040_M3
1565,2040_M3
1566,2040_M3
1567,2040_M3
1568,2040_M3
1569,2040_M3
1570,2040_M3
1571,2040_M3
1572,2040_M3
1573,2040_M3
1574,2040_M3
1575,2040_M3
1576,2040_M3
1577,2040_M3
1578,2040_M3
1579,2040_M3
1580,2040_M3
1581,2040_M3
1582,2040_M3
1583,2040_M3
1584,2040_M3
1585,2040_M3
1586,2040_M3
1587,2040_M3
1588,2040_M3
1589,2040_M3
1590,2040_M3
1591,2040_M3
1592,2040_M3
1593,2040_M3
1594,2040_M3
1595,2040_M3
1596,2040_M3
1597,2040_M3
1598,2040_M3
1599,2040_M3
1600,2040_M3
1601,2040_M3
1602,2040_M3
1603,2040_M3
1604,2040_M3
1605,2040_M3
1606,2040_M3
1607,2040_M3
1608,2040_M3
1609,2040_M3
1610,2040_M3
1611,2040_M3
1612,2040_M3
1613,2040_M3
1614,2040_M3
1615,2040_M3
1616,2040_M3
1617,2040_M3
1618,2040_M3
1619,2040_M3
1620,2040_M3
1621,2040_M3
1622,2040_M3
1623,2040_M3
1624,2040_M3
1625,2040_M3
1626,2040_M3
1627,2040_M3
1628,2040_M3
1629,2040_M3
1630,2040_M3
1631,2040_M3
1632,2040_M3
1633,2040_M3
1634,2040_M3
1635,2040_M3
1636,2040_M3
1637,2040_M3
1638,2040_M3
1639,2040_M3
1640,2040_M3
1641,2040_M3
1642,2040_M3
1643,2040_M3
1644,2040_M3
1645,2040_M3
1646,2040_M3
1647,2040_M3
1648,2040_M3
1649,2040_M3
1650,2040_M3
1651,2040_M3
1652,2040_M3
1653,2040_M3
1654,2040_M3
1655,2040_M3
1656,2040_M3
1657,2040_M3
1658,2040_M3
1659,2040_M3
1660,2040_M3
1661,2040_M3
1662,2040_M3
1663,2040_M3
