Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,2.5998341565735544e11,7.327497030609934e9,5.626130049878706e9,8.16322546685917e9,1.650067445056214e10,1.2542058105524231e10,1.275812136652752e10,6.705948795140685e9,9.65830411152533e9,1.4535840563823696e10,8.796686397484877e9,2.5693421459464254e9,5.926264245345243e9,4.919297320221851e9,5.96035899766935e9,1.2853972613789745e10,2.153436718383618e10,5.666013756238765e9,3.7652167749518104e9,2.8014711654836507e9,7.638421660169659e9,1.3419335278542454e10,1.219805597707753e10,1.5320663265379845e10,6.823077348882153e9,1.8423396889088253e10,3.15940053861264e9
cFix,2.0080296558290005e11,6.938932694900001e9,4.399957045299999e9,5.8381411401e9,1.07646853713e10,1.1273812515099998e10,1.05746021955e10,4.9688106242e9,6.7799514613e9,1.2861300269400002e10,8.495813269300001e9,2.439364047e9,5.4695324152e9,3.766560269e9,5.393826491200001e9,1.0011795642e10,1.4446811924900002e10,5.6131460382e9,3.6143083183e9,2.7111995697000003e9,7.186082388e9,9.7273832199e9,1.10495541593e10,1.17469094668e10,6.1483328012e9,1.5616724110599998e10,2.9654281352000003e9
cVar,9.358535735344868e9,3.2642030055620752e7,1.9021964460618523e8,5.1512839601672477e8,1.1712839495517197e9,1.4728657221567503e8,5.608454000212723e8,4.608701407865428e8,5.744212021612586e8,3.857074268187893e8,4.821427543728107e7,1.6444007213612838e7,9.45569699286305e7,2.5745935961472628e8,1.0842689565732221e8,4.8820499363170946e8,1.8143836002946904e9,4.796259146453705e6,3.1052844389096733e7,1.974592819253707e7,4.339508466543223e7,8.250554508936518e8,2.168285899532791e8,7.095540719788924e8,1.1575288391111091e8,5.0659865981356514e8,1.966109838766128e7
cFuel,2.9274443502274387e10,2.690347124104934e8,8.606772617394711e8,1.556647044215817e9,3.7894316492127085e9,9.277519964189183e8,1.3188470633686109e9,1.0556127466003593e9,1.8786863154284315e9,1.046582928445332e9,2.1803288795346075e8,9.045736348398726e7,3.2398573464364785e8,7.995186789482021e8,3.964440416041206e8,1.9483693205155768e9,4.2696303498049994e9,3.604988068297256e7,1.0311871172305067e8,6.161470278737178e7,3.0543157124739826e8,2.451626821288131e9,7.701691789204128e8,2.3672536507385674e9,4.8156980513301706e8,1.8142127483151278e9,1.336863366421548e8
cNSE,5.533688840082081e7,9609.97631733956,9490.30929222211,10396.079113174479,9073.344292223725,5.509887542684659e7,9513.605112742012,9131.269215589773,9238.336815262572,9902.387175066797,10415.816864542829,9876.081466477504,9116.29019524342,9392.041322986557,9582.285896150992,10434.244801693712,9758.511483034701,9360.808782961385,9095.757789562984,8920.225127790136,9240.477500347793,9489.454328714002,9817.707644446979,9315.604801256568,9670.628553988116,9898.780890405513,8272.94919141222
cStart,6.101859790255346e9,8.687798326750056e7,1.7526660792375803e8,2.532984904475142e8,7.752644071534185e8,1.3810814636279187e8,3.038171940325251e8,2.206461522845683e8,4.2523589429882246e8,2.4224003677239695e8,3.461554897726796e7,2.3066852167358927e7,3.818000928277004e7,9.574962061759888e7,6.165198692201e7,4.055922233976572e8,1.0035315503250108e9,1.2012217400555784e7,1.6727804781873334e7,8.902044578614058e6,1.0350337577932839e8,4.152602970063424e8,1.6149423119619372e8,4.969367602575845e8,7.741218800947033e7,4.858514715786728e8,4.061669543363223e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,3.2337315534018848e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,1.4357936842616419e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
