model,zone,resource_name,planning_year,case,value
GenX,ISNE,ISNE_offshorewind_class3_moderate_fixed_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.2180055691793366
GenX,ISNE,ISNE_offshorewind_class3_moderate_fixed_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.9838882385657924
GenX,ISNE,ISNE_offshorewind_class3_moderate_fixed_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.0098239839623329
GenX,ISNE,ISNE_offshorewind_class3_moderate_fixed_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.7011848020483318
GenX,ISNE,ISNE_offshorewind_class12_moderate_floating_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.7039562595342517
GenX,ISNE,ISNE_offshorewind_class12_moderate_floating_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.678718929754379
GenX,ISNE,ISNE_offshorewind_class12_moderate_floating_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.8912159601410442
GenX,ISNE,ISNE_offshorewind_class12_moderate_floating_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.7513140539955964
GenX,MISC,MISC_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,755796.6053055293
GenX,MISC,MISC_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,656862.737639726
GenX,MISC,MISC_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,336430.25860978966
GenX,MISC,MISC_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2503462.7069651266
GenX,MISC,MISC_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,9.670510555578876
GenX,MISC,MISC_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1764821.2241205152
GenX,MISC,MISC_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.5512427806913407
GenX,MISE,MISE_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,139938.44344677837
GenX,MISE,MISE_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,220051.46492832305
GenX,MISE,MISE_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,150255.41048040552
GenX,MISE,MISE_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,388552.15317387896
GenX,MISE,MISE_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,374986.7855746673
GenX,MISE,MISE_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,720518.7155627077
GenX,MISE,MISE_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2.7791055904042867
GenX,MISS,MISS_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,200422.99114444185
GenX,MISS,MISS_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,184513.49620929564
GenX,MISS,MISS_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,183720.6145440733
GenX,MISS,MISS_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,991960.4798215192
GenX,MISS,MISS_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2.8612967496218937
GenX,MISS,MISS_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,5.786521961859333
GenX,MISS,MISS_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.4557399805977276
GenX,MISS,MISS_offshorewind_class3_moderate_fixed_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.3178276319819684
GenX,MISS,MISS_offshorewind_class3_moderate_fixed_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.29673806055772
GenX,MISS,MISS_offshorewind_class12_moderate_floating_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.2407591303017636
GenX,MISS,MISS_offshorewind_class12_moderate_floating_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.2161037900159099
GenX,MISW,MISW_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,4371902.387773694
GenX,MISW,MISW_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1247067.056047746
GenX,MISW,MISW_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,721043.4005384396
GenX,MISW,MISW_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,7824679.689073491
GenX,MISW,MISW_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.4399482139454731
GenX,MISW,MISW_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3140162.0034182966
GenX,MISW,MISW_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.7719014936107835
GenX,NWPP,NWPP_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1023258.4802877436
GenX,NWPP,NWPP_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,788111.5363356308
GenX,NWPP,NWPP_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,642928.7390318237
GenX,NWPP,NWPP_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3130106.976631166
GenX,NWPP,NWPP_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2.454058354104985
GenX,NWPP,NWPP_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2392508.8903583507
GenX,NWPP,NWPP_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2.239932567383426
GenX,NWPP,NWPP_offshorewind_class12_moderate_floating_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.3107639021059073
GenX,NWPP,NWPP_offshorewind_class12_moderate_floating_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.2964667415684747
GenX,NWPP,NWPP_offshorewind_class12_moderate_floating_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.376539079964644
GenX,NWPP,NWPP_offshorewind_class12_moderate_floating_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.2980266626837282
GenX,NYCW,NYCW_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,34733.607808033456
GenX,NYCW,NYCW_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,42302.194959390064
GenX,NYCW,NYCW_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,896.7319140828477
GenX,NYCW,NYCW_offshorewind_class3_moderate_fixed_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.6852992226540278
GenX,NYCW,NYCW_offshorewind_class3_moderate_fixed_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.6622949103718888
GenX,NYCW,NYCW_offshorewind_class3_moderate_fixed_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.5681559806025264
GenX,NYCW,NYCW_offshorewind_class3_moderate_fixed_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.5465714844865944
GenX,NYCW,NYCW_offshorewind_class12_moderate_floating_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.4151065076276924
GenX,NYCW,NYCW_offshorewind_class12_moderate_floating_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.4105861071655547
GenX,NYCW,NYCW_offshorewind_class12_moderate_floating_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.3990775754836098
GenX,NYCW,NYCW_offshorewind_class12_moderate_floating_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.3926272902787222
GenX,NYUP,NYUP_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,97911.9176596144
GenX,NYUP,NYUP_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,148110.26862655728
GenX,NYUP,NYUP_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,108039.76873452828
GenX,NYUP,NYUP_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,496352.9596696112
GenX,NYUP,NYUP_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3.444375890415126
GenX,NYUP,NYUP_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,486323.5650664936
GenX,NYUP,NYUP_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.755731278179692
GenX,PJMC,PJMC_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,197102.24005970996
GenX,PJMC,PJMC_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,118128.78418973932
GenX,PJMC,PJMC_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,119414.62705135866
GenX,PJMC,PJMC_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,21.33669800885604
GenX,PJMC,PJMC_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,6.011719602197148
GenX,PJMC,PJMC_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,288.96979781336626
GenX,PJMC,PJMC_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.6391392980157002
GenX,PJMD,PJMD_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,21315.868395169717
GenX,PJMD,PJMD_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,258202.7625263122
GenX,PJMD,PJMD_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,279082.28465250134
GenX,PJMD,PJMD_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,395930.0858912056
GenX,PJMD,PJMD_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,252074.3342579206
GenX,PJMD,PJMD_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,848758.0205264974
GenX,PJMD,PJMD_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2.1580399031472792
GenX,PJMD,PJMD_offshorewind_class3_moderate_fixed_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.5369023076501126
GenX,PJMD,PJMD_offshorewind_class3_moderate_fixed_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.5247043378440153
GenX,PJMD,PJMD_offshorewind_class3_moderate_fixed_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.6898180248862342
GenX,PJMD,PJMD_offshorewind_class3_moderate_fixed_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.7640298184400878
GenX,PJMD,PJMD_offshorewind_class12_moderate_floating_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.4729203209844961
GenX,PJMD,PJMD_offshorewind_class12_moderate_floating_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.5010951209004686
GenX,PJME,PJME_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,107088.82540665836
GenX,PJME,PJME_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,225804.08019199123
GenX,PJME,PJME_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,128113.25829661252
GenX,PJME,PJME_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,260273.59983948007
GenX,PJME,PJME_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,246823.62495847777
GenX,PJME,PJME_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,632107.1529599221
GenX,PJME,PJME_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.739957339973979
GenX,PJME,PJME_offshorewind_class3_moderate_fixed_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.8735280843746251
GenX,PJME,PJME_offshorewind_class3_moderate_fixed_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.7800307481866695
GenX,PJME,PJME_offshorewind_class3_moderate_fixed_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.8150364024890815
GenX,PJME,PJME_offshorewind_class3_moderate_fixed_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.4882719846016606
GenX,PJME,PJME_offshorewind_class12_moderate_floating_1_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.443147628758186
GenX,PJME,PJME_offshorewind_class12_moderate_floating_1_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.4435343956754907
GenX,PJME,PJME_offshorewind_class12_moderate_floating_0_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.5948696223253316
GenX,PJME,PJME_offshorewind_class12_moderate_floating_0_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,0.3979453483854083
GenX,PJMW,PJMW_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,179294.7569921918
GenX,PJMW,PJMW_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,306562.2444989013
GenX,PJMW,PJMW_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,287006.97888473416
GenX,PJMW,PJMW_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,753997.4285810457
GenX,PJMW,PJMW_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,227.90343515595083
GenX,PJMW,PJMW_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,401087.4099423353
GenX,PJMW,PJMW_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.3025066502324418
GenX,RMRG,RMRG_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3862786.081497428
GenX,RMRG,RMRG_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1520593.437885908
GenX,RMRG,RMRG_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,776318.983689872
GenX,RMRG,RMRG_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,14445615.7979772
GenX,RMRG,RMRG_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,1.7004753139999982
GenX,RMRG,RMRG_utilitypv_class1_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3675533.978053903
GenX,RMRG,RMRG_utilitypv_class1_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,2.055653948131874
GenX,SPPC,SPPC_onshore_wind_turbine_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3008055.667469093
GenX,SPPC,SPPC_solar_photovoltaic_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,64716.517665128384
GenX,SPPC,SPPC_distributed_generation_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,190523.89491171972
GenX,SPPC,SPPC_landbasedwind_class3_moderate_1,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,4432476.983288294
GenX,SPPC,SPPC_landbasedwind_class3_moderate_2,2030,debug_full_scenarios_wacc_5_no_ramp_cap/results_highCO2Cost_noTxLimit,3.732529111578979
