Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
5000.0,1.0,1.0,1.0,5000.0,10.0,168.0,672.0,1,28218.0,23174.0,35832.0,29822.0,25411.0,31089.0,14325.0,27098.0,37845.0,51509.0,12762.0,10589.0,16873.0,13838.0,40219.0,43894.0,23347.0,12518.0,8846.0,19703.0,25390.0,29713.0,32250.0,28225.0,58172.0,2585.0
,,,,,,,1008.0,2,25647.0,21067.0,32567.0,27429.0,23673.0,29270.0,13284.0,24389.0,34506.0,46072.0,12032.0,9994.0,15920.0,12871.0,37831.0,41813.0,20837.0,11459.0,8030.0,17437.0,23401.0,27538.0,29146.0,25467.0,51680.0,2296.0
,,,,,,,2520.0,3,23147.0,18833.0,29112.0,26619.0,23436.0,28577.0,12905.0,22697.0,32413.0,40429.0,11753.0,9718.0,15639.0,12720.0,37591.0,41612.0,18633.0,10832.0,7537.0,16016.0,23183.0,26747.0,28019.0,22984.0,47717.0,2121.0
,,,,,,,336.0,4,20989.0,16757.0,25903.0,26545.0,23139.0,28626.0,12867.0,22514.0,32367.0,35417.0,11568.0,9524.0,15610.0,12611.0,37653.0,41712.0,17502.0,10780.0,7481.0,15602.0,23178.0,26724.0,27796.0,21038.0,46487.0,2066.0
,,,,,,,840.0,5,20081.0,15480.0,23925.0,26680.0,23141.0,28852.0,12753.0,22223.0,32275.0,32733.0,11453.0,9415.0,15597.0,12588.0,37819.0,41946.0,17880.0,10776.0,7455.0,15297.0,23304.0,26719.0,27656.0,20197.0,45956.0,2042.0
,,,,,,,336.0,6,20181.0,15136.0,23394.0,28190.0,23635.0,29303.0,12929.0,21836.0,32205.0,32407.0,11519.0,9452.0,15870.0,13179.0,39194.0,43371.0,18000.0,10773.0,7438.0,15015.0,24781.0,27409.0,28437.0,20098.0,45524.0,2023.0
,,,,,,,504.0,7,20099.0,14915.0,23054.0,30210.0,24370.0,30357.0,13505.0,22387.0,33400.0,32413.0,11805.0,9642.0,16276.0,13910.0,41321.0,45380.0,17811.0,11104.0,7666.0,15408.0,26471.0,28821.0,29812.0,20042.0,46918.0,2085.0
,,,,,,,840.0,8,20201.0,14790.0,22861.0,34221.0,24292.0,31655.0,14267.0,22718.0,34919.0,32561.0,12027.0,9808.0,16861.0,14972.0,42692.0,47851.0,18221.0,11544.0,7964.0,15818.0,29169.0,30372.0,31992.0,20577.0,49464.0,2198.0
,,,,,,,1512.0,9,21002.0,15208.0,23505.0,35955.0,24058.0,32606.0,14806.0,23913.0,37404.0,34352.0,12275.0,9983.0,17181.0,16022.0,44561.0,50003.0,18630.0,11933.0,8327.0,16887.0,30552.0,32275.0,34125.0,21524.0,52516.0,2334.0
,,,,,,,168.0,10,22174.0,15795.0,24421.0,37680.0,25187.0,33415.0,15473.0,25012.0,38896.0,37805.0,12791.0,10403.0,17632.0,16871.0,47047.0,51970.0,19268.0,12275.0,8626.0,17803.0,31780.0,33573.0,36008.0,22762.0,55473.0,2465.0
,,,,,,,,11,22620.0,16216.0,25060.0,39390.0,26309.0,34353.0,16216.0,26863.0,40494.0,40485.0,13540.0,11002.0,18006.0,17128.0,48592.0,52789.0,20243.0,12921.0,9065.0,19143.0,32509.0,34540.0,37589.0,23506.0,59450.0,2642.0
,,,,,,,,12,23531.0,17153.0,26512.0,41555.0,27469.0,34755.0,16666.0,28051.0,41544.0,44259.0,14017.0,11416.0,18300.0,17663.0,49873.0,53414.0,21534.0,13405.0,9402.0,19898.0,34561.0,35937.0,40054.0,24421.0,61938.0,2753.0
,,,,,,,,13,24669.0,18318.0,28313.0,43549.0,28799.0,35669.0,17556.0,29580.0,42693.0,47198.0,14561.0,11827.0,18575.0,18411.0,52135.0,55236.0,22545.0,13855.0,9771.0,21164.0,36602.0,38083.0,43136.0,25390.0,64948.0,2886.0
,,,,,,,,14,25557.0,19233.0,29731.0,44424.0,28918.0,36429.0,17824.0,31478.0,44885.0,48985.0,14669.0,11916.0,18850.0,18215.0,52136.0,55054.0,23665.0,14502.0,10210.0,22632.0,36578.0,39023.0,44326.0,26878.0,68485.0,3044.0
,,,,,,,,15,26696.0,20198.0,31224.0,44872.0,29260.0,36363.0,17881.0,31863.0,44737.0,50237.0,14851.0,12082.0,18865.0,18436.0,52639.0,54924.0,25757.0,14529.0,10214.0,22962.0,37322.0,39390.0,45036.0,28213.0,69220.0,3076.0
,,,,,,,,16,27650.0,21153.0,32709.0,46033.0,29362.0,36800.0,18107.0,32724.0,45127.0,52350.0,14974.0,12160.0,19052.0,18882.0,53613.0,55757.0,25852.0,14627.0,10307.0,23522.0,38930.0,40823.0,46419.0,28997.0,69850.0,3104.0
,,,,,,,,17,27756.0,21261.0,32874.0,48252.0,30182.0,38350.0,18918.0,33381.0,46598.0,51919.0,15136.0,12257.0,19679.0,20049.0,57068.0,58730.0,26788.0,14944.0,10579.0,24042.0,42982.0,43293.0,48951.0,29438.0,70723.0,3143.0
,,,,,,,,18,28010.0,21513.0,33264.0,51214.0,31366.0,40370.0,20328.0,34520.0,50265.0,51289.0,15432.0,12468.0,20585.0,21118.0,60248.0,61763.0,27462.0,15792.0,11105.0,24950.0,42425.0,44969.0,51104.0,29885.0,72587.0,3225.0
,,,,,,,,19,28974.0,21866.0,33815.0,50478.0,35674.0,42115.0,21454.0,34203.0,51914.0,52340.0,17065.0,13808.0,22235.0,23268.0,63951.0,65930.0,29135.0,16266.0,11492.0,25110.0,44508.0,45744.0,52114.0,31041.0,73588.0,3270.0
,,,,,,,,20,30491.0,22769.0,35219.0,49433.0,36301.0,43054.0,21370.0,36932.0,53974.0,56170.0,17196.0,13917.0,22097.0,23100.0,63105.0,65225.0,28880.0,17467.0,12151.0,27465.0,43737.0,46295.0,52472.0,32458.0,80281.0,3568.0
