Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
5000.0,1.0,1.0,1.0,5000.0,1.0,8760.0,1.0,1,13546,12304,18975,20448,16903,20693,10061,17124,23806,27916,8825,7762,12498,11288,29592,32048,11865,8934,5575,13492,21748,21552,23335,14383,39459,1753
,,,,,,,,2,13105,11720,18073,19185,16236,19691,9680,16197,22933,26469,8483,7470,11865,11055,28422,31075,11452,7757,4814,11613,21522,20993,22707,13843,37814,1680
,,,,,,,,3,12636,11131,17165,18474,15763,19287,9357,15770,22121,25227,8251,7231,11581,10963,27752,30411,11072,7617,4687,11300,21790,20610,22351,13417,37124,1649
,,,,,,,,4,12250,10536,16247,18232,15332,19053,9170,15480,21811,24262,7989,6963,11246,11002,27586,30169,10800,7608,4646,11142,22279,20368,22226,13344,36599,1626
,,,,,,,,5,12011,10031,15466,18422,15156,19109,9077,15216,21662,23447,7801,6779,11008,11133,27785,30238,11082,7661,4655,11037,23046,20306,22334,13146,36356,1615
,,,,,,,,6,11988,9812,15127,19140,15355,19238,9115,15183,21725,23120,7755,6727,11003,11536,28407,30599,11021,7775,4701,11073,24132,20492,22663,13146,36506,1622
,,,,,,,,7,11961,9677,14919,20035,15759,19773,9342,15500,22238,23125,7916,6806,11139,11981,29651,31415,10967,7971,4835,11333,25215,20972,23192,13300,37237,1655
,,,,,,,,8,12069,9683,14931,22370,15449,20301,9582,15858,22988,23373,7917,6807,11463,12303,29917,32129,11024,8255,5025,11648,25826,21408,23876,13572,38740,1721
,,,,,,,,9,12364,9853,15194,24497,14927,20781,9741,16302,23829,24125,7923,6786,11763,12448,30555,32855,11168,8323,5207,11926,25010,21980,24426,14117,39171,1740
,,,,,,,,10,12647,10275,15857,25991,15199,21242,10043,16849,24582,25957,8028,6889,12004,12295,30979,33507,11280,8372,5313,12150,23662,22205,24491,14121,40247,1788
,,,,,,,,11,12610,9993,15411,27056,15716,21673,10455,17522,25604,26628,8336,7149,12382,11960,31433,33906,11511,8529,5457,12400,22683,22369,24433,14297,41345,1837
,,,,,,,,12,12661,10263,15828,27889,15920,21852,10753,17812,26424,28047,8499,7337,12498,11904,31536,34337,11672,8656,5548,12438,22335,22531,24703,14304,41918,1863
,,,,,,,,13,12810,10581,16318,28436,16128,22108,11110,18083,27095,28760,8726,7539,12747,11948,31935,34993,11792,8683,5606,12551,21990,22699,24902,14300,41735,1854
,,,,,,,,14,12835,10958,16901,28573,16119,22227,11249,18293,27810,29221,8820,7633,13120,11788,31771,35112,11857,8742,5702,12661,21444,22601,24660,14261,41778,1856
,,,,,,,,15,12838,11079,17087,28088,16073,22060,11295,18068,27728,28320,8873,7713,13215,11849,31732,34995,12242,8663,5718,12469,21282,22458,24332,14198,41161,1829
,,,,,,,,16,12843,11284,17406,27724,15974,22008,11439,17968,27825,28133,8889,7718,13255,11932,32173,35320,12178,8612,5730,12449,21735,22697,24412,14067,40435,1797
,,,,,,,,17,12662,11302,17432,28560,16131,22555,11701,18145,28322,27740,8939,7736,13627,12578,34331,36571,12332,8718,5785,12528,23589,23884,25420,14023,40212,1787
,,,,,,,,18,12625,11295,17420,30365,17380,24029,12703,18640,30341,26840,9373,8057,14565,13372,36806,38615,12462,9180,6040,12873,24409,25735,27431,13963,40601,1804
,,,,,,,,19,12875,11436,17642,29613,19102,25320,13106,19396,31776,26986,10144,8749,15700,13797,37155,39924,13029,9879,6416,13625,24520,26262,27797,14347,42913,1907
,,,,,,,,20,13822,11947,18438,28526,19241,25603,12942,20621,32047,29011,10188,8781,15719,13525,36647,39775,13821,10285,6605,14781,24095,26401,27741,15451,46955,2086
,,,,,,,,21,14572,13382,20657,26955,18779,25413,12642,20777,31381,30885,9976,8634,15439,13140,35810,39285,14287,10254,6535,14864,23153,26116,27028,16468,47619,2116
,,,,,,,,22,14642,13865,21401,24742,18385,24904,12253,20518,30305,30747,9807,8511,15150,12547,34547,38178,13839,10044,6349,14700,22089,25690,26078,16450,47312,2102
,,,,,,,,23,14458,13650,21069,22400,17886,24222,11712,20089,29161,30525,9540,8324,14850,11866,32957,36648,13428,9803,6145,14393,20695,24855,24869,16161,46743,2077
,,,,,,,,24,14118,13151,20293,20238,16989,23317,11017,19408,27591,29210,9127,8010,14291,11070,30981,34938,12924,9393,5833,13826,19643,24026,23601,15553,45331,2014
,,,,,,,,25,13531,12535,19334,18653,15039,22518,10410,18587,26118,27765,8372,7519,13595,10417,29110,33784,12129,8948,5534,13159,18890,23397,22642,14701,43430,1930
,,,,,,,,26,12916,11623,17921,17680,14133,21782,9958,17792,24277,25809,7922,7101,12952,10150,28385,33151,11392,8519,5231,12494,19011,23399,22286,13822,41526,1845
,,,,,,,,27,12157,10598,16344,17430,13604,21619,9795,17695,23648,23897,7589,6814,12729,10161,28092,32958,10531,8438,5148,12292,19513,23816,22630,13116,41168,1829
,,,,,,,,28,11469,9601,14839,17588,13457,21674,9763,17784,23415,22188,7441,6656,12620,10429,28515,33231,10519,8457,5146,12288,20585,24396,23384,12634,41352,1837
,,,,,,,,29,11387,9268,14325,18541,13426,22096,9870,18095,23632,21964,7384,6577,12715,10820,29463,34032,10792,8631,5198,12408,22228,25424,24712,12605,42076,1870
,,,,,,,,30,11398,9086,14046,20339,13835,22821,10165,18685,24043,21857,7463,6631,12940,11582,31206,35592,10825,8865,5295,12688,24715,27047,26609,12752,43471,1932
,,,,,,,,31,11565,9119,14096,22164,14519,24051,10741,19801,25207,22437,7728,6807,13495,12444,33553,37787,10877,9297,5498,13328,26658,28535,28505,13152,46191,2052
,,,,,,,,32,11863,9316,14401,24693,15034,25365,11542,21019,26709,23445,8116,7153,14209,13138,34829,39874,11128,9861,5818,14186,27647,29394,29820,13803,50294,2235
,,,,,,,,33,12422,9804,15156,26896,15236,26034,11959,21903,28468,25227,8455,7489,14867,13590,35617,40774,11580,10121,6158,14835,27785,29934,30764,14696,51959,2309
,,,,,,,,34,13003,10641,16462,27881,15779,26281,12300,22265,29339,28296,8704,7786,15107,14026,36414,41768,11587,10170,6257,15006,27460,30318,31247,15127,52060,2313
,,,,,,,,35,13160,10867,16808,28343,16525,26689,12728,22284,29997,29518,9195,8191,15521,14165,37486,42932,11807,10271,6273,15138,26890,30490,31140,15300,51716,2298
,,,,,,,,36,13186,11213,17336,28675,17030,26975,12866,21989,30245,29789,9548,8513,15816,14212,37811,43414,11742,10419,6325,15000,26223,30462,30711,15200,51342,2281
,,,,,,,,37,13248,11471,17724,28500,17285,26892,13055,21602,30384,29281,9773,8722,15783,14228,38066,43641,11664,10327,6280,14809,25780,30261,30130,15034,49903,2217
,,,,,,,,38,13244,11908,18397,28199,17233,26783,13074,21138,30515,30384,9822,8786,15800,14103,37987,43510,11564,10220,6134,14588,25337,30086,29609,14886,48615,2160
,,,,,,,,39,13078,11997,18533,28176,17286,26585,13059,20542,30177,29833,9865,8807,15729,14131,38231,43460,11644,10045,6003,14232,25512,30152,29394,14747,46939,2086
,,,,,,,,40,12936,12031,18585,28903,17692,26826,13258,20239,30166,29030,10066,8923,15777,14689,39372,44340,11564,9948,5938,14012,27230,31177,30427,14573,45745,2033
,,,,,,,,41,12788,12007,18547,31854,18505,27850,13744,20626,31217,28310,10363,9091,16202,15720,42338,46572,11740,10155,6135,14207,31214,33697,33635,14503,45712,2031
,,,,,,,,42,12830,12125,18732,35185,20539,29731,15044,21899,33867,28110,11097,9615,17353,17368,47003,50302,12337,10738,6589,14868,34100,36377,37897,14747,46806,2080
,,,,,,,,43,13370,12530,19361,34715,21655,31007,15329,23858,36719,29153,11913,10328,18338,17217,46119,50257,13355,11632,7186,16310,33822,36645,38284,15440,50722,2254
,,,,,,,,44,14546,13256,20492,32842,21039,30190,14675,24821,35468,31660,11728,10227,17815,16642,44240,48620,14790,11725,7158,17033,32721,35563,37019,16902,54188,2408
,,,,,,,,45,15417,15000,23196,30653,20674,29256,14182,24351,33243,33643,11532,10064,17381,16273,43074,47565,13991,11245,6781,16609,31827,34652,35708,17644,53672,2385
,,,,,,,,46,14650,14698,22730,28294,20220,28712,13793,24009,32108,32143,11326,9872,17103,15683,41391,46246,12821,10948,6590,16391,30447,33665,34311,16992,53483,2377
,,,,,,,,47,13885,13740,21248,25850,19482,27734,13114,23423,30651,29746,10967,9551,16574,14769,38810,44317,12417,10587,6350,16009,29286,32621,32761,16290,52582,2336
,,,,,,,,48,13401,13167,20367,24230,18503,26731,12410,22384,28726,28178,10439,9066,15781,13993,36575,42543,11895,10087,5964,15332,28835,31856,31790,15622,50446,2242
,,,,,,,,49,12764,12369,19133,23276,18996,25944,11808,21581,27440,26303,9910,8558,15055,13503,35331,41336,11139,9713,5654,14693,29232,31592,31630,14635,48449,2153
,,,,,,,,50,11977,11334,17530,22842,18218,25551,11445,21062,26490,24147,9432,8131,14631,13345,34610,40639,10556,9575,5456,14249,29768,31773,31835,13722,47540,2112
,,,,,,,,51,11505,10348,15998,23179,17924,25455,11258,21021,25958,22207,9112,7864,14404,13430,34483,40446,10251,9540,5387,14117,30620,32093,32345,13261,47542,2112
,,,,,,,,52,11173,9705,14998,24416,17939,25513,11195,21230,25779,21435,8986,7729,14296,13700,35007,40709,10149,9551,5374,14167,31918,32725,33479,13054,48095,2137
,,,,,,,,53,11068,9390,14512,27278,18325,25840,11318,21731,26127,21149,8970,7685,14374,14230,36215,41716,10382,9714,5459,14375,34386,34009,35712,13060,49231,2188
,,,,,,,,54,11114,9245,14291,31773,19108,26990,12058,22693,27076,20983,9248,7883,14710,15447,39269,44594,10493,10035,5640,14788,38097,36293,39150,13239,51372,2283
,,,,,,,,55,11303,9297,14371,34875,23928,29512,13780,24600,29610,21503,10485,8726,15764,17075,45246,51091,10525,10697,6086,15913,40682,38856,42448,13836,55990,2488
,,,,,,,,56,11849,9634,14889,35912,31488,31182,15266,26964,33788,22878,12148,10085,17874,17860,48586,53582,11187,11494,6727,17720,40193,39131,42716,14925,63455,2820
,,,,,,,,57,12984,10491,16215,36038,32120,31421,15445,27572,35839,25599,13037,10918,18638,17620,47981,52534,12243,11839,7082,18256,38757,37961,41690,16473,64651,2873
,,,,,,,,58,14030,11977,18523,35629,30814,30662,15360,26681,35234,29821,13059,11068,18330,17301,47174,51603,12603,11593,6960,17714,37391,36818,40611,16827,61781,2745
,,,,,,,,59,14128,12636,19540,34730,29604,29922,15370,25408,34573,31001,13123,11138,18001,17169,47220,51139,12604,11307,6764,17095,36116,35832,39306,16505,58184,2585
,,,,,,,,60,13694,12757,19718,33865,29149,29435,15304,24262,34013,30141,13149,11207,17896,17174,47054,50787,12334,11169,6687,16424,34860,34863,38068,16032,55498,2466
,,,,,,,,61,13448,12808,19783,32865,28683,28922,15348,23381,33726,28504,13227,11285,17561,17190,47051,50646,12300,10849,6575,15922,34152,33813,37107,15550,52714,2342
,,,,,,,,62,13329,13144,20301,32019,28294,28446,15264,22644,33661,28728,13140,11239,17358,17196,47094,50245,12215,10581,6439,15541,33449,32999,36185,15406,50696,2253
,,,,,,,,63,13155,13247,20460,31807,28391,28018,15148,21814,33302,27904,13177,11267,17208,17304,47234,49825,12323,10330,6353,15117,33731,32274,35792,15270,48940,2175
,,,,,,,,64,13013,13324,20578,33247,28983,27767,15107,21411,32931,27436,13384,11404,16974,17869,48526,50375,12241,10128,6294,14782,35546,32687,36830,15157,47651,2117
,,,,,,,,65,12897,13385,20672,38070,31052,28421,15500,21883,33660,27039,13873,11716,17111,19013,51944,52285,12497,10226,6414,14890,39478,35011,40119,15053,47564,2113
,,,,,,,,66,12937,13468,20803,44249,34797,30390,16742,23188,35885,26983,14738,12309,18151,20648,57327,56208,13129,10747,6707,15437,42542,38228,44581,15247,48639,2161
,,,,,,,,67,13386,13653,21092,45638,38071,31969,16982,25205,38389,27862,15737,13148,19351,20554,56589,56535,14020,11641,7169,16655,41916,38838,45240,15867,52377,2327
,,,,,,,,68,14548,14232,21997,44958,38850,31233,16400,26349,37069,30392,15618,13062,18826,19826,54915,55020,15224,11529,7018,17326,40485,37992,43988,17276,55681,2474
,,,,,,,,69,15382,15774,24390,43233,39151,30389,15869,26010,34900,32624,15576,12992,18505,19441,54025,54188,14320,11029,6634,16859,39289,37062,42431,17989,54862,2438
,,,,,,,,70,14781,15326,23700,41040,27543,29616,14945,25729,33631,31303,13678,11654,18249,18607,49673,51496,13158,10749,6353,16633,36978,35918,40130,17382,54327,2414
,,,,,,,,71,14060,14280,22083,38728,25389,28224,13946,24775,30860,29067,12938,11065,17207,17634,46603,48754,12675,10267,5941,16012,35386,34561,38177,16675,52614,2338
,,,,,,,,72,13489,13621,21069,37203,24456,26944,13077,23526,28676,27701,12352,10547,16242,16784,44170,46418,11703,9670,5557,15099,34769,33679,37055,15919,49606,2204
