resource_name,zone,tech_type,model,planning_year,case,unit,start_value,end_value
ERCOT_natural_gas_steam_turbine_1,ERCOT,Natural Gas,SWITCH,2040,cap_only,MW,151.0,151.0
ERCOT_natural_gas_steam_turbine_1,ERCOT,Natural Gas,SWITCH,2040,cap_only,MW,36.0,36.0
ERCOT_natural_gas_steam_turbine_1,ERCOT,Natural Gas,SWITCH,2040,cap_only,MW,2.3,2.3
ERCOT_natural_gas_steam_turbine_1,ERCOT,Natural Gas,SWITCH,2040,cap_only,MW,5.2,5.2
ERCOT_natural_gas_steam_turbine_1,ERCOT,Natural Gas,SWITCH,2040,cap_only,MW,42.5,42.5
ERCOT_natural_gas_steam_turbine_1,ERCOT,Natural Gas,SWITCH,2040,cap_only,MW,286.2,286.2
ERCOT_nuclear_1,ERCOT,Nuclear,SWITCH,2040,cap_only,MW,1340.0,1340.0
ERCOT_nuclear_1,ERCOT,Nuclear,SWITCH,2040,cap_only,MW,1320.0,1320.0
ERCOT_nuclear_1,ERCOT,Nuclear,SWITCH,2040,cap_only,MW,1235.0,1235.0
ERCOT_nuclear_1,ERCOT,Nuclear,SWITCH,2040,cap_only,MW,1225.0,1225.0
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,34.3,34.3
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,752.5,752.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,167.7,167.7
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,197.5,197.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,569.8,569.8
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,851.3000000000001,851.3000000000001
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,1515.5,1515.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,2753.2,2753.2
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,1774.9,1774.9
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,701.7,701.7
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,340.0,340.0
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,1351.6,1351.6
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,150.0,150.0
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,1738.6,1738.6
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,3413.9,3413.9
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,2342.5,2342.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,2121.1,2121.1
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,1289.5,1289.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,3257.5,3257.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,4069.5,4069.5
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,3825.9,3825.9
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,2276.8,2276.8
ERCOT_onshore_wind_turbine_1,ERCOT,Wind,SWITCH,2040,cap_only,MW,428.0,428.0
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,13.5,13.5
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,30.0,30.0
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,31.700000000000003,31.700000000000003
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,50.7,50.7
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,44.0,44.0
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,139.3,139.3
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,263.5,263.5
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,661.3,661.3
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,658.6,658.6
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,496.5,496.5
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,3755.3,3755.3
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,2698.0,2698.0
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,6591.8,6591.8
ERCOT_solar_photovoltaic_1,ERCOT,Solar,SWITCH,2040,cap_only,MW,3477.0,3477.0
ERCOT_utilitypv_class1_moderate_6,ERCOT,Solar,SWITCH,2040,cap_only,MW,24862.226382838984,24862.226382838984
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,2.0,2.0
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,1.0,1.0
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,16.0,16.0
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,1.0,1.0
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,1.5,1.5
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,24.0,24.0
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,94.0,94.0
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,91.2,91.2
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,8.299999999999999,8.299999999999999
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,87.7,87.7
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,141.2,141.2
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,673.6,673.6
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,218.9,218.9
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,442.9,442.9
Eastern_batteries_1,Eastern,Battery,SWITCH,2040,cap_only,MW,27.9,27.9
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,3.9,3.9
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,0.6,0.6
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,2.4000000000000004,2.4000000000000004
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,2.8,2.8
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,0.6,0.6
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,0.4,0.4
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,39.9,39.9
Eastern_conventional_hydroelectric_1,Eastern,Hydro,SWITCH,2040,cap_only,MW,0.7,0.7
