Time_Index,None,waste_biomass,mountain_coal,mountain_naturalgas,mountain_distillate,pacific_naturalgas,pacific_uranium,pacific_distillate,pacific_coal,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_coal,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,east_south_central_distillate,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
610,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
611,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
612,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
613,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
614,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
615,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
616,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
617,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
618,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
619,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
620,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
621,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
622,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
623,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
624,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
625,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
626,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
627,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
628,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
629,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
630,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
631,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
632,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
633,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
634,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
635,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
636,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
637,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
638,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
639,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
640,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
641,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
642,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
643,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
644,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
645,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
646,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
647,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
648,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
649,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
650,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
651,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
652,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
653,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
654,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
655,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
656,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
657,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
658,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
659,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
660,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
661,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
662,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
663,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
664,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
665,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
666,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
667,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
668,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
669,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
670,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
671,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
672,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
673,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
674,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
675,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
676,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
677,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
678,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
679,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
680,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
681,0.0,1.0,1.31,4.4,23.1,4.19,0.74,22.08,1.78,2.22,3.98,0.74,22.06,0.0,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,19.37,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
