model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-retire_w10_h168_1680w_myopic,MWh,650853
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,748908
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,738440
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,3702548
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,15734979
USENSYS,BASN,BASN_biomass_1,Other,2030,26z-short-retire_w10_h168_1680w_myopic,MWh,107070
USENSYS,BASN,BASN_biomass_1,Other,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,78510
USENSYS,BASN,BASN_biomass_1,Other,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,52270
USENSYS,BASN,BASN_biomass_2,Other,2030,26z-short-retire_w10_h168_1680w_myopic,MWh,55560
USENSYS,BASN,BASN_biomass_2,Other,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,51810
USENSYS,BASN,BASN_biomass_2,Other,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,34902
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-retire_w10_h168_1680w_myopic,MWh,8259465
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,5580611
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,4778142
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-retire_w10_h168_1680w_myopic,MWh,3875746
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,4763191
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,4868532
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-retire_w10_h168_1680w_myopic,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-short-retire_w10_h168_1680w_myopic,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-short-retire_w10_h168_1680w_myopic,MWh,497952
