period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,540980.7591014673,SWITCH,BASN,BASN_batteries_1,Battery,base_short_current_policies_retire,all,MWh,2027
2027,1.51572859752642e-08,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_current_policies_retire,all,MWh,2027
2027,61407.73799361475,SWITCH,BASN,BASN_biomass_1,Other,base_short_current_policies_retire,all,MWh,2027
2027,176041.5359999955,SWITCH,BASN,BASN_biomass_2,Other,base_short_current_policies_retire,all,MWh,2027
2027,9206026.078575447,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,13583585.399155118,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_current_policies_retire,all,MWh,2027
2027,30110360.377728462,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_current_policies_retire,all,MWh,2027
2027,2901193.4709999994,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_current_policies_retire,all,MWh,2027
2027,4344884.543999998,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_current_policies_retire,all,MWh,2027
2027,4.543074109976808e-10,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,7.47446347216447e-10,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,3.0449869363712036e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,4.310174188565757e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,4.2762009539385395e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,24307250.845615588,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,8.010729324530985e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.2726950392782437e-08,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,5.9649899624801314e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,7.529621958004974e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,5.913609175881104e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,5.768524748238539e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,4.864086381587018e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,5.179563946861064e-09,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.683359927219446e-08,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,22772475.57963978,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,3.015380760090202e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,3.743946239996743e-09,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,5.5615272342572875e-09,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,1.987520193727006e-09,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,2.9592086587131915e-09,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,1.1831662713727459e-08,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,2.2423694963811326e-09,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_short_current_policies_retire,all,MWh,2027
2027,2924414.3609449877,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,3.4732859349664905e-10,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_short_current_policies_retire,all,MWh,2027
2027,2004457.7280000001,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,18414031.806671392,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_short_current_policies_retire,all,MWh,2027
2027,1.345162293755096e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,2.1162110127378714e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,1.0484858682408112e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,9.94050131837829e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,1.1098309207286768e-08,SWITCH,BASN,BASN_utilitypv_class1_moderate_4_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,8.727832310976786e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_5_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,8.334571992419165e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_6_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,7.621208530798978e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_7_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,6.930506360530583e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_8_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,6.727496356818502e-09,SWITCH,BASN,BASN_utilitypv_class1_moderate_9_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,2481664.3350845934,SWITCH,CANO,CANO_batteries_1,Battery,base_short_current_policies_retire,all,MWh,2027
2027,1.41645459437222e-08,SWITCH,CANO,CANO_battery_moderate_0,Battery,base_short_current_policies_retire,all,MWh,2027
2027,1226333.2269999634,SWITCH,CANO,CANO_biomass_1,Other,base_short_current_policies_retire,all,MWh,2027
2027,638368.8551999957,SWITCH,CANO,CANO_biomass_2,Other,base_short_current_policies_retire,all,MWh,2027
2027,21138577.096742466,SWITCH,CANO,CANO_conventional_hydroelectric_1,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,10361012.802,SWITCH,CANO,CANO_distributed_generation_1,Distributed Solar,base_short_current_policies_retire,all,MWh,2027
2027,6831733.708799998,SWITCH,CANO,CANO_geothermal_1,Geothermal,base_short_current_policies_retire,all,MWh,2027
2027,1543333.2302511348,SWITCH,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,4.526849658896902e-10,SWITCH,CANO,CANO_hydrogen_fframe_ct_moderate_0,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,7.293963743052672e-10,SWITCH,CANO,CANO_hydrogen_hframe_cc_moderate_0,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,2.4609446296819976e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_0_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.7109819030394948e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_10_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,9.493710075454031e-10,SWITCH,CANO,CANO_landbasedwind_class3_moderate_11_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,5.6938082525673755e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_1_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.882335773030382e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_2_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.249592860630445e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_3_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,2.0842351925794243e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_4_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.5697114647056064e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_5_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.813927233115866e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_6_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.1639124947481895e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_7_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.8965921280240245e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_8_anyQual:0,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.0636492283571823e-09,SWITCH,CANO,CANO_landbasedwind_class3_moderate_9_anyQual:1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.5053335050406325e-08,SWITCH,CANO,CANO_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,41460856.120671675,SWITCH,CANO,CANO_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,4.048170866658881e-09,SWITCH,CANO,CANO_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,3.6774902950399806e-09,SWITCH,CANO,CANO_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,7.714466168794344e-09,SWITCH,CANO,CANO_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,7.564935682897145e-09,SWITCH,CANO,CANO_natural_gas_steam_turbine_1,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,2.6815442605510667e-09,SWITCH,CANO,CANO_naturalgas_fframe_ct_moderate_0,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,2.5302543486352394e-09,SWITCH,CANO,CANO_naturalgas_hframe_cc_95_ccs_moderate_0,CCS,base_short_current_policies_retire,all,MWh,2027
2027,8.443321439886043e-09,SWITCH,CANO,CANO_naturalgas_hframe_cc_moderate_0,Natural Gas,base_short_current_policies_retire,all,MWh,2027
2027,1.993037151376282e-09,SWITCH,CANO,CANO_nuclear_nuclear_moderate_0,Nuclear,base_short_current_policies_retire,all,MWh,2027
2027,1.014838248806281e-09,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_0_1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.0874274563634234e-09,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_0_2,Wind,base_short_current_policies_retire,all,MWh,2027
2027,9.340398265516593e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_0_3,Wind,base_short_current_policies_retire,all,MWh,2027
2027,8.618459080163656e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_1_1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,9.122145140851069e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_1_2,Wind,base_short_current_policies_retire,all,MWh,2027
2027,9.08647515539976e-10,SWITCH,CANO,CANO_offshorewind_class12_moderate_floating_1_3,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.4410837009739182e-09,SWITCH,CANO,CANO_offshorewind_class3_moderate_fixed_0_1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.3150745855198433e-09,SWITCH,CANO,CANO_offshorewind_class3_moderate_fixed_0_2,Wind,base_short_current_policies_retire,all,MWh,2027
2027,1.3459282642715907e-09,SWITCH,CANO,CANO_offshorewind_class3_moderate_fixed_0_3,Wind,base_short_current_policies_retire,all,MWh,2027
2027,3312884.490299998,SWITCH,CANO,CANO_onshore_wind_turbine_1,Wind,base_short_current_policies_retire,all,MWh,2027
2027,2.723827945591444e-10,SWITCH,CANO,CANO_petroleum_liquids_1,Other,base_short_current_policies_retire,all,MWh,2027
2027,2349503.52,SWITCH,CANO,CANO_small_hydroelectric_1,Hydro,base_short_current_policies_retire,all,MWh,2027
2027,15570733.709630445,SWITCH,CANO,CANO_solar_photovoltaic_1,Solar,base_short_current_policies_retire,all,MWh,2027
2027,1.39914206702201e-08,SWITCH,CANO,CANO_utilitypv_class1_moderate_0_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,1.6387907041401893e-08,SWITCH,CANO,CANO_utilitypv_class1_moderate_1_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,8.556131462447566e-09,SWITCH,CANO,CANO_utilitypv_class1_moderate_2_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,1.0227349208276837e-08,SWITCH,CANO,CANO_utilitypv_class1_moderate_3_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,6.291766585871077e-09,SWITCH,CANO,CANO_utilitypv_class1_moderate_4_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,7.783585353561499e-09,SWITCH,CANO,CANO_utilitypv_class1_moderate_5_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,4.984431587303222e-09,SWITCH,CANO,CANO_utilitypv_class1_moderate_6_anyQual:0.0,Solar,base_short_current_policies_retire,all,MWh,2027
2027,5.9813518161572515e-09,SWITCH,CANO,CANO_utilitypv_class1_moderate_7_anyQual:1.0,Solar,base_short_current_policies_retire,all,MWh,2027
