model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,base_thin_nopol_10weeks_myopic,MWh,440700
USENSYS,BASN,BASN_batteries_1,Battery,2040,base_thin_nopol_10weeks_myopic,MWh,881368
USENSYS,BASN,BASN_batteries_1,Battery,2050,base_thin_nopol_10weeks_myopic,MWh,800362
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,base_thin_nopol_10weeks_myopic,MWh,712473
USENSYS,BASN,BASN_biomass_1,Biomass,2030,base_thin_nopol_10weeks_myopic,MWh,252416
USENSYS,BASN,BASN_biomass_1,Biomass,2040,base_thin_nopol_10weeks_myopic,MWh,218175
USENSYS,BASN,BASN_biomass_1,Biomass,2050,base_thin_nopol_10weeks_myopic,MWh,138464
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,base_thin_nopol_10weeks_myopic,MWh,8813407
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,base_thin_nopol_10weeks_myopic,MWh,6086233
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,base_thin_nopol_10weeks_myopic,MWh,5071009
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2030,base_thin_nopol_10weeks_myopic,MWh,26198000
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2040,base_thin_nopol_10weeks_myopic,MWh,18275364
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2050,base_thin_nopol_10weeks_myopic,MWh,2357462
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,base_thin_nopol_10weeks_myopic,MWh,3866803
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,base_thin_nopol_10weeks_myopic,MWh,4522546
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,base_thin_nopol_10weeks_myopic,MWh,4502045
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,base_thin_nopol_10weeks_myopic,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,base_thin_nopol_10weeks_myopic,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,base_thin_nopol_10weeks_myopic,MWh,489216
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,base_thin_nopol_10weeks_myopic,MWh,35290672
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2030,base_thin_nopol_10weeks_myopic,MWh,52877538
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2040,base_thin_nopol_10weeks_myopic,MWh,14765838
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2050,base_thin_nopol_10weeks_myopic,MWh,9074440
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,base_thin_nopol_10weeks_myopic,MWh,1433880
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,base_thin_nopol_10weeks_myopic,MWh,415698
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,base_thin_nopol_10weeks_myopic,MWh,335104
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2030,base_thin_nopol_10weeks_myopic,MWh,296008
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2040,base_thin_nopol_10weeks_myopic,MWh,152105
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2050,base_thin_nopol_10weeks_myopic,MWh,140846
