hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
BASN_conventional_hydroelectric_1,2040_p11,843.2736681025636,843.2736681025636
CANO_conventional_hydroelectric_1,2040_p11,1395.5055266722447,1395.5055266722445
CASO_conventional_hydroelectric_1,2040_p11,126.97049017700186,126.97049017700186
FRCC_conventional_hydroelectric_1,2040_p11,15.990599999999999,15.990599999999999
ISNE_conventional_hydroelectric_1,2040_p11,309.68957106032667,309.68957106032667
MISC_conventional_hydroelectric_1,2040_p11,130.8394501672854,130.8394501672854
MISS_conventional_hydroelectric_1,2040_p11,254.6248042424243,254.6248042424243
MISW_conventional_hydroelectric_1,2040_p11,36.99282756725816,36.99282756725816
NWPP_conventional_hydroelectric_1,2040_p11,16888.330944200807,16888.330944200807
NYUP_conventional_hydroelectric_1,2040_p11,2581.292212612131,2581.292212612131
PJMC_conventional_hydroelectric_1,2040_p11,2.96296,2.96296
PJMD_conventional_hydroelectric_1,2040_p11,98.95434,98.95434
PJME_conventional_hydroelectric_1,2040_p11,279.0123595804235,279.0123595804235
PJMW_conventional_hydroelectric_1,2040_p11,259.1674410522346,259.1674410522346
RMRG_conventional_hydroelectric_1,2040_p11,173.2986913563286,173.2986913563286
SPPC_conventional_hydroelectric_1,2040_p11,19.115199999999998,19.115199999999998
SPPN_conventional_hydroelectric_1,2040_p11,942.4595929824158,942.4595929824158
SPPS_conventional_hydroelectric_1,2040_p11,675.3558816000001,675.3558816000001
SRCA_conventional_hydroelectric_1,2040_p11,221.3741046,221.3741046
SRCE_conventional_hydroelectric_1,2040_p11,1899.8320539396477,1899.8320539396477
SRSE_conventional_hydroelectric_1,2040_p11,914.525172,914.525172
SRSG_conventional_hydroelectric_1,2040_p11,803.0408522842695,803.0408522842695
TRE_conventional_hydroelectric_1,2040_p11,95.0827918,95.0827918
BASN_conventional_hydroelectric_1,2040_p16,965.4097512963416,965.4097512963416
CANO_conventional_hydroelectric_1,2040_p16,2243.4345755810677,2243.4345755810677
CASO_conventional_hydroelectric_1,2040_p16,241.86246789739457,241.86246789739457
FRCC_conventional_hydroelectric_1,2040_p16,12.07995,12.07995
ISNE_conventional_hydroelectric_1,2040_p16,239.40029433832143,239.40029433832143
MISC_conventional_hydroelectric_1,2040_p16,176.53563823520417,176.53563823520417
MISS_conventional_hydroelectric_1,2040_p16,316.4818521212121,316.4818521212121
MISW_conventional_hydroelectric_1,2040_p16,41.693463720664,41.693463720664
NWPP_conventional_hydroelectric_1,2040_p16,19510.42692930354,19510.42692930354
NYUP_conventional_hydroelectric_1,2040_p16,2178.2249093723726,2178.2249093723726
PJMC_conventional_hydroelectric_1,2040_p16,4.93272,4.93272
PJMD_conventional_hydroelectric_1,2040_p16,152.84583,152.84583
PJME_conventional_hydroelectric_1,2040_p16,170.62416070439997,170.62416070439997
PJMW_conventional_hydroelectric_1,2040_p16,235.47636894210825,235.47636894210825
RMRG_conventional_hydroelectric_1,2040_p16,170.0732752680977,170.0732752680977
SPPC_conventional_hydroelectric_1,2040_p16,19.9524,19.9524
SPPN_conventional_hydroelectric_1,2040_p16,1183.0619364360114,1183.0619364360114
SPPS_conventional_hydroelectric_1,2040_p16,1081.0330416,1081.0330416
SRCA_conventional_hydroelectric_1,2040_p16,202.79383739999997,202.79383739999997
SRCE_conventional_hydroelectric_1,2040_p16,495.1685052128212,495.1685052128212
SRSE_conventional_hydroelectric_1,2040_p16,299.36619450000006,299.36619450000006
SRSG_conventional_hydroelectric_1,2040_p16,853.2671239716794,853.2671239716794
TRE_conventional_hydroelectric_1,2040_p16,119.6131832,119.6131832
BASN_conventional_hydroelectric_1,2040_p22,918.4216920532068,936.2602259122041
CANO_conventional_hydroelectric_1,2040_p22,2832.5098619284295,2940.6165570860558
CASO_conventional_hydroelectric_1,2040_p22,477.9610558318918,487.84644814309814
FRCC_conventional_hydroelectric_1,2040_p22,13.393650000000001,14.634927678571428
ISNE_conventional_hydroelectric_1,2040_p22,265.4660244918502,280.47090793038586
MISC_conventional_hydroelectric_1,2040_p22,109.04982884035813,121.91859189135765
MISS_conventional_hydroelectric_1,2040_p22,114.11511696969697,145.72648533189036
MISW_conventional_hydroelectric_1,2040_p22,35.67615258156841,35.78679136151771
NWPP_conventional_hydroelectric_1,2040_p22,20305.393575636102,20347.990880140344
NYUP_conventional_hydroelectric_1,2040_p22,1997.9195476934265,2025.5507860737723
PJMC_conventional_hydroelectric_1,2040_p22,3.6940800000000005,3.836262857142857
PJMD_conventional_hydroelectric_1,2040_p22,73.87855,81.68754630952382
PJME_conventional_hydroelectric_1,2040_p22,244.91297777470584,276.2462873585162
PJMW_conventional_hydroelectric_1,2040_p22,180.44889132566473,208.46467506656163
RMRG_conventional_hydroelectric_1,2040_p22,283.8060458273871,285.3131071274294
SPPC_conventional_hydroelectric_1,2040_p22,6.0892,8.34250238095238
SPPN_conventional_hydroelectric_1,2040_p22,1195.337646555717,1225.9242251937856
SPPS_conventional_hydroelectric_1,2040_p22,221.3838216,280.68305952857145
SRCA_conventional_hydroelectric_1,2040_p22,195.2150442,211.7281693607143
SRCE_conventional_hydroelectric_1,2040_p22,648.4323756255587,720.734441394092
SRSE_conventional_hydroelectric_1,2040_p22,326.8555875,331.8342486160714
SRSG_conventional_hydroelectric_1,2040_p22,809.020984300133,813.0244857639377
TRE_conventional_hydroelectric_1,2040_p22,48.7084612,49.91039165833334
BASN_conventional_hydroelectric_1,2040_p27,891.6017621249187,908.3986161850188
CANO_conventional_hydroelectric_1,2040_p27,2911.248541182584,2994.934532271756
CASO_conventional_hydroelectric_1,2040_p27,365.4348880861767,385.40983443080165
FRCC_conventional_hydroelectric_1,2040_p27,9.03495,9.599336607142858
ISNE_conventional_hydroelectric_1,2040_p27,159.09929078801525,176.593974637829
MISC_conventional_hydroelectric_1,2040_p27,95.6835853731164,96.68632512536591
MISS_conventional_hydroelectric_1,2040_p27,50.67462181818182,55.5420591919192
MISW_conventional_hydroelectric_1,2040_p27,23.453305804235836,25.957450489819283
NWPP_conventional_hydroelectric_1,2040_p27,20039.70999636983,20083.232842703088
NYUP_conventional_hydroelectric_1,2040_p27,1823.4784087762368,1851.4879888626192
PJMC_conventional_hydroelectric_1,2040_p27,4.16936,4.175538095238095
PJMD_conventional_hydroelectric_1,2040_p27,53.40101,55.56145761904762
PJME_conventional_hydroelectric_1,2040_p27,62.91207577567057,91.48122971674579
PJMW_conventional_hydroelectric_1,2040_p27,149.94300709032623,151.54482224571896
RMRG_conventional_hydroelectric_1,2040_p27,274.8066488313841,276.2388321267738
SPPC_conventional_hydroelectric_1,2040_p27,3.7804,3.9648761904761907
SPPN_conventional_hydroelectric_1,2040_p27,1349.8460912703522,1371.8030129135157
SPPS_conventional_hydroelectric_1,2040_p27,160.14588840000002,165.02827281428574
SRCA_conventional_hydroelectric_1,2040_p27,156.2209308,159.95939465
SRCE_conventional_hydroelectric_1,2040_p27,833.4072840647227,843.1131171014625
SRSE_conventional_hydroelectric_1,2040_p27,355.68592650000005,360.8481695089286
SRSG_conventional_hydroelectric_1,2040_p27,818.3355148835774,819.0711041217822
TRE_conventional_hydroelectric_1,2040_p27,17.0875976,23.081259104761905
BASN_conventional_hydroelectric_1,2040_p33,709.7877181977058,709.7877181977058
CANO_conventional_hydroelectric_1,2040_p33,2769.539534505438,2769.539534505438
CASO_conventional_hydroelectric_1,2040_p33,348.576171643619,348.576171643619
FRCC_conventional_hydroelectric_1,2040_p33,10.6401,10.6401
ISNE_conventional_hydroelectric_1,2040_p33,133.025860180213,133.025860180213
MISC_conventional_hydroelectric_1,2040_p33,97.14799854280409,97.14799854280409
MISS_conventional_hydroelectric_1,2040_p33,36.27182060606061,36.27182060606061
MISW_conventional_hydroelectric_1,2040_p33,21.30473213508872,21.30473213508872
NWPP_conventional_hydroelectric_1,2040_p33,15475.275509174751,15475.275509174751
NYUP_conventional_hydroelectric_1,2040_p33,1768.0152522921655,1768.0152522921655
PJMC_conventional_hydroelectric_1,2040_p33,2.3400000000000003,2.3400000000000003
PJMD_conventional_hydroelectric_1,2040_p33,60.57428,60.574279999999995
PJME_conventional_hydroelectric_1,2040_p33,87.45146934527058,87.45146934527058
PJMW_conventional_hydroelectric_1,2040_p33,146.52957771072977,146.52957771072977
RMRG_conventional_hydroelectric_1,2040_p33,291.3827724559585,291.38277245595845
SPPC_conventional_hydroelectric_1,2040_p33,3.0784000000000002,3.0784000000000002
SPPN_conventional_hydroelectric_1,2040_p33,1394.3222963394148,1394.3222963394148
SPPS_conventional_hydroelectric_1,2040_p33,96.97615920000001,96.97615920000001
SRCA_conventional_hydroelectric_1,2040_p33,182.3799912,182.3799912
SRCE_conventional_hydroelectric_1,2040_p33,1495.719708060627,1495.7197080606272
SRSE_conventional_hydroelectric_1,2040_p33,428.432247,428.432247
SRSG_conventional_hydroelectric_1,2040_p33,752.5807935171681,752.5807935171681
TRE_conventional_hydroelectric_1,2040_p33,30.7400596,30.7400596
BASN_conventional_hydroelectric_1,2040_p4,565.9192580142205,570.5566555254775
CANO_conventional_hydroelectric_1,2040_p4,1154.1202292584821,1182.1698039661583
CASO_conventional_hydroelectric_1,2040_p4,141.37110876646327,146.75052697107077
FRCC_conventional_hydroelectric_1,2040_p4,19.2792,20.671251785714286
ISNE_conventional_hydroelectric_1,2040_p4,250.13455103201454,258.7099199079774
MISC_conventional_hydroelectric_1,2040_p4,82.31867081830093,84.68855425407463
MISS_conventional_hydroelectric_1,2040_p4,248.41846848484852,249.6985631673882
MISW_conventional_hydroelectric_1,2040_p4,19.10911290211792,20.25329040395781
NWPP_conventional_hydroelectric_1,2040_p4,12890.36157296008,13052.983577780822
NYUP_conventional_hydroelectric_1,2040_p4,2507.967334128065,2513.953595627411
PJMC_conventional_hydroelectric_1,2040_p4,2.42632,2.615544285714286
PJMD_conventional_hydroelectric_1,2040_p4,110.9711,134.69040625
PJME_conventional_hydroelectric_1,2040_p4,298.18230880359994,312.0408336225215
PJMW_conventional_hydroelectric_1,2040_p4,231.37765666603812,232.91224967291652
RMRG_conventional_hydroelectric_1,2040_p4,121.00141961746854,129.4437666854605
SPPC_conventional_hydroelectric_1,2040_p4,7.9144000000000005,8.085969047619049
SPPN_conventional_hydroelectric_1,2040_p4,1002.271983295703,1027.2162011898392
SPPS_conventional_hydroelectric_1,2040_p4,388.290996,413.15597022857145
SRCA_conventional_hydroelectric_1,2040_p4,275.15908859999996,296.5115526214286
SRCE_conventional_hydroelectric_1,2040_p4,2526.667000648681,2642.7164923115342
SRSE_conventional_hydroelectric_1,2040_p4,1029.846528,1118.1953139375003
SRSG_conventional_hydroelectric_1,2040_p4,761.8165757078522,769.0853970555021
TRE_conventional_hydroelectric_1,2040_p4,3.2589748,5.447877597619047
BASN_conventional_hydroelectric_1,2040_p42,341.0535501212757,341.05355012127563
CANO_conventional_hydroelectric_1,2040_p42,1769.6243351670755,1769.6243351670755
CASO_conventional_hydroelectric_1,2040_p42,189.93439312963656,189.93439312963656
FRCC_conventional_hydroelectric_1,2040_p42,11.9973,11.9973
ISNE_conventional_hydroelectric_1,2040_p42,241.4763100411466,241.4763100411466
MISC_conventional_hydroelectric_1,2040_p42,85.95952843568465,85.95952843568465
MISS_conventional_hydroelectric_1,2040_p42,69.04346242424243,69.04346242424243
MISW_conventional_hydroelectric_1,2040_p42,24.139317710360615,24.139317710360615
