hydro_project,timeseries,hydro_min_flow_mw,hydro_avg_flow_mw
NWPP_conventional_hydroelectric_1,2040_p42,8809.546064631651,8809.546064631651
NYUP_conventional_hydroelectric_1,2040_p42,1623.9250984292505,1623.9250984292505
PJMC_conventional_hydroelectric_1,2040_p42,2.9328,2.9328
PJMD_conventional_hydroelectric_1,2040_p42,27.77343,27.77343
PJME_conventional_hydroelectric_1,2040_p42,134.45493276249408,134.45493276249408
PJMW_conventional_hydroelectric_1,2040_p42,130.0984352442014,130.0984352442014
RMRG_conventional_hydroelectric_1,2040_p42,199.4808889811991,199.4808889811991
SPPC_conventional_hydroelectric_1,2040_p42,2.1216,2.1216
SPPN_conventional_hydroelectric_1,2040_p42,1031.2766201484635,1031.2766201484635
SPPS_conventional_hydroelectric_1,2040_p42,109.9191924,109.91919240000001
SRCA_conventional_hydroelectric_1,2040_p42,196.804146,196.804146
SRCE_conventional_hydroelectric_1,2040_p42,1558.0944519610189,1558.0944519610189
SRSE_conventional_hydroelectric_1,2040_p42,477.7120125,477.7120125
SRSG_conventional_hydroelectric_1,2040_p42,435.35213751823267,435.35213751823267
TRE_conventional_hydroelectric_1,2040_p42,80.4174052,80.4174052
BASN_conventional_hydroelectric_1,2040_p48,439.49503133556743,453.3420002450902
CANO_conventional_hydroelectric_1,2040_p48,1563.8075615911773,1688.4665797344196
CASO_conventional_hydroelectric_1,2040_p48,157.7037270370284,167.41669041499756
FRCC_conventional_hydroelectric_1,2040_p48,12.1452,12.60384017857143
ISNE_conventional_hydroelectric_1,2040_p48,232.28900740290788,243.74840732807186
MISC_conventional_hydroelectric_1,2040_p48,64.51648746953481,73.52732458650256
MISS_conventional_hydroelectric_1,2040_p48,39.87532181818182,43.104379274891784
MISW_conventional_hydroelectric_1,2040_p48,23.727889868345738,24.232709735873748
NWPP_conventional_hydroelectric_1,2040_p48,13389.894872254567,14458.8393740659
NYUP_conventional_hydroelectric_1,2040_p48,2009.8018323825154,2038.734470082811
PJMC_conventional_hydroelectric_1,2040_p48,3.05968,3.288102380952381
PJMD_conventional_hydroelectric_1,2040_p48,30.28714,31.893972916666666
PJME_conventional_hydroelectric_1,2040_p48,225.27200386416465,235.3548096419801
PJMW_conventional_hydroelectric_1,2040_p48,174.88293916650954,181.9021864872085
RMRG_conventional_hydroelectric_1,2040_p48,33.000610932346405,55.1733649110923
SPPC_conventional_hydroelectric_1,2040_p48,2.2256,2.5003333333333333
SPPN_conventional_hydroelectric_1,2040_p48,806.3799927955747,908.1168109201459
SPPS_conventional_hydroelectric_1,2040_p48,67.9992192,72.43660060714286
SRCA_conventional_hydroelectric_1,2040_p48,139.7187198,145.41300125
SRCE_conventional_hydroelectric_1,2040_p48,1494.5560873329325,1521.1135069578843
SRSE_conventional_hydroelectric_1,2040_p48,478.7177220000001,515.9569098750001
SRSG_conventional_hydroelectric_1,2040_p48,584.2445152337503,594.8990555383913
TRE_conventional_hydroelectric_1,2040_p48,13.828622799999998,15.035271851190474
BASN_conventional_hydroelectric_1,2040_p5,578.987063200538,588.052645349536
CANO_conventional_hydroelectric_1,2040_p5,1091.9494585077355,1122.8475357501675
CASO_conventional_hydroelectric_1,2040_p5,129.49726042812415,135.4051206761445
FRCC_conventional_hydroelectric_1,2040_p5,16.22115,17.742070535714287
ISNE_conventional_hydroelectric_1,2040_p5,231.2692468372786,240.63049693211133
MISC_conventional_hydroelectric_1,2040_p5,89.02461058233237,93.68109822272355
MISS_conventional_hydroelectric_1,2040_p5,252.1762351515152,255.36719961760468
MISW_conventional_hydroelectric_1,2040_p5,22.340202976531202,24.596370700384334
NWPP_conventional_hydroelectric_1,2040_p5,12528.973781587061,12708.389171647124
NYUP_conventional_hydroelectric_1,2040_p5,2524.7368032379686,2536.3949973168938
PJMC_conventional_hydroelectric_1,2040_p5,2.9598400000000002,3.331578095238095
PJMD_conventional_hydroelectric_1,2040_p5,58.79629,84.71326779761905
PJME_conventional_hydroelectric_1,2040_p5,267.7733005385176,282.89276631962514
PJMW_conventional_hydroelectric_1,2040_p5,228.08898461248353,229.72891417133607
RMRG_conventional_hydroelectric_1,2040_p5,102.44990535721686,111.66648484393569
SPPC_conventional_hydroelectric_1,2040_p5,8.398,8.739559523809522
SPPN_conventional_hydroelectric_1,2040_p5,947.5091556943548,974.708430554154
SPPS_conventional_hydroelectric_1,2040_p5,458.6083704,507.52535470714287
SRCA_conventional_hydroelectric_1,2040_p5,228.09722759999997,251.46590091071425
SRCE_conventional_hydroelectric_1,2040_p5,2271.152267192684,2398.160384795042
SRSE_conventional_hydroelectric_1,2040_p5,836.4150675000001,932.5800520714286
SRSG_conventional_hydroelectric_1,2040_p5,745.5660940465265,753.5653862012548
TRE_conventional_hydroelectric_1,2040_p5,0.0,1.105723592857143
BASN_conventional_hydroelectric_1,2040_p8,605.1083369163756,618.8118585057612
CANO_conventional_hydroelectric_1,2040_p8,1064.86708275741,1084.0445407920272
CASO_conventional_hydroelectric_1,2040_p8,124.3617093423614,124.55018315567449
FRCC_conventional_hydroelectric_1,2040_p8,14.8944,14.95786339285714
ISNE_conventional_hydroelectric_1,2040_p8,223.05500367382882,228.04977358035862
MISC_conventional_hydroelectric_1,2040_p8,102.42010220397465,104.05940308944105
MISS_conventional_hydroelectric_1,2040_p8,258.1534230303031,260.1501557251083
MISW_conventional_hydroelectric_1,2040_p8,28.818691127647394,29.28997790239049
NWPP_conventional_hydroelectric_1,2040_p8,12374.40372206272,12634.124748217835
NYUP_conventional_hydroelectric_1,2040_p8,2558.0856111537514,2559.45970408907
PJMC_conventional_hydroelectric_1,2040_p8,3.7824800000000005,3.9663742857142856
PJMD_conventional_hydroelectric_1,2040_p8,36.11159,39.74274773809524
PJME_conventional_hydroelectric_1,2040_p8,254.55427137002346,255.96589736269297
PJMW_conventional_hydroelectric_1,2040_p8,226.64931446351125,228.51870958442214
RMRG_conventional_hydroelectric_1,2040_p8,94.36834142353811,98.9235028845934
SPPC_conventional_hydroelectric_1,2040_p8,9.375599999999999,9.936673809523809
SPPN_conventional_hydroelectric_1,2040_p8,923.7078683741364,924.7642329603707
SPPS_conventional_hydroelectric_1,2040_p8,599.2431192,603.6448543714286
SRCA_conventional_hydroelectric_1,2040_p8,207.6833814,208.46847336071428
SRCE_conventional_hydroelectric_1,2040_p8,2100.3128613495073,2145.3683973579314
SRSE_conventional_hydroelectric_1,2040_p8,752.270706,761.5994597946429
SRSG_conventional_hydroelectric_1,2040_p8,738.4308909572532,742.1646197225502
TRE_conventional_hydroelectric_1,2040_p8,0.0,4.037018333333333
