timepoint_id,timestamp,timeseries
1,2040_p42_0,2040_p42
2,2040_p42_1,2040_p42
3,2040_p42_2,2040_p42
4,2040_p42_3,2040_p42
5,2040_p42_4,2040_p42
6,2040_p42_5,2040_p42
7,2040_p42_6,2040_p42
8,2040_p42_7,2040_p42
9,2040_p42_8,2040_p42
10,2040_p42_9,2040_p42
11,2040_p42_10,2040_p42
12,2040_p42_11,2040_p42
13,2040_p42_12,2040_p42
14,2040_p42_13,2040_p42
15,2040_p42_14,2040_p42
16,2040_p42_15,2040_p42
17,2040_p42_16,2040_p42
18,2040_p42_17,2040_p42
19,2040_p42_18,2040_p42
20,2040_p42_19,2040_p42
21,2040_p42_20,2040_p42
22,2040_p42_21,2040_p42
23,2040_p42_22,2040_p42
24,2040_p42_23,2040_p42
25,2040_p42_24,2040_p42
26,2040_p42_25,2040_p42
27,2040_p42_26,2040_p42
28,2040_p42_27,2040_p42
29,2040_p42_28,2040_p42
30,2040_p42_29,2040_p42
31,2040_p42_30,2040_p42
32,2040_p42_31,2040_p42
33,2040_p42_32,2040_p42
34,2040_p42_33,2040_p42
35,2040_p42_34,2040_p42
36,2040_p42_35,2040_p42
37,2040_p42_36,2040_p42
38,2040_p42_37,2040_p42
39,2040_p42_38,2040_p42
40,2040_p42_39,2040_p42
41,2040_p42_40,2040_p42
42,2040_p42_41,2040_p42
43,2040_p42_42,2040_p42
44,2040_p42_43,2040_p42
45,2040_p42_44,2040_p42
46,2040_p42_45,2040_p42
47,2040_p42_46,2040_p42
48,2040_p42_47,2040_p42
49,2040_p42_48,2040_p42
50,2040_p42_49,2040_p42
51,2040_p42_50,2040_p42
52,2040_p42_51,2040_p42
53,2040_p42_52,2040_p42
54,2040_p42_53,2040_p42
55,2040_p42_54,2040_p42
56,2040_p42_55,2040_p42
57,2040_p42_56,2040_p42
58,2040_p42_57,2040_p42
59,2040_p42_58,2040_p42
60,2040_p42_59,2040_p42
61,2040_p42_60,2040_p42
62,2040_p42_61,2040_p42
63,2040_p42_62,2040_p42
64,2040_p42_63,2040_p42
65,2040_p42_64,2040_p42
66,2040_p42_65,2040_p42
67,2040_p42_66,2040_p42
68,2040_p42_67,2040_p42
69,2040_p42_68,2040_p42
70,2040_p42_69,2040_p42
71,2040_p42_70,2040_p42
72,2040_p42_71,2040_p42
73,2040_p42_72,2040_p42
74,2040_p42_73,2040_p42
75,2040_p42_74,2040_p42
76,2040_p42_75,2040_p42
77,2040_p42_76,2040_p42
78,2040_p42_77,2040_p42
79,2040_p42_78,2040_p42
80,2040_p42_79,2040_p42
81,2040_p42_80,2040_p42
