WATER_NODES,TIMEPOINTS,wnode_tp_inflow,wnode_tp_consumption
BASN_conventional_hydroelectric_1_inlet,1,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,2,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,3,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,4,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,5,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,6,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,7,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,8,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,9,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,10,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,11,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,12,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,13,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,14,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,15,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,16,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,17,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,18,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,19,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,20,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,21,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,22,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,23,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,24,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,25,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,26,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,27,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,28,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,29,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,30,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,31,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,32,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,33,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,34,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,35,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,36,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,37,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,38,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,39,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,40,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,41,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,42,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,43,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,44,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,45,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,46,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,47,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,48,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,49,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,50,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,51,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,52,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,53,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,54,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,55,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,56,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,57,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,58,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,59,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,60,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,61,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,62,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,63,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,64,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,65,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,66,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,67,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,68,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,69,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,70,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,71,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,72,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,73,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,74,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,75,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,76,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,77,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,78,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,79,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,80,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,81,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,82,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,83,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,84,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,85,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,86,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,87,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,88,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,89,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,90,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,91,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,92,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,93,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,94,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,95,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,96,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,97,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,98,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,99,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,100,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,101,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,102,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,103,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,104,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,105,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,106,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,107,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,108,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,109,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,110,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,111,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,112,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,113,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,114,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,115,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,116,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,117,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,118,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,119,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,120,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,121,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,122,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,123,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,124,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,125,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,126,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,127,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,128,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,129,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,130,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,131,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,132,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,133,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,134,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,135,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,136,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,137,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,138,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,139,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,140,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,141,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,142,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,143,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,144,347.8746211237012,0
BASN_conventional_hydroelectric_1_inlet,145,347.8746211237012,0
