LOAD_ZONE,TIMEPOINT,zone_demand_mw
BASN,125,13675
BASN,126,13467
BASN,127,13739
BASN,128,14494
BASN,129,15975
BASN,130,17334
BASN,131,17845
BASN,132,17957
BASN,133,17983
BASN,134,18400
BASN,135,18933
BASN,136,19429
BASN,137,19599
BASN,138,20292
BASN,139,21892
BASN,140,23556
BASN,141,24197
BASN,142,21934
BASN,143,19244
BASN,144,17815
BASN,145,16518
BASN,146,15374
BASN,147,14828
BASN,148,15171
BASN,149,14305
BASN,150,14109
BASN,151,14020
BASN,152,14201
BASN,153,14958
BASN,154,15555
BASN,155,15894
BASN,156,16757
BASN,157,17996
BASN,158,18840
BASN,159,19804
BASN,160,20672
BASN,161,20856
BASN,162,21068
BASN,163,21329
BASN,164,21992
BASN,165,22069
BASN,166,23186
BASN,167,22771
BASN,168,21327
BASN,169,25255
BASN,170,22876
BASN,171,20584
BASN,172,18364
BASN,173,17167
BASN,174,16753
BASN,175,16365
BASN,176,15980
BASN,177,16006
BASN,178,16210
BASN,179,17343
BASN,180,19248
BASN,181,21707
BASN,182,23957
BASN,183,26228
BASN,184,28276
BASN,185,29422
BASN,186,30048
BASN,187,30559
BASN,188,30599
BASN,189,29504
BASN,190,29686
BASN,191,29086
BASN,192,27416
BASN,193,25151
BASN,194,22788
BASN,195,20376
BASN,196,17222
BASN,197,16515
BASN,198,16072
BASN,199,16190
BASN,200,16598
BASN,201,17553
BASN,202,19022
BASN,203,21114
BASN,204,22362
BASN,205,23523
BASN,206,25066
BASN,207,27046
BASN,208,28502
BASN,209,29633
BASN,210,31140
BASN,211,33004
BASN,212,34225
BASN,213,33844
BASN,214,30683
BASN,215,26819
BASN,216,24912
BASN,217,22532
BASN,218,20437
BASN,219,19064
BASN,220,17909
BASN,221,17086
BASN,222,16483
BASN,223,16335
BASN,224,16641
BASN,225,17631
BASN,226,18939
BASN,227,21020
BASN,228,22306
BASN,229,23324
BASN,230,24926
BASN,231,26743
BASN,232,28159
BASN,233,29310
BASN,234,30844
BASN,235,32833
BASN,236,34090
BASN,237,33691
BASN,238,30161
BASN,239,26380
BASN,240,24510
BASN,241,22030
BASN,242,20008
BASN,243,18502
BASN,244,17295
BASN,245,16558
BASN,246,16014
BASN,247,16094
BASN,248,16510
BASN,249,17434
BASN,250,18641
BASN,251,20562
BASN,252,21843
BASN,253,22952
BASN,254,24677
BASN,255,26709
BASN,256,28425
BASN,257,29575
BASN,258,30943
BASN,259,33111
BASN,260,33734
BASN,261,35175
BASN,262,30612
BASN,263,26676
BASN,264,24667
BASN,265,22257
BASN,266,20108
BASN,267,18538
BASN,268,17347
BASN,269,16609
BASN,270,16113
BASN,271,16112
BASN,272,16455
BASN,273,17450
BASN,274,18779
BASN,275,20446
BASN,276,21586
BASN,277,22827
BASN,278,24613
BASN,279,26659
BASN,280,28308
BASN,281,29466
BASN,282,30334
BASN,283,31667
BASN,284,33199
BASN,285,33298
BASN,286,29933
BASN,287,26203
BASN,288,24387
BASN,289,22221
BASN,290,20172
BASN,291,18660
BASN,292,17419
BASN,293,16636
BASN,294,16053
BASN,295,16090
BASN,296,16417
BASN,297,17393
BASN,298,18529
BASN,299,20506
BASN,300,21813
BASN,301,22679
BASN,302,24414
BASN,303,26191
BASN,304,27687
BASN,305,28737
BASN,306,30134
BASN,307,32171
BASN,308,33457
BASN,309,33061
BASN,310,29395
BASN,311,25652
BASN,312,23790
BASN,313,21715
BASN,314,19813
BASN,315,18532
BASN,316,18417
BASN,317,17041
BASN,318,16668
BASN,319,16355
BASN,320,16115
BASN,321,16379
BASN,322,16766
BASN,323,18014
BASN,324,19966
BASN,325,22299
BASN,326,24329
BASN,327,26365
BASN,328,28211
BASN,329,29269
BASN,330,30033
BASN,331,30305
BASN,332,29839
BASN,333,28457
BASN,334,28814
BASN,335,28370
BASN,336,26763
BASN,337,22972
BASN,338,21341
BASN,339,19603
BASN,340,18005
BASN,341,17470
BASN,342,17522
BASN,343,17698
BASN,344,17835
BASN,345,18409
BASN,346,19222
BASN,347,19577
BASN,348,20015
BASN,349,20602
BASN,350,21087
BASN,351,21682
BASN,352,22093
BASN,353,22064
BASN,354,22216
BASN,355,22686
BASN,356,23594
BASN,357,24578
BASN,358,25480
BASN,359,24967
BASN,360,23731
BASN,361,22294
BASN,362,20505
BASN,363,18336
BASN,364,16002
BASN,365,15825
BASN,366,15698
BASN,367,16073
BASN,368,16920
BASN,369,19134
BASN,370,21451
BASN,371,21758
BASN,372,21046
BASN,373,20530
BASN,374,20396
BASN,375,20422
BASN,376,20519
BASN,377,20411
BASN,378,21020
BASN,379,22685
BASN,380,24804
BASN,381,26761
BASN,382,24586
BASN,383,21847
BASN,384,20439
BASN,385,18777
BASN,386,17403
BASN,387,16663
BASN,388,16108
BASN,389,15910
BASN,390,15867
BASN,391,16150
BASN,392,16933
BASN,393,18995
BASN,394,21233
BASN,395,21693
BASN,396,21077
BASN,397,20529
BASN,398,20232
BASN,399,20332
BASN,400,20403
BASN,401,20296
BASN,402,20886
BASN,403,22498
BASN,404,24617
BASN,405,26526
BASN,406,24375
BASN,407,21759
BASN,408,20286
BASN,409,18775
BASN,410,17363
BASN,411,16722
BASN,412,16064
BASN,413,15869
BASN,414,15702
BASN,415,15967
BASN,416,16648
BASN,417,18588
BASN,418,20589
BASN,419,20920
BASN,420,20421
BASN,421,19973
BASN,422,19829
BASN,423,20113
BASN,424,20319
BASN,425,20288
BASN,426,21064
BASN,427,22701
BASN,428,24744
BASN,429,26421
BASN,430,24219
BASN,431,21602
BASN,432,20210
BASN,433,18756
BASN,434,17496
BASN,435,16730
BASN,436,16154
BASN,437,15993
BASN,438,15901
BASN,439,16236
BASN,440,17055
BASN,441,19027
BASN,442,21159
BASN,443,21621
BASN,444,21021
BASN,445,20445
BASN,446,20505
BASN,447,20563
BASN,448,20763
BASN,449,20698
BASN,450,21290
BASN,451,22858
BASN,452,25037
BASN,453,27007
BASN,454,24849
BASN,455,22179
BASN,456,20797
BASN,457,19356
BASN,458,18069
BASN,459,17288
BASN,460,16803
BASN,461,16642
BASN,462,16562
BASN,463,16837
BASN,464,17684
BASN,465,19649
BASN,466,21912
BASN,467,22214
BASN,468,21673
BASN,469,21015
BASN,470,20666
BASN,471,20650
BASN,472,20629
BASN,473,20455
BASN,474,21022
BASN,475,22538
BASN,476,24506
BASN,477,26380
BASN,478,24169
BASN,479,21568
BASN,480,20480
BASN,481,19095
BASN,482,18090
BASN,483,17690
BASN,484,18028
BASN,485,17472
BASN,486,17662
BASN,487,17745
BASN,488,18172
BASN,489,19168
BASN,490,20184
BASN,491,20367
BASN,492,20613
BASN,493,20989
BASN,494,21334
BASN,495,21735
BASN,496,21951
BASN,497,21773
BASN,498,21627
BASN,499,22057
BASN,500,23014
BASN,501,24215
BASN,502,24965
BASN,503,24791
BASN,504,23761
BASN,505,20966
BASN,506,19310
BASN,507,17828
BASN,508,16415
BASN,509,15687
BASN,510,15724
BASN,511,15733
BASN,512,15790
BASN,513,16327
BASN,514,16909
BASN,515,17248
BASN,516,17942
BASN,517,18862
BASN,518,19608
BASN,519,20391
BASN,520,21155
BASN,521,21185
BASN,522,21146
BASN,523,21961
BASN,524,23478
BASN,525,24116
BASN,526,24818
BASN,527,24467
BASN,528,23197
BASN,529,21562
BASN,530,19775
BASN,531,17722
BASN,532,15436
BASN,533,15259
BASN,534,15207
BASN,535,15565
BASN,536,16367
BASN,537,18309
BASN,538,20258
BASN,539,20870
BASN,540,20396
BASN,541,19869
BASN,542,19967
BASN,543,20250
BASN,544,20356
BASN,545,20420
BASN,546,21172
BASN,547,23059
BASN,548,26122
BASN,549,27645
BASN,550,24961
BASN,551,22168
BASN,552,20640
BASN,553,18996
BASN,554,17537
BASN,555,16651
BASN,556,16094
BASN,557,15954
BASN,558,15781
BASN,559,16083
BASN,560,16787
BASN,561,18636
BASN,562,20472
BASN,563,20986
BASN,564,20536
BASN,565,19877
BASN,566,19960
BASN,567,20119
BASN,568,20372
BASN,569,20496
BASN,570,21246
BASN,571,23142
BASN,572,26248
BASN,573,27399
BASN,574,24641
BASN,575,21905
BASN,576,20422
BASN,577,18760
BASN,578,17412
BASN,579,16566
BASN,580,15973
BASN,581,15686
BASN,582,15572
BASN,583,15819
BASN,584,16523
BASN,585,18361
BASN,586,20099
BASN,587,20630
BASN,588,20079
BASN,589,19601
BASN,590,19869
BASN,591,20261
BASN,592,20473
BASN,593,20641
BASN,594,21436
BASN,595,23412
BASN,596,26209
BASN,597,27297
BASN,598,24422
BASN,599,21488
BASN,600,20029
BASN,601,18407
BASN,602,17019
BASN,603,16123
BASN,604,15411
BASN,605,15118
BASN,606,14962
BASN,607,15261
BASN,608,15862
BASN,609,17565
BASN,610,19238
BASN,611,19734
BASN,612,19381
BASN,613,19159
BASN,614,19481
BASN,615,19767
BASN,616,20063
BASN,617,20218
BASN,618,20958
BASN,619,22973
BASN,620,25873
BASN,621,26829
BASN,622,24067
BASN,623,21170
BASN,624,19812
BASN,625,18169
BASN,626,16710
BASN,627,15730
BASN,628,15133
BASN,629,14788
BASN,630,14645
BASN,631,14811
BASN,632,15362
BASN,633,16817
BASN,634,18409
BASN,635,19163
BASN,636,19080
BASN,637,18883
BASN,638,19155
BASN,639,19528
BASN,640,19788
BASN,641,19955
BASN,642,20772
BASN,643,22667
BASN,644,25402
BASN,645,26201
BASN,646,23305
BASN,647,20437
BASN,648,19225
BASN,649,17845
BASN,650,16636
BASN,651,16095
BASN,652,16351
BASN,653,15469
BASN,654,15428
BASN,655,15390
BASN,656,15528
BASN,657,16260
BASN,658,16763
BASN,659,16934
BASN,660,17732
BASN,661,18782
BASN,662,19584
BASN,663,20373
BASN,664,20957
BASN,665,21165
BASN,666,21260
BASN,667,21805
BASN,668,23305
BASN,669,23701
BASN,670,24103
BASN,671,23706
BASN,672,22614
BASN,673,20387
BASN,674,18746
BASN,675,16978
BASN,676,15585
BASN,677,14877
BASN,678,14761
BASN,679,14691
BASN,680,14865
BASN,681,15369
BASN,682,15963
BASN,683,16256
BASN,684,16959
BASN,685,17923
BASN,686,18932
BASN,687,19870
BASN,688,20680
BASN,689,20822
BASN,690,21008
BASN,691,21215
BASN,692,21496
BASN,693,21578
BASN,694,23316
BASN,695,23640
BASN,696,22341
BASN,697,20567
BASN,698,18854
BASN,699,16718
BASN,700,14444
BASN,701,14162
BASN,702,14098
BASN,703,14527
BASN,704,15595
BASN,705,17542
BASN,706,19211
BASN,707,19571
BASN,708,19343
BASN,709,19168
BASN,710,19422
BASN,711,19834
BASN,712,20068
BASN,713,20098
BASN,714,20765
BASN,715,22373
BASN,716,24071
BASN,717,24708
BASN,718,22690
BASN,719,20461
BASN,720,19051
BASN,721,17371
BASN,722,15980
BASN,723,15088
BASN,724,14545
BASN,725,14246
BASN,726,14140
BASN,727,14504
BASN,728,15520
BASN,729,17402
BASN,730,18954
BASN,731,19408
BASN,732,19162
BASN,733,19145
BASN,734,19428
BASN,735,19856
BASN,736,20144
BASN,737,20185
BASN,738,20954
BASN,739,22588
BASN,740,24459
BASN,741,25232
BASN,742,23107
BASN,743,20852
BASN,744,19471
BASN,745,17811
BASN,746,16392
BASN,747,15528
BASN,748,14933
BASN,749,14640
BASN,750,14531
BASN,751,14879
BASN,752,15875
BASN,753,17690
BASN,754,19143
BASN,755,19488
BASN,756,19284
BASN,757,19085
BASN,758,19299
BASN,759,19715
BASN,760,20040
BASN,761,20086
BASN,762,20808
BASN,763,22350
BASN,764,24008
BASN,765,24667
BASN,766,22543
BASN,767,20405
BASN,768,19013
BASN,769,17335
BASN,770,15940
BASN,771,15037
BASN,772,14361
BASN,773,14060
BASN,774,13956
BASN,775,14304
BASN,776,15296
BASN,777,16914
BASN,778,18392
BASN,779,18807
BASN,780,18611
BASN,781,18502
BASN,782,18901
BASN,783,19424
BASN,784,19699
BASN,785,19902
BASN,786,20666
BASN,787,22246
BASN,788,23895
BASN,789,24520
BASN,790,22421
BASN,791,20097
BASN,792,18795
BASN,793,17190
BASN,794,15831
BASN,795,14954
BASN,796,14325
BASN,797,14007
BASN,798,13793
BASN,799,14133
BASN,800,15022
BASN,801,16701
BASN,802,18166
BASN,803,18721
BASN,804,18688
BASN,805,18562
BASN,806,19030
BASN,807,19443
BASN,808,19669
BASN,809,19713
BASN,810,20505
BASN,811,22081
BASN,812,23744
BASN,813,24218
BASN,814,22205
BASN,815,19892
BASN,816,18598
BASN,817,17166
BASN,818,15933
BASN,819,15439
BASN,820,15925
BASN,821,15017
BASN,822,15056
BASN,823,14994
BASN,824,15346
BASN,825,16208
BASN,826,16963
BASN,827,17359
BASN,828,18304
BASN,829,19346
BASN,830,20245
BASN,831,21192
BASN,832,21932
BASN,833,22047
BASN,834,22225
BASN,835,22540
BASN,836,22979
BASN,837,22839
BASN,838,24174
BASN,839,24248
BASN,840,22889
BASN,841,20422
BASN,842,18646
BASN,843,16929
BASN,844,15390
BASN,845,14583
BASN,846,14545
BASN,847,14384
BASN,848,14253
BASN,849,14463
BASN,850,14775
BASN,851,15108
BASN,852,16353
BASN,853,17455
BASN,854,18672
BASN,855,19631
BASN,856,20454
BASN,857,20760
BASN,858,21187
BASN,859,21748
BASN,860,22308
BASN,861,22156
BASN,862,22837
BASN,863,22692
BASN,864,21946
BASN,865,20382
BASN,866,18531
BASN,867,16391
BASN,868,13905
BASN,869,13435
BASN,870,13179
BASN,871,13353
BASN,872,13337
BASN,873,13728
BASN,874,14464
BASN,875,15714
BASN,876,16440
BASN,877,16824
BASN,878,17544
BASN,879,18296
BASN,880,18872
BASN,881,19226
BASN,882,20400
BASN,883,22417
BASN,884,24523
BASN,885,25103
BASN,886,22631
BASN,887,19861
BASN,888,19043
BASN,889,17648
BASN,890,16097
BASN,891,14978
BASN,892,14123
BASN,893,13664
BASN,894,13428
BASN,895,13629
BASN,896,14177
BASN,897,15421
BASN,898,16831
BASN,899,18043
BASN,900,18593
BASN,901,19035
BASN,902,19886
BASN,903,20795
BASN,904,21702
BASN,905,22316
BASN,906,23606
BASN,907,25624
BASN,908,27365
BASN,909,27825
BASN,910,24769
BASN,911,21596
BASN,912,20622
BASN,913,18821
BASN,914,17067
BASN,915,15809
BASN,916,14927
BASN,917,14384
BASN,918,14044
BASN,919,14144
BASN,920,14501
BASN,921,15690
BASN,922,17129
BASN,923,18483
BASN,924,19097
BASN,925,19597
BASN,926,20540
BASN,927,21857
BASN,928,22659
BASN,929,23394
BASN,930,24720
BASN,931,26960
BASN,932,28913
BASN,933,29346
BASN,934,26132
BASN,935,22757
BASN,936,21515
BASN,937,19696
BASN,938,17842
BASN,939,16482
BASN,940,15424
BASN,941,14769
BASN,942,14387
BASN,943,14446
BASN,944,14834
BASN,945,15983
BASN,946,17505
BASN,947,19107
BASN,948,19950
BASN,949,20637
BASN,950,21758
BASN,951,22991
BASN,952,24063
BASN,953,24961
BASN,954,26473
BASN,955,28842
BASN,956,30951
BASN,957,31201
BASN,958,27937
BASN,959,24394
BASN,960,22961
BASN,961,21007
BASN,962,18853
BASN,963,17195
BASN,964,16029
BASN,965,15329
BASN,966,14859
BASN,967,14813
BASN,968,15073
BASN,969,16170
BASN,970,17751
BASN,971,19503
BASN,972,20461
BASN,973,21258
BASN,974,22562
BASN,975,23725
BASN,976,24863
BASN,977,25831
BASN,978,27215
BASN,979,29296
BASN,980,31098
BASN,981,31079
BASN,982,27565
BASN,983,24449
BASN,984,23111
BASN,985,21250
BASN,986,19322
BASN,987,18199
BASN,988,18047
BASN,989,16783
BASN,990,16405
BASN,991,16091
BASN,992,15745
BASN,993,15839
BASN,994,16329
BASN,995,17542
BASN,996,19343
BASN,997,21385
BASN,998,23360
BASN,999,24996
BASN,1000,26371
BASN,1001,26872
BASN,1002,27397
BASN,1003,27873
BASN,1004,27966
BASN,1005,26993
BASN,1006,27224
BASN,1007,26847
BASN,1008,25629
BASN,1009,22441
BASN,1010,20908
BASN,1011,19212
BASN,1012,17783
BASN,1013,17054
BASN,1014,17085
BASN,1015,17090
BASN,1016,17281
BASN,1017,17907
BASN,1018,18731
BASN,1019,19100
BASN,1020,19772
BASN,1021,20524
BASN,1022,21308
BASN,1023,22174
BASN,1024,22981
BASN,1025,23017
BASN,1026,23307
BASN,1027,23786
BASN,1028,24720
BASN,1029,25570
BASN,1030,26131
BASN,1031,25551
BASN,1032,24549
BASN,1033,23053
BASN,1034,21140
BASN,1035,18865
BASN,1036,16495
BASN,1037,16263
BASN,1038,16226
BASN,1039,16509
BASN,1040,17333
BASN,1041,19602
BASN,1042,21984
BASN,1043,22360
BASN,1044,21711
BASN,1045,21380
BASN,1046,21442
BASN,1047,21767
BASN,1048,21914
BASN,1049,21970
BASN,1050,22653
BASN,1051,24767
BASN,1052,27346
BASN,1053,28892
BASN,1054,26195
BASN,1055,23292
BASN,1056,21723
BASN,1057,19967
BASN,1058,18477
BASN,1059,17600
BASN,1060,17013
BASN,1061,16893
BASN,1062,16838
BASN,1063,17174
BASN,1064,17984
BASN,1065,20197
BASN,1066,22734
BASN,1067,22893
BASN,1068,22107
BASN,1069,21429
BASN,1070,21291
BASN,1071,21460
BASN,1072,21774
BASN,1073,21798
BASN,1074,22572
BASN,1075,24363
BASN,1076,26701
BASN,1077,28514
BASN,1078,25804
BASN,1079,22833
BASN,1080,21335
BASN,1081,19538
BASN,1082,18037
BASN,1083,17059
BASN,1084,16432
BASN,1085,16101
BASN,1086,16078
BASN,1087,16249
BASN,1088,17020
BASN,1089,19013
BASN,1090,21255
BASN,1091,21528
BASN,1092,20600
BASN,1093,20129
BASN,1094,20073
BASN,1095,20198
BASN,1096,20316
BASN,1097,20320
BASN,1098,20885
BASN,1099,22761
BASN,1100,24981
BASN,1101,26817
BASN,1102,24436
BASN,1103,21662
BASN,1104,20267
BASN,1105,18760
BASN,1106,17422
BASN,1107,16583
BASN,1108,15934
BASN,1109,15671
BASN,1110,15576
BASN,1111,15831
BASN,1112,16529
BASN,1113,18487
BASN,1114,20457
BASN,1115,20958
BASN,1116,20438
BASN,1117,20059
BASN,1118,20108
BASN,1119,20288
BASN,1120,20475
BASN,1121,20579
BASN,1122,21306
BASN,1123,23047
BASN,1124,25330
BASN,1125,26937
BASN,1126,24468
BASN,1127,21743
BASN,1128,20367
BASN,1129,18996
BASN,1130,17679
BASN,1131,16919
BASN,1132,16430
BASN,1133,16191
BASN,1134,16168
BASN,1135,16446
BASN,1136,17304
BASN,1137,19385
BASN,1138,21507
BASN,1139,22218
BASN,1140,21678
BASN,1141,21118
BASN,1142,21026
BASN,1143,21232
BASN,1144,21278
BASN,1145,21152
BASN,1146,21756
BASN,1147,23363
BASN,1148,25537
BASN,1149,27463
BASN,1150,25167
BASN,1151,22387
BASN,1152,20987
BASN,1153,19764
BASN,1154,18558
BASN,1155,18097
BASN,1156,18564
BASN,1157,17990
BASN,1158,18060
BASN,1159,18139
BASN,1160,18604
BASN,1161,19630
BASN,1162,20912
BASN,1163,21163
BASN,1164,21470
BASN,1165,21937
BASN,1166,22369
BASN,1167,22683
BASN,1168,22982
BASN,1169,22737
BASN,1170,22743
BASN,1171,23088
BASN,1172,23945
BASN,1173,24934
BASN,1174,25953
BASN,1175,25369
BASN,1176,24444
BASN,1177,19938
BASN,1178,18369
BASN,1179,16708
BASN,1180,15353
BASN,1181,14687
BASN,1182,14720
BASN,1183,14736
BASN,1184,14915
BASN,1185,15366
BASN,1186,15766
BASN,1187,16221
BASN,1188,16875
BASN,1189,17773
BASN,1190,18547
BASN,1191,19287
BASN,1192,20044
BASN,1193,20172
BASN,1194,20466
BASN,1195,20899
BASN,1196,21381
BASN,1197,21219
BASN,1198,22249
BASN,1199,22687
BASN,1200,21460
BASN,1201,19558
BASN,1202,17887
BASN,1203,15866
BASN,1204,13763
BASN,1205,13506
BASN,1206,13451
BASN,1207,13901
BASN,1208,14961
BASN,1209,16599
BASN,1210,17785
BASN,1211,18381
BASN,1212,18330
BASN,1213,18205
BASN,1214,18645
BASN,1215,19209
BASN,1216,19568
BASN,1217,19459
BASN,1218,20223
BASN,1219,21967
BASN,1220,23648
BASN,1221,23977
BASN,1222,21916
BASN,1223,19740
BASN,1224,18563
BASN,1225,17017
BASN,1226,15534
BASN,1227,14687
BASN,1228,14108
BASN,1229,13790
BASN,1230,13660
BASN,1231,14010
BASN,1232,14962
BASN,1233,16744
BASN,1234,17924
BASN,1235,18463
BASN,1236,18408
BASN,1237,18287
BASN,1238,18660
BASN,1239,19212
BASN,1240,19567
BASN,1241,19726
BASN,1242,20622
BASN,1243,22404
BASN,1244,24018
BASN,1245,24563
BASN,1246,22366
BASN,1247,20136
BASN,1248,18867
BASN,1249,17202
BASN,1250,15742
BASN,1251,14803
BASN,1252,14194
BASN,1253,13858
BASN,1254,13612
BASN,1255,13951
BASN,1256,14834
BASN,1257,16451
BASN,1258,17752
BASN,1259,18328
BASN,1260,18415
BASN,1261,18440
BASN,1262,18833
BASN,1263,19424
BASN,1264,19693
BASN,1265,19831
BASN,1266,20682
BASN,1267,22250
BASN,1268,23899
BASN,1269,24429
BASN,1270,21994
BASN,1271,20031
BASN,1272,18894
BASN,1273,17380
BASN,1274,15961
BASN,1275,14895
BASN,1276,14229
BASN,1277,13915
BASN,1278,13687
BASN,1279,13915
BASN,1280,14868
BASN,1281,16460
BASN,1282,17562
BASN,1283,18141
BASN,1284,18297
BASN,1285,18451
BASN,1286,18932
BASN,1287,19501
BASN,1288,19844
BASN,1289,20151
BASN,1290,20996
BASN,1291,22543
BASN,1292,24063
BASN,1293,24409
BASN,1294,22197
BASN,1295,20113
BASN,1296,18989
BASN,1297,17337
BASN,1298,15849
BASN,1299,14886
BASN,1300,14199
BASN,1301,13859
BASN,1302,13603
BASN,1303,13815
BASN,1304,14461
BASN,1305,15891
BASN,1306,17033
BASN,1307,17794
BASN,1308,18120
BASN,1309,18264
BASN,1310,18828
BASN,1311,19591
BASN,1312,19970
BASN,1313,20301
BASN,1314,21071
BASN,1315,22619
BASN,1316,24362
BASN,1317,24566
BASN,1318,22180
BASN,1319,19991
BASN,1320,18957
BASN,1321,17473
BASN,1322,16017
BASN,1323,15294
BASN,1324,15397
BASN,1325,14477
BASN,1326,14391
BASN,1327,14322
BASN,1328,14338
BASN,1329,14862
BASN,1330,15309
BASN,1331,15835
BASN,1332,17020
BASN,1333,18372
BASN,1334,19646
BASN,1335,20643
BASN,1336,21648
BASN,1337,22274
BASN,1338,22868
BASN,1339,23487
BASN,1340,23994
BASN,1341,23481
BASN,1342,24050
BASN,1343,23948
BASN,1344,22636
BASN,1345,21910
BASN,1346,20269
BASN,1347,18604
BASN,1348,17431
BASN,1349,16869
BASN,1350,16905
BASN,1351,16947
BASN,1352,17183
BASN,1353,17720
BASN,1354,18563
BASN,1355,18908
BASN,1356,19402
BASN,1357,19947
BASN,1358,20376
BASN,1359,20957
BASN,1360,21419
BASN,1361,21413
BASN,1362,21474
BASN,1363,21804
BASN,1364,22704
BASN,1365,23789
BASN,1366,24833
BASN,1367,24491
BASN,1368,23346
BASN,1369,22236
BASN,1370,20660
BASN,1371,18705
BASN,1372,16724
BASN,1373,16580
BASN,1374,16576
BASN,1375,16833
BASN,1376,17323
BASN,1377,18523
BASN,1378,19965
BASN,1379,20674
BASN,1380,20881
BASN,1381,20569
BASN,1382,20648
BASN,1383,20864
BASN,1384,20987
BASN,1385,20958
BASN,1386,21660
BASN,1387,23401
BASN,1388,25306
BASN,1389,26821
BASN,1390,24626
BASN,1391,21675
BASN,1392,20463
BASN,1393,19108
BASN,1394,17814
BASN,1395,16851
BASN,1396,16313
BASN,1397,16109
BASN,1398,15990
BASN,1399,16261
BASN,1400,17047
BASN,1401,19012
BASN,1402,20866
BASN,1403,21070
BASN,1404,20564
BASN,1405,20102
BASN,1406,20039
BASN,1407,20190
BASN,1408,20336
BASN,1409,20267
BASN,1410,21007
BASN,1411,22653
BASN,1412,24492
BASN,1413,25904
BASN,1414,23875
BASN,1415,21181
BASN,1416,19705
BASN,1417,18238
BASN,1418,16939
BASN,1419,16012
BASN,1420,15362
BASN,1421,15120
BASN,1422,14970
BASN,1423,15202
BASN,1424,15798
BASN,1425,17536
BASN,1426,19169
BASN,1427,19717
BASN,1428,19391
BASN,1429,18981
BASN,1430,19007
BASN,1431,19216
BASN,1432,19549
BASN,1433,19547
BASN,1434,20249
BASN,1435,21832
BASN,1436,23542
BASN,1437,24936
BASN,1438,23170
BASN,1439,20577
BASN,1440,19061
BASN,1441,17750
BASN,1442,16576
BASN,1443,15967
BASN,1444,15489
BASN,1445,15357
BASN,1446,15238
BASN,1447,15497
BASN,1448,16126
BASN,1449,18242
BASN,1450,20051
BASN,1451,20602
BASN,1452,20062
BASN,1453,19666
BASN,1454,19811
BASN,1455,20054
BASN,1456,20288
BASN,1457,20311
BASN,1458,20335
BASN,1459,22329
BASN,1460,24037
BASN,1461,25480
BASN,1462,23976
BASN,1463,21494
BASN,1464,20133
BASN,1465,18720
BASN,1466,17412
BASN,1467,16593
BASN,1468,16070
BASN,1469,15898
BASN,1470,15837
BASN,1471,16159
BASN,1472,16961
BASN,1473,18814
BASN,1474,20515
BASN,1475,21069
BASN,1476,20375
BASN,1477,19722
BASN,1478,19611
BASN,1479,19807
BASN,1480,19968
BASN,1481,19897
BASN,1482,20357
BASN,1483,21715
BASN,1484,23294
BASN,1485,24594
BASN,1486,23010
BASN,1487,20513
BASN,1488,19236
BASN,1489,18129
BASN,1490,16875
BASN,1491,16593
BASN,1492,16945
BASN,1493,16284
BASN,1494,16364
