timepoint_id,tp_to_hts
1,2040_p42
2,2040_p42
3,2040_p42
4,2040_p42
5,2040_p42
6,2040_p42
7,2040_p42
8,2040_p42
9,2040_p42
10,2040_p42
11,2040_p42
12,2040_p42
13,2040_p42
14,2040_p42
15,2040_p42
16,2040_p42
17,2040_p42
18,2040_p42
19,2040_p42
20,2040_p42
21,2040_p42
22,2040_p42
23,2040_p42
24,2040_p42
25,2040_p42
26,2040_p42
27,2040_p42
28,2040_p42
29,2040_p42
30,2040_p42
31,2040_p42
32,2040_p42
33,2040_p42
34,2040_p42
35,2040_p42
36,2040_p42
37,2040_p42
38,2040_p42
39,2040_p42
40,2040_p42
41,2040_p42
42,2040_p42
43,2040_p42
44,2040_p42
45,2040_p42
46,2040_p42
47,2040_p42
48,2040_p42
49,2040_p42
50,2040_p42
51,2040_p42
52,2040_p42
53,2040_p42
54,2040_p42
55,2040_p42
56,2040_p42
57,2040_p42
58,2040_p42
59,2040_p42
60,2040_p42
61,2040_p42
62,2040_p42
63,2040_p42
64,2040_p42
65,2040_p42
66,2040_p42
67,2040_p42
68,2040_p42
69,2040_p42
70,2040_p42
71,2040_p42
72,2040_p42
73,2040_p42
74,2040_p42
75,2040_p42
76,2040_p42
77,2040_p42
78,2040_p42
79,2040_p42
80,2040_p42
81,2040_p42
82,2040_p42
83,2040_p42
84,2040_p42
85,2040_p42
86,2040_p42
87,2040_p42
88,2040_p42
89,2040_p42
90,2040_p42
91,2040_p42
92,2040_p42
93,2040_p42
94,2040_p42
95,2040_p42
96,2040_p42
97,2040_p42
98,2040_p42
99,2040_p42
100,2040_p42
101,2040_p42
102,2040_p42
103,2040_p42
104,2040_p42
105,2040_p42
106,2040_p42
107,2040_p42
108,2040_p42
109,2040_p42
110,2040_p42
111,2040_p42
112,2040_p42
113,2040_p42
114,2040_p42
115,2040_p42
116,2040_p42
117,2040_p42
118,2040_p42
119,2040_p42
120,2040_p42
121,2040_p42
122,2040_p42
123,2040_p42
124,2040_p42
125,2040_p42
126,2040_p42
127,2040_p42
128,2040_p42
129,2040_p42
130,2040_p42
131,2040_p42
132,2040_p42
133,2040_p42
134,2040_p42
135,2040_p42
136,2040_p42
137,2040_p42
138,2040_p42
139,2040_p42
140,2040_p42
141,2040_p42
142,2040_p42
143,2040_p42
144,2040_p42
145,2040_p42
146,2040_p42
147,2040_p42
148,2040_p42
149,2040_p42
150,2040_p42
151,2040_p42
152,2040_p42
153,2040_p42
154,2040_p42
155,2040_p42
156,2040_p42
157,2040_p42
158,2040_p42
159,2040_p42
160,2040_p42
161,2040_p42
162,2040_p42
163,2040_p42
164,2040_p42
165,2040_p42
166,2040_p42
167,2040_p42
168,2040_p42
169,2040_p33
170,2040_p33
171,2040_p33
172,2040_p33
173,2040_p33
174,2040_p33
175,2040_p33
176,2040_p33
177,2040_p33
178,2040_p33
179,2040_p33
180,2040_p33
181,2040_p33
182,2040_p33
183,2040_p33
184,2040_p33
185,2040_p33
186,2040_p33
187,2040_p33
188,2040_p33
189,2040_p33
190,2040_p33
191,2040_p33
192,2040_p33
193,2040_p33
194,2040_p33
195,2040_p33
196,2040_p33
197,2040_p33
198,2040_p33
199,2040_p33
200,2040_p33
201,2040_p33
202,2040_p33
203,2040_p33
204,2040_p33
205,2040_p33
206,2040_p33
207,2040_p33
208,2040_p33
209,2040_p33
210,2040_p33
211,2040_p33
212,2040_p33
213,2040_p33
214,2040_p33
215,2040_p33
216,2040_p33
217,2040_p33
218,2040_p33
219,2040_p33
220,2040_p33
221,2040_p33
222,2040_p33
223,2040_p33
224,2040_p33
225,2040_p33
226,2040_p33
227,2040_p33
228,2040_p33
229,2040_p33
230,2040_p33
231,2040_p33
232,2040_p33
233,2040_p33
234,2040_p33
235,2040_p33
236,2040_p33
237,2040_p33
238,2040_p33
239,2040_p33
240,2040_p33
241,2040_p33
242,2040_p33
243,2040_p33
244,2040_p33
245,2040_p33
246,2040_p33
247,2040_p33
248,2040_p33
249,2040_p33
250,2040_p33
251,2040_p33
252,2040_p33
253,2040_p33
254,2040_p33
255,2040_p33
256,2040_p33
257,2040_p33
258,2040_p33
259,2040_p33
260,2040_p33
261,2040_p33
262,2040_p33
263,2040_p33
264,2040_p33
265,2040_p33
266,2040_p33
267,2040_p33
268,2040_p33
269,2040_p33
270,2040_p33
271,2040_p33
272,2040_p33
273,2040_p33
274,2040_p33
275,2040_p33
276,2040_p33
277,2040_p33
278,2040_p33
279,2040_p33
280,2040_p33
281,2040_p33
282,2040_p33
283,2040_p33
284,2040_p33
285,2040_p33
286,2040_p33
287,2040_p33
288,2040_p33
289,2040_p33
290,2040_p33
291,2040_p33
292,2040_p33
293,2040_p33
294,2040_p33
295,2040_p33
296,2040_p33
297,2040_p33
298,2040_p33
299,2040_p33
300,2040_p33
301,2040_p33
302,2040_p33
303,2040_p33
304,2040_p33
305,2040_p33
306,2040_p33
307,2040_p33
308,2040_p33
309,2040_p33
310,2040_p33
311,2040_p33
312,2040_p33
313,2040_p33
314,2040_p33
315,2040_p33
316,2040_p33
317,2040_p33
318,2040_p33
319,2040_p33
320,2040_p33
321,2040_p33
322,2040_p33
323,2040_p33
324,2040_p33
325,2040_p33
326,2040_p33
327,2040_p33
328,2040_p33
329,2040_p33
330,2040_p33
331,2040_p33
332,2040_p33
333,2040_p33
334,2040_p33
335,2040_p33
336,2040_p33
337,2040_p5
338,2040_p5
339,2040_p5
340,2040_p5
341,2040_p5
342,2040_p5
343,2040_p5
344,2040_p5
345,2040_p5
346,2040_p5
347,2040_p5
348,2040_p5
349,2040_p5
350,2040_p5
351,2040_p5
352,2040_p5
353,2040_p5
354,2040_p5
355,2040_p5
356,2040_p5
357,2040_p5
358,2040_p5
359,2040_p5
360,2040_p5
361,2040_p5
362,2040_p5
363,2040_p5
364,2040_p5
365,2040_p5
366,2040_p5
367,2040_p5
368,2040_p5
369,2040_p5
370,2040_p5
371,2040_p5
372,2040_p5
373,2040_p5
374,2040_p5
375,2040_p5
376,2040_p5
377,2040_p5
378,2040_p5
379,2040_p5
380,2040_p5
381,2040_p5
382,2040_p5
383,2040_p5
384,2040_p5
385,2040_p5
386,2040_p5
387,2040_p5
388,2040_p5
389,2040_p5
390,2040_p5
391,2040_p5
392,2040_p5
393,2040_p5
394,2040_p5
395,2040_p5
396,2040_p5
397,2040_p5
398,2040_p5
399,2040_p5
400,2040_p5
401,2040_p5
402,2040_p5
403,2040_p5
404,2040_p5
405,2040_p5
406,2040_p5
407,2040_p5
408,2040_p5
409,2040_p5
410,2040_p5
411,2040_p5
412,2040_p5
413,2040_p5
414,2040_p5
415,2040_p5
416,2040_p5
417,2040_p5
418,2040_p5
419,2040_p5
420,2040_p5
421,2040_p5
422,2040_p5
423,2040_p5
424,2040_p5
425,2040_p5
426,2040_p5
427,2040_p5
428,2040_p5
429,2040_p5
430,2040_p5
431,2040_p5
432,2040_p5
433,2040_p5
434,2040_p5
435,2040_p5
436,2040_p5
437,2040_p5
438,2040_p5
439,2040_p5
440,2040_p5
441,2040_p5
442,2040_p5
443,2040_p5
444,2040_p5
445,2040_p5
446,2040_p5
447,2040_p5
448,2040_p5
449,2040_p5
450,2040_p5
451,2040_p5
452,2040_p5
453,2040_p5
454,2040_p5
455,2040_p5
456,2040_p5
457,2040_p5
458,2040_p5
459,2040_p5
460,2040_p5
461,2040_p5
462,2040_p5
