load_zone,fuel,period,fuel_cost
BASN,Coal,2040,1.3687459997416684
BASN,Naturalgas,2040,4.279421785326789
BASN,Distillate,2040,21.9610641797985
BASN,Uranium,2040,0.7155741621286488
BASN,Hydrogen,2040,16.0
BASN,Waste_biomass,2040,1.0
RMRG,Coal,2040,1.3687459997416684
RMRG,Naturalgas,2040,4.279421785326789
RMRG,Distillate,2040,21.9610641797985
RMRG,Uranium,2040,0.7155741621286488
RMRG,Hydrogen,2040,16.0
RMRG,Waste_biomass,2040,1.0
SRSG,Coal,2040,1.3687459997416684
SRSG,Naturalgas,2040,4.279421785326789
SRSG,Distillate,2040,21.9610641797985
SRSG,Uranium,2040,0.7155741621286488
SRSG,Hydrogen,2040,16.0
SRSG,Waste_biomass,2040,1.0
CANO,Coal,2040,1.814045717127357
CANO,Naturalgas,2040,4.151912214156548
CANO,Distillate,2040,20.9391728674761
CANO,Uranium,2040,0.7155741621286488
CANO,Hydrogen,2040,16.0
CANO,Waste_biomass,2040,1.0
CASO,Coal,2040,1.814045717127357
CASO,Naturalgas,2040,4.151912214156548
CASO,Distillate,2040,20.9391728674761
CASO,Uranium,2040,0.7155741621286488
CASO,Hydrogen,2040,16.0
CASO,Waste_biomass,2040,1.0
NWPP,Coal,2040,1.814045717127357
NWPP,Naturalgas,2040,4.151912214156548
NWPP,Distillate,2040,20.9391728674761
NWPP,Uranium,2040,0.7155741621286488
NWPP,Hydrogen,2040,16.0
NWPP,Waste_biomass,2040,1.0
TRE,Coal,2040,1.7716093856884523
TRE,Naturalgas,2040,3.594843432963058
TRE,Distillate,2040,18.58774355463704
TRE,Uranium,2040,0.7155741621286488
TRE,Hydrogen,2040,16.0
TRE,Waste_biomass,2040,1.0
TRE_WEST,Coal,2040,1.7716093856884523
TRE_WEST,Naturalgas,2040,3.594843432963058
TRE_WEST,Distillate,2040,18.58774355463704
TRE_WEST,Uranium,2040,0.7155741621286488
TRE_WEST,Hydrogen,2040,16.0
TRE_WEST,Waste_biomass,2040,1.0
SPPS,Coal,2040,1.7716093856884523
SPPS,Naturalgas,2040,3.594843432963058
SPPS,Distillate,2040,18.58774355463704
SPPS,Uranium,2040,0.7155741621286488
SPPS,Hydrogen,2040,16.0
SPPS,Waste_biomass,2040,1.0
MISS,Coal,2040,1.7716093856884523
MISS,Naturalgas,2040,3.594843432963058
MISS,Distillate,2040,18.58774355463704
MISS,Uranium,2040,0.7155741621286488
MISS,Hydrogen,2040,16.0
MISS,Waste_biomass,2040,1.0
SRCE,Coal,2040,1.709545176440196
SRCE,Naturalgas,2040,3.8118007295272536
SRCE,Distillate,2040,18.57857432704727
SRCE,Uranium,2040,0.7155741621286488
SRCE,Hydrogen,2040,16.0
SRCE,Waste_biomass,2040,1.0
FRCC,Coal,2040,2.232477687419271
FRCC,Naturalgas,2040,4.046313276414363
FRCC,Distillate,2040,21.28951377163523
FRCC,Uranium,2040,0.7155741621286488
FRCC,Hydrogen,2040,16.0
FRCC,Waste_biomass,2040,1.0
SRSE,Coal,2040,2.232477687419271
SRSE,Naturalgas,2040,4.046313276414363
SRSE,Distillate,2040,21.28951377163523
SRSE,Uranium,2040,0.7155741621286488
SRSE,Hydrogen,2040,16.0
SRSE,Waste_biomass,2040,1.0
PJMD,Coal,2040,2.232477687419271
PJMD,Naturalgas,2040,4.046313276414363
PJMD,Distillate,2040,21.28951377163523
PJMD,Uranium,2040,0.7155741621286488
PJMD,Hydrogen,2040,16.0
PJMD,Waste_biomass,2040,1.0
SRCA,Coal,2040,2.232477687419271
SRCA,Naturalgas,2040,4.046313276414363
SRCA,Distillate,2040,21.28951377163523
SRCA,Uranium,2040,0.7155741621286488
SRCA,Hydrogen,2040,16.0
SRCA,Waste_biomass,2040,1.0
SPPC,Coal,2040,1.5253965223456467
SPPC,Naturalgas,2040,3.8637787884267625
SPPC,Distillate,2040,17.164698535262204
