GENERATION_PROJECT,gen_tech,gen_energy_source,gen_load_zone,gen_max_age,gen_is_variable,gen_is_baseload,gen_full_load_heat_rate,gen_variable_om,gen_connect_cost_per_mw,gen_dbid,gen_scheduled_outage_rate,gen_forced_outage_rate,gen_min_build_capacity,gen_is_cogen,gen_storage_efficiency,gen_store_to_release_ratio,gen_can_provide_cap_reserves,gen_self_discharge_rate,gen_discharge_efficiency,gen_land_use_rate,gen_storage_energy_to_power_ratio,gen_type,gen_capacity_limit_mw
MISW_petroleum_liquids_1,Petroleum Liquids,Diesel,MISW,40,FALSE,FALSE,.,5.708,0,MISW_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,679.8
MISW_small_hydroelectric_1,Small Hydroelectric,Water,MISW,100,FALSE,FALSE,.,0,0,MISW_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,315.1
MISW_solar_photovoltaic_1,Solar Photovoltaic,Solar,MISW,30,TRUE,FALSE,.,0,0,MISW_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,2841.5
NWPP_biomass_1,Biomass,Bio Solid,NWPP,50,FALSE,FALSE,.,8.278,0,NWPP_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,338.6
NWPP_conventional_hydroelectric_1,Conventional Hydroelectric,Water,NWPP,100,FALSE,FALSE,.,0,0,NWPP_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,30884.9
NWPP_conventional_steam_coal_1,Conventional Steam Coal,Coal,NWPP,65,FALSE,TRUE,10.965,1.879,0,NWPP_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,1629
NWPP_geothermal_1,Geothermal,Heat,NWPP,30,FALSE,FALSE,.,0,0,NWPP_geothermal_1,0.05,0.04,0,FALSE,.,.,1,.,.,.,.,Geothermal,30.8
NWPP_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,NWPP,100,FALSE,FALSE,.,0,0,NWPP_hydroelectric_pumped_storage_1,0.05,0.05,0,FALSE,0.749956,1,1,.,.,.,.,Hydro,314
NWPP_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,NWPP,60,FALSE,FALSE,7.388,4.199,0,NWPP_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,6421.2
NWPP_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,NWPP,50,FALSE,FALSE,12.302,5.279,0,NWPP_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,724.5
NWPP_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,NWPP,60,FALSE,FALSE,8.778,4.516,0,NWPP_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,305
NWPP_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,NWPP,50,FALSE,FALSE,9.21,1.056,0,NWPP_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,3
NWPP_nuclear_1,Nuclear,Uranium,NWPP,80,FALSE,TRUE,10.446,2.841,0,NWPP_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,1172
NWPP_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,NWPP,30,TRUE,FALSE,.,0,0,NWPP_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,3387.5
NWPP_petroleum_liquids_1,Petroleum Liquids,Diesel,NWPP,40,FALSE,FALSE,.,4.815,0,NWPP_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,15.3
NWPP_small_hydroelectric_1,Small Hydroelectric,Water,NWPP,100,FALSE,FALSE,.,0,0,NWPP_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,681.3
NWPP_solar_photovoltaic_1,Solar Photovoltaic,Solar,NWPP,30,TRUE,FALSE,.,0,0,NWPP_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1450.4
NYCW_biomass_1,Biomass,Bio Solid,NYCW,50,FALSE,FALSE,.,3.957,0,NYCW_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,1.264
NYCW_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,NYCW,60,FALSE,FALSE,8.203,3.927,0,NYCW_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,4245
NYCW_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,NYCW,50,FALSE,FALSE,10.195,5.279,0,NYCW_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,2076.9
NYCW_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,NYCW,60,FALSE,FALSE,8.612,4.43,0,NYCW_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,37.1
NYCW_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,NYCW,50,FALSE,FALSE,12.124,1.056,0,NYCW_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,15
NYCW_petroleum_liquids_1,Petroleum Liquids,Diesel,NYCW,40,FALSE,FALSE,.,5.214,0,NYCW_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,334.9
NYCW_solar_photovoltaic_1,Solar Photovoltaic,Solar,NYCW,30,TRUE,FALSE,.,0,0,NYCW_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,158.2
NYUP_biomass_1,Biomass,Bio Solid,NYUP,50,FALSE,FALSE,.,4.87,0,NYUP_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,120.4
NYUP_conventional_hydroelectric_1,Conventional Hydroelectric,Water,NYUP,100,FALSE,FALSE,.,0,0,NYUP_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,3442.8
NYUP_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,NYUP,100,FALSE,FALSE,.,0,0,NYUP_hydroelectric_pumped_storage_1,0.05,0.05,0,FALSE,0.749956,1,1,.,.,.,.,Hydro,1405.1
NYUP_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,NYUP,60,FALSE,FALSE,7.783,3.854,0,NYUP_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,6941.4
NYUP_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,NYUP,50,FALSE,FALSE,8.78,5.279,0,NYUP_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,47.5
NYUP_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,NYUP,60,FALSE,FALSE,8.268,4.253,0,NYUP_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,18.5
NYUP_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,NYUP,50,FALSE,FALSE,9.21,1.056,0,NYUP_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,49.2
NYUP_nuclear_1,Nuclear,Uranium,NYUP,80,FALSE,TRUE,10.446,2.841,0,NYUP_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,3375.3
NYUP_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,NYUP,30,TRUE,FALSE,.,0,0,NYUP_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,2115
NYUP_petroleum_liquids_1,Petroleum Liquids,Diesel,NYUP,40,FALSE,FALSE,.,4.822,0,NYUP_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,55.8
NYUP_small_hydroelectric_1,Small Hydroelectric,Water,NYUP,100,FALSE,FALSE,.,0,0,NYUP_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,499.3
NYUP_solar_photovoltaic_1,Solar Photovoltaic,Solar,NYUP,30,TRUE,FALSE,.,0,0,NYUP_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,1546.3
PJMC_biomass_1,Biomass,Bio Solid,PJMC,50,FALSE,FALSE,.,4.806,0,PJMC_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,19.1
PJMC_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJMC,100,FALSE,FALSE,.,0,0,PJMC_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,10.4
PJMC_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJMC,65,FALSE,TRUE,11.373,1.879,0,PJMC_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,42.4
PJMC_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJMC,60,FALSE,FALSE,7.137,3.61,0,PJMC_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,5038.4
PJMC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJMC,50,FALSE,FALSE,11.557,5.279,0,PJMC_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,8649.2
PJMC_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJMC,60,FALSE,FALSE,8.537,4.392,0,PJMC_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,111.4
PJMC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJMC,50,FALSE,FALSE,9.21,1.056,0,PJMC_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,1.8
PJMC_nuclear_1,Nuclear,Uranium,PJMC,80,FALSE,TRUE,10.446,2.841,0,PJMC_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,6516
PJMC_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,PJMC,30,TRUE,FALSE,.,0,0,PJMC_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,2059.5
PJMC_petroleum_liquids_1,Petroleum Liquids,Diesel,PJMC,40,FALSE,FALSE,.,5.493,0,PJMC_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,49.9
PJMC_small_hydroelectric_1,Small Hydroelectric,Water,PJMC,100,FALSE,FALSE,.,0,0,PJMC_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,22
PJMC_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJMC,30,TRUE,FALSE,.,0,0,PJMC_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,279.5
PJMD_biomass_1,Biomass,Bio Solid,PJMD,50,FALSE,FALSE,.,5.626,0,PJMD_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,319.2
PJMD_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJMD,100,FALSE,FALSE,.,0,0,PJMD_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,613.1
PJMD_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJMD,65,FALSE,TRUE,10.075,1.879,0,PJMD_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,1038.9
PJMD_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,PJMD,100,FALSE,FALSE,.,0,0,PJMD_hydroelectric_pumped_storage_1,0.05,0.05,0,FALSE,0.749956,1,1,.,.,.,.,Hydro,3003
PJMD_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJMD,60,FALSE,FALSE,7.199,3.694,0,PJMD_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,8015.4
PJMD_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJMD,50,FALSE,FALSE,10.775,5.279,0,PJMD_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,3783.5
PJMD_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJMD,60,FALSE,FALSE,8.16,4.198,0,PJMD_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,2.3
PJMD_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJMD,50,FALSE,FALSE,9.21,1.056,0,PJMD_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,2.4
PJMD_nuclear_1,Nuclear,Uranium,PJMD,80,FALSE,TRUE,10.446,2.841,0,PJMD_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,3708
PJMD_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,PJMD,30,TRUE,FALSE,.,0,0,PJMD_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,208
PJMD_petroleum_liquids_1,Petroleum Liquids,Diesel,PJMD,40,FALSE,FALSE,.,5.658,0,PJMD_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,35.4
PJMD_small_hydroelectric_1,Small Hydroelectric,Water,PJMD,100,FALSE,FALSE,.,0,0,PJMD_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,10.9
PJMD_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJMD,30,TRUE,FALSE,.,0,0,PJMD_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,3883.6
PJME_biomass_1,Biomass,Bio Solid,PJME,50,FALSE,FALSE,.,5.355,0,PJME_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,393.3
PJME_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJME,100,FALSE,FALSE,.,0,0,PJME_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,579.1
PJME_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJME,65,FALSE,TRUE,12.794,1.879,0,PJME_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,3111.4
PJME_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,PJME,100,FALSE,FALSE,.,0,0,PJME_hydroelectric_pumped_storage_1,0.05,0.05,0,FALSE,0.749956,1,1,.,.,.,.,Hydro,1972
PJME_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJME,60,FALSE,FALSE,7.399,3.669,0,PJME_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,28161.1
PJME_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJME,50,FALSE,FALSE,12.736,5.279,0,PJME_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,4868.3
PJME_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJME,60,FALSE,FALSE,9.351,4.81,0,PJME_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,261.5
PJME_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJME,50,FALSE,FALSE,11.239,1.056,0,PJME_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,88.6
PJME_nuclear_1,Nuclear,Uranium,PJME,80,FALSE,TRUE,10.446,2.841,0,PJME_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,12762.7
PJME_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,PJME,30,TRUE,FALSE,.,0,0,PJME_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,582.2
PJME_petroleum_liquids_1,Petroleum Liquids,Diesel,PJME,40,FALSE,FALSE,.,5.433,0,PJME_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,319.2
PJME_small_hydroelectric_1,Small Hydroelectric,Water,PJME,100,FALSE,FALSE,.,0,0,PJME_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,100.5
PJME_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJME,30,TRUE,FALSE,.,0,0,PJME_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,2021.8
PJMW_biomass_1,Biomass,Bio Solid,PJMW,50,FALSE,FALSE,.,4.932,0,PJMW_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,109.5
PJMW_conventional_hydroelectric_1,Conventional Hydroelectric,Water,PJMW,100,FALSE,FALSE,.,0,0,PJMW_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,626
PJMW_conventional_steam_coal_1,Conventional Steam Coal,Coal,PJMW,65,FALSE,TRUE,10.811,1.879,0,PJMW_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,5556
PJMW_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,PJMW,100,FALSE,FALSE,.,0,0,PJMW_hydroelectric_pumped_storage_1,0.05,0.05,0,FALSE,0.749956,1,1,.,.,.,.,Hydro,238
PJMW_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,PJMW,60,FALSE,FALSE,7.011,3.651,0,PJMW_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,17972.5
PJMW_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,PJMW,50,FALSE,FALSE,12.488,5.279,0,PJMW_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,11572.7
PJMW_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,PJMW,60,FALSE,FALSE,9.889,5.087,0,PJMW_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,73.3
PJMW_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,PJMW,50,FALSE,FALSE,9.314,1.056,0,PJMW_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,33.7
PJMW_nuclear_1,Nuclear,Uranium,PJMW,80,FALSE,TRUE,10.446,2.841,0,PJMW_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,6326
PJMW_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,PJMW,30,TRUE,FALSE,.,0,0,PJMW_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,2504
PJMW_petroleum_liquids_1,Petroleum Liquids,Diesel,PJMW,40,FALSE,FALSE,.,5.093,0,PJMW_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,78.5
PJMW_small_hydroelectric_1,Small Hydroelectric,Water,PJMW,100,FALSE,FALSE,.,0,0,PJMW_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,244.6
PJMW_solar_photovoltaic_1,Solar Photovoltaic,Solar,PJMW,30,TRUE,FALSE,.,0,0,PJMW_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,4033.2
RMRG_biomass_1,Biomass,Bio Solid,RMRG,50,FALSE,FALSE,.,5.236,0,RMRG_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,25.1
RMRG_conventional_hydroelectric_1,Conventional Hydroelectric,Water,RMRG,100,FALSE,FALSE,.,0,0,RMRG_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,655.7
RMRG_conventional_steam_coal_1,Conventional Steam Coal,Coal,RMRG,65,FALSE,TRUE,10.802,1.879,0,RMRG_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,5135
RMRG_hydroelectric_pumped_storage_1,Hydroelectric Pumped Storage,Electricity,RMRG,100,FALSE,FALSE,.,0,0,RMRG_hydroelectric_pumped_storage_1,0.05,0.05,0,FALSE,0.749956,1,1,.,.,.,.,Hydro,580.8
RMRG_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,RMRG,60,FALSE,FALSE,8.308,4.038,0,RMRG_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,3537.5
RMRG_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,RMRG,50,FALSE,FALSE,12.036,5.279,0,RMRG_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,3018.7
RMRG_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,RMRG,60,FALSE,FALSE,8.804,4.529,0,RMRG_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,243.4
RMRG_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,RMRG,30,TRUE,FALSE,.,0,0,RMRG_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,6871.1
RMRG_petroleum_liquids_1,Petroleum Liquids,Diesel,RMRG,40,FALSE,FALSE,.,5.916,0,RMRG_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,11.8
RMRG_small_hydroelectric_1,Small Hydroelectric,Water,RMRG,100,FALSE,FALSE,.,0,0,RMRG_small_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,228.2
RMRG_solar_photovoltaic_1,Solar Photovoltaic,Solar,RMRG,30,TRUE,FALSE,.,0,0,RMRG_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,2191.5
SPPC_biomass_1,Biomass,Bio Solid,SPPC,50,FALSE,FALSE,.,4.969,0,SPPC_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,13.6
SPPC_conventional_hydroelectric_1,Conventional Hydroelectric,Water,SPPC,100,FALSE,FALSE,.,0,0,SPPC_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,52
SPPC_conventional_steam_coal_1,Conventional Steam Coal,Coal,SPPC,65,FALSE,TRUE,11.661,1.879,0,SPPC_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,5317.5
SPPC_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,SPPC,60,FALSE,FALSE,7.789,4.194,0,SPPC_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,1782
SPPC_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,SPPC,50,FALSE,FALSE,12.744,5.279,0,SPPC_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,3109
SPPC_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,SPPC,60,FALSE,FALSE,11.503,5.917,0,SPPC_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,366.2
SPPC_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,SPPC,50,FALSE,FALSE,10.542,1.056,0,SPPC_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,10.5
SPPC_nuclear_1,Nuclear,Uranium,SPPC,80,FALSE,TRUE,10.446,2.841,0,SPPC_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,1255
SPPC_onshore_wind_turbine_1,Onshore Wind Turbine,Wind,SPPC,30,TRUE,FALSE,.,0,0,SPPC_onshore_wind_turbine_1,0,0,0,FALSE,.,.,1,.,.,.,.,Wind,6620.3
SPPC_petroleum_liquids_1,Petroleum Liquids,Diesel,SPPC,40,FALSE,FALSE,.,6.673,0,SPPC_petroleum_liquids_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Petroleum,106.3
SPPC_solar_photovoltaic_1,Solar Photovoltaic,Solar,SPPC,30,TRUE,FALSE,.,0,0,SPPC_solar_photovoltaic_1,0,0,0,FALSE,.,.,1,.,.,.,.,Solar,81.9
SPPN_biomass_1,Biomass,Bio Solid,SPPN,50,FALSE,FALSE,.,4.465,0,SPPN_biomass_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Biomass,17.4
SPPN_conventional_hydroelectric_1,Conventional Hydroelectric,Water,SPPN,100,FALSE,FALSE,.,0,0,SPPN_conventional_hydroelectric_1,0.05,0.05,0,FALSE,.,.,1,.,.,.,.,Hydro,2465
SPPN_conventional_steam_coal_1,Conventional Steam Coal,Coal,SPPN,65,FALSE,TRUE,11.147,1.879,0,SPPN_conventional_steam_coal_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Coal,4175.2
SPPN_natural_gas_fired_combined_cycle_1,Natural Gas Fired Combined Cycle,Naturalgas,SPPN,60,FALSE,FALSE,7.985,4.551,0,SPPN_natural_gas_fired_combined_cycle_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,644.6
SPPN_natural_gas_fired_combustion_turbine_1,Natural Gas Fired Combustion Turbine,Naturalgas,SPPN,50,FALSE,FALSE,11.053,5.279,0,SPPN_natural_gas_fired_combustion_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,2417
SPPN_natural_gas_internal_combustion_engine_1,Natural Gas Internal Combustion Engine,Naturalgas,SPPN,60,FALSE,FALSE,8.653,4.451,0,SPPN_natural_gas_internal_combustion_engine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,341.4
SPPN_natural_gas_steam_turbine_1,Natural Gas Steam Turbine,Naturalgas,SPPN,50,FALSE,FALSE,9.21,1.056,0,SPPN_natural_gas_steam_turbine_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Naturalgas,7.5
SPPN_nuclear_1,Nuclear,Uranium,SPPN,80,FALSE,TRUE,10.446,2.841,0,SPPN_nuclear_1,0.06,0.04,0,FALSE,.,.,1,.,.,.,.,Nuclear,770
