Time_Index,waste_biomass,None,mountain_coal,mountain_naturalgas,pacific_naturalgas,pacific_distillate,south_atlantic_coal,south_atlantic_naturalgas,south_atlantic_uranium,south_atlantic_distillate,new_england_naturalgas,new_england_uranium,new_england_distillate,east_north_central_coal,east_north_central_naturalgas,east_north_central_uranium,east_north_central_distillate,west_south_central_coal,west_south_central_naturalgas,west_south_central_uranium,west_south_central_distillate,pacific_coal,pacific_uranium,middle_atlantic_naturalgas,middle_atlantic_distillate,middle_atlantic_uranium,middle_atlantic_coal,west_north_central_coal,west_north_central_naturalgas,west_north_central_uranium,west_north_central_distillate,east_south_central_coal,east_south_central_naturalgas,east_south_central_uranium,mountain_uranium,hydrogen,pacific_naturalgas_ccs90,south_atlantic_naturalgas_ccs90,east_north_central_naturalgas_ccs90,west_south_central_naturalgas_ccs90,mountain_naturalgas_ccs90,west_north_central_naturalgas_ccs90,east_south_central_naturalgas_ccs90
2084,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2085,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2086,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2087,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2088,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2089,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2090,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2091,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2092,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2093,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2094,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2095,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2096,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2097,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2098,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2099,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2100,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2101,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2102,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2103,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2104,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2105,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2106,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2107,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2108,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2109,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2110,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2111,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2112,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2113,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2114,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2115,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2116,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2117,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2118,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2119,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2120,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2121,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2122,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2123,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2124,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2125,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2126,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2127,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2128,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2129,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2130,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2131,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2132,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2133,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2134,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2135,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2136,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2137,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2138,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2139,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2140,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2141,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2142,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2143,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2144,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2145,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2146,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2147,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2148,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2149,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2150,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2151,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2152,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2153,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2154,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2155,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2156,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2157,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2158,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2159,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
2160,1.0,0.0,1.31,4.4,4.19,22.08,2.22,3.98,0.74,22.06,3.44,0.74,19.95,1.79,3.05,0.74,17.88,1.69,3.49,0.74,19.38,1.78,0.74,2.82,23.79,0.74,1.63,1.51,3.81,0.74,17.94,1.69,3.68,0.74,0.74,16.0,4.19,3.98,3.05,3.49,4.4,3.81,3.68
