Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
5000.0,1.0,1.0,1.0,5000.0,1.0,8760.0,1.0,1,24816,20936,32356,30409,26420,30405,13653,26197,35336,44388,12831,10777,16638,15255,41354,43798,21355,13123,8817,21239,30054,30227,34205,24775,55091,2448
,,,,,,,,2,23980,19942,30820,27897,25034,28544,12881,24739,33937,42025,12261,10315,15600,14355,38620,41286,20611,11392,7606,18248,28151,28462,32133,23797,52881,2350
,,,,,,,,3,22955,18940,29271,26552,24497,27476,12307,23188,31644,40034,12030,10072,15154,14174,37792,40433,19839,10740,7181,16959,28320,27232,30840,22834,49784,2212
,,,,,,,,4,22054,17787,27488,26073,23877,27163,12072,22624,31277,38221,11702,9749,14755,14091,37439,40010,18467,10680,7106,16500,28562,26625,30399,22124,48284,2145
,,,,,,,,5,20918,16373,25297,25868,23520,27057,11871,21934,30976,35249,11421,9494,14404,14048,37404,39779,19001,10666,7086,16091,28882,26070,29936,21085,47254,2100
,,,,,,,,6,20845,15928,24607,26688,24061,27131,11939,21405,30721,34635,11462,9503,14426,14672,38568,40527,18828,10651,7078,15795,30503,26166,30240,20817,46421,2063
,,,,,,,,7,20644,15507,23955,27750,24813,28013,12401,21854,31668,34304,11748,9669,14684,15262,40410,41824,18444,10960,7308,16220,31936,26964,31086,20728,47485,2110
,,,,,,,,8,20646,15208,23494,31247,24212,28839,12904,22090,32973,34147,11739,9663,15184,16062,41089,43202,18718,11340,7632,16591,33798,27974,32713,21007,49621,2205
,,,,,,,,9,21265,15485,23923,34443,23128,29878,13358,23559,34806,35604,11632,9558,15829,16568,42311,44806,19113,11606,7990,17460,33575,29762,34458,21685,52090,2315
,,,,,,,,10,22058,15909,24588,37814,23761,31283,14165,24682,36708,38759,11839,9737,16455,17004,44152,47145,19708,11901,8324,18124,33540,31354,36178,22512,54740,2432
,,,,,,,,11,22426,16150,24953,41098,24803,32943,15166,26688,39547,40930,12330,10133,17252,16979,45759,48946,20711,12598,8880,19096,33490,33032,37786,23157,58455,2598
,,,,,,,,12,23125,16957,26204,43894,25614,34208,16015,27902,41904,44182,12699,10476,17657,17582,47318,51085,21989,13160,9348,19632,34934,34767,40183,23949,60937,2708
,,,,,,,,13,24336,18165,28072,46554,26708,35872,17142,29627,44232,47251,13288,10943,18388,18371,49578,53962,23036,13736,9802,20812,36345,36918,42779,24921,64009,2844
