period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2030,919034.7807325202,SWITCH,BASN,BASN_batteries_1,Battery,base_short,all,MWh,2030
2040,977704.4189436499,SWITCH,BASN,BASN_batteries_1,Battery,base_short,all,MWh,2040
2030,0.0,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short,all,MWh,2030
2040,5413299.622285866,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short,all,MWh,2040
2050,21940857.483365126,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_biomass_1,Other,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_biomass_1,Other,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_biomass_1,Other,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_biomass_2,Other,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_biomass_2,Other,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_biomass_2,Other,base_short,all,MWh,2050
2030,13368659.163377613,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short,all,MWh,2030
2040,12765866.765098652,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short,all,MWh,2040
2050,10569425.068981862,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short,all,MWh,2040
2050,255.0,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short,all,MWh,2030
2040,14746.0,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short,all,MWh,2040
2050,14793.718422015949,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short,all,MWh,2050
2030,3667256.698758979,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short,all,MWh,2030
2040,3277132.0560791874,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short,all,MWh,2040
2050,2864389.6555937133,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short,all,MWh,2050
2030,4229066.950242853,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short,all,MWh,2030
2040,3885719.1034646677,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short,all,MWh,2040
2050,2397395.8152018962,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydro,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydro,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydro,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydro,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydro,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydro,base_short,all,MWh,2050
2030,9905729.398884237,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0,Wind,base_short,all,MWh,2030
2040,10251812.990350343,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0,Wind,base_short,all,MWh,2040
2050,10288723.77993798,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0,Wind,base_short,all,MWh,2050
2030,27762917.090702705,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1,Wind,base_short,all,MWh,2030
2040,31463013.156325802,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1,Wind,base_short,all,MWh,2040
2050,31307347.32414912,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10,Wind,base_short,all,MWh,2040
2050,5021951.090229237,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_12,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_12,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_12,Wind,base_short,all,MWh,2050
2030,2219496.420458296,SWITCH,BASN,BASN_landbasedwind_class3_moderate_13,Wind,base_short,all,MWh,2030
2040,5140258.93220716,SWITCH,BASN,BASN_landbasedwind_class3_moderate_13,Wind,base_short,all,MWh,2040
2050,5165891.227220407,SWITCH,BASN,BASN_landbasedwind_class3_moderate_13,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_14,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_14,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_14,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_15,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_15,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_15,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_16,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_16,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_16,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_17,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_17,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_17,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_18,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_18,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_18,Wind,base_short,all,MWh,2050
2030,4431426.945630367,SWITCH,BASN,BASN_landbasedwind_class3_moderate_19,Wind,base_short,all,MWh,2030
2040,4526370.441732082,SWITCH,BASN,BASN_landbasedwind_class3_moderate_19,Wind,base_short,all,MWh,2040
2050,4523154.2903622035,SWITCH,BASN,BASN_landbasedwind_class3_moderate_19,Wind,base_short,all,MWh,2050
2030,12310494.255852234,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2,Wind,base_short,all,MWh,2030
2040,13448555.92339396,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2,Wind,base_short,all,MWh,2040
2050,13395928.091733215,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_20,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_20,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_20,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_21,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_21,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_21,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_22,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_22,Wind,base_short,all,MWh,2040
2050,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_22,Wind,base_short,all,MWh,2050
2030,2746131.1076397104,SWITCH,BASN,BASN_landbasedwind_class3_moderate_23,Wind,base_short,all,MWh,2030
2040,2833337.0389174,SWITCH,BASN,BASN_landbasedwind_class3_moderate_23,Wind,base_short,all,MWh,2040
2050,2857105.3334925342,SWITCH,BASN,BASN_landbasedwind_class3_moderate_23,Wind,base_short,all,MWh,2050
2030,4147174.6493062507,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3,Wind,base_short,all,MWh,2030
2040,4591315.356950369,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3,Wind,base_short,all,MWh,2040
2050,4582023.465949507,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4,Wind,base_short,all,MWh,2030
2040,16123055.695403894,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4,Wind,base_short,all,MWh,2040
2050,15370491.407412978,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5,Wind,base_short,all,MWh,2030
2040,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5,Wind,base_short,all,MWh,2040
2050,20321421.692715384,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5,Wind,base_short,all,MWh,2050
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6,Wind,base_short,all,MWh,2030
2040,11174012.839715768,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6,Wind,base_short,all,MWh,2040
