model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-debug-foresight,MWh,8247142
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-debug-foresight,MWh,8558472
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-debug-foresight,MWh,9400169
USENSYS,BASN,BASN_battery_moderate_0,Battery,2030,26z-debug-foresight,MWh,8097
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-debug-foresight,MWh,46818885
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-debug-foresight,MWh,163342004
USENSYS,BASN,BASN_biomass_1,Biomass,2030,26z-debug-foresight,MWh,79502
USENSYS,BASN,BASN_biomass_1,Biomass,2040,26z-debug-foresight,MWh,45780
USENSYS,BASN,BASN_biomass_1,Biomass,2050,26z-debug-foresight,MWh,33190
USENSYS,BASN,BASN_biomass_2,Biomass,2030,26z-debug-foresight,MWh,41392
USENSYS,BASN,BASN_biomass_2,Biomass,2040,26z-debug-foresight,MWh,30044
USENSYS,BASN,BASN_biomass_2,Biomass,2050,26z-debug-foresight,MWh,22483
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-debug-foresight,MWh,22478160
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-debug-foresight,MWh,15540240
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-debug-foresight,MWh,12947280
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-debug-foresight,MWh,3882200
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-debug-foresight,MWh,4555160
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-debug-foresight,MWh,4564013
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-debug-foresight,MWh,3793080
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-debug-foresight,MWh,2514120
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-debug-foresight,MWh,490560
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2040,26z-debug-foresight,MWh,286315
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2050,26z-debug-foresight,MWh,9486620
USENSYS,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydrogen,2050,26z-debug-foresight,MWh,858149
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-debug-foresight,MWh,21104537
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-debug-foresight,MWh,21104537
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2050,26z-debug-foresight,MWh,21104537
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2030,26z-debug-foresight,MWh,12080836
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2040,26z-debug-foresight,MWh,12080836
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,26z-debug-foresight,MWh,12080836
