Zone,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
t1,10.122436939126617,11.45370454274991,11.256638222016957,46.37071438681372,10.573000572165615,10.101315230606806,10.877533746974406,11.558459836420319,11.178778718476671,10.376390177344703,12.73797536349001,11.404853733458832,10.572997132559472,12.563747924091075,12.386239634327833,11.38089958761808,9.092422434698731,9.591277257573863,10.45302960507285,10.86555760199763,13.50314008708732,10.5730000135443,12.171889660835197,10.285109867758322,11.33396569100844,10.503354676898894
t2,9.65856347601742,11.332040248926655,10.562447494443639,46.37071393847174,10.572998403149363,9.478368869265706,10.206718107916858,10.572997129987327,10.22569672206548,9.736479191613727,11.953258725603169,10.702264714301457,9.930597875024242,11.077249283770703,11.623191061143729,10.679795155763053,8.531693950992672,8.999784588387508,9.561823895110548,9.939170926949924,12.351869481044647,10.482390869403797,11.134126481738589,9.650829271739221,10.167493238029213,9.607848973639468
t3,8.54086190798504,9.84512167339319,10.562445553415573,46.37071405115117,10.572776948540861,8.62196399848511,9.28450411727819,9.586802695012215,8.84576444865005,8.856750810720968,10.87325881367904,9.735294348583961,9.033332038769503,10.573001401581465,10.573012518969456,9.714837304493914,7.7608235306922415,8.186620806795364,8.271481975194359,9.012095745304453,11.199759194664908,9.97678109506341,10.095594844640658,9.650826822468824,9.219130770078403,8.711677940450375
t4,7.897980355846722,9.445364578747698,10.133560679549712,46.37071401165476,10.572787830452466,8.621952921025391,9.284492161337267,9.00771564764301,8.613514791607326,6.877717695625439,10.87324560646529,9.735282746125069,9.033321867225338,10.573001155202963,10.572999812281251,9.714824943550761,6.026675484825002,7.971667231490162,8.128647927094757,8.46772170923971,10.975744209316266,9.535263872730075,9.893663762077264,9.25895740116928,8.832762113431015,8.185450629952399
t5,7.437139710397002,8.616619525527643,9.244437769009647,46.37071386770098,10.572986351150847,8.621952851313795,9.284492141117708,8.988266957790417,8.543808088101564,6.822055516863305,10.873245349927664,9.735282614240301,9.033321011928031,10.573001346599119,10.572999758046649,9.714824912134436,5.9778982583352285,7.971651223818623,8.12864651019776,8.449435699764582,11.235773000749443,9.535269837264327,10.128058029942785,8.446572885998828,8.813687860552653,8.167774194818456
t6,6.578764618246137,8.616590819356706,9.244405994575855,46.37071365506777,10.572980993031086,8.621953577056804,9.284493204321956,8.915520098050063,8.543803238608312,6.822053589975897,10.873246248289668,9.735283324256947,9.033323891377297,10.573002322484713,10.573000475717533,9.714825721661992,5.977895141547933,7.907144393276184,8.06285849973579,8.381047626629451,11.342214034510127,10.103704955228793,10.224000302056476,8.446543870832725,8.742351640347024,8.101665674857829
t7,6.260531521363953,8.6165764225429,9.244389997080287,46.37071343186206,10.19908466667667,8.692271825745676,9.360215664729488,9.493358718543629,8.613477396559878,6.822053089752172,10.961925361812716,9.814681184717115,9.10699259362929,10.811992162777326,10.659230679571072,9.794057157618596,7.244102001477808e-6,7.811514528501763,8.054274847603091,8.080890671989055,12.087488428425107,10.572995725113708,10.895796326838672,8.44652925610169,8.429255059528925,7.81151441287103
t8,7.437120816063079,8.616573629967458,9.244389394000567,46.37071231411246,9.262226642305913,9.560307769767437,10.29495491966672,9.96647264151698,9.639100756129265,6.822052879831307,11.65499041828329,10.43520844536406,10.191378402029553,11.891713195153649,11.333158768306454,10.7721204978169,5.977886155270683,9.07757694064981,9.013312888163954,9.369000641927089,13.294589314969079,10.573000242549783,11.134605061646932,8.446528796479662,9.772892452100812,9.056685435350165
t9,7.2187011402867425,8.36351361865828,8.97288598399616,10.573002710028831,8.672024138976964,7.603181760320503,8.187435786462913,8.19223735514904,7.53426125181031,6.822053864766922,9.588462107115449,8.58496009511696,7.965942567312041,9.457316591687666,9.323692660234444,8.566919870743222,5.977897531208196,7.21927849983222,7.16815910730261,7.215071708900726,10.573004087010917,8.672022080685156,9.788082786855002,8.198457935552696,7.526111683337416,6.974557351459842
t10,7.041035843487123,8.260981195432914,7.699959998969933,10.573001448846368,8.672014027308078,6.8169634929548995,7.340801836901024,7.121999985560397,6.755171610402228,6.822053982647553,8.596958938231063,7.697225541167186,7.142215858713325,9.45730992308699,8.359567251767382,7.681045726922293,5.977896866098154,6.472758693487151,6.347757278549955,6.335424835702542,10.57300018247889,7.539081335481579,9.788081695276913,7.035394900955926,6.608543979384226,6.124233356973204
t11,6.037599293374074,7.083693882361346,6.602616696895573,10.573000723915007,8.671823194076422,5.992426721967494,6.452903726815435,7.980214188697756,5.265865128816178,6.417413982217879,8.5967674626994,7.697056062934675,6.278339309609316,9.45730136278256,8.359380880039977,6.751995025331171,5.3331864447100585,5.689854935249628,5.579954775669196,5.570934897430586,10.572999272648156,7.5386987554573635,9.788081314830693,6.032761060840613,6.980096711257021,5.385227788923047
t12,6.260364515668767,7.0836927178398685,6.602616181764286,10.57300051719547,8.67202402634631,7.603139404838462,8.187388957561586,8.67206467824,6.681202916835727,6.822052353412579,9.588410103401538,8.584912236540227,7.965909113520992,9.457310858814012,9.323641019870454,8.566872138193553,5.977901022261974,7.219239514077971,7.079826538529275,7.068363385218192,10.572999027628665,8.408523878597137,9.788081366898654,6.504669541861084,7.5261105881931,6.832739919897598
t13,7.2205067904973825,7.083692203126775,6.602614643877177,10.573000611271858,8.672024812124707,7.603177353262591,8.187428716731114,9.179915940007321,6.864600171103313,6.822053533882292,9.588457247718626,8.584954729453054,7.965939615823137,9.45731266482024,9.323687280162993,8.566914762317117,6.843791994668662,7.219276060593016,7.168156552213941,7.068398294224966,10.572998986879686,8.672020081898626,9.788081286553634,6.504670351889813,7.526110919332761,6.832773487044681
t14,6.260367502419914,7.083691812441034,6.602609529437219,10.573001032751478,8.672026265918507,7.603177959348566,8.187430003008684,9.294780712904181,6.864607148326577,6.822054533544681,9.588457888257926,8.584955631354825,7.965939586290469,9.457312947912522,9.323687948988956,8.566915357308657,6.843793838466839,7.219277821467445,7.168158747447965,7.068398761666499,10.572998692527142,8.672021674000902,9.788081228360264,6.504671063093814,7.526111019952001,6.8327739574988735
t15,6.260362814137506,7.083690472613225,5.943273347924766,10.57300104865609,8.920878330888451,7.603178972627257,8.187431526669574,9.294776343667559,6.864601708592419,6.82205551260331,9.588458900431483,8.584956860898977,7.9659403229775485,9.457313472348948,9.323689032669002,8.566916388401651,6.843793623391106,7.219277750500206,7.16815856407717,7.068399998589725,10.572998982137996,8.672021778677225,9.788081101632299,6.50467181983555,7.526111589799357,6.832775229884607
t16,6.260362484264534,7.083690695692439,6.044278876480251,10.573001307002416,9.672169145192058,7.603181567457447,8.187434568064218,9.179930085195844,6.864603318328206,6.822059272770009,9.588462457894519,8.584960176244714,7.965942543705348,9.457315442358938,9.323692295715624,8.566919306055931,6.8437987615572995,7.219282977392681,7.155301490486426,7.06840219931729,10.572999363939907,8.672023401738077,9.788081248648842,6.504676788098097,7.526112565620171,6.832777295893122
t17,6.809054986381729,7.083697629059404,6.6026183902840865,10.57300347981483,10.968173932716079,8.621952140337859,9.284491671063778,9.29479102365154,8.543780868745145,7.819129497688444,10.87324655406335,9.735283396075962,9.033320418489595,10.57330632510575,10.572999257630249,9.714823992791484,7.760814041276854,8.186610567801218,8.11403087619685,8.015515954905872,10.57300039141897,9.41848946562296,9.788084132642132,7.226302601589255,8.361062647371346,7.748319026766487
t18,8.913086780513401,8.74419197588115,8.150348430173533,46.3707178130267,14.260423155439536,11.209949946761895,12.071361722394165,12.067769380530727,11.10833222632769,11.515213844750834,14.137001178860414,12.65746338863964,11.744793136269905,13.943643672723956,13.746630596664234,12.630862466484439,10.090328908746955,10.64393427516901,10.536046767281931,10.136041765145507,14.098145207083105,12.397408084951834,12.708232282532748,8.920234649816416,10.573001747768725,9.798157135207711
t19,28.474665175818497,25.589964465847746,26.03795182866513,46.37072021535916,18.204997418501396,35.812483600231964,40.35191361339462,40.76477350367811,35.48785073371936,28.246809487153286,38.1295392728131,20.510507132581793,37.52115150987144,36.55278853854084,37.076655053595815,40.35187968360741,32.23562558547754,34.004230548497574,33.702755293205534,32.42322477805456,46.370718965570696,52.05479073675569,42.92824300930267,28.49750257629431,33.82097708676915,31.342397475779755
t20,32.437034702794655,31.179491840307335,29.661240680205598,46.37072066484048,18.20501547351897,39.944811593940486,43.01429944298555,40.76477983141184,39.58272697012786,31.280101565247286,39.44351564565042,20.510526936433358,41.850646072793694,36.55282864983813,38.35434684319629,40.35192000027872,35.697261863273766,37.92790788675808,37.32193132326098,38.32102084415582,46.370718931338665,103.75999911841377,42.92824529113677,33.724514785660354,39.97302575761727,37.043590760378
t21,32.43703339144465,31.179495464519658,33.31697147719111,46.37071887674876,31.34578367876415,35.81248636427578,40.35191849928003,36.547632016592,35.375699543241936,28.24681025984071,39.44351641315603,35.31546102245598,37.487397312747724,36.55279270008455,38.35434696170181,40.35188281586805,32.23562784401398,34.00423260819663,33.07903977403776,33.29357018163766,40.864960225857345,45.87420188362262,38.48728587688397,36.46409723154109,34.72884402940852,32.183729674187106
t22,27.555541544291877,31.179493666464577,29.661240340680703,46.37071848375341,18.204594890991668,14.31041893380259,17.601527446780448,12.067771456149593,11.108337195588811,28.246801975903743,18.047040880987133,16.158287014155402,14.979701932693692,15.76132098516405,17.54869968439459,16.12433043336319,9.745888772940269,10.280595800293405,9.321635501393288,9.689500409469385,14.098148354465764,15.826464214191313,12.708233967003638,27.101251706448153,10.107212460854136,8.110529442666848e-7
t23,27.55554028828081,31.179492367380785,29.66123984612425,46.37071824543703,18.204582932343094,14.310408521259347,17.60151726890785,12.067768986082061,3.244016805751335e-5,28.246798730337886,18.047028509200285,16.15827507600702,14.979691165621567,15.761319497523514,17.548687155774537,16.124318822118834,4.186923872448143e-6,4.597886378015141e-6,1.2291040780131716e-6,1.7628452890495107e-6,14.098146518775982,15.826281894030716,12.70823227779895,27.101250779348145,4.533021486776721e-6,7.99053717274566e-8
t24,27.555537723020784,31.179490640558093,29.661239566705973,46.37071790602043,13.450140755483998,10.572998573093054,13.004570762045022,11.227693725632792,4.063353393369722e-6,26.27961728829491,13.333735222544778,11.938263063836901,11.067486870730036,12.611301612354648,12.965545017270811,11.91317510119849,6.746140741338922e-7,9.645258085872489e-7,1.9681717030930196e-7,7.555219433109802e-7,14.098133280523001,12.558701669939778,11.823572804404396,27.10124939927535,2.673518647142217e-6,3.838004998659248e-8
t25,27.12298623225016,31.17948545882215,29.661239085109894,46.3707170195654,10.984885437352398,8.621954975852793,10.604845441283178,9.452489151067732,1.906651781564419e-6,23.619228741698876,10.873251688010358,9.750116487474983,9.025197694314176,10.724529162648196,10.573004037242331,9.714828671196134,1.322712279859207e-7,3.999040411464493e-7,8.167547229786068e-8,4.3842627726284267e-7,11.042852497319956,10.573000354978976,9.954156056568227,27.101243290767208,1.3016416949763073e-6,-6.709210453111915e-9
t26,27.122943036831103,30.690007056572966,29.661235919954546,46.3707092368225,10.985060031116072,8.614124934199383,10.604739444406079,3.901561286040641e-5,8.4741571680824e-7,1.0692172576404332e-5,10.873158579259718,9.75027097041554,9.025119093812561,10.724441145414819,10.572914244485917,9.714745977090786,5.6364953948915655e-8,2.901679798569901e-7,2.0543535833302403e-8,2.2535544894363047e-7,10.767646489626426,10.309552713326054,9.706082713385213,27.097991665414398,4.758970810711437e-7,-5.848337935222031e-8
t27,0.00012556039224305123,0.00015340011900954263,0.00016392489641722699,38.971218464214914,10.985054075742132,6.246693189146019,10.337256201958233,2.7049072655529032e-5,1.2928436987619922e-6,3.99415382505963e-6,10.598822848476273,9.750265299450259,8.797409279462137,10.45385924298947,10.306153539679027,9.469637300858976,2.156103601170457e-8,2.5952908389867216e-7,2.6153653426244564e-8,1.8367322164690075e-7,10.767603136820236,10.309513570012145,9.70604288330214,0.0001425650214392771,3.026157434658658e-7,-7.380310375773789e-8
t28,7.2900526957533044e-6,1.7976456773747768e-5,1.771467301529573e-5,38.97122634147946,10.98505229167593,6.246175266717129,10.337252539301671,2.2071615213932243e-5,2.1297092315739447e-6,1.492398883271474e-6,10.334741596392483,9.750263943668523,8.578211882678298,10.193390034437769,10.049364487400704,9.233691053744083,4.6930425036869695e-9,2.504766639006882e-7,3.523838153138175e-8,1.6896149823139472e-7,10.767636055107513,10.3095447140669,9.706073517201785,1.0591410115756938e-5,2.2413036788912423e-7,-7.960390368164554e-8
