Line,New_Trans_Capacity,Cost_Trans_Capacity
1,1.2952616088616838e-10,129.52616088616838
2,1.4087218281495274e-10,140.87218281495274
3,1.7995543228719454e-10,179.95543228719453
4,1.2129135750964278e-10,121.29135750964278
5,2.2468831894256238e-11,22.46883189425624
6,4.594402055934913e-11,45.944020559349134
7,8.163534483870084e-11,81.63534483870083
8,6.067164971517623e-11,60.67164971517623
9,3.280396257092069e-10,328.03962570920686
10,6.07885181969224e-13,0.607885181969224
11,6.599796472073265e-14,0.06599796472073266
12,4.0800278659316944e-11,40.800278659316945
13,1.3793387795884933e-10,137.93387795884934
14,6.681856350863059e-14,0.06681856350863058
15,3.607909142005623e-14,0.03607909142005623
16,1.013206156065676e-10,101.3206156065676
17,1.0882670821290666e-10,108.82670821290665
18,1.2218276347386836e-11,12.218276347386835
19,1.0364395431179141e-11,10.36439543117914
20,3.698117170025842e-14,0.03698117170025842
21,1.0645208199789607e-11,10.645208199789607
22,1.2509932082207117e-11,12.509932082207117
23,5.328415565347443e-11,53.28415565347443
24,1.940342947056009e-11,19.40342947056009
25,7.335084648587988e-12,7.335084648587988
26,4.375781533830013e-14,0.04375781533830013
27,2.9541998083422333e-11,29.54199808342233
28,1.6777502388270091e-10,167.7750238827009
29,1.9737065742585136e-11,19.737065742585138
30,3.239008063848914e-11,32.39008063848914
31,1.3838195802296346e-10,138.38195802296346
32,1.4869046494816287e-11,14.869046494816287
33,5.855356520294022e-11,58.55356520294021
34,3.36548472629195e-12,3.3654847262919505
35,6.568821210134264e-12,6.5688212101342645
36,1.9833040673036686e-12,1.9833040673036682
37,8.337408745244782e-14,0.08337408745244783
38,1.6751102279909623e-10,167.51102279909625
39,6.304198546115916e-11,63.041985461159165
40,5.201091476538004e-11,52.010914765380036
41,2.225179075659222e-11,22.25179075659222
42,9.872213955062699e-11,98.72213955062699
43,5.708696123669414e-14,0.05708696123669414
44,3.83558885800653e-11,38.3558885800653
45,1.728919475289006e-12,1.728919475289006
46,1.7692413304031158e-11,17.692413304031156
47,1.1032800770496817e-10,110.32800770496817
48,7.254146130643649e-13,0.7254146130643649
49,6.782984443353381e-12,6.782984443353381
50,2.5684165290628195e-11,25.684165290628197
51,1.3876305405946827e-11,13.876305405946827
52,1.3090158267010018e-10,130.9015826701002
53,1.1239405172269173e-10,112.39405172269173
54,1.7770449430673306e-10,177.70449430673304
55,5.3515377880094374e-11,53.51537788009438
56,3.0176021471480226e-8,30176.021471480228
57,3.399367784652157e-11,33.993677846521564
