Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,3.148467189085052e11,9.362958186772814e9,8.321048504418326e9,1.2378473137057087e10,1.902055606213703e10,1.2021315444635077e10,1.2991597302203732e10,6.69106771096966e9,1.0828702099259539e10,1.5102134125734547e10,1.2429583120876917e10,1.904602439895475e9,6.744872892739983e9,5.235198507580797e9,6.694711897848057e9,1.4519552326692835e10,2.4196082198330616e10,8.645931814357126e9,4.0188028534967885e9,3.2954064621521106e9,8.43548189379016e9,1.5636014454922121e10,1.4710683340093912e10,1.739006931100403e10,8.589075619138111e9,2.198832383708598e10,3.902492756633583e9
cFix,2.3966704382810992e11,9.13987373276e9,6.97036994345e9,8.84306706371e9,1.3469289473320002e10,1.0753675699189999e10,1.1614121284840002e10,5.257792446959999e9,8.00912567874e9,1.324222672959e10,1.161521098083e10,1.6369248192799997e9,6.34771878902e9,4.1035469933900003e9,6.11179931584e9,1.1781950690039999e10,1.6930489460290003e10,8.588975405889999e9,3.8782905929199996e9,3.2080203089e9,7.992769613009999e9,1.205235299361e10,1.3332418781990002e10,1.3972116176730001e10,7.994190698499999e9,1.9107353608230003e10,3.71337254708e9
cVar,1.030166488490124e10,2.6985143440809358e7,2.392785155508132e8,8.692635467387106e8,1.1853409578283784e9,1.6992763419261497e8,3.6964329286187327e8,4.015455013589792e8,5.949357620352983e8,4.735948429905004e8,2.0720839832440212e8,3.4856226917298526e7,8.082165249573208e7,2.5331426174226502e8,1.1462208119248094e8,4.98492874390961e8,2.0341037111472645e9,7.095712448371265e6,3.162686809355938e7,1.994279981544721e7,4.473341333729995e7,8.446390950514001e8,3.131851575867696e8,7.390086258665618e8,1.163463305372753e8,6.111417745351691e8,2.0010704421080533e7
cFuel,3.0128741008232506e10,1.5997385521329445e8,9.775687152146602e8,2.359860689402247e9,3.6496691318464193e9,9.794384693971997e8,8.573967361010355e8,8.732197282940452e8,1.869917127410076e9,1.1531540802729414e9,5.573162408106284e8,1.9790380129736012e8,2.8986587479105836e8,8.003847935678641e8,4.237830066400222e8,1.907604212637142e9,4.436886594240947e9,4.0469379787266515e7,1.0065011815025999e8,6.172756424912057e7,3.0269576534005594e8,2.4269945879208584e9,9.55540335864189e8,2.3068412465097017e9,4.327858374204864e8,1.8790819345766008e9,1.2801118127265666e8
cNSE,329344.7868879501,12550.300472926154,12847.847010357407,13598.197421960243,11934.343279321947,12651.254427074824,12790.170196095942,12703.936983633621,12263.867022948007,13994.77588792526,14457.54116387185,12937.56678038787,11806.930250794681,12665.514153836231,12872.202863291795,13871.643276982853,13189.451709866737,12149.059800116365,11857.365731392805,11522.786314882676,12074.97028322858,13265.534630121547,12848.82727263482,12445.941548357758,12670.26751298064,13118.5966601947,10255.894232763807
cStart,4.956959233799964e9,3.611290505823473e7,1.338184823558426e8,3.062682390087085e8,7.162445647989538e8,1.182609906008376e8,1.5042319823062596e8,1.5849733041965297e8,3.547112672071415e8,2.3314447810521838e8,4.98330433707228e7,3.4904654834035814e7,2.645476950294028e7,7.793979336651383e7,4.449462197269047e7,3.31490677981456e8,7.945892432006938e8,9.379167171690572e6,8.223416967238109e6,5.704266401228335e6,9.527102713252054e7,3.120145128052324e8,1.0952621582568176e8,3.720908159562081e8,4.574008241283751e7,3.907334011475519e8,4.108806796561334e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,3.997105881781817e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,2.9752009549850693e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
