Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,2.4293880852331232e11,7.212899258208261e9,4.4434525290363245e9,5.033063078250361e9,1.3020264864764624e10,1.2198324306984709e10,8.042911703839465e9,3.8389411410036426e9,5.215492528312963e9,1.4349894500269573e10,8.470336054762955e9,2.371425304982123e9,5.302218845865809e9,4.860703957862061e9,6.234389310278187e9,1.151356520661742e10,1.2008790644757837e10,8.90505296739427e9,5.885141216090425e9,4.915345127612746e9,1.1358515900889187e10,1.1136707680413483e10,1.2308706305629436e10,1.1621324562807467e10,6.80786477622423e9,1.6694073021818007e10,5.590050784738154e9
cFix,1.9777880262130002e11,6.861926447900001e9,3.7402668733e9,4.3339319513e9,1.06059465824e10,1.1198504663099998e10,7.6778166955e9,3.3791242832e9,3.9316146371000004e9,1.37677178509e10,8.1354621881e9,2.267147729e9,4.8806151492e9,3.9760247564e9,5.6345617562e9,8.478635487e9,1.03360553359e10,8.8421087332e9,5.771318425500001e9,4.8425998861e9,1.1050771615099998e10,9.535282742900002e9,1.1325717403300003e10,9.9300860433e9,6.2199130212e9,1.5595170278199999e10,5.460482086e9
cVar,3.486388573199749e9,3.706454332308757e7,7.826900444284257e7,7.967049095297495e7,3.189865357816967e8,1.3763067878647193e8,6.601161337550869e7,7.117524587829025e7,1.9890605246269992e8,1.0405691465287714e8,5.1465252225085504e7,1.6190759484591177e7,8.806040027044523e7,1.9868371702856547e8,1.0936801576664703e8,5.1832923141562027e8,2.913932110909691e8,6.60497260347657e6,2.3152832442749903e7,1.4803595289453937e7,3.8297930616948545e7,3.063216007669329e8,1.857944186333506e8,2.6579703623879403e8,9.67389950014452e7,1.6704280021381944e8,1.6572724455018105e7
cFuel,1.8072468168680946e10,3.1383815512029284e8,6.248388293352292e8,6.193822404797559e8,2.0952659170420144e9,8.6211369224029e8,2.9901654453427076e8,3.885726246717321e8,1.0849058829464517e9,4.7805025959032065e8,2.833333656600561e8,8.80142988006041e7,3.3347595989550954e8,6.859282628454239e8,4.903906333094782e8,2.5165301534566684e9,1.3812745244667425e9,5.6272635580406785e7,9.060324277437797e7,5.7875083562598124e7,2.693800952157165e8,1.2950339607665575e9,7.971247963698008e8,1.4253756810375803e9,4.911455186133875e8,9.317943915219629e8,1.129314188435804e8
cNSE,1.7962162325507125e6,70111.86487907943,77821.95825300922,78395.51763029565,65829.54091424556,75272.85794749227,66850.42968557689,68987.25362049449,65955.80381045713,69475.1263761661,75248.77781311612,72517.69692758277,67336.49985397751,67221.5880715389,68905.00206195406,70334.74513317038,67573.30012790137,66626.01038630602,66715.37329630522,66562.66069358149,66259.95652149897,69375.97999111754,69687.3262837834,65802.23109335944,67241.40939759363,65551.8822253906,64555.43955570128
cStart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,2.477737976360141e6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,2.3596875205922398e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
