timepoint_id,tp_to_hts
1,2050_M1
2,2050_M1
3,2050_M1
4,2050_M1
5,2050_M1
6,2050_M1
7,2050_M1
8,2050_M1
9,2050_M1
10,2050_M1
11,2050_M1
12,2050_M1
13,2050_M1
14,2050_M1
15,2050_M1
16,2050_M1
17,2050_M1
18,2050_M1
19,2050_M1
20,2050_M1
21,2050_M1
22,2050_M1
23,2050_M1
24,2050_M1
25,2050_M1
26,2050_M1
27,2050_M1
28,2050_M1
29,2050_M1
30,2050_M1
31,2050_M1
32,2050_M1
33,2050_M1
34,2050_M1
35,2050_M1
36,2050_M1
37,2050_M1
38,2050_M1
39,2050_M1
40,2050_M1
41,2050_M1
42,2050_M1
43,2050_M1
44,2050_M1
45,2050_M1
46,2050_M1
47,2050_M1
48,2050_M1
49,2050_M1
50,2050_M1
51,2050_M1
52,2050_M1
53,2050_M1
54,2050_M1
55,2050_M1
56,2050_M1
57,2050_M1
58,2050_M1
59,2050_M1
60,2050_M1
61,2050_M1
62,2050_M1
63,2050_M1
64,2050_M1
65,2050_M1
66,2050_M1
67,2050_M1
68,2050_M1
69,2050_M1
70,2050_M1
71,2050_M1
72,2050_M1
73,2050_M1
74,2050_M1
75,2050_M1
76,2050_M1
77,2050_M1
78,2050_M1
79,2050_M1
80,2050_M1
81,2050_M1
82,2050_M1
83,2050_M1
84,2050_M1
85,2050_M1
86,2050_M1
87,2050_M1
88,2050_M1
89,2050_M1
90,2050_M1
91,2050_M1
92,2050_M1
93,2050_M1
94,2050_M1
95,2050_M1
96,2050_M1
97,2050_M1
98,2050_M1
99,2050_M1
100,2050_M1
101,2050_M1
102,2050_M1
103,2050_M1
104,2050_M1
105,2050_M1
106,2050_M1
107,2050_M1
108,2050_M1
109,2050_M1
110,2050_M1
111,2050_M1
112,2050_M1
113,2050_M1
114,2050_M1
115,2050_M1
116,2050_M1
117,2050_M1
118,2050_M1
119,2050_M1
120,2050_M1
121,2050_M1
122,2050_M1
123,2050_M1
124,2050_M1
125,2050_M1
126,2050_M1
127,2050_M1
128,2050_M1
129,2050_M1
130,2050_M1
131,2050_M1
132,2050_M1
133,2050_M1
134,2050_M1
135,2050_M1
136,2050_M1
137,2050_M1
138,2050_M1
139,2050_M1
140,2050_M1
141,2050_M1
142,2050_M1
143,2050_M1
144,2050_M1
145,2050_M1
146,2050_M1
147,2050_M1
148,2050_M1
149,2050_M1
150,2050_M1
151,2050_M1
152,2050_M1
153,2050_M1
154,2050_M1
155,2050_M1
156,2050_M1
157,2050_M1
158,2050_M1
159,2050_M1
160,2050_M1
161,2050_M1
162,2050_M1
