Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,1.898803688169887e11,4.820734706797258e9,3.340663615502726e9,3.371893823495185e9,1.3917588405594992e10,6.490824159437953e9,9.290944962582506e9,5.053573920058047e9,5.142725001639934e9,1.0189717161978529e10,4.2722436143919287e9,3.759515496957847e8,3.279255696371104e9,3.8153862565258927e9,4.534907418109666e9,1.1536212374515799e10,1.8961811688585476e10,5.360052343388942e9,2.506741358291779e9,2.264968570747958e9,6.699305052690293e9,1.094443304378225e10,8.77996515087797e9,1.1815231473125404e10,4.53075578148589e9,1.3862170529656027e10,3.5502943597710648e9
cFix,1.3203438078671997e11,4.1993172497000003e9,2.06389685904e9,2.4770750917e9,7.969969510680001e9,4.746798601e9,7.383466186789999e9,3.59658176346e9,3.23309486283e9,7.6337419249e9,3.86683777265e9,8.99717842e7,2.71156640461e9,2.4833788504599996e9,3.6002647134700003e9,7.38549128148e9,1.2162340813869999e10,5.32906593295e9,2.32407327852e9,2.1807380340699997e9,6.14428848616e9,7.57363743286e9,6.774537475809999e9,7.177060819179999e9,3.63482514887e9,1.20047949718e10,3.28756553566e9
cVar,9.436832545863605e9,6.442288393259378e7,1.289194252543001e8,9.035475754207608e7,1.336265036004005e9,2.0022523447920614e8,5.006495304023775e8,4.0423318436430675e8,2.8130950228793716e8,6.222191104171871e8,6.413161373975292e7,3.3758903607929975e7,1.1301932789202648e8,2.934867238842353e8,1.4214395107790586e8,6.739893981270065e8,1.7585253837975018e9,2.841685841305283e6,3.605786779388084e7,1.8680397120500974e7,6.2355662840257265e7,7.855187819959606e8,4.201346409651017e8,9.814248706814923e8,1.4087783326504773e8,2.5071666323474395e8,3.0570175313629285e7
cFuel,3.2833145054254078e10,5.214733853100436e8,1.055230954423879e9,7.446488408467711e8,4.10812217177381e9,1.2587845176505408e9,1.2512355883803234e9,9.531127509178238e8,1.4102834754791675e9,1.6722390997084532e9,3.1921585593454623e8,1.9667033572369865e8,4.03723278130096e8,9.48817714658895e8,6.498940138091776e8,3.0041619673048067e9,4.449638518406986e9,2.1584592515425533e7,1.3123942835541163e8,5.822218785772245e7,4.182036316661949e8,2.353701318647248e9,1.4115727291657116e9,3.2512396889425125e9,6.89563115427677e8,1.351975471265473e9,1.985904219520678e8
cNSE,1.3367798094229507e8,29458.335651034755,30057.866205692022,31567.78461782512,28943.00689521128,1.3293905111006925e8,29120.89635073395,29114.64102504295,29199.91053320822,29299.941932654347,29911.44437260983,33012.08018323829,29699.01322484859,29254.239664706798,29497.601757491368,29997.82612989673,29109.587421962104,29143.901997998706,29137.52092034031,28986.126768656086,29102.82985236239,29096.09129467016,29349.01982907222,29053.4302922585,29605.944740288116,29492.44985974512,28718.340704548533
cStart,4.2703156513213573e9,3.549172951897072e7,9.258631891834103e7,5.97835656217197e7,5.032027441302797e8,1.520767551981372e8,1.555645361134549e8,9.961710667489076e7,2.1800796113229662e8,2.6148772701095665e8,2.2028460623256315e7,5.5517514083972804e7,5.0916986725756384e7,8.967371328309798e7,1.4257524215082383e8,4.725397297778563e8,5.912778629235655e8,6.53098818021382e6,1.5341646101566462e7,7.298965572966251e6,7.442816919398862e7,2.3154641418774775e8,1.7369095591732737e8,4.054770408911057e8,6.546007797842624e7,2.5465393090595254e8,3.3539508504662897e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,5.901518335836071e6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,1.1166115279535137e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
