Resource,region,technology,cluster,R_ID,Zone,Num_VRE_Bins,THERM,VRE,MUST_RUN,STOR,FLEX,HYDRO,LDS,CapRes_1,CapRes_2,Min_Share,Max_Share,Existing_Cap_MWh,Existing_Cap_MW,Existing_Charge_Cap_MW,num_units,unmodified_existing_cap_mw,New_Build,Cap_Size,Min_Cap_MW,Max_Cap_MW,Max_Cap_MWh,Min_Cap_MWh,Max_Charge_Cap_MW,Min_Charge_Cap_MW,Min_Share_percent,Max_Share_percent,capex_mw,Inv_Cost_per_MWyr,Fixed_OM_Cost_per_MWyr,capex_mwh,Inv_Cost_per_MWhyr,Fixed_OM_Cost_per_MWhyr,Var_OM_Cost_per_MWh,Var_OM_Cost_per_MWh_In,Inv_Cost_Charge_per_MWyr,Fixed_OM_Cost_Charge_per_MWyr,Start_Cost_per_MW,Start_Fuel_MMBTU_per_MW,Heat_Rate_MMBTU_per_MWh,heat_rate_mmbtu_mwh_iqr,heat_rate_mmbtu_mwh_std,Fuel,Min_Power,Self_Disch,Eff_Up,Eff_Down,Hydro_Energy_to_Power_Ratio,Min_Duration,Max_Duration,Reg_Max,Rsv_Max,Reg_Cost,Rsv_Cost,Max_Flexible_Demand_Delay,Max_Flexible_Demand_Advance,Flexible_Demand_Energy_Eff,CO2_Capture_Rate,CO2_Capture_Cost_per_Metric_Ton,co2_pipeline_annuity_mw,co2_pipeline_capex_mw,storage_cost_tonne,tonne_co2_captured_mwh,co2_cost_mwh,Ramp_Up_Percentage,Ramp_Dn_Percentage,Up_Time,Down_Time,spur_miles,spur_capex,offshore_spur_miles,offshore_spur_capex,tx_miles,tx_capex,interconnect_annuity,interconnect_capex_mw,regional_cost_multiplier,cap_recovery_years,wacc_real,variable_CF,RETRO,Num_RETRO_Sources,Retro1_Source,Retro1_Efficiency,Retro1_Inv_Cost_per_MWyr,Retro2_Source,Retro2_Efficiency,Retro2_Inv_Cost_per_MWyr,CapRes_3,CapRes_4,CapRes_5,CapRes_6,CapRes_7,CapRes_8,CapRes_9,CapRes_10,ESR_1,ESR_2,ESR_3,ESR_4,ESR_5,ESR_6,ESR_7,ESR_8,ESR_9,ESR_10,ESR_11,ESR_12,ESR_13,ESR_14,ESR_15,ESR_16,MinCapTag_1,MinCapTag_2,MinCapTag_3,MinCapTag_4,MinCapTag_5,Retro3_Source,Retro3_Efficiency,gen_is_variable,Retro3_Inv_Cost_per_MWyr
PJMC_natural_gas_fired_combined_cycle_1,PJMC,Natural Gas Fired Combined Cycle,1,138,13,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,5034.0,0,12,5034.204,-1,419.52,0,0.0,0,0,0,0,0,0,0.0,0.0,11879.0,0.0,0,0,3.61,0.0,0,0,92,2.0,7.14,1.214,1.902,east_north_central_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_fired_combustion_turbine_1,PJMC,Natural Gas Fired Combustion Turbine,1,139,13,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,6322.0,0,75,6322.275,-1,84.3,0,0.0,0,0,0,0,0,0,0.0,0.0,9799.0,0.0,0,0,5.28,0.0,0,0,119,3.5,11.04,1.607,1.189,east_north_central_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_internal_combustion_engine_1,PJMC,Natural Gas Internal Combustion Engine,1,140,13,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,105.0,0,60,104.58,-1,1.74,0,0.0,0,0,0,0,0,0,0.0,0.0,21000.0,0.0,0,0,4.34,0.0,0,0,38,0.0,8.43,0.104,0.833,east_north_central_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_natural_gas_steam_turbine_1,PJMC,Natural Gas Steam Turbine,1,141,13,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2.0,0,1,1.8,-1,1.8,0,0.0,0,0,0,0,0,0,0.0,0.0,51303.0,0.0,0,0,1.06,0.0,0,0,87,13.7,9.21,0.0,0.0,east_north_central_naturalgas,0,0,1.0,1.0,0.0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_nuclear_1,PJMC,Nuclear,1,142,13,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,6516.0,0,6,6516.0,-1,1086.0,0,0.0,0,0,0,0,0,0,0.0,0.0,193275.0,0.0,0,0,2.84,0.0,0,0,248,0.0,10.45,0.0,0.0,east_north_central_uranium,0,0,1.0,1.0,0.0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_onshore_wind_turbine_1,PJMC,Onshore Wind Turbine,1,143,13,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,461.0,0,3,461.1,-1,153.7,0,0.0,0,0,0,0,0,0,0.0,0.0,43000.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.258658128,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PJMC_petroleum_liquids_1,PJMC,Petroleum Liquids,1,144,13,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,34.0,0,15,34.095,-1,2.27,0,0.0,0,0,0,0,0,0,0.0,0.0,21000.0,0.0,0,0,5.2,0.0,0,0,38,0.0,10.11,0.165,0.415,east_north_central_distillate,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_small_hydroelectric_1,PJMC,Small Hydroelectric,1,145,13,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,9.0,0,11,22.0,-1,0.84,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.324216234,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJMC_solar_photovoltaic_1,PJMC,Solar Photovoltaic,1,146,13,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,253.0,0,57,253.023,-1,4.44,0,0.0,0,0,0,0,0,0,0.0,0.0,22623.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.19130847,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PJMD_biomass_1,PJMD,Biomass,1,147,14,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,30.0,0,11,142.604,-1,2.77,0,0.0,0,0,0,0,0,0,0.0,0.0,150850.0,0.0,0,0,5.85,0.0,0,0,172,0.0,13.61,2.843,2.212,waste_biomass,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_conventional_hydroelectric_1,PJMD,Conventional Hydroelectric,1,148,14,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,613.0,0,20,613.1,-1,30.66,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.115968067,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_conventional_steam_coal_1,PJMD,Conventional Steam Coal,1,149,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,914.0,0,3,913.5,-1,304.5,0,0.0,0,0,0,0,0,0,0.0,0.0,67034.0,0.0,0,0,1.88,0.0,0,0,124,16.5,10.07,1.739,1.937,south_atlantic_coal,0,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_hydroelectric_pumped_storage_1,PJMD,Hydroelectric Pumped Storage,1,150,14,0,0,0,0,1,0,0,0,0.0,0.0,0,0,46546.5,3003.0,0,6,3003.0,-1,500.5,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,0.866,0.866,0.0,1,20,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_fired_combined_cycle_1,PJMD,Natural Gas Fired Combined Cycle,1,151,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,7486.0,0,11,7486.402,-1,680.58,0,0.0,0,0,0,0,0,0,0.0,0.0,11663.0,0.0,0,0,3.64,0.0,0,0,92,2.0,7.12,0.96,0.737,south_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_fired_combustion_turbine_1,PJMD,Natural Gas Fired Combustion Turbine,1,152,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2610.0,0,16,2610.0,-1,163.12,0,0.0,0,0,0,0,0,0,0.0,0.0,9701.0,0.0,0,0,5.28,0.0,0,0,119,3.5,10.78,1.903,0.824,south_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_internal_combustion_engine_1,PJMD,Natural Gas Internal Combustion Engine,1,153,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2.0,0,2,2.3,-1,1.15,0,0.0,0,0,0,0,0,0,0.0,0.0,21000.0,0.0,0,0,4.2,0.0,0,0,38,0.0,8.16,0.0,0.0,south_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_natural_gas_steam_turbine_1,PJMD,Natural Gas Steam Turbine,1,154,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2.0,0,2,2.4,-1,1.2,0,0.0,0,0,0,0,0,0,0.0,0.0,51303.0,0.0,0,0,1.06,0.0,0,0,87,13.7,9.21,0.0,0.0,south_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_nuclear_1,PJMD,Nuclear,1,155,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,3708.0,0,4,3708.0,-1,927.0,0,0.0,0,0,0,0,0,0,0.0,0.0,193275.0,0.0,0,0,2.84,0.0,0,0,248,0.0,10.45,0.0,0.0,south_atlantic_uranium,0,0,1.0,1.0,0.0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_petroleum_liquids_1,PJMD,Petroleum Liquids,1,156,14,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,1.0,0,1,1.2,-1,1.2,0,0.0,0,0,0,0,0,0,0.0,0.0,21000.0,0.0,0,0,9.6,0.0,0,0,38,0.0,18.67,0.0,0.0,south_atlantic_distillate,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_small_hydroelectric_1,PJMD,Small Hydroelectric,1,157,14,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,4.0,0,7,10.899,-1,0.55,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.115968067,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJMD_solar_photovoltaic_1,PJMD,Solar Photovoltaic,1,158,14,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,2449.0,0,47,2448.606,-1,52.1,0,0.0,0,0,0,0,0,0,0.0,0.0,22623.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.207902413,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PJME_biomass_1,PJME,Biomass,1,159,15,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,26.0,0,34,72.216,-1,0.78,0,0.0,0,0,0,0,0,0,0.0,0.0,150850.0,0.0,0,0,4.77,0.0,0,0,172,0.0,11.1,1.957,1.127,waste_biomass,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJME_conventional_hydroelectric_1,PJME,Conventional Hydroelectric,1,160,15,0,0,0,0,0,0,1,0,0.0,0.0,0,0,0.0,579.0,0,13,579.098,-1,44.55,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.347634026,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJME_conventional_steam_coal_1,PJME,Conventional Steam Coal,1,161,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,1762.0,0,11,1762.101,-1,160.19,0,0.0,0,0,0,0,0,0,0.0,0.0,68219.0,0.0,0,0,1.88,0.0,0,0,124,16.5,13.83,3.207,5.498,middle_atlantic_coal,0,0,1.0,1.0,0.0,0,0,0.095,0.19,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_hydroelectric_pumped_storage_1,PJME,Hydroelectric Pumped Storage,1,162,15,0,0,0,0,1,0,0,0,0.0,0.0,0,0,30566.0,1972.0,0,14,1971.998,-1,140.86,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,0.866,0.866,0.0,1,20,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_natural_gas_fired_combined_cycle_1,PJME,Natural Gas Fired Combined Cycle,1,163,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,27505.0,0,54,27505.116,-1,509.35,0,0.0,0,0,0,0,0,0,0.0,0.0,11642.0,0.0,0,0,3.66,0.0,0,0,92,2.0,7.38,1.565,1.729,middle_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_natural_gas_fired_combustion_turbine_1,PJME,Natural Gas Fired Combustion Turbine,1,164,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,2739.0,0,58,2739.398,-1,47.23,0,0.0,0,0,0,0,0,0,0.0,0.0,10904.0,0.0,0,0,5.28,0.0,0,0,119,3.5,11.46,2.503,1.682,middle_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_natural_gas_internal_combustion_engine_1,PJME,Natural Gas Internal Combustion Engine,1,165,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,223.0,0,76,222.984,-1,2.93,0,0.0,0,0,0,0,0,0,0.0,0.0,21000.0,0.0,0,0,4.81,0.0,0,0,38,0.0,9.34,0.951,3.139,middle_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.106666667,0.213333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_natural_gas_steam_turbine_1,PJME,Natural Gas Steam Turbine,1,166,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,31.0,0,4,31.0,-1,7.75,0,0.0,0,0,0,0,0,0,0.0,0.0,51303.0,0.0,0,0,1.06,0.0,0,0,87,13.7,9.69,0.735,1.47,middle_atlantic_naturalgas,0,0,1.0,1.0,0.0,0,0,0.63,1.26,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,6,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_nuclear_1,PJME,Nuclear,1,167,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,12763.0,0,11,12762.695,-1,1160.24,0,0.0,0,0,0,0,0,0,0.0,0.0,200795.0,0.0,0,0,2.84,0.0,0,0,248,0.0,10.45,0.0,0.001,middle_atlantic_uranium,0,0,1.0,1.0,0.0,0,0,0.041666667,0.083333333,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,24,24,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJME_petroleum_liquids_1,PJME,Petroleum Liquids,1,168,15,0,1,0,0,0,0,0,0,0.0,0.0,0,0,0.0,78.0,0,35,78.19,-1,2.23,0,0.0,0,0,0,0,0,0,0.0,0.0,21000.0,0.0,0,0,5.0,0.0,0,0,38,0.0,9.71,0.0,0.859,middle_atlantic_distillate,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
PJME_small_hydroelectric_1,PJME,Small Hydroelectric,1,169,15,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,53.0,0,20,100.5,-1,2.64,0,0.0,0,0,0,0,0,0,0.0,0.0,47048.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.347634026,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
PJME_solar_photovoltaic_1,PJME,Solar Photovoltaic,1,170,15,1,0,1,0,0,0,0,0,0.0,0.0,0,0,0.0,786.0,0,90,786.06,-1,8.73,0,0.0,0,0,0,0,0,0,0.0,0.0,22623.0,0.0,0,0,0.0,0.0,0,0,0,0.0,10.34,0.0,0.0,None,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.180566827,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
PJMW_biomass_1,PJMW,Biomass,1,171,16,0,0,0,1,0,0,0,0,0.0,0.0,0,0,0.0,12.0,0,58,51.504,-1,0.2,0,0.0,0,0,0,0,0,0,0.0,0.0,150850.0,0.0,0,0,4.78,0.0,0,0,172,0.0,11.12,0.338,0.824,waste_biomass,0,0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.93,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
