model,zone,resource_name,tech_type,unit,planning_year,case,start_value,end_value
USENSYS,MISE,MISE_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,1283,7335
USENSYS,MISE,MISE_utilitypv_class1_moderate_1,Solar,MW,2040,26z-debug-noCO2Cap,0,13099
USENSYS,MISE,MISE_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug-noCO2Cap,13099,14462
USENSYS,MISE,MISE_utilitypv_class1_moderate_4,Solar,MW,2040,26z-debug-noCO2Cap,0,7072
USENSYS,MISS,MISS_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,1795
USENSYS,MISS,MISS_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug-noCO2Cap,0,1837
USENSYS,MISS,MISS_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,5691
USENSYS,MISS,MISS_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,4452
USENSYS,MISS,MISS_utilitypv_class1_moderate_0,Solar,MW,2040,26z-debug-noCO2Cap,0,13275
USENSYS,MISS,MISS_utilitypv_class1_moderate_0,Solar,MW,2050,26z-debug-noCO2Cap,13275,26048
USENSYS,MISW,MISW_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,17668
USENSYS,MISW,MISW_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,17667,36318
USENSYS,MISW,MISW_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2040,26z-debug-noCO2Cap,0,10687
USENSYS,MISW,MISW_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,10687,25147
USENSYS,MISW,MISW_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,1
USENSYS,MISW,MISW_utilitypv_class1_moderate_5,Solar,MW,2030,26z-debug-noCO2Cap,0,7304
USENSYS,MISW,MISW_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,7304,20633
USENSYS,NWPP,NWPP_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,4705
USENSYS,NWPP,NWPP_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,4705,5434
USENSYS,NWPP,NWPP_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug-noCO2Cap,0,2856
USENSYS,NWPP,NWPP_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,177
USENSYS,NWPP,NWPP_landbasedwind_class3_moderate_3,Wind,MW,2050,26z-debug-noCO2Cap,0,5217
USENSYS,NWPP,NWPP_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,6391
USENSYS,NWPP,NWPP_utilitypv_class1_moderate_3,Solar,MW,2050,26z-debug-noCO2Cap,0,12063
USENSYS,NYCW,NYCW_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2040,26z-debug-noCO2Cap,0,6742
USENSYS,NYCW,NYCW_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,6743,8071
USENSYS,NYCW,NYCW_utilitypv_class1_moderate_0,Solar,MW,2040,26z-debug-noCO2Cap,0,5
USENSYS,NYUP,NYUP_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,2218
USENSYS,NYUP,NYUP_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,3722
USENSYS,NYUP,NYUP_utilitypv_class1_moderate_1,Solar,MW,2040,26z-debug-noCO2Cap,0,815
USENSYS,NYUP,NYUP_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug-noCO2Cap,815,6978
USENSYS,PJMC,PJMC_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,0,8995
USENSYS,PJMC,PJMC_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2040,26z-debug-noCO2Cap,0,83
USENSYS,PJMC,PJMC_utilitypv_class1_moderate_2,Solar,MW,2040,26z-debug-noCO2Cap,0,12759
USENSYS,PJMC,PJMC_utilitypv_class1_moderate_2,Solar,MW,2050,26z-debug-noCO2Cap,12759,15894
USENSYS,PJMD,PJMD_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,1,305
USENSYS,PJMD,PJMD_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,0,626
USENSYS,PJMD,PJMD_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,6267
USENSYS,PJMD,PJMD_utilitypv_class1_moderate_4,Solar,MW,2040,26z-debug-noCO2Cap,0,22117
USENSYS,PJMD,PJMD_utilitypv_class1_moderate_4,Solar,MW,2050,26z-debug-noCO2Cap,22117,31362
USENSYS,PJME,PJME_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,579
USENSYS,PJME,PJME_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,0,1853
USENSYS,PJME,PJME_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,1004
USENSYS,PJME,PJME_landbasedwind_class3_moderate_3,Wind,MW,2040,26z-debug-noCO2Cap,0,1256
USENSYS,PJME,PJME_landbasedwind_class3_moderate_4,Wind,MW,2050,26z-debug-noCO2Cap,0,2152
USENSYS,PJME,PJME_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2040,26z-debug-noCO2Cap,0,11248
USENSYS,PJME,PJME_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,11248,21250
USENSYS,PJME,PJME_utilitypv_class1_moderate_3,Solar,MW,2050,26z-debug-noCO2Cap,0,7100
USENSYS,PJME,PJME_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,3186
USENSYS,PJME,PJME_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug-noCO2Cap,3186,3413
USENSYS,PJMW,PJMW_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,6749
USENSYS,PJMW,PJMW_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-noCO2Cap,0,2617
USENSYS,PJMW,PJMW_landbasedwind_class3_moderate_2,Wind,MW,2040,26z-debug-noCO2Cap,0,5803
USENSYS,PJMW,PJMW_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2040,26z-debug-noCO2Cap,0,5956
USENSYS,PJMW,PJMW_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,5956,22360
USENSYS,PJMW,PJMW_utilitypv_class1_moderate_1,Solar,MW,2040,26z-debug-noCO2Cap,0,10539
USENSYS,PJMW,PJMW_utilitypv_class1_moderate_1,Solar,MW,2050,26z-debug-noCO2Cap,10539,19498
USENSYS,PJMW,PJMW_utilitypv_class1_moderate_2,Solar,MW,2040,26z-debug-noCO2Cap,0,3204
USENSYS,PJMW,PJMW_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,10156
USENSYS,RMRG,RMRG_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-noCO2Cap,0,1546
USENSYS,RMRG,RMRG_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,1545,23753
USENSYS,RMRG,RMRG_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug-noCO2Cap,23753,29551
USENSYS,RMRG,RMRG_landbasedwind_class3_moderate_4,Wind,MW,2050,26z-debug-noCO2Cap,0,5831
USENSYS,RMRG,RMRG_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,1
USENSYS,RMRG,RMRG_naturalgas_ctavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,1
USENSYS,RMRG,RMRG_utilitypv_class1_moderate_2,Solar,MW,2040,26z-debug-noCO2Cap,0,1652
USENSYS,RMRG,RMRG_utilitypv_class1_moderate_2,Solar,MW,2050,26z-debug-noCO2Cap,1652,17599
USENSYS,SPPC,SPPC_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,6192
USENSYS,SPPC,SPPC_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,6191,16633
USENSYS,SPPC,SPPC_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,5884
USENSYS,SPPN,SPPN_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,0,6664
USENSYS,SPPN,SPPN_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,1
USENSYS,SPPN,SPPN_utilitypv_class1_moderate_3,Solar,MW,2040,26z-debug-noCO2Cap,0,4432
USENSYS,SPPN,SPPN_utilitypv_class1_moderate_3,Solar,MW,2050,26z-debug-noCO2Cap,4431,7591
USENSYS,SPPS,SPPS_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,10351
USENSYS,SPPS,SPPS_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,10351,30074
USENSYS,SPPS,SPPS_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,2191
USENSYS,SPPS,SPPS_utilitypv_class1_moderate_3,Solar,MW,2040,26z-debug-noCO2Cap,0,6694
USENSYS,SPPS,SPPS_utilitypv_class1_moderate_3,Solar,MW,2050,26z-debug-noCO2Cap,6694,12903
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,2996
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,0,247
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,1834
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_3,Wind,MW,2050,26z-debug-noCO2Cap,0,1396
USENSYS,SRCA,SRCA_landbasedwind_class3_moderate_5,Wind,MW,2050,26z-debug-noCO2Cap,0,633
USENSYS,SRCA,SRCA_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,7847
USENSYS,SRCA,SRCA_utilitypv_class1_moderate_1,Solar,MW,2040,26z-debug-noCO2Cap,0,14330
USENSYS,SRCA,SRCA_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,10980
USENSYS,SRCA,SRCA_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug-noCO2Cap,10980,26558
USENSYS,SRCE,SRCE_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,9542
USENSYS,SRCE,SRCE_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,9541,17436
USENSYS,SRCE,SRCE_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,0,5316
USENSYS,SRCE,SRCE_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,3658
USENSYS,SRCE,SRCE_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,4025
USENSYS,SRCE,SRCE_utilitypv_class1_moderate_2,Solar,MW,2040,26z-debug-noCO2Cap,0,23126
USENSYS,SRCE,SRCE_utilitypv_class1_moderate_2,Solar,MW,2050,26z-debug-noCO2Cap,23126,43114
USENSYS,SRSE,SRSE_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,0,3
USENSYS,SRSE,SRSE_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,5042
USENSYS,SRSE,SRSE_utilitypv_class1_moderate_4,Solar,MW,2040,26z-debug-noCO2Cap,0,36914
USENSYS,SRSE,SRSE_utilitypv_class1_moderate_4,Solar,MW,2050,26z-debug-noCO2Cap,36914,63223
USENSYS,SRSG,SRSG_landbasedwind_class3_moderate_0,Wind,MW,2040,26z-debug-noCO2Cap,0,8822
USENSYS,SRSG,SRSG_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-noCO2Cap,0,5369
USENSYS,SRSG,SRSG_landbasedwind_class3_moderate_2,Wind,MW,2050,26z-debug-noCO2Cap,0,8290
USENSYS,SRSG,SRSG_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,1,4
USENSYS,SRSG,SRSG_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,14442
USENSYS,SRSG,SRSG_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug-noCO2Cap,14443,26737
USENSYS,TRE,TRE_landbasedwind_class3_moderate_1,Wind,MW,2030,26z-debug-noCO2Cap,0,12187
USENSYS,TRE,TRE_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,12187,38149
USENSYS,TRE,TRE_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug-noCO2Cap,38150,53825
USENSYS,TRE,TRE_landbasedwind_class3_moderate_4,Wind,MW,2040,26z-debug-noCO2Cap,0,1435
USENSYS,TRE,TRE_landbasedwind_class3_moderate_4,Wind,MW,2050,26z-debug-noCO2Cap,1436,3517
USENSYS,TRE,TRE_naturalgas_ccavgcf_moderate_0,Natural Gas,MW,2050,26z-debug-noCO2Cap,0,14028
USENSYS,TRE,TRE_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,19641
USENSYS,TRE,TRE_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug-noCO2Cap,19641,37650
USENSYS,TRE_WEST,TRE_WEST_landbasedwind_class3_moderate_4,Wind,MW,2050,26z-debug-noCO2Cap,0,11585
USENSYS,TRE_WEST,TRE_WEST_utilitypv_class1_moderate_5,Solar,MW,2040,26z-debug-noCO2Cap,0,6725
USENSYS,TRE_WEST,TRE_WEST_utilitypv_class1_moderate_5,Solar,MW,2050,26z-debug-noCO2Cap,6724,9581
USENSYS,BASN,BASN_batteries_1,Battery,MW,2030,26z-debug-noCO2Cap,936,936
USENSYS,BASN,BASN_batteries_1,Battery,MW,2040,26z-debug-noCO2Cap,936,936
USENSYS,BASN,BASN_batteries_1,Battery,MW,2050,26z-debug-noCO2Cap,936,936
USENSYS,BASN,BASN_biomass_1,Biomass,MW,2030,26z-debug-noCO2Cap,19,19
USENSYS,BASN,BASN_biomass_1,Biomass,MW,2040,26z-debug-noCO2Cap,15,15
USENSYS,BASN,BASN_biomass_1,Biomass,MW,2050,26z-debug-noCO2Cap,10,10
USENSYS,BASN,BASN_biomass_2,Biomass,MW,2030,26z-debug-noCO2Cap,10,10
USENSYS,BASN,BASN_biomass_2,Biomass,MW,2040,26z-debug-noCO2Cap,10,10
USENSYS,BASN,BASN_biomass_2,Biomass,MW,2050,26z-debug-noCO2Cap,7,7
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,MW,2030,26z-debug-noCO2Cap,2566,2566
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,MW,2040,26z-debug-noCO2Cap,1774,1774
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,MW,2050,26z-debug-noCO2Cap,1478,1478
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,MW,2030,26z-debug-noCO2Cap,2949,2949
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,MW,2040,26z-debug-noCO2Cap,2041,2041
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,MW,2050,26z-debug-noCO2Cap,51,51
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,MW,2030,26z-debug-noCO2Cap,51,51
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,MW,2040,26z-debug-noCO2Cap,51,51
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,MW,2050,26z-debug-noCO2Cap,219,219
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,MW,2030,26z-debug-noCO2Cap,1642,1642
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,MW,2040,26z-debug-noCO2Cap,2011,2011
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,MW,2050,26z-debug-noCO2Cap,2057,2057
USENSYS,BASN,BASN_geothermal_1,Geothermal,MW,2030,26z-debug-noCO2Cap,433,433
USENSYS,BASN,BASN_geothermal_1,Geothermal,MW,2040,26z-debug-noCO2Cap,287,287
USENSYS,BASN,BASN_geothermal_1,Geothermal,MW,2050,26z-debug-noCO2Cap,56,56
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,MW,2050,26z-debug-noCO2Cap,5875,5875
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,MW,2040,26z-debug-noCO2Cap,2855,2855
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,MW,2050,26z-debug-noCO2Cap,2855,2855
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,MW,2030,26z-debug-noCO2Cap,7114,7114
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,MW,2040,26z-debug-noCO2Cap,7114,7114
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,MW,2050,26z-debug-noCO2Cap,7114,7114
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,MW,2030,26z-debug-noCO2Cap,1038,1038
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,MW,2040,26z-debug-noCO2Cap,795,795
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,MW,2050,26z-debug-noCO2Cap,714,714
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,MW,2030,26z-debug-noCO2Cap,2025,2025
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,MW,2040,26z-debug-noCO2Cap,2025,2025
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,MW,2050,26z-debug-noCO2Cap,1583,1583
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,MW,2030,26z-debug-noCO2Cap,236,236
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,MW,2040,26z-debug-noCO2Cap,236,236
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,MW,2050,26z-debug-noCO2Cap,236,236
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,MW,2030,26z-debug-noCO2Cap,221,221
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,MW,2040,26z-debug-noCO2Cap,221,221
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,MW,2050,26z-debug-noCO2Cap,204,204
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,MW,2030,26z-debug-noCO2Cap,5,5
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,MW,2040,26z-debug-noCO2Cap,5,5
USENSYS,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,MW,2050,26z-debug-noCO2Cap,5,5
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,MW,2030,26z-debug-noCO2Cap,2030,2030
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,MW,2040,26z-debug-noCO2Cap,1454,1454
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,MW,2050,26z-debug-noCO2Cap,520,520
USENSYS,BASN,BASN_petroleum_liquids_1,Other,MW,2030,26z-debug-noCO2Cap,26,26
USENSYS,BASN,BASN_petroleum_liquids_1,Other,MW,2040,26z-debug-noCO2Cap,14,14
USENSYS,BASN,BASN_petroleum_liquids_1,Other,MW,2050,26z-debug-noCO2Cap,14,14
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,MW,2030,26z-debug-noCO2Cap,177,177
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,MW,2040,26z-debug-noCO2Cap,165,165
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,MW,2050,26z-debug-noCO2Cap,143,143
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,MW,2030,26z-debug-noCO2Cap,7996,7996
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,MW,2040,26z-debug-noCO2Cap,7923,7923
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,MW,2050,26z-debug-noCO2Cap,4274,4274
USENSYS,CANO,CANO_batteries_1,Battery,MW,2030,26z-debug-noCO2Cap,2679,2679
USENSYS,CANO,CANO_batteries_1,Battery,MW,2040,26z-debug-noCO2Cap,2679,2679
USENSYS,CANO,CANO_batteries_1,Battery,MW,2050,26z-debug-noCO2Cap,2679,2679
USENSYS,CANO,CANO_biomass_1,Biomass,MW,2030,26z-debug-noCO2Cap,85,85
USENSYS,CANO,CANO_biomass_1,Biomass,MW,2040,26z-debug-noCO2Cap,41,41
USENSYS,CANO,CANO_biomass_1,Biomass,MW,2050,26z-debug-noCO2Cap,30,30
USENSYS,CANO,CANO_biomass_2,Biomass,MW,2030,26z-debug-noCO2Cap,134,134
USENSYS,CANO,CANO_biomass_2,Biomass,MW,2040,26z-debug-noCO2Cap,27,27
USENSYS,CANO,CANO_biomass_2,Biomass,MW,2050,26z-debug-noCO2Cap,27,27
USENSYS,CANO,CANO_conventional_hydroelectric_1,Hydro,MW,2030,26z-debug-noCO2Cap,6974,6974
USENSYS,CANO,CANO_conventional_hydroelectric_1,Hydro,MW,2040,26z-debug-noCO2Cap,6904,6904
USENSYS,CANO,CANO_conventional_hydroelectric_1,Hydro,MW,2050,26z-debug-noCO2Cap,5620,5620
USENSYS,CANO,CANO_distributed_generation_1,Distributed Solar,MW,2030,26z-debug-noCO2Cap,5329,5329
