timepoint_id,timestamp,timeseries
1,2040010100,2040_2040-full
2,2040010101,2040_2040-full
3,2040010102,2040_2040-full
4,2040010103,2040_2040-full
5,2040010104,2040_2040-full
6,2040010105,2040_2040-full
7,2040010106,2040_2040-full
8,2040010107,2040_2040-full
9,2040010108,2040_2040-full
10,2040010109,2040_2040-full
11,2040010110,2040_2040-full
12,2040010111,2040_2040-full
13,2040010112,2040_2040-full
14,2040010113,2040_2040-full
15,2040010114,2040_2040-full
16,2040010115,2040_2040-full
17,2040010116,2040_2040-full
18,2040010117,2040_2040-full
19,2040010118,2040_2040-full
20,2040010119,2040_2040-full
21,2040010120,2040_2040-full
22,2040010121,2040_2040-full
23,2040010122,2040_2040-full
24,2040010123,2040_2040-full
25,2040010200,2040_2040-full
26,2040010201,2040_2040-full
27,2040010202,2040_2040-full
28,2040010203,2040_2040-full
29,2040010204,2040_2040-full
30,2040010205,2040_2040-full
31,2040010206,2040_2040-full
32,2040010207,2040_2040-full
33,2040010208,2040_2040-full
34,2040010209,2040_2040-full
35,2040010210,2040_2040-full
36,2040010211,2040_2040-full
37,2040010212,2040_2040-full
38,2040010213,2040_2040-full
39,2040010214,2040_2040-full
40,2040010215,2040_2040-full
41,2040010216,2040_2040-full
42,2040010217,2040_2040-full
43,2040010218,2040_2040-full
44,2040010219,2040_2040-full
45,2040010220,2040_2040-full
46,2040010221,2040_2040-full
47,2040010222,2040_2040-full
48,2040010223,2040_2040-full
49,2040010300,2040_2040-full
50,2040010301,2040_2040-full
51,2040010302,2040_2040-full
52,2040010303,2040_2040-full
53,2040010304,2040_2040-full
54,2040010305,2040_2040-full
55,2040010306,2040_2040-full
56,2040010307,2040_2040-full
57,2040010308,2040_2040-full
58,2040010309,2040_2040-full
59,2040010310,2040_2040-full
60,2040010311,2040_2040-full
61,2040010312,2040_2040-full
62,2040010313,2040_2040-full
63,2040010314,2040_2040-full
64,2040010315,2040_2040-full
65,2040010316,2040_2040-full
66,2040010317,2040_2040-full
67,2040010318,2040_2040-full
68,2040010319,2040_2040-full
69,2040010320,2040_2040-full
70,2040010321,2040_2040-full
71,2040010322,2040_2040-full
72,2040010323,2040_2040-full
73,2040010400,2040_2040-full
74,2040010401,2040_2040-full
75,2040010402,2040_2040-full
76,2040010403,2040_2040-full
77,2040010404,2040_2040-full
78,2040010405,2040_2040-full
79,2040010406,2040_2040-full
80,2040010407,2040_2040-full
81,2040010408,2040_2040-full
82,2040010409,2040_2040-full
83,2040010410,2040_2040-full
84,2040010411,2040_2040-full
85,2040010412,2040_2040-full
86,2040010413,2040_2040-full
87,2040010414,2040_2040-full
88,2040010415,2040_2040-full
89,2040010416,2040_2040-full
90,2040010417,2040_2040-full
91,2040010418,2040_2040-full
92,2040010419,2040_2040-full
93,2040010420,2040_2040-full
94,2040010421,2040_2040-full
95,2040010422,2040_2040-full
96,2040010423,2040_2040-full
97,2040010500,2040_2040-full
98,2040010501,2040_2040-full
99,2040010502,2040_2040-full
100,2040010503,2040_2040-full
101,2040010504,2040_2040-full
102,2040010505,2040_2040-full
103,2040010506,2040_2040-full
104,2040010507,2040_2040-full
105,2040010508,2040_2040-full
106,2040010509,2040_2040-full
107,2040010510,2040_2040-full
108,2040010511,2040_2040-full
109,2040010512,2040_2040-full
110,2040010513,2040_2040-full
111,2040010514,2040_2040-full
112,2040010515,2040_2040-full
113,2040010516,2040_2040-full
114,2040010517,2040_2040-full
115,2040010518,2040_2040-full
116,2040010519,2040_2040-full
117,2040010520,2040_2040-full
118,2040010521,2040_2040-full
119,2040010522,2040_2040-full
120,2040010523,2040_2040-full
121,2040010600,2040_2040-full
122,2040010601,2040_2040-full
123,2040010602,2040_2040-full
124,2040010603,2040_2040-full
125,2040010604,2040_2040-full
126,2040010605,2040_2040-full
127,2040010606,2040_2040-full
128,2040010607,2040_2040-full
129,2040010608,2040_2040-full
130,2040010609,2040_2040-full
131,2040010610,2040_2040-full
132,2040010611,2040_2040-full
133,2040010612,2040_2040-full
134,2040010613,2040_2040-full
135,2040010614,2040_2040-full
136,2040010615,2040_2040-full
137,2040010616,2040_2040-full
138,2040010617,2040_2040-full
139,2040010618,2040_2040-full
140,2040010619,2040_2040-full
141,2040010620,2040_2040-full
142,2040010621,2040_2040-full
143,2040010622,2040_2040-full
144,2040010623,2040_2040-full
145,2040010700,2040_2040-full
146,2040010701,2040_2040-full
147,2040010702,2040_2040-full
148,2040010703,2040_2040-full
149,2040010704,2040_2040-full
150,2040010705,2040_2040-full
151,2040010706,2040_2040-full
152,2040010707,2040_2040-full
153,2040010708,2040_2040-full
154,2040010709,2040_2040-full
155,2040010710,2040_2040-full
156,2040010711,2040_2040-full
157,2040010712,2040_2040-full
158,2040010713,2040_2040-full
159,2040010714,2040_2040-full
160,2040010715,2040_2040-full
161,2040010716,2040_2040-full
162,2040010717,2040_2040-full
163,2040010718,2040_2040-full
164,2040010719,2040_2040-full
165,2040010720,2040_2040-full
166,2040010721,2040_2040-full
167,2040010722,2040_2040-full
168,2040010723,2040_2040-full
169,2040010800,2040_2040-full
170,2040010801,2040_2040-full
171,2040010802,2040_2040-full
172,2040010803,2040_2040-full
173,2040010804,2040_2040-full
174,2040010805,2040_2040-full
175,2040010806,2040_2040-full
176,2040010807,2040_2040-full
177,2040010808,2040_2040-full
178,2040010809,2040_2040-full
179,2040010810,2040_2040-full
180,2040010811,2040_2040-full
181,2040010812,2040_2040-full
182,2040010813,2040_2040-full
183,2040010814,2040_2040-full
184,2040010815,2040_2040-full
185,2040010816,2040_2040-full
186,2040010817,2040_2040-full
187,2040010818,2040_2040-full
188,2040010819,2040_2040-full
189,2040010820,2040_2040-full
190,2040010821,2040_2040-full
191,2040010822,2040_2040-full
192,2040010823,2040_2040-full
193,2040010900,2040_2040-full
194,2040010901,2040_2040-full
195,2040010902,2040_2040-full
196,2040010903,2040_2040-full
197,2040010904,2040_2040-full
198,2040010905,2040_2040-full
199,2040010906,2040_2040-full
200,2040010907,2040_2040-full
201,2040010908,2040_2040-full
202,2040010909,2040_2040-full
203,2040010910,2040_2040-full
204,2040010911,2040_2040-full
205,2040010912,2040_2040-full
206,2040010913,2040_2040-full
207,2040010914,2040_2040-full
208,2040010915,2040_2040-full
209,2040010916,2040_2040-full
210,2040010917,2040_2040-full
211,2040010918,2040_2040-full
212,2040010919,2040_2040-full
213,2040010920,2040_2040-full
214,2040010921,2040_2040-full
215,2040010922,2040_2040-full
216,2040010923,2040_2040-full
217,2040011000,2040_2040-full
218,2040011001,2040_2040-full
219,2040011002,2040_2040-full
220,2040011003,2040_2040-full
221,2040011004,2040_2040-full
222,2040011005,2040_2040-full
223,2040011006,2040_2040-full
224,2040011007,2040_2040-full
225,2040011008,2040_2040-full
226,2040011009,2040_2040-full
227,2040011010,2040_2040-full
228,2040011011,2040_2040-full
229,2040011012,2040_2040-full
230,2040011013,2040_2040-full
231,2040011014,2040_2040-full
232,2040011015,2040_2040-full
233,2040011016,2040_2040-full
234,2040011017,2040_2040-full
235,2040011018,2040_2040-full
236,2040011019,2040_2040-full
237,2040011020,2040_2040-full
238,2040011021,2040_2040-full
239,2040011022,2040_2040-full
240,2040011023,2040_2040-full
241,2040011100,2040_2040-full
242,2040011101,2040_2040-full
243,2040011102,2040_2040-full
244,2040011103,2040_2040-full
245,2040011104,2040_2040-full
246,2040011105,2040_2040-full
247,2040011106,2040_2040-full
248,2040011107,2040_2040-full
249,2040011108,2040_2040-full
250,2040011109,2040_2040-full
251,2040011110,2040_2040-full
252,2040011111,2040_2040-full
253,2040011112,2040_2040-full
254,2040011113,2040_2040-full
255,2040011114,2040_2040-full
256,2040011115,2040_2040-full
257,2040011116,2040_2040-full
258,2040011117,2040_2040-full
259,2040011118,2040_2040-full
260,2040011119,2040_2040-full
261,2040011120,2040_2040-full
262,2040011121,2040_2040-full
263,2040011122,2040_2040-full
264,2040011123,2040_2040-full
265,2040011200,2040_2040-full
266,2040011201,2040_2040-full
267,2040011202,2040_2040-full
268,2040011203,2040_2040-full
269,2040011204,2040_2040-full
270,2040011205,2040_2040-full
271,2040011206,2040_2040-full
272,2040011207,2040_2040-full
273,2040011208,2040_2040-full
274,2040011209,2040_2040-full
275,2040011210,2040_2040-full
276,2040011211,2040_2040-full
277,2040011212,2040_2040-full
278,2040011213,2040_2040-full
279,2040011214,2040_2040-full
280,2040011215,2040_2040-full
281,2040011216,2040_2040-full
282,2040011217,2040_2040-full
283,2040011218,2040_2040-full
