GENERATION_PROJECT,timepoint,gen_max_capacity_factor
Eastern_solar_photovoltaic_1,321,0.15245547829036635
Western_onshore_wind_turbine_1,321,0.2948863347433766
Western_solar_photovoltaic_1,321,0.0
ERCOT_onshore_wind_turbine_1,322,0.328746771566354
ERCOT_solar_photovoltaic_1,322,0.1854231543624161
Eastern_onshore_wind_turbine_1,322,0.31826503583087906
Eastern_solar_photovoltaic_1,322,0.3808903948439621
Western_onshore_wind_turbine_1,322,0.2580966924799193
Western_solar_photovoltaic_1,322,0.0010516413613329313
ERCOT_onshore_wind_turbine_1,323,0.21951420639187333
ERCOT_solar_photovoltaic_1,323,0.44860394295302014
Eastern_onshore_wind_turbine_1,323,0.2774410408087331
Eastern_solar_photovoltaic_1,323,0.5470292903663501
Western_onshore_wind_turbine_1,323,0.2759595686979399
Western_solar_photovoltaic_1,323,0.0628362091604984
ERCOT_onshore_wind_turbine_1,324,0.1494759201457148
ERCOT_solar_photovoltaic_1,324,0.614448322147651
Eastern_onshore_wind_turbine_1,324,0.2532695337676343
Eastern_solar_photovoltaic_1,324,0.6473459416553596
Western_onshore_wind_turbine_1,324,0.2703566873442983
Western_solar_photovoltaic_1,324,0.3232641108441704
ERCOT_onshore_wind_turbine_1,325,0.1063842614361254
ERCOT_solar_photovoltaic_1,325,0.7208230704697987
Eastern_onshore_wind_turbine_1,325,0.2231824799719155
Eastern_solar_photovoltaic_1,325,0.677027947761194
Western_onshore_wind_turbine_1,325,0.2753389298086756
Western_solar_photovoltaic_1,325,0.48739969750318546
ERCOT_onshore_wind_turbine_1,326,0.05293132828359826
ERCOT_solar_photovoltaic_1,326,0.7641789429530201
Eastern_onshore_wind_turbine_1,326,0.16614814770436429
Eastern_solar_photovoltaic_1,326,0.6737593141112619
Western_onshore_wind_turbine_1,326,0.2989520067213565
Western_solar_photovoltaic_1,326,0.5933324853371721
ERCOT_onshore_wind_turbine_1,327,0.05946801816620797
ERCOT_solar_photovoltaic_1,327,0.7722460570469798
Eastern_onshore_wind_turbine_1,327,0.1454324758727536
Eastern_solar_photovoltaic_1,327,0.6320172320217097
Western_onshore_wind_turbine_1,327,0.2938857536073232
Western_solar_photovoltaic_1,327,0.6081576626041961
ERCOT_onshore_wind_turbine_1,328,0.04577205541335345
ERCOT_solar_photovoltaic_1,328,0.74708322147651
Eastern_onshore_wind_turbine_1,328,0.14654084615109722
Eastern_solar_photovoltaic_1,328,0.5300403093622795
Western_onshore_wind_turbine_1,328,0.30311483338514
Western_solar_photovoltaic_1,328,0.5961406133584928
ERCOT_onshore_wind_turbine_1,329,0.05414981665289223
ERCOT_solar_photovoltaic_1,329,0.6671471476510067
Eastern_onshore_wind_turbine_1,329,0.13011641367480403
Eastern_solar_photovoltaic_1,329,0.369910092265943
Western_onshore_wind_turbine_1,329,0.3453228318895031
Western_solar_photovoltaic_1,329,0.5326224377741683
ERCOT_onshore_wind_turbine_1,330,0.07138578598538037
ERCOT_solar_photovoltaic_1,330,0.5278670302013423
Eastern_onshore_wind_turbine_1,330,0.1184695728673322
Eastern_solar_photovoltaic_1,330,0.1397672381275441
Western_onshore_wind_turbine_1,330,0.38745461147225635
Western_solar_photovoltaic_1,330,0.46357422065732273
ERCOT_onshore_wind_turbine_1,331,0.1006953882385037
ERCOT_solar_photovoltaic_1,331,0.3100311241610738
Eastern_onshore_wind_turbine_1,331,0.08538752194102672
Eastern_solar_photovoltaic_1,331,0.0030997455902306652
Western_onshore_wind_turbine_1,331,0.416411732641376
Western_solar_photovoltaic_1,331,0.3606345921156296
ERCOT_onshore_wind_turbine_1,332,0.1503479053495631
ERCOT_solar_photovoltaic_1,332,0.0
Eastern_onshore_wind_turbine_1,332,0.08245732099800929
Eastern_solar_photovoltaic_1,332,0.0
Western_onshore_wind_turbine_1,332,0.4486354186657296
Western_solar_photovoltaic_1,332,0.19072092529009543
ERCOT_onshore_wind_turbine_1,333,0.2692704466126923
ERCOT_solar_photovoltaic_1,333,0.0
Eastern_onshore_wind_turbine_1,333,0.09920640898704455
Eastern_solar_photovoltaic_1,333,0.0
Western_onshore_wind_turbine_1,333,0.48496898084953977
Western_solar_photovoltaic_1,333,0.0002575351859236852
ERCOT_onshore_wind_turbine_1,334,0.3624945665866947
ERCOT_solar_photovoltaic_1,334,0.0
Eastern_onshore_wind_turbine_1,334,0.11432035601746454
Eastern_solar_photovoltaic_1,334,0.0
Western_onshore_wind_turbine_1,334,0.4674992900229301
Western_solar_photovoltaic_1,334,0.0
ERCOT_onshore_wind_turbine_1,335,0.4029911134826322
ERCOT_solar_photovoltaic_1,335,0.0
Eastern_onshore_wind_turbine_1,335,0.1395389941707816
Eastern_solar_photovoltaic_1,335,0.0
Western_onshore_wind_turbine_1,335,0.4568217840426346
Western_solar_photovoltaic_1,335,0.0
ERCOT_onshore_wind_turbine_1,336,0.44857621984000257
ERCOT_solar_photovoltaic_1,336,0.0
Eastern_onshore_wind_turbine_1,336,0.16657424170760576
Eastern_solar_photovoltaic_1,336,0.0
Western_onshore_wind_turbine_1,336,0.4374817509764437
Western_solar_photovoltaic_1,336,0.0
ERCOT_onshore_wind_turbine_1,337,0.5057410188000995
ERCOT_solar_photovoltaic_1,337,0.0
Eastern_onshore_wind_turbine_1,337,0.19539512578120566
Eastern_solar_photovoltaic_1,337,0.0
Western_onshore_wind_turbine_1,337,0.4635910185197699
Western_solar_photovoltaic_1,337,0.0
ERCOT_onshore_wind_turbine_1,338,0.5598216429826602
ERCOT_solar_photovoltaic_1,338,0.0
Eastern_onshore_wind_turbine_1,338,0.2262295259476947
Eastern_solar_photovoltaic_1,338,0.0
Western_onshore_wind_turbine_1,338,0.4281175394969794
Western_solar_photovoltaic_1,338,0.0
ERCOT_onshore_wind_turbine_1,339,0.5693133843388671
ERCOT_solar_photovoltaic_1,339,0.0
Eastern_onshore_wind_turbine_1,339,0.28070753972508283
Eastern_solar_photovoltaic_1,339,0.0
Western_onshore_wind_turbine_1,339,0.4427319850075908
Western_solar_photovoltaic_1,339,0.0
ERCOT_onshore_wind_turbine_1,340,0.5892579709854205
ERCOT_solar_photovoltaic_1,340,0.0
Eastern_onshore_wind_turbine_1,340,0.3432354295816543
Eastern_solar_photovoltaic_1,340,0.0
Western_onshore_wind_turbine_1,340,0.426011830848864
Western_solar_photovoltaic_1,340,0.0
ERCOT_onshore_wind_turbine_1,341,0.609264650115946
ERCOT_solar_photovoltaic_1,341,0.0
Eastern_onshore_wind_turbine_1,341,0.4007635744271158
Eastern_solar_photovoltaic_1,341,0.0
Western_onshore_wind_turbine_1,341,0.4446129805071651
Western_solar_photovoltaic_1,341,0.0
ERCOT_onshore_wind_turbine_1,342,0.6110966756802299
ERCOT_solar_photovoltaic_1,342,0.0
Eastern_onshore_wind_turbine_1,342,0.44892559264421167
Eastern_solar_photovoltaic_1,342,0.0
Western_onshore_wind_turbine_1,342,0.46847093869239875
Western_solar_photovoltaic_1,342,0.0
ERCOT_onshore_wind_turbine_1,343,0.6192793050462579
ERCOT_solar_photovoltaic_1,343,0.0
Eastern_onshore_wind_turbine_1,343,0.5046060240862548
Eastern_solar_photovoltaic_1,343,0.0
Western_onshore_wind_turbine_1,343,0.43565643596916825
Western_solar_photovoltaic_1,343,0.0
ERCOT_onshore_wind_turbine_1,344,0.5894914789732563
ERCOT_solar_photovoltaic_1,344,0.0
Eastern_onshore_wind_turbine_1,344,0.5162633682077413
Eastern_solar_photovoltaic_1,344,0.0
Western_onshore_wind_turbine_1,344,0.41649273850229074
Western_solar_photovoltaic_1,344,0.0
ERCOT_onshore_wind_turbine_1,345,0.5869607288147833
ERCOT_solar_photovoltaic_1,345,0.0
Eastern_onshore_wind_turbine_1,345,0.5756307378281169
Eastern_solar_photovoltaic_1,345,0.16797286906377207
Western_onshore_wind_turbine_1,345,0.40353524297343435
Western_solar_photovoltaic_1,345,0.0
ERCOT_onshore_wind_turbine_1,346,0.5807168647243375
ERCOT_solar_photovoltaic_1,346,0.1399958053691275
Eastern_onshore_wind_turbine_1,346,0.5970006052044641
Eastern_solar_photovoltaic_1,346,0.40179033921302576
Western_onshore_wind_turbine_1,346,0.4100393460642674
Western_solar_photovoltaic_1,346,0.0
ERCOT_onshore_wind_turbine_1,347,0.6134415664342396
ERCOT_solar_photovoltaic_1,347,0.3587187080536913
Eastern_onshore_wind_turbine_1,347,0.5972627796101382
Eastern_solar_photovoltaic_1,347,0.5793448493894165
Western_onshore_wind_turbine_1,347,0.4254884394469747
Western_solar_photovoltaic_1,347,0.02439871609069069
ERCOT_onshore_wind_turbine_1,348,0.5501460237348247
ERCOT_solar_photovoltaic_1,348,0.5078290268456376
Eastern_onshore_wind_turbine_1,348,0.577796881273557
Eastern_solar_photovoltaic_1,348,0.6892641845318861
Western_onshore_wind_turbine_1,348,0.46444695624360866
Western_solar_photovoltaic_1,348,0.2677030385853654
ERCOT_onshore_wind_turbine_1,349,0.5326369390260538
ERCOT_solar_photovoltaic_1,349,0.5032334731543624
Eastern_onshore_wind_turbine_1,349,0.5573003605160319
Eastern_solar_photovoltaic_1,349,0.7250713459972864
Western_onshore_wind_turbine_1,349,0.3956254240265971
Western_solar_photovoltaic_1,349,0.4392330878991547
ERCOT_onshore_wind_turbine_1,350,0.5611490808572782
ERCOT_solar_photovoltaic_1,350,0.5369188758389262
Eastern_onshore_wind_turbine_1,350,0.5625952498071292
Eastern_solar_photovoltaic_1,350,0.7259040210312077
Western_onshore_wind_turbine_1,350,0.30466158510489727
Western_solar_photovoltaic_1,350,0.5426677607454455
ERCOT_onshore_wind_turbine_1,351,0.5830624182560762
ERCOT_solar_photovoltaic_1,351,0.5352875
Eastern_onshore_wind_turbine_1,351,0.6130488908088383
Eastern_solar_photovoltaic_1,351,0.6883708100407057
Western_onshore_wind_turbine_1,351,0.27811825037503546
Western_solar_photovoltaic_1,351,0.5781977512133917
ERCOT_onshore_wind_turbine_1,352,0.6395632455246456
ERCOT_solar_photovoltaic_1,352,0.5492987416107382
Eastern_onshore_wind_turbine_1,352,0.615866445732352
Eastern_solar_photovoltaic_1,352,0.5815902069199458
Western_onshore_wind_turbine_1,352,0.3036118065222385
Western_solar_photovoltaic_1,352,0.5676160216319267
ERCOT_onshore_wind_turbine_1,353,0.6543395584423921
ERCOT_solar_photovoltaic_1,353,0.4910481543624161
Eastern_onshore_wind_turbine_1,353,0.6368552897056381
Eastern_solar_photovoltaic_1,353,0.4095202483039349
Western_onshore_wind_turbine_1,353,0.29661092986273474
Western_solar_photovoltaic_1,353,0.5424462046862689
ERCOT_onshore_wind_turbine_1,354,0.6564434504561613
ERCOT_solar_photovoltaic_1,354,0.3562776845637584
Eastern_onshore_wind_turbine_1,354,0.6119346948857174
Eastern_solar_photovoltaic_1,354,0.16545900000000002
Western_onshore_wind_turbine_1,354,0.3187728794165213
Western_solar_photovoltaic_1,354,0.49795423738705
ERCOT_onshore_wind_turbine_1,355,0.637517585274459
ERCOT_solar_photovoltaic_1,355,0.17294689597315435
Eastern_onshore_wind_turbine_1,355,0.5959467314964884
Eastern_solar_photovoltaic_1,355,0.002923406377204885
Western_onshore_wind_turbine_1,355,0.3308251771563977
Western_solar_photovoltaic_1,355,0.3833729333437083
ERCOT_onshore_wind_turbine_1,356,0.6492224437722164
ERCOT_solar_photovoltaic_1,356,0.0
Eastern_onshore_wind_turbine_1,356,0.6396629410540522
Eastern_solar_photovoltaic_1,356,0.0
Western_onshore_wind_turbine_1,356,0.30216047013456226
Western_solar_photovoltaic_1,356,0.19067493653402848
ERCOT_onshore_wind_turbine_1,357,0.6958119508613703
ERCOT_solar_photovoltaic_1,357,0.0
Eastern_onshore_wind_turbine_1,357,0.6772488889169175
Eastern_solar_photovoltaic_1,357,0.0
Western_onshore_wind_turbine_1,357,0.27606180449501977
Western_solar_photovoltaic_1,357,0.0010572497106340762
ERCOT_onshore_wind_turbine_1,358,0.7112576448121193
ERCOT_solar_photovoltaic_1,358,0.0
Eastern_onshore_wind_turbine_1,358,0.7352479158389513
Eastern_solar_photovoltaic_1,358,0.0
Western_onshore_wind_turbine_1,358,0.28117672122137677
Western_solar_photovoltaic_1,358,0.0
ERCOT_onshore_wind_turbine_1,359,0.7323799108539883
ERCOT_solar_photovoltaic_1,359,0.0
Eastern_onshore_wind_turbine_1,359,0.7362865909057466
Eastern_solar_photovoltaic_1,359,0.0
Western_onshore_wind_turbine_1,359,0.32655750543970385
Western_solar_photovoltaic_1,359,0.0
ERCOT_onshore_wind_turbine_1,360,0.7415201080022789
ERCOT_solar_photovoltaic_1,360,0.0
Eastern_onshore_wind_turbine_1,360,0.7110024878759403
Eastern_solar_photovoltaic_1,360,0.0
Western_onshore_wind_turbine_1,360,0.3630683001545191
Western_solar_photovoltaic_1,360,0.0
ERCOT_onshore_wind_turbine_1,361,0.7211995334076886
ERCOT_solar_photovoltaic_1,361,0.0
Eastern_onshore_wind_turbine_1,361,0.7101490886196755
Eastern_solar_photovoltaic_1,361,0.0
Western_onshore_wind_turbine_1,361,0.3778064983624578
Western_solar_photovoltaic_1,361,0.0
ERCOT_onshore_wind_turbine_1,362,0.7072978339364665
ERCOT_solar_photovoltaic_1,362,0.0
Eastern_onshore_wind_turbine_1,362,0.7192757253939924
Eastern_solar_photovoltaic_1,362,0.0
Western_onshore_wind_turbine_1,362,0.3989270899499502
Western_solar_photovoltaic_1,362,0.0
ERCOT_onshore_wind_turbine_1,363,0.7227849013456153
ERCOT_solar_photovoltaic_1,363,0.0
Eastern_onshore_wind_turbine_1,363,0.7111505847086548
Eastern_solar_photovoltaic_1,363,0.0
Western_onshore_wind_turbine_1,363,0.4309766243653679
Western_solar_photovoltaic_1,363,0.0
ERCOT_onshore_wind_turbine_1,364,0.7080646978584094
ERCOT_solar_photovoltaic_1,364,0.0
Eastern_onshore_wind_turbine_1,364,0.6806845263996536
Eastern_solar_photovoltaic_1,364,0.0
Western_onshore_wind_turbine_1,364,0.48762494335049716
Western_solar_photovoltaic_1,364,0.0
ERCOT_onshore_wind_turbine_1,365,0.7069093021576384
ERCOT_solar_photovoltaic_1,365,0.0
Eastern_onshore_wind_turbine_1,365,0.6620359956864204
Eastern_solar_photovoltaic_1,365,0.0
Western_onshore_wind_turbine_1,365,0.4980837412548034
Western_solar_photovoltaic_1,365,0.0
ERCOT_onshore_wind_turbine_1,366,0.7217789198969725
ERCOT_solar_photovoltaic_1,366,0.0
Eastern_onshore_wind_turbine_1,366,0.627224967049045
Eastern_solar_photovoltaic_1,366,0.0
Western_onshore_wind_turbine_1,366,0.4799350064645755
Western_solar_photovoltaic_1,366,0.0
ERCOT_onshore_wind_turbine_1,367,0.7104852311296911
ERCOT_solar_photovoltaic_1,367,0.0
Eastern_onshore_wind_turbine_1,367,0.6388388667814432
Eastern_solar_photovoltaic_1,367,0.0
Western_onshore_wind_turbine_1,367,0.4454282738457241
Western_solar_photovoltaic_1,367,0.0
ERCOT_onshore_wind_turbine_1,368,0.6693232325258571
ERCOT_solar_photovoltaic_1,368,0.0
Eastern_onshore_wind_turbine_1,368,0.6097113864206328
Eastern_solar_photovoltaic_1,368,0.0
Western_onshore_wind_turbine_1,368,0.36868413453524884
Western_solar_photovoltaic_1,368,0.0
ERCOT_onshore_wind_turbine_1,369,0.6867819192470331
ERCOT_solar_photovoltaic_1,369,0.0
Eastern_onshore_wind_turbine_1,369,0.6091139815054224
Eastern_solar_photovoltaic_1,369,0.13105111126187247
Western_onshore_wind_turbine_1,369,0.3292556417498952
Western_solar_photovoltaic_1,369,0.0
ERCOT_onshore_wind_turbine_1,370,0.6370531578229437
ERCOT_solar_photovoltaic_1,370,0.014565352348993288
Eastern_onshore_wind_turbine_1,370,0.5664228438934049
Eastern_solar_photovoltaic_1,370,0.3341617713704207
Western_onshore_wind_turbine_1,370,0.29048204379693576
Western_solar_photovoltaic_1,370,0.0
ERCOT_onshore_wind_turbine_1,371,0.6238208221332456
ERCOT_solar_photovoltaic_1,371,0.1901163590604027
Eastern_onshore_wind_turbine_1,371,0.578425047350575
Eastern_solar_photovoltaic_1,371,0.48962425305291724
Western_onshore_wind_turbine_1,371,0.2869842223813964
Western_solar_photovoltaic_1,371,0.027706486659987747
ERCOT_onshore_wind_turbine_1,372,0.6567774262398999
ERCOT_solar_photovoltaic_1,372,0.3760984899328859
Eastern_onshore_wind_turbine_1,372,0.5820994029938598
Eastern_solar_photovoltaic_1,372,0.5748016322930801
Western_onshore_wind_turbine_1,372,0.30810689344487546
Western_solar_photovoltaic_1,372,0.3175130618319052
ERCOT_onshore_wind_turbine_1,373,0.6650761532412719
ERCOT_solar_photovoltaic_1,373,0.4342984899328859
Eastern_onshore_wind_turbine_1,373,0.5696332746837864
Eastern_solar_photovoltaic_1,373,0.6010107123473541
Western_onshore_wind_turbine_1,373,0.3098085183733596
Western_solar_photovoltaic_1,373,0.5171324206553773
ERCOT_onshore_wind_turbine_1,374,0.6539945545507795
ERCOT_solar_photovoltaic_1,374,0.49084085570469793
Eastern_onshore_wind_turbine_1,374,0.5222593382060807
Eastern_solar_photovoltaic_1,374,0.5822545169606513
Western_onshore_wind_turbine_1,374,0.27918473819595546
Western_solar_photovoltaic_1,374,0.6357403575492896
ERCOT_onshore_wind_turbine_1,375,0.6092395291549985
ERCOT_solar_photovoltaic_1,375,0.4939210570469798
Eastern_onshore_wind_turbine_1,375,0.49755656023560724
Eastern_solar_photovoltaic_1,375,0.5442093575305291
Western_onshore_wind_turbine_1,375,0.2626805490609472
Western_solar_photovoltaic_1,375,0.6961033619943391
ERCOT_onshore_wind_turbine_1,376,0.6106559565744181
ERCOT_solar_photovoltaic_1,376,0.4898402684563758
Eastern_onshore_wind_turbine_1,376,0.5213274711114194
Eastern_solar_photovoltaic_1,376,0.4473993602442333
Western_onshore_wind_turbine_1,376,0.29739122754855185
Western_solar_photovoltaic_1,376,0.7092171032282538
ERCOT_onshore_wind_turbine_1,377,0.6184669164787726
ERCOT_solar_photovoltaic_1,377,0.4055760906040269
Eastern_onshore_wind_turbine_1,377,0.5398410307184884
Eastern_solar_photovoltaic_1,377,0.28857196336499324
Western_onshore_wind_turbine_1,377,0.295032661648174
Western_solar_photovoltaic_1,377,0.6942881768487807
ERCOT_onshore_wind_turbine_1,378,0.6461328127131359
ERCOT_solar_photovoltaic_1,378,0.25688003355704697
Eastern_onshore_wind_turbine_1,378,0.5378397894081861
Eastern_solar_photovoltaic_1,378,0.08174940841248304
Western_onshore_wind_turbine_1,378,0.28089863815946553
Western_solar_photovoltaic_1,378,0.6303202361615001
ERCOT_onshore_wind_turbine_1,379,0.6050994286952267
ERCOT_solar_photovoltaic_1,379,0.11593842281879195
Eastern_onshore_wind_turbine_1,379,0.5251668367293313
Eastern_solar_photovoltaic_1,379,0.000548865671641791
Western_onshore_wind_turbine_1,379,0.305291291068074
Western_solar_photovoltaic_1,379,0.5131341918666291
ERCOT_onshore_wind_turbine_1,380,0.5739075296685309
ERCOT_solar_photovoltaic_1,380,0.0
Eastern_onshore_wind_turbine_1,380,0.4900411721921266
Eastern_solar_photovoltaic_1,380,0.0
Western_onshore_wind_turbine_1,380,0.3599892904283739
Western_solar_photovoltaic_1,380,0.30855491143943736
ERCOT_onshore_wind_turbine_1,381,0.3721425136607637
ERCOT_solar_photovoltaic_1,381,0.0
Eastern_onshore_wind_turbine_1,381,0.39725496450546244
Eastern_solar_photovoltaic_1,381,0.0
Western_onshore_wind_turbine_1,381,0.37960757774384063
Western_solar_photovoltaic_1,381,0.002390524360233827
ERCOT_onshore_wind_turbine_1,382,0.6009221484910975
ERCOT_solar_photovoltaic_1,382,0.0
Eastern_onshore_wind_turbine_1,382,0.5449150456058036
Eastern_solar_photovoltaic_1,382,0.0
Western_onshore_wind_turbine_1,382,0.4357611634433889
Western_solar_photovoltaic_1,382,0.0
ERCOT_onshore_wind_turbine_1,383,0.6228917012364897
ERCOT_solar_photovoltaic_1,383,0.0
Eastern_onshore_wind_turbine_1,383,0.5425239805174193
Eastern_solar_photovoltaic_1,383,0.0
Western_onshore_wind_turbine_1,383,0.44645409655868346
Western_solar_photovoltaic_1,383,0.0
ERCOT_onshore_wind_turbine_1,384,0.6940884427130558
ERCOT_solar_photovoltaic_1,384,0.0
Eastern_onshore_wind_turbine_1,384,0.5531226185446083
Eastern_solar_photovoltaic_1,384,0.0
Western_onshore_wind_turbine_1,384,0.5176129994278739
Western_solar_photovoltaic_1,384,0.0
ERCOT_onshore_wind_turbine_1,385,0.7350579011771124
ERCOT_solar_photovoltaic_1,385,0.0
Eastern_onshore_wind_turbine_1,385,0.5571309356389543
Eastern_solar_photovoltaic_1,385,0.0
Western_onshore_wind_turbine_1,385,0.48219019186499623
Western_solar_photovoltaic_1,385,0.0
ERCOT_onshore_wind_turbine_1,386,0.7672876278815987
ERCOT_solar_photovoltaic_1,386,0.0
Eastern_onshore_wind_turbine_1,386,0.590758861442022
Eastern_solar_photovoltaic_1,386,0.0
Western_onshore_wind_turbine_1,386,0.5123420332553981
Western_solar_photovoltaic_1,386,0.0
ERCOT_onshore_wind_turbine_1,387,0.7555110000240719
ERCOT_solar_photovoltaic_1,387,0.0
Eastern_onshore_wind_turbine_1,387,0.6627304540399869
Eastern_solar_photovoltaic_1,387,0.0
Western_onshore_wind_turbine_1,387,0.4940686222570604
Western_solar_photovoltaic_1,387,0.0
ERCOT_onshore_wind_turbine_1,388,0.7252500942813356
ERCOT_solar_photovoltaic_1,388,0.0
Eastern_onshore_wind_turbine_1,388,0.6909383841314086
Eastern_solar_photovoltaic_1,388,0.0
Western_onshore_wind_turbine_1,388,0.47221246514309917
Western_solar_photovoltaic_1,388,0.0
ERCOT_onshore_wind_turbine_1,389,0.652373488489653
ERCOT_solar_photovoltaic_1,389,0.0
Eastern_onshore_wind_turbine_1,389,0.6837329225762917
Eastern_solar_photovoltaic_1,389,0.0
Western_onshore_wind_turbine_1,389,0.46816912951225126
Western_solar_photovoltaic_1,389,0.0
ERCOT_onshore_wind_turbine_1,390,0.6217198026912306
ERCOT_solar_photovoltaic_1,390,0.0
Eastern_onshore_wind_turbine_1,390,0.6984456720208028
Eastern_solar_photovoltaic_1,390,0.0
Western_onshore_wind_turbine_1,390,0.3904817311547489
Western_solar_photovoltaic_1,390,0.0
ERCOT_onshore_wind_turbine_1,391,0.5904590269363781
ERCOT_solar_photovoltaic_1,391,0.0
Eastern_onshore_wind_turbine_1,391,0.6932932994469285
Eastern_solar_photovoltaic_1,391,0.0
Western_onshore_wind_turbine_1,391,0.3538681789718847
Western_solar_photovoltaic_1,391,0.0
ERCOT_onshore_wind_turbine_1,392,0.6433934789411604
ERCOT_solar_photovoltaic_1,392,0.0
Eastern_onshore_wind_turbine_1,392,0.6440322955096309
Eastern_solar_photovoltaic_1,392,0.0
Western_onshore_wind_turbine_1,392,0.31409592393875096
Western_solar_photovoltaic_1,392,0.0
ERCOT_onshore_wind_turbine_1,393,0.558760986383368
ERCOT_solar_photovoltaic_1,393,0.0
Eastern_onshore_wind_turbine_1,393,0.6592440058691591
Eastern_solar_photovoltaic_1,393,0.05447234328358208
Western_onshore_wind_turbine_1,393,0.34332282017668336
Western_solar_photovoltaic_1,393,0.0
ERCOT_onshore_wind_turbine_1,394,0.5583602373482472
ERCOT_solar_photovoltaic_1,394,0.09414815436241611
Eastern_onshore_wind_turbine_1,394,0.6812508117391588
Eastern_solar_photovoltaic_1,394,0.22855307394843966
Western_onshore_wind_turbine_1,394,0.37650132039517253
Western_solar_photovoltaic_1,394,0.0002401007674276099
ERCOT_onshore_wind_turbine_1,395,0.604947593218163
ERCOT_solar_photovoltaic_1,395,0.36552760067114093
Eastern_onshore_wind_turbine_1,395,0.7282286710096761
Eastern_solar_photovoltaic_1,395,0.3683088493894166
Western_onshore_wind_turbine_1,395,0.39415745363300125
Western_solar_photovoltaic_1,395,0.0746280461234693
ERCOT_onshore_wind_turbine_1,396,0.5732416153802948
ERCOT_solar_photovoltaic_1,396,0.5508610738255033
Eastern_onshore_wind_turbine_1,396,0.6987324794463818
Eastern_solar_photovoltaic_1,396,0.43479825508819536
Western_onshore_wind_turbine_1,396,0.3771439019006302
Western_solar_photovoltaic_1,396,0.36635635243310544
ERCOT_onshore_wind_turbine_1,397,0.4852132058061254
ERCOT_solar_photovoltaic_1,397,0.6746078859060403
Eastern_onshore_wind_turbine_1,397,0.6789384299579362
Eastern_solar_photovoltaic_1,397,0.4382889782903663
Western_onshore_wind_turbine_1,397,0.3807209911748409
Western_solar_photovoltaic_1,397,0.5529595524797931
ERCOT_onshore_wind_turbine_1,398,0.3123665445689939
ERCOT_solar_photovoltaic_1,398,0.6908926174496645
Eastern_onshore_wind_turbine_1,398,0.6039993632635214
Eastern_solar_photovoltaic_1,398,0.4352429023066486
Western_onshore_wind_turbine_1,398,0.38450631546227343
Western_solar_photovoltaic_1,398,0.6691635063368705
ERCOT_onshore_wind_turbine_1,399,0.2524393674725381
ERCOT_solar_photovoltaic_1,399,0.6228735738255033
Eastern_onshore_wind_turbine_1,399,0.5610321361678511
Eastern_solar_photovoltaic_1,399,0.4185464579375848
Western_onshore_wind_turbine_1,399,0.3981965294014299
Western_solar_photovoltaic_1,399,0.7337014006283376
ERCOT_onshore_wind_turbine_1,400,0.200134081298595
ERCOT_solar_photovoltaic_1,400,0.637022567114094
Eastern_onshore_wind_turbine_1,400,0.5474316852600446
Eastern_solar_photovoltaic_1,400,0.3788051512890095
Western_onshore_wind_turbine_1,400,0.41627110086990216
Western_solar_photovoltaic_1,400,0.7480352039178688
ERCOT_onshore_wind_turbine_1,401,0.11834282498976947
ERCOT_solar_photovoltaic_1,401,0.5782046979865771
Eastern_onshore_wind_turbine_1,401,0.5086592398261955
Eastern_solar_photovoltaic_1,401,0.2710521824966079
Western_onshore_wind_turbine_1,401,0.44009263804233734
Western_solar_photovoltaic_1,401,0.7288361629592165
ERCOT_onshore_wind_turbine_1,402,0.12754069623757291
ERCOT_solar_photovoltaic_1,402,0.4772794463087249
Eastern_onshore_wind_turbine_1,402,0.4762865494937009
Eastern_solar_photovoltaic_1,402,0.09141400339213025
Western_onshore_wind_turbine_1,402,0.45052027534136113
Western_solar_photovoltaic_1,402,0.6624808994173773
ERCOT_onshore_wind_turbine_1,403,0.1332137093085768
ERCOT_solar_photovoltaic_1,403,0.29672122483221475
Eastern_onshore_wind_turbine_1,403,0.459660319272157
Eastern_solar_photovoltaic_1,403,0.0020672191316146544
Western_onshore_wind_turbine_1,403,0.43157226494398115
Western_solar_photovoltaic_1,403,0.5327904071548765
ERCOT_onshore_wind_turbine_1,404,0.13128424619063284
ERCOT_solar_photovoltaic_1,404,0.0
Eastern_onshore_wind_turbine_1,404,0.4069700826348992
Eastern_solar_photovoltaic_1,404,0.0
Western_onshore_wind_turbine_1,404,0.4128073335765996
Western_solar_photovoltaic_1,404,0.31522120103879936
ERCOT_onshore_wind_turbine_1,405,0.1267753933738275
ERCOT_solar_photovoltaic_1,405,0.0
Eastern_onshore_wind_turbine_1,405,0.38744211016444996
Eastern_solar_photovoltaic_1,405,0.0
Western_onshore_wind_turbine_1,405,0.4034924344194721
Western_solar_photovoltaic_1,405,0.0049926457285699
ERCOT_onshore_wind_turbine_1,406,0.13236989817615766
ERCOT_solar_photovoltaic_1,406,0.0
Eastern_onshore_wind_turbine_1,406,0.3680329078613516
Eastern_solar_photovoltaic_1,406,0.0
Western_onshore_wind_turbine_1,406,0.36403568220417243
Western_solar_photovoltaic_1,406,0.0
ERCOT_onshore_wind_turbine_1,407,0.1522162324375938
ERCOT_solar_photovoltaic_1,407,0.0
Eastern_onshore_wind_turbine_1,407,0.3449870317233087
Eastern_solar_photovoltaic_1,407,0.0
Western_onshore_wind_turbine_1,407,0.3254866500885219
Western_solar_photovoltaic_1,407,0.0
