model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,709034
USENSYS,BASN,BASN_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,150879
USENSYS,BASN,BASN_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,53238
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,8763227
USENSYS,BASN,BASN_conventional_steam_coal_1,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,397623
USENSYS,BASN,BASN_conventional_steam_coal_2,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,24311761
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,3875746
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-current-policies_w10_h168_1680w,MWh,3782688
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,9906425
USENSYS,BASN,BASN_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,12317825
USENSYS,BASN,BASN_landbasedwind_class3_moderate_3,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,1874004
USENSYS,BASN,BASN_landbasedwind_class3_moderate_7,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,4015548
USENSYS,BASN,BASN_landbasedwind_class3_moderate_9,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2467305
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,663308
USENSYS,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,29107785
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,52462
USENSYS,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,40120
USENSYS,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,114715
USENSYS,BASN,BASN_onshore_wind_turbine_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,3845553
USENSYS,BASN,BASN_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,1546272
USENSYS,BASN,BASN_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,16793745
USENSYS,BASN,BASN_utilitypv_class1_moderate_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,700502
USENSYS,CANO,CANO_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,3168990
USENSYS,CANO,CANO_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,1078834
USENSYS,CANO,CANO_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,310491
USENSYS,CANO,CANO_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,18646052
USENSYS,CANO,CANO_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,12297592
USENSYS,CANO,CANO_hydroelectric_pumped_storage_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,2424241
USENSYS,CANO,CANO_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,3100433
USENSYS,CANO,CANO_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,43325019
USENSYS,CANO,CANO_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,9191
USENSYS,CANO,CANO_onshore_wind_turbine_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,3066964
USENSYS,CANO,CANO_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,1886976
USENSYS,CANO,CANO_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,14217799
USENSYS,CANO,CANO_utilitypv_class1_moderate_0,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,16918901
USENSYS,CANO,CANO_utilitypv_class1_moderate_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,7145114
USENSYS,CASO,CASO_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,11155595
USENSYS,CASO,CASO_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,906984
USENSYS,CASO,CASO_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,122624
USENSYS,CASO,CASO_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,2446195
USENSYS,CASO,CASO_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,19135149
USENSYS,CASO,CASO_geothermal_1,Geothermal,2030,26z-short-current-policies_w10_h168_1680w,MWh,209664
USENSYS,CASO,CASO_hydroelectric_pumped_storage_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,2957212
USENSYS,CASO,CASO_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,17108
USENSYS,CASO,CASO_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,7950487
USENSYS,CASO,CASO_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,48391943
USENSYS,CASO,CASO_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,1604528
USENSYS,CASO,CASO_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,9334266
USENSYS,CASO,CASO_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,245668
USENSYS,CASO,CASO_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,5718
USENSYS,CASO,CASO_naturalgas_ccavgcf_moderate_0,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,3607159
USENSYS,CASO,CASO_onshore_wind_turbine_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,13447313
USENSYS,CASO,CASO_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,637728
USENSYS,CASO,CASO_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,30986088
USENSYS,CASO,CASO_utilitypv_class1_moderate_0,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,24579950
USENSYS,CASO,CASO_utilitypv_class1_moderate_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,8492159
USENSYS,FRCC,FRCC_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,256146
USENSYS,FRCC,FRCC_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,285157
USENSYS,FRCC,FRCC_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,960760
USENSYS,FRCC,FRCC_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,122880
USENSYS,FRCC,FRCC_conventional_steam_coal_1,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,26398943
USENSYS,FRCC,FRCC_conventional_steam_coal_2,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,5353697
USENSYS,FRCC,FRCC_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,10791771
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,1727259
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2131182
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_4,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,3372896
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_5,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2000613
USENSYS,FRCC,FRCC_landbasedwind_class3_moderate_6,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,6339065
USENSYS,FRCC,FRCC_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,533866
USENSYS,FRCC,FRCC_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,123194561
USENSYS,FRCC,FRCC_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,285088
USENSYS,FRCC,FRCC_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,59486
USENSYS,FRCC,FRCC_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,117618
USENSYS,FRCC,FRCC_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,18437
USENSYS,FRCC,FRCC_nuclear_1,Nuclear,2030,26z-short-current-policies_w10_h168_1680w,MWh,32578355
USENSYS,FRCC,FRCC_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,15608089
USENSYS,FRCC,FRCC_utilitypv_class1_moderate_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,27922758
USENSYS,ISNE,ISNE_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,313850
USENSYS,ISNE,ISNE_battery_moderate_0,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,552629
USENSYS,ISNE,ISNE_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,131119
USENSYS,ISNE,ISNE_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,810736
USENSYS,ISNE,ISNE_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,2078789
USENSYS,ISNE,ISNE_conventional_steam_coal_1,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,2618085
USENSYS,ISNE,ISNE_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,8140165
USENSYS,ISNE,ISNE_hydroelectric_pumped_storage_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,2535881
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_0,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,10667959
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2324447
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,19460051
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_3,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,5659362
USENSYS,ISNE,ISNE_landbasedwind_class3_moderate_6,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,391522
USENSYS,ISNE,ISNE_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,947459
USENSYS,ISNE,ISNE_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,15546019
USENSYS,ISNE,ISNE_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,44080
USENSYS,ISNE,ISNE_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,228825
USENSYS,ISNE,ISNE_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,18696
USENSYS,ISNE,ISNE_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,27587
USENSYS,ISNE,ISNE_naturalgas_ccavgcf_moderate_0,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,24716959
USENSYS,ISNE,ISNE_nuclear_1,Nuclear,2030,26z-short-current-policies_w10_h168_1680w,MWh,27295625
USENSYS,ISNE,ISNE_onshore_wind_turbine_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2306527
USENSYS,ISNE,ISNE_petroleum_liquids_1,Other,2030,26z-short-current-policies_w10_h168_1680w,MWh,32969
USENSYS,ISNE,ISNE_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,2218944
USENSYS,ISNE,ISNE_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,4180359
USENSYS,ISNE,ISNE_utilitypv_class1_moderate_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,9829568
USENSYS,MISC,MISC_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,31854
USENSYS,MISC,MISC_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,577704
USENSYS,MISC,MISC_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,5796
USENSYS,MISC,MISC_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,1424124
USENSYS,MISC,MISC_conventional_steam_coal_1,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,88801100
USENSYS,MISC,MISC_conventional_steam_coal_2,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,15382809
USENSYS,MISC,MISC_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,2442411
USENSYS,MISC,MISC_hydroelectric_pumped_storage_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,941802
USENSYS,MISC,MISC_landbasedwind_class3_moderate_0,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,10051772
USENSYS,MISC,MISC_landbasedwind_class3_moderate_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,12269676
USENSYS,MISC,MISC_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,4822998
USENSYS,MISC,MISC_landbasedwind_class3_moderate_3,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,1619613
USENSYS,MISC,MISC_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,1173080
USENSYS,MISC,MISC_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,13833011
USENSYS,MISC,MISC_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,392833
USENSYS,MISC,MISC_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,392128
USENSYS,MISC,MISC_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,76372
USENSYS,MISC,MISC_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,182190
USENSYS,MISC,MISC_nuclear_1,Nuclear,2030,26z-short-current-policies_w10_h168_1680w,MWh,20483227
USENSYS,MISC,MISC_onshore_wind_turbine_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,13041012
USENSYS,MISC,MISC_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,122304
USENSYS,MISC,MISC_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,6478265
USENSYS,MISE,MISE_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,457
USENSYS,MISE,MISE_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,527843
USENSYS,MISE,MISE_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,334443
USENSYS,MISE,MISE_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,87215
USENSYS,MISE,MISE_conventional_steam_coal_1,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,26739964
USENSYS,MISE,MISE_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,1880449
USENSYS,MISE,MISE_hydroelectric_pumped_storage_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,1661343
USENSYS,MISE,MISE_landbasedwind_class3_moderate_0,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2815536
USENSYS,MISE,MISE_landbasedwind_class3_moderate_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,1705019
USENSYS,MISE,MISE_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,812956
USENSYS,MISE,MISE_landbasedwind_class3_moderate_3,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2025290
USENSYS,MISE,MISE_landbasedwind_class3_moderate_4,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,2703696
USENSYS,MISE,MISE_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,32746478
USENSYS,MISE,MISE_natural_gas_fired_combined_cycle_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,990197
USENSYS,MISE,MISE_natural_gas_fired_combustion_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,209784
USENSYS,MISE,MISE_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,62
USENSYS,MISE,MISE_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,36756
USENSYS,MISE,MISE_nuclear_1,Nuclear,2030,26z-short-current-policies_w10_h168_1680w,MWh,10139322
USENSYS,MISE,MISE_onshore_wind_turbine_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,7293032
USENSYS,MISE,MISE_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,104832
USENSYS,MISE,MISE_solar_photovoltaic_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,1957659
USENSYS,MISE,MISE_utilitypv_class1_moderate_1,Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,8194480
USENSYS,MISS,MISS_batteries_1,Battery,2030,26z-short-current-policies_w10_h168_1680w,MWh,4282
USENSYS,MISS,MISS_biomass_1,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,49974
USENSYS,MISS,MISS_biomass_2,Biomass,2030,26z-short-current-policies_w10_h168_1680w,MWh,644855
USENSYS,MISS,MISS_conventional_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,1375512
USENSYS,MISS,MISS_conventional_steam_coal_1,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,43555363
USENSYS,MISS,MISS_conventional_steam_coal_2,Coal,2030,26z-short-current-policies_w10_h168_1680w,MWh,6468764
USENSYS,MISS,MISS_distributed_generation_1,Distributed Solar,2030,26z-short-current-policies_w10_h168_1680w,MWh,6109632
USENSYS,MISS,MISS_landbasedwind_class3_moderate_0,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,4637578
USENSYS,MISS,MISS_landbasedwind_class3_moderate_1,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,584592
USENSYS,MISS,MISS_landbasedwind_class3_moderate_2,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,5903562
USENSYS,MISS,MISS_landbasedwind_class3_moderate_3,Wind,2030,26z-short-current-policies_w10_h168_1680w,MWh,1117177
USENSYS,MISS,MISS_natural_gas_fired_combined_cycle_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,53818306
USENSYS,MISS,MISS_natural_gas_fired_combustion_turbine_2,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,85942
USENSYS,MISS,MISS_natural_gas_internal_combustion_engine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,14477
USENSYS,MISS,MISS_natural_gas_steam_turbine_1,Natural Gas,2030,26z-short-current-policies_w10_h168_1680w,MWh,23716
USENSYS,MISS,MISS_nuclear_1,Nuclear,2030,26z-short-current-policies_w10_h168_1680w,MWh,47379358
USENSYS,MISS,MISS_small_hydroelectric_1,Hydro,2030,26z-short-current-policies_w10_h168_1680w,MWh,26208
