period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2027,130319.71473982822,SWITCH,BASN,BASN_batteries_1,Battery,base_52_week,all,MWh,2027
2027,3.66774999921418e-07,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_52_week,all,MWh,2027
2027,69898.7771998725,SWITCH,BASN,BASN_biomass_1,Other,base_52_week,all,MWh,2027
2027,177541.24799992316,SWITCH,BASN,BASN_biomass_2,Other,base_52_week,all,MWh,2027
2027,8469998.074917749,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_52_week,all,MWh,2027
2027,2467032.3752140016,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_52_week,all,MWh,2027
2027,11251132.891493823,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_52_week,all,MWh,2027
2027,2823312.584627654,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_52_week,all,MWh,2027
2027,4035016.48813322,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_52_week,all,MWh,2027
2027,1.5447123665221314e-08,SWITCH,BASN,BASN_hydrogen_fframe_ct_moderate_0,Hydro,base_52_week,all,MWh,2027
2027,2.776940282825232e-08,SWITCH,BASN,BASN_hydrogen_hframe_cc_moderate_0,Hydro,base_52_week,all,MWh,2027
2027,29832592.952008676,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0_anyQual:0,Wind,base_52_week,all,MWh,2027
2027,1.419578626905817e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10_anyQual:0,Wind,base_52_week,all,MWh,2027
2027,1.3851942722032138e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11_anyQual:1,Wind,base_52_week,all,MWh,2027
2027,15512506.247711396,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1_anyQual:1,Wind,base_52_week,all,MWh,2027
2027,4.176687659489064e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2_anyQual:0,Wind,base_52_week,all,MWh,2027
2027,4.342271391657126e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3_anyQual:1,Wind,base_52_week,all,MWh,2027
2027,2.595714326756979e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4_anyQual:0,Wind,base_52_week,all,MWh,2027
2027,2.4978414947365793e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5_anyQual:1,Wind,base_52_week,all,MWh,2027
2027,2.0610366440862884e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6_anyQual:0,Wind,base_52_week,all,MWh,2027
2027,1.909875910932487e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7_anyQual:1,Wind,base_52_week,all,MWh,2027
2027,1.676664894508672e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8_anyQual:0,Wind,base_52_week,all,MWh,2027
2027,1.614110357898927e-07,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9_anyQual:1,Wind,base_52_week,all,MWh,2027
2027,729814.6958088138,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_52_week,all,MWh,2027
2027,27230917.49093159,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_52_week,all,MWh,2027
2027,8.845117934653668e-08,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_52_week,all,MWh,2027
2027,1.0935471103436157e-07,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_52_week,all,MWh,2027
2027,1.958218429968374e-07,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_52_week,all,MWh,2027
2027,6.231369141975501e-08,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_52_week,all,MWh,2027
2027,9.120544757534511e-08,SWITCH,BASN,BASN_naturalgas_fframe_ct_moderate_0,Natural Gas,base_52_week,all,MWh,2027
2027,5.360332489681824e-07,SWITCH,BASN,BASN_naturalgas_hframe_cc_moderate_0,Natural Gas,base_52_week,all,MWh,2027
2027,4.5092652813606195e-08,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_52_week,all,MWh,2027
2027,3282148.939760088,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_52_week,all,MWh,2027
2027,9.037731907731176e-09,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_52_week,all,MWh,2027
2027,1510740.9408,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_52_week,all,MWh,2027
2027,18317692.110104494,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_52_week,all,MWh,2027
2027,5.559668146772687e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_0_anyQual:0.0,Solar,base_52_week,all,MWh,2027
2027,4.2335469848297473e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_1_anyQual:1.0,Solar,base_52_week,all,MWh,2027
2027,2.4785884932919894e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_2_anyQual:0.0,Solar,base_52_week,all,MWh,2027
2027,2.2718819048315065e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_3_anyQual:1.0,Solar,base_52_week,all,MWh,2027
2027,2.1803976930013074e-07,SWITCH,BASN,BASN_utilitypv_class1_moderate_4_anyQual:0.0,Solar,base_52_week,all,MWh,2027
