model,zone,resource_name,tech_type,planning_year,case,unit,value
USENSYS,BASN,BASN_batteries_1,Battery,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,547286
USENSYS,BASN,BASN_batteries_1,Battery,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,794778
USENSYS,BASN,BASN_batteries_1,Battery,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,621326
USENSYS,BASN,BASN_battery_moderate_0,Battery,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,2826432
USENSYS,BASN,BASN_battery_moderate_0,Battery,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,7065828
USENSYS,BASN,BASN_biomass_1,Other,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,104367
USENSYS,BASN,BASN_biomass_1,Other,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,75915
USENSYS,BASN,BASN_biomass_1,Other,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,47980
USENSYS,BASN,BASN_biomass_2,Other,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,54350
USENSYS,BASN,BASN_biomass_2,Other,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,50290
USENSYS,BASN,BASN_biomass_2,Other,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,33243
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,8383503
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,5618242
USENSYS,BASN,BASN_conventional_hydroelectric_1,Hydro,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,4715650
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,3875746
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,4763191
USENSYS,BASN,BASN_distributed_generation_1,Distributed Solar,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,4868532
USENSYS,BASN,BASN_geothermal_1,Geothermal,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,3782688
USENSYS,BASN,BASN_geothermal_1,Geothermal,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,2507232
USENSYS,BASN,BASN_geothermal_1,Geothermal,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,489216
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,1295656
USENSYS,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydrogen,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,14014375
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,9906425
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,10098980
USENSYS,BASN,BASN_landbasedwind_class3_moderate_0,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,10410565
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2030,26z-short-1000_w10_h168_1680w_myopic,MWh,27775385
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2040,26z-short-1000_w10_h168_1680w_myopic,MWh,29823454
USENSYS,BASN,BASN_landbasedwind_class3_moderate_1,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,31537372
USENSYS,BASN,BASN_landbasedwind_class3_moderate_10,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,4845648
USENSYS,BASN,BASN_landbasedwind_class3_moderate_11,Wind,2050,26z-short-1000_w10_h168_1680w_myopic,MWh,7042082
