Resource,Zone,StartCap,RetCap,NewCap,EndCap,StartEnergyCap,RetEnergyCap,NewEnergyCap,EndEnergyCap,StartChargeCap,RetChargeCap,NewChargeCap,EndChargeCap
BASN_biomass_1,1,25.5,0.0,0.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_conventional_hydroelectric_1,1,1478.3,0.0,0.0,1478.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_conventional_steam_coal_1,1,270.2,0.0,0.0,270.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_geothermal_1,1,109.2,0.0,0.0,109.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_natural_gas_fired_combined_cycle_1,1,8151.9,0.0,0.0,8151.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_natural_gas_fired_combustion_turbine_1,1,1819.2,0.0,0.0,1819.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_natural_gas_internal_combustion_engine_1,1,203.5,0.0,0.0,203.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_onshore_wind_turbine_1,1,520.0,0.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_small_hydroelectric_1,1,305.6,0.0,0.0,305.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BASN_solar_photovoltaic_1,1,4274.2,0.0,0.0,4274.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_biomass_1,2,168.2,0.0,0.0,168.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_conventional_hydroelectric_1,2,5616.8,0.0,0.0,5616.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_hydroelectric_pumped_storage_1,2,2276.9,0.0,0.0,2276.9,35291.950000000004,0.0,0.0,35291.950000000004,0.0,0.0,0.0,0.0
CANO_natural_gas_fired_combined_cycle_1,2,10966.1,0.0,0.0,10966.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_natural_gas_fired_combustion_turbine_1,2,2949.8,0.0,0.0,2949.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_natural_gas_internal_combustion_engine_1,2,421.1,0.0,0.0,421.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_natural_gas_steam_turbine_1,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_onshore_wind_turbine_1,2,61.8,0.0,0.0,61.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_petroleum_liquids_1,2,148.4,0.0,0.0,148.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_small_hydroelectric_1,2,540.5,0.0,0.0,540.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO_solar_photovoltaic_1,2,2501.9,0.0,0.0,2501.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_biomass_1,3,166.2,0.0,0.0,166.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_conventional_hydroelectric_1,3,919.0,0.0,0.0,919.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_geothermal_1,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_hydroelectric_pumped_storage_1,3,1665.0,0.0,0.0,1665.0,25807.5,0.0,0.0,25807.5,0.0,0.0,0.0,0.0
CASO_natural_gas_fired_combined_cycle_1,3,7651.7,0.0,0.0,7651.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_natural_gas_fired_combustion_turbine_1,3,5216.1,0.0,0.0,5216.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_natural_gas_internal_combustion_engine_1,3,48.6,0.0,0.0,48.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_onshore_wind_turbine_1,3,416.1,0.0,0.0,416.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_petroleum_liquids_1,3,3.3,0.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_small_hydroelectric_1,3,225.2,0.0,0.0,225.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO_solar_photovoltaic_1,3,6500.5,0.0,0.0,6500.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_biomass_1,4,468.3,0.0,0.0,468.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_hydroelectric_1,4,43.5,0.0,0.0,43.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_conventional_steam_coal_1,4,898.0,0.0,0.0,898.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combined_cycle_1,4,37450.7,0.0,0.0,37450.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_fired_combustion_turbine_1,4,6834.6,0.0,0.0,6834.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_internal_combustion_engine_1,4,232.4,0.0,0.0,232.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_natural_gas_steam_turbine_1,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_nuclear_1,4,3737.0,0.0,0.0,3737.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_petroleum_liquids_1,4,2.6,0.0,0.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FRCC_solar_photovoltaic_1,4,5877.7,0.0,0.0,5877.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_biomass_1,5,155.2,0.0,0.0,155.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_conventional_hydroelectric_1,5,464.8,0.0,0.0,464.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_hydroelectric_pumped_storage_1,5,1768.0,0.0,0.0,1768.0,27404.0,0.0,0.0,27404.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combined_cycle_1,5,13445.9,0.0,0.0,13445.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_fired_combustion_turbine_1,5,1753.4,0.0,0.0,1753.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_internal_combustion_engine_1,5,52.4,0.0,0.0,52.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_natural_gas_steam_turbine_1,5,10.2,0.0,0.0,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_nuclear_1,5,3348.1,0.0,0.0,3348.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_onshore_wind_turbine_1,5,39.8,0.0,0.0,39.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_petroleum_liquids_1,5,392.4,0.0,0.0,392.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_small_hydroelectric_1,5,449.8,0.0,0.0,449.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ISNE_solar_photovoltaic_1,5,1159.8,0.0,0.0,1159.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
