region,Resource,zone,Cluster,R_ID,Inv_cost_MW,Inv_cost_MWh,Fixed_OM_cost_MW,Fixed_OM_cost_MWh,Var_OM_cost_out,Fuel_cost,Var_OM_cost_in,StartCost,Charge_cost,EnergyRevenue,SubsidyRevenue,ReserveMarginRevenue,ESRRevenue,EmissionsCost,RegSubsidyRevenue,Revenue,Cost,Profit
BASN,BASN_biomass_1,1,1,1,0.0,0.0,3.8466749999999995e6,0.0,1.3143312000000002e6,3.060832320000062e6,0.0,0.0,0.0,1.3791435680741921e7,0.0,0.0,0.0,0.0,0.0,1.3791435680741921e7,8.221838520000061e6,5.56959716074186e6
BASN,BASN_conventional_hydroelectric_1,1,1,2,0.0,0.0,6.955105839999999e7,0.0,0.0,0.0,0.0,0.0,0.0,4.023229815023804e8,0.0,0.0,0.0,0.0,0.0,4.023229815023804e8,6.955105839999999e7,3.327719231023804e8
BASN,BASN_conventional_steam_coal_1,1,1,3,0.0,0.0,2.05603286e7,0.0,4.437675432083015e6,3.3272179691738926e7,0.0,0.0,0.0,1.4613508436328903e8,0.0,0.0,0.0,0.0,0.0,1.4613508436328903e8,5.827018372382194e7,8.786490063946709e7
BASN,BASN_geothermal_1,1,1,4,0.0,0.0,2.28338292e7,0.0,0.0,0.0,0.0,0.0,0.0,5.9059786659279004e7,0.0,0.0,0.0,0.0,0.0,5.9059786659279004e7,2.28338292e7,3.6225957459279e7
BASN,BASN_natural_gas_fired_combined_cycle_1,1,1,5,0.0,0.0,9.216538139999999e7,0.0,4.450095073366833e7,4.006047748748712e8,0.0,0.0,0.0,2.523697120742581e9,0.0,0.0,0.0,0.0,0.0,2.523697120742581e9,5.372711070085394e8,1.9864260137340415e9
BASN,BASN_natural_gas_fired_combustion_turbine_1,1,1,6,0.0,0.0,2.0234961599999998e7,0.0,2.7577622433761084e6,2.5899983735707328e7,0.0,0.0,0.0,4.730669410308309e8,0.0,0.0,0.0,0.0,0.0,4.730669410308309e8,4.8892707579083435e7,4.241742334517475e8
BASN,BASN_natural_gas_internal_combustion_engine_1,1,1,7,0.0,0.0,4.2735e6,0.0,475512.1377656289,4.06949922552909e6,0.0,0.0,0.0,5.510355924584069e7,0.0,0.0,0.0,0.0,0.0,5.510355924584069e7,8.818511363294719e6,4.628504788254597e7
BASN,BASN_onshore_wind_turbine_1,1,1,8,0.0,0.0,2.236e7,0.0,0.0,0.0,0.0,0.0,0.0,6.011638050923395e7,0.0,0.0,0.0,0.0,0.0,6.011638050923395e7,2.236e7,3.775638050923395e7
BASN,BASN_small_hydroelectric_1,1,1,9,0.0,0.0,1.4377868800000003e7,0.0,0.0,0.0,0.0,0.0,0.0,1.6528089192293075e8,0.0,0.0,0.0,0.0,0.0,1.6528089192293075e8,1.4377868800000003e7,1.5090302312293074e8
BASN,BASN_solar_photovoltaic_1,1,1,10,0.0,0.0,9.66952266e7,0.0,0.0,0.0,0.0,0.0,0.0,3.262639485492647e8,0.0,0.0,0.0,0.0,0.0,3.262639485492647e8,9.66952266e7,2.2956872194926473e8
CANO,CANO_biomass_1,2,1,11,0.0,0.0,2.5372969999999996e7,0.0,1.0168214783999974e7,2.3671956672000054e7,0.0,0.0,0.0,9.439168819463871e7,0.0,0.0,0.0,0.0,0.0,9.439168819463871e7,5.921314145600003e7,3.5178546738638684e7
CANO,CANO_conventional_hydroelectric_1,2,1,12,0.0,0.0,2.6425920640000004e8,0.0,0.0,0.0,0.0,0.0,0.0,1.4202935739707737e9,0.0,0.0,0.0,0.0,0.0,1.4202935739707737e9,2.6425920640000004e8,1.1560343675707736e9
CANO,CANO_hydroelectric_pumped_storage_1,2,1,13,0.0,0.0,1.071235912e8,0.0,0.0,0.0,0.0,0.0,6.464572118033595e7,6.345603305528497e8,0.0,0.0,0.0,0.0,0.0,6.345603305528497e8,1.7176931238033596e8,4.627910181725137e8
CANO,CANO_natural_gas_fired_combined_cycle_1,2,1,14,0.0,0.0,1.3036499680000001e8,0.0,1.3622892307996407e8,1.132656351581822e9,0.0,0.0,0.0,4.1296674297740173e9,0.0,0.0,0.0,0.0,0.0,4.1296674297740173e9,1.399250271461786e9,2.730417158312231e9
CANO,CANO_natural_gas_fired_combustion_turbine_1,2,1,15,0.0,0.0,3.4161633800000004e7,0.0,5.401024253373021e6,4.72750220807976e7,0.0,0.0,0.0,7.838580075388206e8,0.0,0.0,0.0,0.0,0.0,7.838580075388206e8,8.683768013417062e7,6.9702032740465e8
CANO,CANO_natural_gas_internal_combustion_engine_1,2,1,16,0.0,0.0,8.8431e6,0.0,1.5756307444269487e6,1.2838516978221983e7,0.0,0.0,0.0,1.2038268582451987e8,0.0,0.0,0.0,0.0,0.0,1.2038268582451987e8,2.3257247722648934e7,9.712543810187094e7
CANO,CANO_natural_gas_steam_turbine_1,2,1,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CANO,CANO_onshore_wind_turbine_1,2,1,18,0.0,0.0,2.6574e6,0.0,0.0,0.0,0.0,0.0,0.0,9.157008199477829e6,0.0,0.0,0.0,0.0,0.0,9.157008199477829e6,2.6574e6,6.499608199477829e6
CANO,CANO_petroleum_liquids_1,2,1,19,0.0,0.0,3.1164e6,0.0,51691.31152879699,2.216629812757969e6,0.0,0.0,0.0,3.698716052313963e7,0.0,0.0,0.0,0.0,0.0,3.698716052313963e7,5.384721124286765e6,3.160243939885287e7
CANO,CANO_small_hydroelectric_1,2,1,20,0.0,0.0,2.5429444e7,0.0,0.0,0.0,0.0,0.0,0.0,3.0332168531035787e8,0.0,0.0,0.0,0.0,0.0,3.0332168531035787e8,2.5429444e7,2.7789224131035787e8
CANO,CANO_solar_photovoltaic_1,2,1,21,0.0,0.0,5.66004837e7,0.0,0.0,0.0,0.0,0.0,0.0,2.2267259855342132e8,0.0,0.0,0.0,0.0,0.0,2.2267259855342132e8,5.66004837e7,1.6607211485342133e8
CASO,CASO_biomass_1,3,1,22,0.0,0.0,2.5071269999999996e7,0.0,6.533654399999979e6,1.5187116671999859e7,0.0,0.0,0.0,9.261838479812193e7,0.0,0.0,0.0,0.0,0.0,9.261838479812193e7,4.679204107199983e7,4.5826343726122096e7
CASO,CASO_conventional_hydroelectric_1,3,1,23,0.0,0.0,4.3237112e7,0.0,0.0,0.0,0.0,0.0,0.0,2.235682134022335e8,0.0,0.0,0.0,0.0,0.0,2.235682134022335e8,4.3237112e7,1.803311014022335e8
CASO,CASO_geothermal_1,3,1,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CASO,CASO_hydroelectric_pumped_storage_1,3,1,25,0.0,0.0,7.833492e7,0.0,0.0,0.0,0.0,0.0,8.57794193095431e7,5.433557141623971e8,0.0,0.0,0.0,0.0,0.0,5.433557141623971e8,1.641143393095431e8,3.79241374852854e8
CASO,CASO_natural_gas_fired_combined_cycle_1,3,1,26,0.0,0.0,8.51557693e7,0.0,5.4378996776320785e7,4.775694006488743e8,0.0,0.0,0.0,2.6375668269059925e9,0.0,0.0,0.0,0.0,0.0,2.6375668269059925e9,6.17104166725195e8,2.0204626601807976e9
CASO,CASO_natural_gas_fired_combustion_turbine_1,3,1,27,0.0,0.0,5.847248100000001e7,0.0,1.2287933257675506e7,1.0092512454905033e8,0.0,0.0,0.0,1.491382251646342e9,0.0,0.0,0.0,0.0,0.0,1.491382251646342e9,1.7168553880672586e8,1.3196967128396163e9
CASO,CASO_natural_gas_internal_combustion_engine_1,3,1,28,0.0,0.0,1.0206e6,0.0,208536.31891299458,1.6976047995625895e6,0.0,0.0,0.0,1.4989437785271812e7,0.0,0.0,0.0,0.0,0.0,1.4989437785271812e7,2.9267411184755843e6,1.2062696666796228e7
CASO,CASO_onshore_wind_turbine_1,3,1,29,0.0,0.0,1.78923e7,0.0,0.0,0.0,0.0,0.0,0.0,9.141679251452544e7,0.0,0.0,0.0,0.0,0.0,9.141679251452544e7,1.78923e7,7.352449251452544e7
CASO,CASO_petroleum_liquids_1,3,1,30,0.0,0.0,69300.0,0.0,1464.2474851097932,62865.02536071381,0.0,0.0,0.0,872492.6162711319,0.0,0.0,0.0,0.0,0.0,872492.6162711319,133629.2728458236,738863.3434253084
CASO,CASO_small_hydroelectric_1,3,1,31,0.0,0.0,1.05952096e7,0.0,0.0,0.0,0.0,0.0,0.0,1.2549735413078885e8,0.0,0.0,0.0,0.0,0.0,1.2549735413078885e8,1.05952096e7,1.1490214453078885e8
