Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,3.101239736109428e11,9.500157759718863e9,7.549829014924057e9,1.0672546331381369e10,2.012575965919836e10,1.1319908026293587e10,1.2533130344777306e10,6.367746150417952e9,6.220698467050871e9,1.5551526770988384e10,9.273316677982195e9,4.7195256196373177e8,5.1832841400386505e9,5.606482770571311e9,9.711371751156042e9,1.3898558593948044e10,2.6476012747665745e10,8.81965580193276e9,5.013283504440269e9,3.255523763201748e9,1.3869863513755495e10,1.6142408510377296e10,1.3085792259249712e10,1.6677768999790169e10,8.215555111661928e9,2.13151408106906e10,4.333449053369843e9
cFix,2.4236174570407996e11,9.2542709894e9,6.733898273299999e9,8.51386334758e9,1.459299149656e10,1.012953690221e10,1.0671283444660002e10,5.34172924016e9,4.750007207429999e9,1.3526843798009998e10,8.85761185077e9,3.4888661846000004e8,4.73973846391e9,4.43969587598e9,9.19492781483e9,1.120140929932e10,1.959946767622e10,8.76501245075e9,4.8797471837699995e9,3.16981469628e9,1.3480563314569998e10,1.298591920222e10,1.1450603375399998e10,1.353245915839e10,7.68248628266e9,2.0305647371550003e10,4.21333036969e9
cVar,8.843461663664991e9,2.7610117238000613e7,1.0628550936324358e8,5.2490866876834095e8,1.2483275973588858e9,1.651526704853943e8,5.365671533921015e8,2.846485591812979e8,2.1631372102093178e8,5.436132309460882e8,6.223968360785681e7,1.6450583697337674e7,9.594404111773124e7,2.664033147682224e8,1.1387677227628906e8,4.990624167529028e8,2.004371200990383e9,7.1050962884313855e6,2.9205717064440385e7,1.865594797488433e7,3.81201101077535e7,7.508349542993718e8,3.59547882180919e8,6.542352771571192e8,1.024376158795713e8,1.602518284434499e8,1.129199330404148e7
cFuel,2.646411510955797e10,1.8454959328102326e8,6.5057016305642e8,1.5124148264951077e9,3.700817792040226e9,9.381167534138999e8,1.1712009873462608e9,6.575435095398803e8,1.044138696007914e9,1.2777469754367075e9,3.2376969492539036e8,8.337925427569547e7,3.213507509078192e8,8.38151328104478e8,3.737771639398717e8,1.9393685697138784e9,4.322940831204085e9,3.9305876852140956e7,9.210380713182081e7,5.83463887552774e7,2.6318852409100044e8,2.178134936522866e9,1.1342453858700628e9,2.222076647786208e9,3.776440945309587e8,6.85336170099888e8,7.389638823316178e7
cNSE,226751.17775910624,8852.006071609463,9014.186784281013,9540.08057368431,8405.483129876457,8982.2489761389,8668.817605029053,8333.415060382471,8644.332929517415,8980.800697737066,10232.306148649219,8725.994523939265,8231.492528988274,8402.674173456142,8573.156313480271,9271.048793487666,8889.837209950543,8512.972264866983,8235.422446652032,8028.184812719479,8499.375106493197,8540.504354430766,8978.604965445493,8693.959721561794,8937.490231350668,9194.631117753766,7382.151217626266
cStart,3.521173868061502e9,3.371820779376829e7,5.906605501761072e7,1.213499484573468e8,5.836143677561146e8,8.709271793531951e7,1.5407009056133685e8,8.381650812171285e7,2.1023019825909656e8,2.0331378579489088e8,2.9685216372800484e7,2.3227379536174633e7,2.624265261057134e7,6.222384904443871e7,2.8781426953568712e7,2.5870903711247063e8,5.492241494140644e8,8.223865069924587e6,1.221856105156179e7,8.698702006773567e6,8.798306561163875e7,2.275108768307076e8,1.4138663719376785e8,2.6898922249712384e8,5.297818110116789e7,1.6389624596614408e8,3.4922919991421014e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,3.1035837609005544e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,2.8902214676792004e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
