Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,3.1496268999003015e11,9.6589622628338e9,8.957858842388935e9,1.3136254504613613e10,1.976441770126595e10,1.1709554804275343e10,1.3316473891364977e10,6.715158320049713e9,1.1036000919350554e10,1.5329616951943897e10,1.1798855635259296e10,2.716134715888885e9,6.787210883734326e9,5.278960920467146e9,7.281890118117813e9,1.4548156070296556e10,2.2486953543122562e10,7.980585827889182e9,4.1996612863648605e9,3.154756522698875e9,8.931190495077635e9,1.5545704175794577e10,1.4360291913037674e10,1.7386476493938698e10,1.009320517358211e10,2.2541449172885647e10,3.0379329577084355e9
cFix,2.4173666894372034e11,9.489263772619999e9,7.70809510529e9,9.74268002575e9,1.3612579550109999e10,1.0467269749810001e10,1.0983921521630001e10,5.233089606799999e9,8.39692942207e9,1.3451565493999998e10,1.11231638049e10,2.39133183228e9,6.450092762289999e9,4.18845858331e9,6.78188964284e9,1.2079640619970001e10,1.6056835632529999e10,7.922770670960001e9,4.0613039501799994e9,3.0650157743700004e9,8.518917988779998e9,1.1916739454929996e10,1.2750130825019999e10,1.3725787151920002e10,9.607858636960001e9,1.914533241149e10,2.8660049529100003e9
cVar,1.0750531437814175e10,2.0940300816961598e7,2.5294117281810334e8,8.618548539433284e8,1.3444809701470401e9,1.611058584061253e8,6.80152242517629e8,4.2439476187967634e8,5.611503471495868e8,5.0281610670300543e8,1.6425344701378852e8,4.8623658172196105e7,7.059373090272154e7,2.4752437475833893e8,1.0902358230379403e8,4.759109139443488e8,1.8071671882434916e9,9.006141069814116e6,3.311160829563626e7,2.1152493545401e7,4.207309297009524e7,8.482249049906639e8,3.5900483586129254e8,7.964714238983771e8,1.064297100709388e8,7.84354464961024e8,1.7769252433335662e7
cFuel,3.0679077232807213e10,1.1942931676708022e8,9.017068211930894e8,2.313684517704149e9,4.018945771880897e9,9.77435938007078e8,1.450173626581367e9,9.145584377044302e8,1.767616904083578e9,1.180043175871041e9,4.6443477689132464e8,2.427475971989853e8,2.4407884467765614e8,7.735455972362032e8,3.657377656817097e8,1.7702112947280161e9,3.94877745966909e9,3.905850388692163e7,9.737631761885627e7,6.2331015781133264e7,2.8836946849314815e8,2.4523108545945735e9,1.101494529979672e9,2.4794705159762077e9,3.414348938448477e8,2.244804254477254e9,1.1929903228038293e8
cNSE,235104.2165444033,9130.145267901758,8926.788977758624,9930.836316736626,8629.923939806837,8888.331255324136,9205.869932478316,8932.775751961199,8889.77999878236,9728.056711892932,10263.797313281486,9062.880758208748,8211.04881143469,8726.242702285599,9047.689535466236,10040.817231594956,9582.348941793647,8811.076101458935,8482.813631899046,8148.863793666338,8716.087857525048,9553.785875249288,9439.154528058956,9104.817365169227,9121.070362947352,9495.4913932277,7033.722188493222
cStart,4.587201385388932e9,2.93197424844896e7,9.51068162987644e7,2.1802517637982106e8,7.884027792040741e8,1.0373436972088541e8,2.0221729476604822e8,1.4310658088985595e8,3.1029535626738954e8,1.9518244731314042e8,4.6993342656869456e7,3.342256535694498e7,2.243733481513874e7,6.942363891990134e7,2.523007960277316e7,2.2238320083695754e8,6.741636803310388e8,9.741700896344975e6,7.860927456736352e6,6.249090138546307e6,8.182122874653424e7,3.2841940749346673e8,1.496522830221817e8,3.847382973267486e8,3.747281163595914e7,3.669485464659745e8,3.485268636252772e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,2.53542131043698e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,2.718362167297565e10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
