Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
5000.0,1.0,1.0,1.0,5000.0,10.0,168.0,672.0,1,19758.0,19913.0,30773.0,28424.0,19057.0,23324.0,10961.0,24426.0,28383.0,33049.0,9529.0,8246.0,12801.0,12078.0,32515.0,33688.0,16482.0,9864.0,6583.0,16882.0,22175.0,24104.0,27592.0,20224.0,55823.0,2480.0
,,,,,,,2352.0,2,18194.0,18020.0,27841.0,25969.0,17614.0,21516.0,10180.0,22936.0,26108.0,29569.0,9046.0,7840.0,11878.0,11056.0,30377.0,31290.0,14688.0,9094.0,6076.0,15998.0,20828.0,22423.0,25408.0,18300.0,51052.0,2268.0
,,,,,,,504.0,3,16483.0,15952.0,24642.0,25134.0,17129.0,20830.0,9902.0,21889.0,24562.0,25679.0,8905.0,7668.0,11342.0,10763.0,29833.0,30684.0,13084.0,8556.0,5701.0,15207.0,20791.0,21666.0,24453.0,16769.0,47516.0,2111.0
,,,,,,,1176.0,4,15082.0,14166.0,21870.0,25015.0,16885.0,20726.0,9881.0,21723.0,24501.0,22637.0,8831.0,7579.0,11215.0,10606.0,29519.0,30375.0,12096.0,8484.0,5689.0,15019.0,20983.0,21516.0,24371.0,15532.0,46264.0,2056.0
,,,,,,,840.0,5,14232.0,13024.0,20097.0,25156.0,16528.0,20648.0,9939.0,21726.0,24695.0,20790.0,8755.0,7503.0,11063.0,10508.0,29312.0,30323.0,12384.0,8525.0,5708.0,14946.0,21232.0,21554.0,24246.0,14879.0,45530.0,2023.0
,,,,,,,1344.0,6,14158.0,12692.0,19575.0,25927.0,16433.0,20906.0,10252.0,21677.0,25023.0,20522.0,8841.0,7571.0,11149.0,10797.0,30000.0,31007.0,12478.0,8563.0,5761.0,14913.0,22381.0,22074.0,24732.0,14768.0,45013.0,2000.0
,,,,,,,672.0,7,14061.0,12357.0,19054.0,28180.0,16463.0,21703.0,10865.0,21959.0,26343.0,20370.0,9084.0,7759.0,11519.0,11248.0,31432.0,32240.0,12201.0,8818.0,5960.0,15140.0,23862.0,22917.0,25740.0,14622.0,45315.0,2014.0
,,,,,,,672.0,8,14110.0,12314.0,18980.0,31896.0,15921.0,22279.0,11097.0,22177.0,27771.0,20573.0,9129.0,7827.0,12007.0,11945.0,31823.0,33201.0,12440.0,9160.0,6211.0,15340.0,25368.0,23922.0,26945.0,14736.0,46155.0,2051.0
,,,,,,,336.0,9,14577.0,12533.0,19319.0,36098.0,16027.0,23317.0,11747.0,22556.0,29103.0,21783.0,9536.0,8131.0,12325.0,12759.0,33399.0,35099.0,12813.0,9425.0,6413.0,15523.0,26056.0,25337.0,28921.0,14865.0,47863.0,2127.0
,,,,,,,168.0,10,15074.0,12932.0,19937.0,40110.0,17484.0,24648.0,12484.0,23764.0,30560.0,23711.0,10123.0,8624.0,12979.0,13750.0,35650.0,37351.0,12876.0,9911.0,6700.0,16229.0,27293.0,26809.0,31286.0,15462.0,51924.0,2307.0
,,,,,,,,11,15431.0,13381.0,20637.0,43529.0,18883.0,25885.0,13200.0,25527.0,32190.0,25278.0,10621.0,9025.0,13735.0,14302.0,37187.0,39004.0,13250.0,10468.0,7033.0,17377.0,28425.0,28234.0,33649.0,16274.0,56551.0,2512.0
,,,,,,,,12,16323.0,14049.0,21682.0,46647.0,19803.0,26877.0,13780.0,26711.0,33426.0,28185.0,10884.0,9261.0,14330.0,14936.0,38270.0,40704.0,14269.0,11017.0,7356.0,18378.0,30192.0,29674.0,35976.0,17517.0,60694.0,2697.0
,,,,,,,,13,17440.0,15500.0,23932.0,49519.0,20943.0,28030.0,14466.0,28281.0,34567.0,30678.0,11207.0,9513.0,14990.0,15822.0,39642.0,42437.0,15169.0,11402.0,7644.0,19508.0,32008.0,31130.0,38661.0,18946.0,65237.0,2899.0
,,,,,,,,14,18450.0,16862.0,26045.0,50594.0,21051.0,28767.0,14763.0,29892.0,36079.0,32379.0,11192.0,9514.0,15194.0,16108.0,39623.0,43032.0,16009.0,11883.0,7945.0,20756.0,32478.0,31963.0,40146.0,20425.0,69220.0,3076.0
,,,,,,,,15,19410.0,18081.0,27934.0,50698.0,20930.0,28893.0,14832.0,30470.0,36239.0,33794.0,11178.0,9493.0,15277.0,16111.0,39563.0,43033.0,17336.0,12023.0,8035.0,21195.0,32844.0,32214.0,40385.0,21978.0,70491.0,3132.0
,,,,,,,,16,20466.0,19293.0,29813.0,50677.0,20728.0,29282.0,14920.0,30626.0,36338.0,35591.0,11226.0,9497.0,15381.0,16290.0,39945.0,43537.0,17674.0,12171.0,8126.0,21419.0,33432.0,32454.0,40582.0,23405.0,71687.0,3185.0
,,,,,,,,17,20827.0,19827.0,30638.0,50241.0,21260.0,29805.0,15649.0,30887.0,37170.0,35774.0,11508.0,9712.0,15595.0,16941.0,41475.0,44824.0,18122.0,12432.0,8344.0,21653.0,34841.0,33318.0,41448.0,24276.0,73036.0,3246.0
,,,,,,,,18,21206.0,20294.0,31363.0,49186.0,20875.0,30145.0,15509.0,31132.0,38905.0,36162.0,11470.0,9681.0,15616.0,16721.0,41453.0,44534.0,18939.0,12801.0,8656.0,22021.0,35354.0,33599.0,41034.0,25188.0,73971.0,3288.0
,,,,,,,,19,21654.0,20843.0,32216.0,50055.0,22412.0,30960.0,16438.0,29916.0,39289.0,36947.0,12253.0,10305.0,16111.0,17931.0,45079.0,46809.0,19766.0,12629.0,8621.0,21194.0,36796.0,34855.0,43126.0,25746.0,71134.0,3161.0
,,,,,,,,20,22198.0,21424.0,33120.0,48538.0,24288.0,32111.0,16596.0,31416.0,41343.0,38443.0,12676.0,10676.0,16702.0,18834.0,47160.0,48733.0,19015.0,13542.0,9108.0,22286.0,35621.0,35542.0,43978.0,25928.0,73538.0,3268.0
,,,,,,,,21,22393.0,20972.0,32427.0,44419.0,23952.0,31358.0,15636.0,31164.0,40002.0,38741.0,12152.0,10272.0,16430.0,17804.0,44777.0,47166.0,20467.0,13429.0,8918.0,22311.0,32103.0,33853.0,41309.0,26146.0,72500.0,3221.0
,,,,,,,,22,23548.0,22371.0,34595.0,39379.0,23140.0,29282.0,14445.0,29204.0,36537.0,41276.0,11457.0,9760.0,15696.0,16584.0,41812.0,44236.0,20966.0,12439.0,8253.0,20779.0,29243.0,31513.0,37677.0,25916.0,67377.0,2994.0
,,,,,,,,23,23188.0,22951.0,35484.0,35023.0,21301.0,27274.0,13279.0,27374.0,33665.0,40433.0,10531.0,9054.0,14832.0,14955.0,38062.0,40799.0,19559.0,11447.0,7589.0,19318.0,26551.0,28764.0,34105.0,24384.0,61397.0,2729.0
,,,,,,,,24,21492.0,21536.0,33292.0,31296.0,18947.0,25007.0,12067.0,25222.0,30955.0,36837.0,9477.0,8254.0,13601.0,13156.0,33902.0,36863.0,18323.0,10470.0,6990.0,17664.0,24017.0,26176.0,30709.0,22315.0,55399.0,2461.0
,,,,,,,,25,19830.0,19939.0,30817.0,27418.0,14439.0,22067.0,10626.0,23307.0,28292.0,33147.0,7767.0,7174.0,12155.0,11017.0,28490.0,31750.0,16695.0,9697.0,6406.0,16286.0,20538.0,23061.0,26747.0,20401.0,49765.0,2211.0
,,,,,,,,26,18165.0,17824.0,27540.0,25289.0,13489.0,19991.0,9933.0,20926.0,24264.0,29417.0,7430.0,6897.0,11323.0,10498.0,27291.0,30038.0,14833.0,8375.0,5580.0,14560.0,20106.0,21508.0,24874.0,18367.0,44027.0,1957.0
,,,,,,,,27,16113.0,15559.0,24039.0,24809.0,12969.0,19732.0,9854.0,20584.0,24047.0,25540.0,7239.0,6719.0,11049.0,10162.0,26585.0,29518.0,11896.0,8206.0,5461.0,14267.0,20004.0,21162.0,24446.0,16247.0,42208.0,1876.0
,,,,,,,,28,13636.0,13189.0,20398.0,25783.0,12884.0,19911.0,10068.0,20092.0,24204.0,20828.0,7252.0,6710.0,11085.0,10271.0,26672.0,29572.0,11655.0,8169.0,5510.0,13997.0,21350.0,21416.0,24835.0,14769.0,41331.0,1837.0
,,,,,,,,29,13272.0,12689.0,19620.0,28430.0,12647.0,20543.0,10724.0,20335.0,25530.0,20017.0,7348.0,6760.0,11193.0,10337.0,27216.0,30293.0,11352.0,8395.0,5772.0,14277.0,23827.0,22313.0,26082.0,14391.0,41956.0,1865.0
,,,,,,,,30,13012.0,12329.0,19064.0,31543.0,13412.0,22050.0,12182.0,21026.0,27901.0,19661.0,7985.0,7280.0,11821.0,11453.0,30177.0,33027.0,11717.0,9034.0,6226.0,14855.0,26575.0,24400.0,29232.0,14460.0,44414.0,1974.0
,,,,,,,,31,13256.0,12355.0,19100.0,34481.0,17439.0,24749.0,14295.0,23162.0,32031.0,20179.0,9792.0,8664.0,13310.0,13097.0,36677.0,38209.0,11933.0,10143.0,6982.0,16515.0,28144.0,26943.0,32429.0,14953.0,49736.0,2210.0
,,,,,,,,32,14037.0,12533.0,19371.0,37967.0,22236.0,26629.0,15268.0,23854.0,35076.0,21768.0,11101.0,9781.0,15341.0,14818.0,41170.0,42341.0,12918.0,10863.0,7619.0,17077.0,30206.0,28378.0,33997.0,16016.0,52765.0,2344.0
,,,,,,,,33,15614.0,13511.0,20883.0,41720.0,20821.0,27311.0,15588.0,24410.0,36625.0,25082.0,11056.0,9897.0,16034.0,15224.0,41386.0,42991.0,14518.0,11172.0,7823.0,17455.0,31248.0,29378.0,35692.0,17023.0,54060.0,2402.0
,,,,,,,,34,16932.0,15484.0,23946.0,44088.0,19483.0,27044.0,15489.0,25420.0,36434.0,30399.0,11119.0,10049.0,16091.0,15519.0,41304.0,42914.0,15535.0,11320.0,7892.0,18117.0,31557.0,29954.0,37073.0,18090.0,56408.0,2506.0
