case,value,model,zone,resource_name,tech_type,planning_year,timestep,unit
no_tx,861108.4687986355,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery,431266.07279735,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery_hydro,282790.51624666835,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
single_zone,227435.0955231936,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
greenfield,189624881.836388,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_battery,110204636.13969286,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx,124190860.08904354,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery,323521743.5919457,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery_hydro,434465039.5214227,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
greenfield,8340347.039204968,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery_hydro,1162079.974725784,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
cap_only,37933475.55559986,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
existing_only,43519680.0,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
no_battery,38553414.577984035,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
no_tx,38241471.10997721,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
no_tx_battery,39039400.28458623,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
no_tx_battery_hydro,37970955.086760566,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
single_zone,39477864.05779117,SWITCH,Western,Western_nuclear_1,Nuclear,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
cap_only,77582966.05851124,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
existing_only,77582966.05851124,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
no_battery,77582956.29110609,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
no_tx,77582938.70428565,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
no_tx_battery,77442461.80664626,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
no_tx_battery_hydro,77582966.05851124,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
single_zone,77582966.05851124,SWITCH,Western,Western_onshore_wind_turbine_1,Wind,2040,all,MWh
cap_only,78135612.23474279,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
existing_only,78135612.23474279,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
no_battery,78135612.23474279,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
no_tx,78135612.23474279,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
no_tx_battery,78024087.54162577,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
no_tx_battery_hydro,78135612.23474279,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
single_zone,78135612.23474279,SWITCH,Western,Western_solar_photovoltaic_1,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_1,Solar,2040,all,MWh
cap_only,419605386.3729046,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
greenfield,465487153.2291741,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_battery,371970132.6042837,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_tx,307902334.92145437,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_tx_battery,282047855.80067784,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_tx_battery_hydro,221727821.7143632,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
single_zone,693587395.3651894,SWITCH,Western,Western_utilitypv_class1_moderate_2,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_3,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_4,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_5,Solar,2040,all,MWh
cap_only,28241679.413468786,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
greenfield,42054477.508960694,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_battery,41363950.82832455,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_tx,39328129.579952694,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_tx_battery,62568726.25133488,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_tx_battery_hydro,49999462.37639286,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_utilitypv_class1_moderate_6,Solar,2040,all,MWh
cap_only,3150486.1744907866,SWITCH,ERCOT,ERCOT_batteries_1,Battery,2050,all,MWh
existing_only,2450789.184760051,SWITCH,ERCOT,ERCOT_batteries_1,Battery,2050,all,MWh
no_tx,3060361.7491293405,SWITCH,ERCOT,ERCOT_batteries_1,Battery,2050,all,MWh
single_zone,2799427.1590868,SWITCH,ERCOT,ERCOT_batteries_1,Battery,2050,all,MWh
cap_only,7354741.780759293,SWITCH,ERCOT,ERCOT_battery_moderate_0,Battery,2050,all,MWh
greenfield,16812583.6834523,SWITCH,ERCOT,ERCOT_battery_moderate_0,Battery,2050,all,MWh
no_tx,11701395.6964169,SWITCH,ERCOT,ERCOT_battery_moderate_0,Battery,2050,all,MWh
single_zone,11083335.076584682,SWITCH,ERCOT,ERCOT_battery_moderate_0,Battery,2050,all,MWh
existing_only,350150496.78185356,SWITCH,ERCOT,ERCOT_coal_ccs90avgcf_moderate_1,CCS,2050,all,MWh
cap_only,445305.11409959814,SWITCH,ERCOT,ERCOT_conventional_hydroelectric_1,Hydro,2050,all,MWh
existing_only,445305.1140995946,SWITCH,ERCOT,ERCOT_conventional_hydroelectric_1,Hydro,2050,all,MWh
no_battery,445305.1140995986,SWITCH,ERCOT,ERCOT_conventional_hydroelectric_1,Hydro,2050,all,MWh
no_tx,445305.11409959546,SWITCH,ERCOT,ERCOT_conventional_hydroelectric_1,Hydro,2050,all,MWh
no_tx_battery,445305.1140995978,SWITCH,ERCOT,ERCOT_conventional_hydroelectric_1,Hydro,2050,all,MWh
single_zone,445305.11409959826,SWITCH,ERCOT,ERCOT_conventional_hydroelectric_1,Hydro,2050,all,MWh
cap_only,152758.65906147077,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
existing_only,69379233.63839999,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
no_battery,60831.931622288044,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
no_tx,55657.7985144168,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
no_tx_battery,29870.30211406936,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
no_tx_battery_hydro,30624.84648833129,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
single_zone,128760.42419270691,SWITCH,ERCOT,ERCOT_conventional_steam_coal_1,Coal,2050,all,MWh
cap_only,149700398.11321464,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
greenfield,139340240.93769684,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
no_battery,151106938.3207921,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
no_tx,2785279.0132839414,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
no_tx_battery,2649909.5198743795,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
no_tx_battery_hydro,1026095.8555655624,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
single_zone,154233385.89525798,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_1,Wind,2050,all,MWh
cap_only,153821239.6598323,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
greenfield,154363958.3858057,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
no_battery,154322658.02166656,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
no_tx,161980125.25140944,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
no_tx_battery,161727601.09529743,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
no_tx_battery_hydro,159488283.4291451,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
single_zone,158509920.60702184,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_2,Wind,2050,all,MWh
cap_only,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
greenfield,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
no_battery,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
no_tx,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
no_tx_battery,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
no_tx_battery_hydro,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
single_zone,104930205.08136016,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_3,Wind,2050,all,MWh
cap_only,121936342.23510507,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
greenfield,107748595.10768937,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
no_battery,118125313.78734903,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
no_tx,98304951.26583472,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
no_tx_battery,94356603.82626598,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
no_tx_battery_hydro,96883510.61786793,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
single_zone,116826882.73438105,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_4,Wind,2050,all,MWh
cap_only,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
greenfield,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
no_battery,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
no_tx,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
no_tx_battery,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
no_tx_battery_hydro,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
single_zone,294192.96933114814,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_5,Wind,2050,all,MWh
cap_only,54921719.40246674,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
greenfield,62586443.14024421,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
no_battery,44216901.19803771,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
no_tx,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
no_tx_battery,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
no_tx_battery_hydro,0.0,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
single_zone,103065954.25945587,SWITCH,ERCOT,ERCOT_landbasedwind_class3_moderate_6,Wind,2050,all,MWh
cap_only,39424900.63521663,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
existing_only,25976178.09637769,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
no_battery,16621531.78208509,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
no_tx,56270699.184901886,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
no_tx_battery,26380927.277693722,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
no_tx_battery_hydro,26428866.385906566,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
single_zone,30165122.664470226,SWITCH,ERCOT,ERCOT_natural_gas_fired_combined_cycle_1,Natural Gas,2050,all,MWh
cap_only,1525610.1232008091,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
existing_only,1452935.3579717968,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
no_battery,549291.371752703,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
no_tx,1351615.6268422592,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
no_tx_battery,545102.3377765465,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
no_tx_battery_hydro,560099.1100672216,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
single_zone,1208053.0816935285,SWITCH,ERCOT,ERCOT_natural_gas_fired_combustion_turbine_1,Natural Gas,2050,all,MWh
cap_only,539558.6380697255,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
existing_only,8028.672,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
no_battery,209252.32132984512,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
no_tx,261175.87275724125,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
no_tx_battery,138568.99799248631,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
no_tx_battery_hydro,142468.89262731402,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
single_zone,500321.7999137893,SWITCH,ERCOT,ERCOT_natural_gas_steam_turbine_1,Natural Gas,2050,all,MWh
cap_only,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
greenfield,63862595.58820569,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
no_battery,65176565.66443459,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
no_tx,40537527.86443055,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
no_tx_battery,86481124.60360786,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
no_tx_battery_hydro,62288648.83778195,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
single_zone,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccavgcf_moderate_0,Natural Gas,2050,all,MWh
cap_only,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
greenfield,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
no_battery,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
no_tx,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
no_tx_battery,2097328.0304481243,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
no_tx_battery_hydro,28618792.853422254,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
single_zone,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ccccsavgcf_conservative_0,CCS,2050,all,MWh
cap_only,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
greenfield,2318464.5886241193,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
no_battery,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
no_tx,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
no_tx_battery,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
no_tx_battery_hydro,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
single_zone,0.0,SWITCH,ERCOT,ERCOT_naturalgas_ctavgcf_moderate_0,Natural Gas,2050,all,MWh
cap_only,23194217.156885624,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
existing_only,40473722.879999995,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
no_battery,25544409.033724323,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
no_tx,21711512.589829195,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
no_tx_battery,22299074.391938593,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
no_tx_battery_hydro,22606075.859673467,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
single_zone,25088925.34611004,SWITCH,ERCOT,ERCOT_nuclear_1,Nuclear,2050,all,MWh
cap_only,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
greenfield,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
no_battery,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
no_tx,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
no_tx_battery,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
no_tx_battery_hydro,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
single_zone,0.0,SWITCH,ERCOT,ERCOT_nuclear_nuclear_moderate_0,Nuclear,2050,all,MWh
cap_only,100722798.49831271,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
existing_only,88337979.69048166,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
no_battery,100722798.49831271,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
no_tx,100722798.49831271,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
no_tx_battery,100722798.49831271,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
no_tx_battery_hydro,100722798.49831271,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
single_zone,100697212.97995582,SWITCH,ERCOT,ERCOT_onshore_wind_turbine_1,Wind,2050,all,MWh
cap_only,37100438.62614403,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
existing_only,36596443.36083509,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
no_battery,37100438.62614403,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
no_tx,37100438.62614403,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
no_tx_battery,37100438.62614403,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
no_tx_battery_hydro,37100438.62614403,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
single_zone,37061727.082442015,SWITCH,ERCOT,ERCOT_solar_photovoltaic_1,Solar,2050,all,MWh
