case,value,model,zone,resource_name,tech_type,planning_year,timestep,unit
cap_only,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
cap_only,1036901174.0671624,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
existing_only,937805147.4520103,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_battery,1052351762.3972318,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_tx,875595902.503341,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_tx_battery,834867662.8924489,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_tx_battery_hydro,627168634.4040457,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
single_zone,1162471893.9627857,SWITCH,Eastern,Eastern_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
cap_only,3709285.3706082334,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
existing_only,7135170.921226705,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_battery,3786506.873948882,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_tx,2083032.2551540793,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery,1880678.8003795943,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery_hydro,1876116.810880691,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
single_zone,3460951.074519515,SWITCH,Eastern,Eastern_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
cap_only,6531716.471951585,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
existing_only,0.0,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_battery,6412115.1768229725,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_tx,4648106.816819431,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery,4171327.558139409,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery_hydro,4072692.8924130243,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
single_zone,4696988.220956887,SWITCH,Eastern,Eastern_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
greenfield,1672948399.3705242,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx,129284997.27320543,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery,181893586.02670327,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery_hydro,432489220.40438086,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_naturalgas_ccavgcf_moderate_0,Natural Gas,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_naturalgas_ccccsavgcf_conservative_0,CCS,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
greenfield,60096858.83317685,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_naturalgas_ctavgcf_moderate_0,Natural Gas,2040,all,MWh
cap_only,631094370.7694266,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
existing_only,693006543.3599998,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
no_battery,636324580.8291438,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
no_tx,637577979.7462355,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
no_tx_battery,637899178.7200792,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
no_tx_battery_hydro,608637636.0078417,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
single_zone,649105392.8308502,SWITCH,Eastern,Eastern_nuclear_1,Nuclear,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_nuclear_nuclear_moderate_0,Nuclear,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_1,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_offshorewind_class12_moderate_floating_1_2,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_1,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_offshorewind_class3_moderate_fixed_1_2,Wind,2040,all,MWh
cap_only,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
existing_only,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
no_battery,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
no_tx,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
no_tx_battery,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
no_tx_battery_hydro,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
single_zone,173138479.31641844,SWITCH,Eastern,Eastern_onshore_wind_turbine_1,Wind,2040,all,MWh
cap_only,75490819.70515299,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
existing_only,75490819.70515299,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
no_battery,75490814.95330724,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
no_tx,75490819.70515299,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
no_tx_battery,75490819.70515299,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
no_tx_battery_hydro,75490819.70515299,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
single_zone,75490819.70515299,SWITCH,Eastern,Eastern_solar_photovoltaic_1,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_1,Solar,2040,all,MWh
cap_only,652698148.073245,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
greenfield,774700373.2440203,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_battery,640129053.8249416,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_tx,629492241.0465592,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_tx_battery,623236454.2449851,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
no_tx_battery_hydro,631939686.4746622,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
single_zone,273086604.1793048,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_2,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_3,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_4,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_5,Solar,2040,all,MWh
cap_only,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
greenfield,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_tx,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_tx_battery,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
single_zone,0.0,SWITCH,Eastern,Eastern_utilitypv_class1_moderate_6,Solar,2040,all,MWh
cap_only,14164547.467904469,SWITCH,Western,Western_batteries_1,Battery,2040,all,MWh
existing_only,2422801.825309643,SWITCH,Western,Western_batteries_1,Battery,2040,all,MWh
no_tx,13534328.135613933,SWITCH,Western,Western_batteries_1,Battery,2040,all,MWh
single_zone,14930720.2519015,SWITCH,Western,Western_batteries_1,Battery,2040,all,MWh
cap_only,1616040.9776568185,SWITCH,Western,Western_battery_moderate_0,Battery,2040,all,MWh
greenfield,74432264.8736395,SWITCH,Western,Western_battery_moderate_0,Battery,2040,all,MWh
no_tx,5484558.279637461,SWITCH,Western,Western_battery_moderate_0,Battery,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_battery_moderate_0,Battery,2040,all,MWh
existing_only,659047586.065095,SWITCH,Western,Western_coal_ccs90avgcf_moderate_1,CCS,2040,all,MWh
cap_only,193090218.70882264,SWITCH,Western,Western_conventional_hydroelectric_1,Hydro,2040,all,MWh
existing_only,193090218.70875362,SWITCH,Western,Western_conventional_hydroelectric_1,Hydro,2040,all,MWh
no_battery,193090218.70882264,SWITCH,Western,Western_conventional_hydroelectric_1,Hydro,2040,all,MWh
no_tx,193090218.7088225,SWITCH,Western,Western_conventional_hydroelectric_1,Hydro,2040,all,MWh
no_tx_battery,193090218.7088227,SWITCH,Western,Western_conventional_hydroelectric_1,Hydro,2040,all,MWh
single_zone,193090218.7088227,SWITCH,Western,Western_conventional_hydroelectric_1,Hydro,2040,all,MWh
cap_only,77346551.9542489,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
existing_only,0.0,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
no_battery,61352279.40829254,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
no_tx,78658331.24227132,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
no_tx_battery,49620160.67113992,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
no_tx_battery_hydro,18199016.734447267,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
single_zone,53167766.53458285,SWITCH,Western,Western_conventional_steam_coal_1,Coal,2040,all,MWh
cap_only,25963799.039999995,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
existing_only,25963799.039999995,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
no_battery,25963739.806297727,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
no_tx,25963362.17039378,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
no_tx_battery,25672771.24090719,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
no_tx_battery_hydro,25963799.039999995,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
single_zone,25963799.039999995,SWITCH,Western,Western_geothermal_1,Geothermal,2040,all,MWh
cap_only,8023876.109194347,SWITCH,Western,Western_hydroelectric_pumped_storage_1,Hydro,2040,all,MWh
existing_only,986568.4125765128,SWITCH,Western,Western_hydroelectric_pumped_storage_1,Hydro,2040,all,MWh
no_battery,6876943.647962173,SWITCH,Western,Western_hydroelectric_pumped_storage_1,Hydro,2040,all,MWh
no_tx,5722393.76457596,SWITCH,Western,Western_hydroelectric_pumped_storage_1,Hydro,2040,all,MWh
no_tx_battery,4552885.177024609,SWITCH,Western,Western_hydroelectric_pumped_storage_1,Hydro,2040,all,MWh
single_zone,6626215.111578438,SWITCH,Western,Western_hydroelectric_pumped_storage_1,Hydro,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_1,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
greenfield,350695665.3663037,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
no_battery,14899401.028909419,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
no_tx,96587292.45504183,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
no_tx_battery_hydro,182393685.45598722,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_2,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_3,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_4,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_5,Wind,2040,all,MWh
cap_only,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
greenfield,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_tx,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_tx_battery,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
no_tx_battery_hydro,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
single_zone,0.0,SWITCH,Western,Western_landbasedwind_class3_moderate_6,Wind,2040,all,MWh
cap_only,138559854.92628998,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
existing_only,72611812.50782545,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_battery,83183886.71136218,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_tx,110710018.42149825,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_tx_battery,37366817.361740835,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
no_tx_battery_hydro,40246294.87805565,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
single_zone,51101790.12346229,SWITCH,Western,Western_natural_gas_fired_combined_cycle_1,Natural Gas,2040,all,MWh
cap_only,1247470.179252587,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
existing_only,5220.768017346141,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_battery,976381.5950351963,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_tx,909292.4155725518,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery,538975.8750162178,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
no_tx_battery_hydro,339542.84014644835,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
single_zone,31983.354997179216,SWITCH,Western,Western_natural_gas_fired_combustion_turbine_1,Natural Gas,2040,all,MWh
cap_only,943798.8693521923,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
existing_only,811814.3827597453,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
no_battery,682300.2734000811,SWITCH,Western,Western_natural_gas_steam_turbine_1,Natural Gas,2040,all,MWh
