period,value,model,zone,resource_name,tech_type,case,timestep,unit,planning_year
2030,961335.0899248731,SWITCH,BASN,BASN_batteries_1,Battery,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_battery_moderate_0,Battery,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_biomass_1,Other,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_biomass_2,Other,base_short_retire,all,MWh,2030
2030,13297465.398399107,SWITCH,BASN,BASN_conventional_hydroelectric_1,Hydro,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_conventional_steam_coal_1,Coal,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_conventional_steam_coal_2,Coal,base_short_retire,all,MWh,2030
2030,3464374.0104650618,SWITCH,BASN,BASN_distributed_generation_1,Distributed Solar,base_short_retire,all,MWh,2030
2030,4138086.8886803607,SWITCH,BASN,BASN_geothermal_1,Geothermal,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_hydrogen_ccavgcf_moderate_0,Hydro,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_hydrogen_ctavgcf_moderate_0,Hydro,base_short_retire,all,MWh,2030
2030,9905729.398884237,SWITCH,BASN,BASN_landbasedwind_class3_moderate_0,Wind,base_short_retire,all,MWh,2030
2030,27775229.395288408,SWITCH,BASN,BASN_landbasedwind_class3_moderate_1,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_10,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_11,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_12,Wind,base_short_retire,all,MWh,2030
2030,2312189.031662771,SWITCH,BASN,BASN_landbasedwind_class3_moderate_13,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_14,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_15,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_16,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_17,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_18,Wind,base_short_retire,all,MWh,2030
2030,4443673.275866461,SWITCH,BASN,BASN_landbasedwind_class3_moderate_19,Wind,base_short_retire,all,MWh,2030
2030,12272165.000326531,SWITCH,BASN,BASN_landbasedwind_class3_moderate_2,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_20,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_21,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_22,Wind,base_short_retire,all,MWh,2030
2030,2745330.300157779,SWITCH,BASN,BASN_landbasedwind_class3_moderate_23,Wind,base_short_retire,all,MWh,2030
2030,4133956.016955584,SWITCH,BASN,BASN_landbasedwind_class3_moderate_3,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_4,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_5,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_6,Wind,base_short_retire,all,MWh,2030
2030,4007998.1763015483,SWITCH,BASN,BASN_landbasedwind_class3_moderate_7,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_landbasedwind_class3_moderate_8,Wind,base_short_retire,all,MWh,2030
2030,2455634.2637456814,SWITCH,BASN,BASN_landbasedwind_class3_moderate_9,Wind,base_short_retire,all,MWh,2030
2030,22852.01705648603,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_1,Natural Gas,base_short_retire,all,MWh,2030
2030,4106563.3918338986,SWITCH,BASN,BASN_natural_gas_fired_combined_cycle_2,Natural Gas,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_1,Natural Gas,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_natural_gas_fired_combustion_turbine_2,Natural Gas,base_short_retire,all,MWh,2030
2030,2333.294724360346,SWITCH,BASN,BASN_natural_gas_internal_combustion_engine_1,Natural Gas,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_natural_gas_steam_turbine_1,Natural Gas,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_naturalgas_ccavgcf_moderate_0,Natural Gas,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_naturalgas_ctavgcf_moderate_0,Natural Gas,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_nuclear_nuclear_moderate_0,Nuclear,base_short_retire,all,MWh,2030
2030,3492348.8999814675,SWITCH,BASN,BASN_onshore_wind_turbine_1,Wind,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_petroleum_liquids_1,Other,base_short_retire,all,MWh,2030
2030,1651104.0000000007,SWITCH,BASN,BASN_small_hydroelectric_1,Hydro,base_short_retire,all,MWh,2030
2030,14364847.334816411,SWITCH,BASN,BASN_solar_photovoltaic_1,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_0,Solar,base_short_retire,all,MWh,2030
2030,488144.39222138625,SWITCH,BASN,BASN_utilitypv_class1_moderate_1,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_2,Solar,base_short_retire,all,MWh,2030
2030,3309778.53276696,SWITCH,BASN,BASN_utilitypv_class1_moderate_3,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_4,Solar,base_short_retire,all,MWh,2030
2030,8396357.03292154,SWITCH,BASN,BASN_utilitypv_class1_moderate_5,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_6,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_7,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_8,Solar,base_short_retire,all,MWh,2030
2030,0.0,SWITCH,BASN,BASN_utilitypv_class1_moderate_9,Solar,base_short_retire,all,MWh,2030
2030,3872447.548612562,SWITCH,CANO,CANO_batteries_1,Battery,base_short_retire,all,MWh,2030
