model,zone,fuel,planning_year,case,unit,value
USENSYS,PJME,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,355
USENSYS,PJMW,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,67
USENSYS,PJMW,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,189
USENSYS,PJMW,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,378
USENSYS,RMRG,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,67
USENSYS,RMRG,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,172
USENSYS,RMRG,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,421
USENSYS,SPPC,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,65
USENSYS,SPPC,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,173
USENSYS,SPPC,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,370
USENSYS,SPPN,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,66
USENSYS,SPPN,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,171
USENSYS,SPPN,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,373
USENSYS,SPPS,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,65
USENSYS,SPPS,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,169
USENSYS,SPPS,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,361
USENSYS,SRCA,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,68
USENSYS,SRCA,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,180
USENSYS,SRCA,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,401
USENSYS,SRCE,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,69
USENSYS,SRCE,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,176
USENSYS,SRCE,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,395
USENSYS,SRSE,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,70
USENSYS,SRSE,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,175
USENSYS,SRSE,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,385
USENSYS,SRSG,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,70
USENSYS,SRSG,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,188
USENSYS,SRSG,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,377
USENSYS,TRE,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,72
USENSYS,TRE,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,186
USENSYS,TRE,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,369
USENSYS,TRE_WEST,hydrogen,2030,26z-debug-noCO2Cap-foresight,MMBtu,63
USENSYS,TRE_WEST,hydrogen,2040,26z-debug-noCO2Cap-foresight,MMBtu,174
USENSYS,TRE_WEST,hydrogen,2050,26z-debug-noCO2Cap-foresight,MMBtu,355
USENSYS,PJME,middle_atlantic_coal,2030,26z-debug-noCO2Cap-foresight,MMBtu,835695879
USENSYS,PJME,middle_atlantic_coal,2040,26z-debug-noCO2Cap-foresight,MMBtu,265398417
USENSYS,PJME,middle_atlantic_coal,2050,26z-debug-noCO2Cap-foresight,MMBtu,123432510
USENSYS,NYCW,middle_atlantic_distillate,2030,26z-debug-noCO2Cap-foresight,MMBtu,84056
USENSYS,NYCW,middle_atlantic_distillate,2040,26z-debug-noCO2Cap-foresight,MMBtu,99894
USENSYS,NYCW,middle_atlantic_distillate,2050,26z-debug-noCO2Cap-foresight,MMBtu,16000
USENSYS,NYUP,middle_atlantic_distillate,2030,26z-debug-noCO2Cap-foresight,MMBtu,2
USENSYS,NYUP,middle_atlantic_distillate,2040,26z-debug-noCO2Cap-foresight,MMBtu,10764
USENSYS,NYUP,middle_atlantic_distillate,2050,26z-debug-noCO2Cap-foresight,MMBtu,6629
USENSYS,PJME,middle_atlantic_distillate,2030,26z-debug-noCO2Cap-foresight,MMBtu,-20
USENSYS,PJME,middle_atlantic_distillate,2040,26z-debug-noCO2Cap-foresight,MMBtu,50662
USENSYS,PJME,middle_atlantic_distillate,2050,26z-debug-noCO2Cap-foresight,MMBtu,12224
USENSYS,NYCW,middle_atlantic_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,118501771
USENSYS,NYCW,middle_atlantic_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,474408938
USENSYS,NYCW,middle_atlantic_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,517904718
USENSYS,NYUP,middle_atlantic_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,215029827
USENSYS,NYUP,middle_atlantic_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,163541219
USENSYS,NYUP,middle_atlantic_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,145280126
USENSYS,PJME,middle_atlantic_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,1169577535
USENSYS,PJME,middle_atlantic_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,1885004748
USENSYS,PJME,middle_atlantic_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,2039137733
USENSYS,NYUP,middle_atlantic_uranium,2030,26z-debug-noCO2Cap-foresight,MMBtu,308981002
USENSYS,NYUP,middle_atlantic_uranium,2040,26z-debug-noCO2Cap-foresight,MMBtu,308980552
USENSYS,NYUP,middle_atlantic_uranium,2050,26z-debug-noCO2Cap-foresight,MMBtu,195258280
USENSYS,PJME,middle_atlantic_uranium,2030,26z-debug-noCO2Cap-foresight,MMBtu,1168322357
USENSYS,PJME,middle_atlantic_uranium,2040,26z-debug-noCO2Cap-foresight,MMBtu,1168321986
USENSYS,PJME,middle_atlantic_uranium,2050,26z-debug-noCO2Cap-foresight,MMBtu,1168320960
USENSYS,BASN,mountain_coal,2030,26z-debug-noCO2Cap-foresight,MMBtu,269763779
USENSYS,BASN,mountain_coal,2040,26z-debug-noCO2Cap-foresight,MMBtu,158669129
USENSYS,BASN,mountain_coal,2050,26z-debug-noCO2Cap-foresight,MMBtu,20138008
USENSYS,RMRG,mountain_coal,2030,26z-debug-noCO2Cap-foresight,MMBtu,590455180
USENSYS,RMRG,mountain_coal,2040,26z-debug-noCO2Cap-foresight,MMBtu,365995596
USENSYS,RMRG,mountain_coal,2050,26z-debug-noCO2Cap-foresight,MMBtu,104036324
USENSYS,SRSG,mountain_coal,2030,26z-debug-noCO2Cap-foresight,MMBtu,387050853
USENSYS,SRSG,mountain_coal,2040,26z-debug-noCO2Cap-foresight,MMBtu,158650280
USENSYS,SRSG,mountain_coal,2050,26z-debug-noCO2Cap-foresight,MMBtu,91963575
USENSYS,BASN,mountain_distillate,2030,26z-debug-noCO2Cap-foresight,MMBtu,-61
USENSYS,BASN,mountain_distillate,2040,26z-debug-noCO2Cap-foresight,MMBtu,3338
USENSYS,BASN,mountain_distillate,2050,26z-debug-noCO2Cap-foresight,MMBtu,7670
USENSYS,RMRG,mountain_distillate,2030,26z-debug-noCO2Cap-foresight,MMBtu,-3
USENSYS,RMRG,mountain_distillate,2040,26z-debug-noCO2Cap-foresight,MMBtu,1919
USENSYS,RMRG,mountain_distillate,2050,26z-debug-noCO2Cap-foresight,MMBtu,3733
USENSYS,BASN,mountain_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,98683353
USENSYS,BASN,mountain_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,151308072
USENSYS,BASN,mountain_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,197923304
USENSYS,RMRG,mountain_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,13057949
USENSYS,RMRG,mountain_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,24547867
USENSYS,RMRG,mountain_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,15143821
USENSYS,SRSG,mountain_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,59600767
USENSYS,SRSG,mountain_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,138631648
USENSYS,SRSG,mountain_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,115527580
USENSYS,RMRG,mountain_naturalgas_ccs90,2030,26z-debug-noCO2Cap-foresight,MMBtu,174
USENSYS,RMRG,mountain_naturalgas_ccs90,2040,26z-debug-noCO2Cap-foresight,MMBtu,308
USENSYS,RMRG,mountain_naturalgas_ccs90,2050,26z-debug-noCO2Cap-foresight,MMBtu,601
USENSYS,SRSG,mountain_naturalgas_ccs90,2030,26z-debug-noCO2Cap-foresight,MMBtu,136
USENSYS,SRSG,mountain_naturalgas_ccs90,2040,26z-debug-noCO2Cap-foresight,MMBtu,273
USENSYS,SRSG,mountain_naturalgas_ccs90,2050,26z-debug-noCO2Cap-foresight,MMBtu,496
USENSYS,SRSG,mountain_uranium,2030,26z-debug-noCO2Cap-foresight,MMBtu,366441979
USENSYS,SRSG,mountain_uranium,2040,26z-debug-noCO2Cap-foresight,MMBtu,325518043
USENSYS,SRSG,mountain_uranium,2050,26z-debug-noCO2Cap-foresight,MMBtu,310919686
USENSYS,ISNE,new_england_distillate,2030,26z-debug-noCO2Cap-foresight,MMBtu,330585
USENSYS,ISNE,new_england_distillate,2040,26z-debug-noCO2Cap-foresight,MMBtu,334228
USENSYS,ISNE,new_england_distillate,2050,26z-debug-noCO2Cap-foresight,MMBtu,127325
USENSYS,ISNE,new_england_naturalgas,2030,26z-debug-noCO2Cap-foresight,MMBtu,404584841
USENSYS,ISNE,new_england_naturalgas,2040,26z-debug-noCO2Cap-foresight,MMBtu,510513950
USENSYS,ISNE,new_england_naturalgas,2050,26z-debug-noCO2Cap-foresight,MMBtu,532159606
USENSYS,ISNE,new_england_uranium,2030,26z-debug-noCO2Cap-foresight,MMBtu,306491187
USENSYS,ISNE,new_england_uranium,2040,26z-debug-noCO2Cap-foresight,MMBtu,294864576
USENSYS,ISNE,new_england_uranium,2050,26z-debug-noCO2Cap-foresight,MMBtu,294178555
USENSYS,BASN,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,325383117
USENSYS,BASN,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,328358683
USENSYS,BASN,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,342148874
USENSYS,CANO,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,680453009
USENSYS,CANO,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,699492983
USENSYS,CANO,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,629705373
USENSYS,CASO,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,162235584
USENSYS,CASO,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,239250430
USENSYS,CASO,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,266273768
USENSYS,FRCC,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,31355336
USENSYS,FRCC,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,119069208
USENSYS,FRCC,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,205248227
USENSYS,ISNE,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,123572527
USENSYS,ISNE,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,168387150
USENSYS,ISNE,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,179808384
USENSYS,MISC,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,65540448
USENSYS,MISC,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,201083330
USENSYS,MISC,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,195637365
USENSYS,MISE,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,13621563
USENSYS,MISE,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,77744429
USENSYS,MISE,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,77969538
USENSYS,MISS,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,63156825
USENSYS,MISS,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,95071208
USENSYS,MISS,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,146172808
USENSYS,MISW,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,133337206
USENSYS,MISW,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,214056432
USENSYS,MISW,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,244169959
USENSYS,NWPP,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,2923730811
USENSYS,NWPP,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,2887361280
USENSYS,NWPP,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,2701740129
USENSYS,NYCW,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,2693433
USENSYS,NYCW,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,3408264
USENSYS,NYCW,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,4001798
USENSYS,NYUP,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,357000357
USENSYS,NYUP,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,364294143
USENSYS,NYUP,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,389066339
USENSYS,PJMC,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,15298926
USENSYS,PJMC,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,39950628
USENSYS,PJMC,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,78027546
USENSYS,PJMD,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,67955874
USENSYS,PJMD,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,120775597
USENSYS,PJMD,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,160268686
USENSYS,PJME,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,97243440
USENSYS,PJME,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,99461504
USENSYS,PJME,None,2050,26z-debug-noCO2Cap-foresight,MMBtu,123936081
USENSYS,PJMW,None,2030,26z-debug-noCO2Cap-foresight,MMBtu,125890069
USENSYS,PJMW,None,2040,26z-debug-noCO2Cap-foresight,MMBtu,201609098
