Costs,Total,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9,Zone10,Zone11,Zone12,Zone13,Zone14,Zone15,Zone16,Zone17,Zone18,Zone19,Zone20,Zone21,Zone22,Zone23,Zone24,Zone25,Zone26
cTotal,1.945133430292337e11,4.608409770492108e9,4.403466301836823e9,7.0107746554897e9,1.3057739136303425e10,7.156890382537006e9,1.0364187614373587e10,5.526132140569092e9,8.78146607310817e9,1.1229713751457888e10,5.110610364745393e9,5.17297664279905e9,2.9125460812700124e9,4.0740013951532884e9,4.241506988522444e9,1.1774561869513296e10,1.7069771233923388e10,3.4913481631969857e9,3.6161595521628995e9,1.6486930083036897e9,4.785877674066649e9,1.1029284075865612e10,9.142766654743492e9,1.2828071862488585e10,5.298166689662149e9,1.6089922353358223e10,1.6801447961517107e9
cFix,1.4475060998860007e11,4.1355931058000007e9,3.354091867e9,4.389363045e9,7.842009383199999e9,5.8523337144e9,7.7407068531e9,3.9577022023e9,6.030104534299999e9,8.470785296999998e9,4.938295453099999e9,4.551507532000001e9,2.3416545806e9,2.8530650539999995e9,3.5082989446e9,8.417156144999999e9,1.12721627648e10,3.471509558e9,3.15870909e9,1.5758573446999998e9,4.2271091639999995e9,7.729425134099999e9,7.226482991999999e9,8.944748963099998e9,4.4442629669e9,1.29124054516e10,1.4052688479999998e9
cVar,1.0582558529446297e10,5.0606120167125046e7,2.1374791071667698e8,6.401096417660656e8,1.111432593298226e9,1.72183775625275e8,7.301872743528477e8,4.549689556713756e8,6.139377750937611e8,7.160524836788365e8,3.834451467692254e7,1.0783195264223886e8,1.1979274397468983e8,2.848366016652593e8,1.2953085923223153e8,5.929312644915776e8,1.516616653058984e9,1.9773258929770463e6,1.1364673291526881e8,1.821930477536278e7,6.253307606725594e7,7.890038542701461e8,4.276186021540753e8,8.506019013888406e8,1.4181538727328464e8,6.526018584951698e8,3.142936609858548e7
cFuel,3.342548403877275e10,4.043384617466714e8,7.906885491525731e8,1.876765157730871e9,3.71427477317513e9,1.0238133289619488e9,1.7048952788311768e9,1.0368425554197665e9,1.9036620515979776e9,1.8104711567782967e9,1.2990102573576087e8,4.647610985611815e8,4.225819873478602e8,8.826991140236422e8,5.38643666681707e8,2.4824014212616124e9,3.9081914135975366e9,1.3619749796594895e7,3.08638446533827e8,5.105106395868898e7,4.17741653201942e8,2.353526436239387e9,1.3451243466656659e9,2.7577567652328935e9,6.80572490038889e8,2.1982293654921045e9,2.0429268101074532e8
cNSE,282808.805598021,10966.644119283497,10826.318831725617,11107.799464807435,10785.488887751966,10958.38244818789,10820.37157953385,10577.246388000953,10708.103002559665,10893.881982202116,11462.16560321309,11350.990781997118,10701.069969882088,10780.251227255485,10959.172527606424,11304.354518865013,10855.496433399874,10769.840887710367,10708.42958736221,10586.563499135222,10840.552047439915,10762.623239302477,10965.191460115439,10766.42048254264,11078.512806905139,11094.653691372678,10178.28012986405
cStart,3.3462538664715867e9,1.7861116134192243e7,4.492714864874203e7,1.0452570319329889e8,3.900116011411791e8,1.0854860516733393e8,1.883873877179827e8,7.660784993156153e7,2.3375100401342925e8,2.3239392011877373e8,4.057909067107471e6,4.886470860484716e7,2.8506068277492356e7,5.338984521316012e7,6.5022558835977904e7,2.82061734405588e8,3.7278954697043324e8,4.230759666525732e6,3.5154574284216605e7,3.554708306139017e6,7.84829402454031e7,1.5731788863284177e8,1.4352974873229364e8,2.749534663463693e8,3.150476693716856e7,3.266745831172565e8,3.9143722762250416e7
cUnmetRsv,0.0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cNetworkExp,1.5395559555552337e7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cUnmetPolicyPenalty,2.3927582376003704e9,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
cCO2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
