model,line_name,planning_year,case,unit,value
USENSYS,BASN_to_CANO,2030,26z-debug-highCCScost,MW,1
USENSYS,BASN_to_CASO,2030,26z-debug-highCCScost,MW,1
USENSYS,BASN_to_SRSG,2030,26z-debug-highCCScost,MW,1
USENSYS,CANO_to_CASO,2030,26z-debug-highCCScost,MW,1
USENSYS,CASO_to_NWPP,2030,26z-debug-highCCScost,MW,2955
USENSYS,CASO_to_SRSG,2030,26z-debug-highCCScost,MW,3
USENSYS,FRCC_to_SRSE,2030,26z-debug-highCCScost,MW,610
USENSYS,ISNE_to_NYCW,2030,26z-debug-highCCScost,MW,1
USENSYS,ISNE_to_NYUP,2030,26z-debug-highCCScost,MW,1569
USENSYS,MISC_to_MISE,2030,26z-debug-highCCScost,MW,2923
USENSYS,MISC_to_MISS,2030,26z-debug-highCCScost,MW,1
USENSYS,MISC_to_MISW,2030,26z-debug-highCCScost,MW,2
USENSYS,MISC_to_PJMC,2030,26z-debug-highCCScost,MW,2
USENSYS,MISC_to_PJMW,2030,26z-debug-highCCScost,MW,2872
USENSYS,MISC_to_SPPC,2030,26z-debug-highCCScost,MW,5169
USENSYS,MISC_to_SPPN,2030,26z-debug-highCCScost,MW,3511
USENSYS,MISC_to_SPPS,2030,26z-debug-highCCScost,MW,5866
USENSYS,MISC_to_SRCE,2030,26z-debug-highCCScost,MW,1
USENSYS,MISE_to_MISW,2030,26z-debug-highCCScost,MW,2030
USENSYS,MISE_to_PJMW,2030,26z-debug-highCCScost,MW,2
USENSYS,MISS_to_SPPC,2030,26z-debug-highCCScost,MW,4812
USENSYS,MISS_to_SPPS,2030,26z-debug-highCCScost,MW,15273
USENSYS,MISS_to_SRSE,2030,26z-debug-highCCScost,MW,7443
USENSYS,MISW_to_NWPP,2030,26z-debug-highCCScost,MW,1
USENSYS,MISW_to_PJMC,2030,26z-debug-highCCScost,MW,3921
USENSYS,MISW_to_SPPC,2030,26z-debug-highCCScost,MW,28
USENSYS,NWPP_to_RMRG,2030,26z-debug-highCCScost,MW,997
USENSYS,NWPP_to_SPPN,2030,26z-debug-highCCScost,MW,712
USENSYS,NYCW_to_NYUP,2030,26z-debug-highCCScost,MW,1064
USENSYS,NYCW_to_PJME,2030,26z-debug-highCCScost,MW,5459
USENSYS,NYUP_to_PJME,2030,26z-debug-highCCScost,MW,3857
USENSYS,PJMC_to_PJMW,2030,26z-debug-highCCScost,MW,9020
USENSYS,PJMD_to_PJME,2030,26z-debug-highCCScost,MW,5074
USENSYS,PJMD_to_PJMW,2030,26z-debug-highCCScost,MW,1
USENSYS,PJMD_to_SRCA,2030,26z-debug-highCCScost,MW,1
USENSYS,PJME_to_PJMW,2030,26z-debug-highCCScost,MW,202
USENSYS,PJMW_to_SRCE,2030,26z-debug-highCCScost,MW,73
USENSYS,RMRG_to_SPPC,2030,26z-debug-highCCScost,MW,9782
USENSYS,RMRG_to_SPPN,2030,26z-debug-highCCScost,MW,3672
USENSYS,RMRG_to_SRSG,2030,26z-debug-highCCScost,MW,6
USENSYS,SPPC_to_SPPN,2030,26z-debug-highCCScost,MW,17
USENSYS,SPPC_to_SPPS,2030,26z-debug-highCCScost,MW,12
USENSYS,SPPN_to_SPPS,2030,26z-debug-highCCScost,MW,4930
USENSYS,SPPS_to_SRSG,2030,26z-debug-highCCScost,MW,1658
USENSYS,SPPS_to_TRE,2030,26z-debug-highCCScost,MW,7831
USENSYS,SPPS_to_TRE_WEST,2030,26z-debug-highCCScost,MW,5427
USENSYS,SRCA_to_SRCE,2030,26z-debug-highCCScost,MW,31
USENSYS,SRCE_to_SRSE,2030,26z-debug-highCCScost,MW,1
USENSYS,SRSG_to_TRE,2030,26z-debug-highCCScost,MW,1989
USENSYS,BASN_to_CANO,2040,26z-debug-highCCScost,MW,18
USENSYS,BASN_to_CASO,2040,26z-debug-highCCScost,MW,3
USENSYS,BASN_to_NWPP,2040,26z-debug-highCCScost,MW,1
USENSYS,BASN_to_RMRG,2040,26z-debug-highCCScost,MW,12
USENSYS,BASN_to_SRSG,2040,26z-debug-highCCScost,MW,1
USENSYS,CANO_to_CASO,2040,26z-debug-highCCScost,MW,3
USENSYS,CANO_to_NWPP,2040,26z-debug-highCCScost,MW,2
USENSYS,CASO_to_NWPP,2040,26z-debug-highCCScost,MW,1
USENSYS,CASO_to_SRSG,2040,26z-debug-highCCScost,MW,4003
USENSYS,FRCC_to_SRSE,2040,26z-debug-highCCScost,MW,629
USENSYS,ISNE_to_NYCW,2040,26z-debug-highCCScost,MW,662
USENSYS,ISNE_to_NYUP,2040,26z-debug-highCCScost,MW,5128
USENSYS,MISC_to_MISE,2040,26z-debug-highCCScost,MW,981
USENSYS,MISC_to_MISS,2040,26z-debug-highCCScost,MW,11
USENSYS,MISC_to_MISW,2040,26z-debug-highCCScost,MW,8
USENSYS,MISC_to_PJMC,2040,26z-debug-highCCScost,MW,8
USENSYS,MISC_to_PJMW,2040,26z-debug-highCCScost,MW,6604
USENSYS,MISC_to_SPPC,2040,26z-debug-highCCScost,MW,456
USENSYS,MISC_to_SPPN,2040,26z-debug-highCCScost,MW,4433
USENSYS,MISC_to_SPPS,2040,26z-debug-highCCScost,MW,4515
USENSYS,MISC_to_SRCE,2040,26z-debug-highCCScost,MW,8
USENSYS,MISE_to_MISW,2040,26z-debug-highCCScost,MW,975
USENSYS,MISE_to_PJMW,2040,26z-debug-highCCScost,MW,6
USENSYS,MISS_to_SPPC,2040,26z-debug-highCCScost,MW,4066
USENSYS,MISS_to_SRCE,2040,26z-debug-highCCScost,MW,5
USENSYS,MISS_to_SRSE,2040,26z-debug-highCCScost,MW,1559
USENSYS,MISW_to_NWPP,2040,26z-debug-highCCScost,MW,18
USENSYS,MISW_to_PJMC,2040,26z-debug-highCCScost,MW,3536
USENSYS,MISW_to_SPPC,2040,26z-debug-highCCScost,MW,494
USENSYS,MISW_to_SPPN,2040,26z-debug-highCCScost,MW,7
USENSYS,NWPP_to_RMRG,2040,26z-debug-highCCScost,MW,7222
USENSYS,NWPP_to_SPPN,2040,26z-debug-highCCScost,MW,46
USENSYS,NYCW_to_NYUP,2040,26z-debug-highCCScost,MW,5
USENSYS,NYCW_to_PJME,2040,26z-debug-highCCScost,MW,3881
USENSYS,NYUP_to_PJME,2040,26z-debug-highCCScost,MW,1509
USENSYS,PJMD_to_PJME,2040,26z-debug-highCCScost,MW,8
USENSYS,PJMD_to_PJMW,2040,26z-debug-highCCScost,MW,2
